,Date,Weights,Profit,Base Profit,Volume,AMS,PMD,LH,DGX,WLFC,KAMN,LAWS,HDSN,JNJ,BMY,PFE,ABT,cash
0,2014-01-06,"[0.         0.16380422 0.16061577 0.         0.         0.17536017
 0.14364979 0.         0.17471321 0.1818568  0.         0.
 0.        ]",0.9949999557435513,0.9950000000000002,0.9999999552965164,0.16380421817302704,0.16061577200889587,0.0,0.0,0.17536017298698425,0.14364978671073914,0.0,0.17471320927143097,0.18185679614543915,0.0,0.0,0.0,0.0
1,2014-01-07,"[0.         0.16420665 0.16076012 0.         0.         0.174815
 0.14432888 0.         0.1747501  0.18113922 0.         0.
 0.        ]",1.006761623736598,1.0096777899105343,0.002512882874677091,0.16420665383338928,0.16076011955738068,0.0,0.0,0.17481499910354614,0.14432887732982635,0.0,0.17475010454654694,0.18113921582698822,0.0,0.0,0.0,0.0
2,2014-01-08,"[0.         0.16431627 0.16073738 0.         0.         0.17481378
 0.14411075 0.         0.17483075 0.1811911  0.         0.
 0.        ]",1.0148604369867689,1.0129781278294443,0.010117062272831358,0.16431626677513123,0.16073738038539886,0.0,0.0,0.17481377720832825,0.1441107541322708,0.0,0.17483074963092804,0.1811911016702652,0.0,0.0,0.0,0.0
3,2014-01-09,"[0.         0.16422926 0.16079141 0.         0.         0.17474134
 0.14432594 0.         0.17470832 0.1812037  0.         0.
 0.        ]",1.017082413757569,1.015886933156238,0.013856318035847283,0.16422925889492035,0.16079141199588776,0.0,0.0,0.17474134266376495,0.14432594180107117,0.0,0.1747083216905594,0.181203693151474,0.0,0.0,0.0,0.0
4,2014-01-10,"[0.         0.16403338 0.16065685 0.         0.         0.1749896
 0.14423956 0.         0.1748788  0.18120182 0.         0.
 0.        ]",1.019417144314696,1.0208614880514282,0.007698030938675603,0.16403338313102722,0.1606568545103073,0.0,0.0,0.17498959600925446,0.14423955976963043,0.0,0.1748788058757782,0.18120181560516357,0.0,0.0,0.0,0.0
5,2014-01-13,"[0.         0.16368216 0.160578   0.         0.         0.17524177
 0.14428738 0.         0.17493482 0.18127589 0.         0.
 0.        ]",1.0122228962722917,1.0263089674286063,0.011871736451699897,0.16368216276168823,0.16057799756526947,0.0,0.0,0.17524176836013794,0.1442873775959015,0.0,0.17493481934070587,0.1812758892774582,0.0,0.0,0.0,0.0
6,2014-01-14,"[0.         0.16361272 0.16058712 0.         0.         0.17526369
 0.14426616 0.         0.17500778 0.18126252 0.         0.
 0.        ]",1.0159719067236925,1.0288449689352779,0.00537170282878957,0.1636127233505249,0.1605871170759201,0.0,0.0,0.1752636879682541,0.14426615834236145,0.0,0.17500777542591095,0.1812625229358673,0.0,0.0,0.0,0.0
7,2014-01-15,"[0.         0.16369314 0.16062829 0.         0.         0.17519054
 0.14419216 0.         0.17500667 0.18128921 0.         0.
 0.        ]",1.0255144332680182,1.0342775376189015,0.010353923742523795,0.1636931449174881,0.1606282889842987,0.0,0.0,0.1751905381679535,0.1441921591758728,0.0,0.1750066727399826,0.1812892109155655,0.0,0.0,0.0,0.0
8,2014-01-16,"[0.         0.163656   0.16053371 0.         0.         0.17533322
 0.14402428 0.         0.17515194 0.18130086 0.         0.
 0.        ]",1.0427766360498438,1.0420463251063763,0.025656880490140196,0.16365599632263184,0.16053371131420135,0.0,0.0,0.17533321678638458,0.14402428269386292,0.0,0.17515194416046143,0.18130086362361908,0.0,0.0,0.0,0.0
9,2014-01-17,"[0.         0.16346815 0.16038251 0.         0.         0.17560063
 0.14391907 0.         0.17517886 0.1814508  0.         0.
 0.        ]",1.0323053557325943,1.0424039293757985,0.014460129901933521,0.1634681522846222,0.16038250923156738,0.0,0.0,0.17560063302516937,0.14391906559467316,0.0,0.17517885565757751,0.18145079910755157,0.0,0.0,0.0,0.0
10,2014-01-21,"[0.         0.16332959 0.16034375 0.         0.         0.17569815
 0.14390424 0.         0.17524289 0.18148139 0.         0.
 0.        ]",1.0279720749969412,1.0449001199390717,0.013810571670102679,0.1633295863866806,0.16034375131130219,0.0,0.0,0.1756981462240219,0.14390423893928528,0.0,0.17524288594722748,0.18148139119148254,0.0,0.0,0.0,0.0
11,2014-01-22,"[0.         0.16325518 0.16032621 0.         0.         0.17572536
 0.14389436 0.         0.17520255 0.18159637 0.         0.
 0.        ]",1.0283282691022437,1.0468224955817298,0.00959799277221202,0.16325518488883972,0.16032621264457703,0.0,0.0,0.17572535574436188,0.14389435946941376,0.0,0.17520254850387573,0.18159636855125427,0.0,0.0,0.0,0.0
12,2014-01-23,"[0.         0.16326566 0.16032365 0.         0.         0.17575602
 0.14384171 0.         0.17530404 0.1815089  0.         0.
 0.        ]",1.0330666385527203,1.0478056011299854,0.00766000191915208,0.163265660405159,0.16032364964485168,0.0,0.0,0.17575602233409882,0.1438417136669159,0.0,0.17530404031276703,0.1815088987350464,0.0,0.0,0.0,0.0
13,2014-01-24,"[0.         0.16335659 0.16047812 0.         0.         0.1755436
 0.14402795 0.         0.17522375 0.18136995 0.         0.
 0.        ]",1.0336014010088668,1.0471727633794081,0.007822519660581614,0.16335658729076385,0.1604781150817871,0.0,0.0,0.17554360628128052,0.1440279483795166,0.0,0.17522375285625458,0.18136994540691376,0.0,0.0,0.0,0.0
14,2014-01-27,"[0.         0.16341212 0.16051981 0.         0.         0.17547984
 0.14397606 0.         0.17522444 0.18138775 0.         0.
 0.        ]",1.0244971601747008,1.041140001943266,0.01063523834116047,0.16341212391853333,0.1605198085308075,0.0,0.0,0.17547984421253204,0.14397606253623962,0.0,0.1752244383096695,0.1813877522945404,0.0,0.0,0.0,0.0
