,Date,Weights,Profit,Base Profit,MCD,EAT,JACK,PZZA,LH,AMS,DGX,PMD,COHR,PKI,BIO,WAT,cash
0,2014-02-14,"[0.10042047 0.         0.22319395 0.         0.         0.
 0.         0.22500745 0.         0.         0.21006301 0.24131512
 0.        ]",0.9999999999910042,0.9999999999917246,0.0,0.22319394698784534,0.0,0.0,0.0,0.0,0.22500745034962424,0.0,0.0,0.210063005340794,0.24131512337485045,0.0,0.10042047394688601
1,2014-02-18,"[0.         0.         0.25244393 0.         0.         0.
 0.         0.24601074 0.         0.         0.23003278 0.27151255
 0.        ]",1.0075026859339584,1.014151131661694,0.0,0.25244392570825785,0.0,0.0,0.0,0.0,0.24601073738898116,0.0,0.0,0.23003278389559356,0.27151255300716737,0.0,0.0
2,2014-02-19,"[0.         0.         0.         0.         0.         0.
 0.         0.23492232 0.         0.         0.37857529 0.38650238
 0.        ]",1.0083272521557296,1.0210516794906108,0.0,0.0,0.0,0.0,0.0,0.0,0.2349223234285306,0.0,0.0,0.37857529484809105,0.38650238172337836,0.0,0.0
3,2014-02-20,"[0.11214108 0.         0.         0.         0.         0.
 0.         0.18062862 0.         0.         0.35623044 0.35099986
 0.        ]",1.0065351874770518,1.0173348082195555,0.0,0.0,0.0,0.0,0.0,0.0,0.180628620357081,0.0,0.0,0.3562304399065124,0.3509998605627564,0.0,0.1121410791736501
4,2014-02-21,"[0.         0.14479093 0.         0.         0.         0.
 0.         0.16117129 0.         0.         0.35394515 0.34009263
 0.        ]",1.0076112807075117,1.0204626587659784,0.14479093333466767,0.0,0.0,0.0,0.0,0.0,0.16117129215189918,0.0,0.0,0.35394514784851067,0.3400926266649224,0.0,0.0
5,2014-02-24,"[0.10884932 0.11673662 0.         0.         0.         0.
 0.         0.18545669 0.         0.         0.26576366 0.3231937
 0.        ]",1.0192768957579617,1.027516477065789,0.11673662342846906,0.0,0.0,0.0,0.0,0.0,0.1854566923306323,0.0,0.0,0.2657636635150139,0.3231936971218246,0.0,0.10884932360406006
6,2014-02-25,"[0.         0.21104965 0.         0.         0.         0.
 0.         0.19203496 0.         0.         0.25023183 0.34668356
 0.        ]",1.0150971248893113,1.0278305787631712,0.21104965446203447,0.0,0.0,0.0,0.0,0.0,0.19203496002004805,0.0,0.0,0.2502318278981439,0.34668355761977354,0.0,0.0
7,2014-02-26,"[0.         0.16990473 0.10433736 0.         0.         0.
 0.         0.14036985 0.17203944 0.         0.17181051 0.2415381
 0.        ]",1.0143997762708905,1.0298480803005365,0.16990473399278896,0.10433736465700948,0.0,0.0,0.0,0.0,0.14036985416302492,0.1720394438022044,0.0,0.17181050820542906,0.24153809517954317,0.0,0.0
8,2014-02-27,"[0.         0.         0.         0.         0.         0.
 0.         0.25871365 0.         0.         0.33644606 0.40484029
 0.        ]",1.0186328888053635,1.0297949976563088,0.0,0.0,0.0,0.0,0.0,0.0,0.25871365031604443,0.0,0.0,0.3364460559213401,0.4048402937626155,0.0,0.0
9,2014-02-28,"[0.         0.10157808 0.         0.         0.         0.
 0.         0.16549597 0.20349268 0.         0.2119135  0.31751977
 0.        ]",1.0207384934783994,1.0297038552605475,0.10157807846199376,0.0,0.0,0.0,0.0,0.0,0.16549596799467095,0.20349267984042213,0.0,0.21191350323315003,0.31751977046976315,0.0,0.0
