,Date,Weights,Profit,Base Profit,DGX,LH,PMD,AMS,IVAC,TRT,VECO,ASYS,UIS,EBIX,STRM,JKHY,cash
16,2014-01-29,"[0.         0.         0.16907915 0.14430794 0.         0.10486249
 0.10591944 0.         0.18862577 0.12112101 0.09642181 0.
 0.06966238]",1.0387715749366364,1.02312380809008,0.0,0.16907915330198436,0.1443079381677084,0.0,0.10486249203519381,0.10591944322558494,0.0,0.18862576840737894,0.12112101330228237,0.09642180884845394,0.0,0.06966238271141328,0.0
17,2014-01-30,"[0.         0.         0.16920394 0.14337995 0.         0.10483319
 0.10560338 0.         0.18915679 0.12084264 0.09776499 0.
 0.0692151 ]",1.0259190672132634,1.015500249342276,0.0,0.16920394116166404,0.14337995295178543,0.0,0.10483319493393875,0.10560338295618826,0.0,0.18915679242692265,0.12084264353331625,0.09776498966666687,0.0,0.06921510236951776,0.0
18,2014-01-31,"[0.         0.         0.16921976 0.14357778 0.         0.10478245
 0.10567139 0.         0.18909513 0.12093666 0.097394   0.
 0.06932282]",1.0537040038761056,1.0286064746015309,0.0,0.16921976281393272,0.1435777788193371,0.0,0.10478245395259095,0.10567139121983143,0.0,0.1890951327196452,0.12093666085446902,0.09739399823359698,0.0,0.06932282138659662,0.0
19,2014-02-03,"[0.         0.         0.16930479 0.1431769  0.         0.10473532
 0.10550589 0.         0.18933648 0.1208414  0.0979863  0.
 0.06911291]",1.0639262928095756,1.0266770465833033,0.0,0.16930478800035234,0.14317689848673185,0.0,0.10473532292910949,0.10550589048868489,0.0,0.18933648202399472,0.12084140043280457,0.09798630496103536,0.0,0.06911291267728685,0.0
20,2014-02-04,"[0.         0.         0.16942389 0.14275372 0.         0.10466312
 0.10532485 0.         0.18959402 0.12072142 0.0986708  0.
 0.06884817]",1.053245692362337,1.025469598404759,0.0,0.169423894876501,0.14275372261947875,0.0,0.10466312279406571,0.10532485193364713,0.0,0.18959402357514848,0.1207214198787182,0.09867079823681763,0.0,0.06884816608562316,0.0
21,2014-02-05,"[0.         0.         0.16949099 0.14164559 0.         0.10475386
 0.10499216 0.         0.19017442 0.12034699 0.10024823 0.
 0.06834776]",1.024404863790082,1.004996193149943,0.0,0.16949099190730935,0.14164559023687884,0.0,0.10475386154240769,0.10499215878499753,0.0,0.19017441512489033,0.12034698910848723,0.10024823422727543,0.0,0.06834775906775352,0.0
22,2014-02-06,"[0.         0.         0.16941523 0.14190464 0.         0.10479602
 0.1051113  0.         0.19003444 0.12041503 0.09976029 0.
 0.06856304]",1.035198570516444,1.0164239017481718,0.0,0.16941522503859516,0.14190464221291593,0.0,0.10479601962458701,0.1051113046140874,0.0,0.19003444338963457,0.12041503120021668,0.09976028932169567,0.0,0.0685630445982676,0.0
23,2014-02-07,"[0.         0.         0.16942816 0.14169253 0.         0.10480064
 0.10504998 0.         0.19014575 0.12036012 0.10005022 0.
 0.06847259]",1.0392914243563258,1.0208062967132259,0.0,0.16942816329495242,0.14169253076821192,0.0,0.1048006431409017,0.10504997958002932,0.0,0.1901457523526205,0.12036012264848303,0.1000502204074233,0.0,0.06847258780737778,0.0
24,2014-02-10,"[0.         0.         0.16946508 0.141233   0.         0.10482449
 0.10490066 0.         0.19037247 0.12020986 0.10072801 0.
 0.06826644]",1.0522008682231134,1.027548468902219,0.0,0.16946507682242803,0.141232997425377,0.0,0.1048244914998212,0.10490065555445754,0.0,0.19037247110584737,0.12020986045363806,0.10072801092206335,0.0,0.06826643621636735,0.0
25,2014-02-11,"[0.         0.         0.16947468 0.14171779 0.         0.10473738
 0.10502941 0.         0.19017778 0.12040318 0.09997649 0.
 0.0684833 ]",1.0664447228159029,1.0399859714892044,0.0,0.16947468187629935,0.14171779406913057,0.0,0.1047373751594586,0.10502940816405382,0.0,0.1901777785971192,0.12040317584541017,0.09997648592944967,0.0,0.06848330035907867,0.0
26,2014-02-12,"[0.         0.         0.1694383  0.14197297 0.         0.10474418
 0.10511199 0.         0.19001934 0.12047067 0.09962905 0.
 0.06861349]",1.076338680364502,1.0492552869168221,0.0,0.16943829896234708,0.14197297428716568,0.0,0.10474418104383516,0.10511199024900215,0.0,0.19001934433800205,0.12047066918274078,0.0996290533124478,0.0,0.06861348862445936,0.0
27,2014-02-13,"[0.         0.         0.16949361 0.14184534 0.         0.10468866
 0.10505565 0.         0.19008722 0.1204483  0.09985393 0.
 0.06852729]",1.0715348051594078,1.051938873865797,0.0,0.16949361406343647,0.14184533501845042,0.0,0.10468866408634851,0.10505564786379046,0.0,0.19008721686796376,0.12044830349314618,0.09985393195584935,0.0,0.06852728665101487,0.0
28,2014-02-14,"[0.         0.         0.16956    0.14133332 0.         0.10468535
 0.10488949 0.         0.19035908 0.12029233 0.10061373 0.
 0.0682667 ]",1.0577087945532553,1.0417675533148045,0.0,0.1695599994269328,0.1413333213396241,0.0,0.10468534681994188,0.10488949106848205,0.0,0.19035907815934924,0.12029233106533103,0.10061372962778997,0.0,0.06826670249254894,0.0
29,2014-02-18,"[0.         0.         0.16955741 0.14184594 0.         0.10460295
 0.1050534  0.         0.1901194  0.12047338 0.09983934 0.
 0.06850818]",1.0924109716403054,1.062391255758456,0.0,0.16955741360453308,0.1418459401817817,0.0,0.10460295380065253,0.10505339837436352,0.0,0.19011939657827076,0.12047337726287766,0.09983933812345433,0.0,0.06850818207406634,0.0
30,2014-02-19,"[0.         0.         0.16944272 0.14580051 0.         0.10428795
 0.10625115 0.         0.18801934 0.12180918 0.09396292 0.
 0.07042622]",1.1094837947332976,1.0709682564882834,0.0,0.16944272219581205,0.1458005128646602,0.0,0.1042879522657204,0.10625114501076309,0.0,0.18801934026524433,0.12180918320905831,0.09396292366927304,0.0,0.07042622051946865,0.0
31,2014-02-20,"[0.         0.         0.1694907  0.14609679 0.         0.10419953
 0.10625927 0.         0.18778925 0.12189095 0.09387177 0.
 0.07040173]",1.1106147898702041,1.0719931022514786,0.0,0.16949069576106462,0.14609679340452184,0.0,0.10419953070822052,0.10625927344484441,0.0,0.18778925362705262,0.12189095318517958,0.09387177410379877,0.0,0.07040172576531763,0.0
32,2014-02-21,"[0.         0.         0.16954609 0.14548303 0.         0.10420561
 0.1060539  0.         0.18809485 0.12166265 0.09487572 0.
 0.07007814]",1.1238801155743714,1.0819029087325678,0.0,0.1695460891726988,0.14548302972199018,0.0,0.10420561402572956,0.10605389975828271,0.0,0.1880948523831683,0.12166265491110101,0.09487571623316758,0.0,0.0700781437938618,0.0
33,2014-02-24,"[0.         0.         0.16956933 0.14486422 0.         0.10425972
 0.10586787 0.         0.1884208  0.12143104 0.09578143 0.
 0.06980559]",1.1167717507348685,1.0769564912245086,0.0,0.16956932959935192,0.1448642182148111,0.0,0.10425971952508684,0.10586786984629548,0.0,0.18842080467050526,0.12143104019984104,0.09578142758259052,0.0,0.06980559036151777,0.0
34,2014-02-25,"[0.         0.         0.16952696 0.14486256 0.         0.10432261
 0.10588748 0.         0.18842399 0.12140508 0.09575059 0.
 0.06982072]",1.1212102734924019,1.0782471671349665,0.0,0.16952695847066832,0.1448625640637878,0.0,0.10432260982311306,0.1058874793758801,0.0,0.18842399347185387,0.12140508448572351,0.09575059057908307,0.0,0.06982071972989028,0.0
35,2014-02-26,"[0.         0.         0.16955712 0.14483306 0.         0.10428672
 0.10586612 0.         0.1884418  0.12139578 0.09584426 0.
 0.06977514]",1.1251253307426416,1.0769863017033112,0.0,0.1695571248436325,0.1448330566869473,0.0,0.10428671659797989,0.1058661238572757,0.0,0.18844180114357045,0.12139577570286457,0.09584426354985874,0.0,0.06977513761787088,0.0
36,2014-02-27,"[0.         0.         0.16961928 0.14421958 0.         0.10430449
 0.105662   0.         0.18877722 0.12118866 0.09677988 0.
 0.06944889]",1.1237436319700738,1.0763598560398888,0.0,0.16961927566544996,0.14421958343989086,0.0,0.10430449412730769,0.10566199714577042,0.0,0.1887772195128303,0.12118865729938028,0.09677988112134457,0.0,0.06944889168802593,0.0
37,2014-02-28,"[0.         0.         0.16967634 0.14376353 0.         0.10429822
 0.10551686 0.         0.18903604 0.12104517 0.09742816 0.
 0.06923568]",1.1259885959135738,1.0773820195858053,0.0,0.16967634341924404,0.14376352851349797,0.0,0.10429822269939086,0.10551685549118117,0.0,0.18903603915669923,0.12104517054411867,0.09742816152118651,0.0,0.06923567865468154,0.0
38,2014-03-03,"[0.         0.         0.16975286 0.14420449 0.         0.10414144
 0.10561782 0.         0.18889499 0.1212953  0.09667446 0.
 0.06941865]",1.1712093566228916,1.0978258410096822,0.0,0.16975285894352618,0.14420448763754454,0.0,0.10414144352227962,0.10561782158135857,0.0,0.18889498772391095,0.12129529512256122,0.09667445754876802,0.0,0.06941864792005083,0.0
39,2014-03-04,"[0.         0.         0.1697593  0.14387817 0.         0.10418527
 0.105517   0.         0.18904896 0.12115195 0.09722006 0.
 0.0692393 ]",1.1438957938793686,1.0793002712314594,0.0,0.16975929676637067,0.14387816550290042,0.0,0.10418526534356533,0.105516996610024,0.0,0.18904896225015375,0.12115194815612265,0.09722006266259191,0.0,0.0692393027082714,0.0
40,2014-03-05,"[0.         0.         0.16980346 0.14401986 0.         0.10411517
 0.10553977 0.         0.18902498 0.12126184 0.09693646 0.
 0.06929845]",1.1794766975187247,1.0982349073826079,0.0,0.16980346236512645,0.1440198604615704,0.0,0.10411516641196099,0.10553977403442497,0.0,0.18902497996537404,0.12126184225117247,0.09693646119897728,0.0,0.06929845331139338,0.0
41,2014-03-06,"[0.         0.         0.16987324 0.14431654 0.         0.10399625
 0.10558828 0.         0.18891915 0.12145223 0.09645028 0.
 0.06940404]",1.1958199819759274,1.1061317394897434,0.0,0.16987323777957364,0.14431653630444094,0.0,0.10399625228660213,0.10558827561014568,0.0,0.18891915070704574,0.12145222930054557,0.09645027918963707,0.0,0.06940403882200921,0.0
42,2014-03-07,"[0.         0.         0.16990444 0.14433139 0.         0.10397001
 0.10556708 0.         0.18891903 0.12146432 0.09648336 0.
 0.06936037]",1.2051290516098618,1.1057795361624598,0.0,0.16990444237852306,0.14433138692542266,0.0,0.10397000673166287,0.10556707580572382,0.0,0.18891903161562312,0.12146432001604544,0.09648336201071481,0.0,0.06936037451628439,0.0
43,2014-03-10,"[0.         0.         0.16994858 0.14427432 0.         0.10392317
 0.10553323 0.         0.18896502 0.12147271 0.09656441 0.
 0.06931856]",1.2202536118005851,1.117874463155285,0.0,0.1699485757782163,0.1442743186041441,0.0,0.1039231736467858,0.1055332330454735,0.0,0.1889650233531993,0.12147270917351813,0.09656440776265855,0.0,0.06931855863600422,0.0
44,2014-03-11,"[0.         0.         0.16994878 0.14374011 0.         0.103987
 0.10538548 0.         0.18922271 0.12123909 0.0974002  0.
 0.06907663]",1.193972688193466,1.1126888059238094,0.0,0.16994878428395646,0.1437401054355553,0.0,0.10398700026233537,0.10538548287657246,0.0,0.189222706584133,0.12123909216007119,0.09740019794037183,0.0,0.0690766304570044,0.0
45,2014-03-12,"[0.         0.         0.16990233 0.14356164 0.         0.10405797
 0.10537391 0.         0.18925306 0.12108982 0.09773386 0.
 0.06902742]",1.1813795231312112,1.111413492095934,0.0,0.16990232592061363,0.14356164169305802,0.0,0.10405797032883254,0.10537390805330056,0.0,0.18925305675342083,0.12108982209765551,0.09773385762342501,0.0,0.06902741752969387,0.0
46,2014-03-13,"[0.         0.         0.16992065 0.14312332 0.         0.10408828
 0.10525324 0.         0.18947726 0.12093219 0.09837419 0.
 0.06883087]",1.1675222328659562,1.096486015838164,0.0,0.16992064882039756,0.14312332006875586,0.0,0.10408827838733017,0.10525324480931783,0.0,0.18947726089364617,0.12093218833320872,0.09837418505600147,0.0,0.06883087363134215,0.0
47,2014-03-14,"[0.         0.         0.16983993 0.1437868  0.         0.10408223
 0.10548132 0.         0.18912362 0.12115519 0.09732569 0.
 0.06920521]",1.1806480449399772,1.1022571474813172,0.0,0.169839925057226,0.14378679810470837,0.0,0.10408222874741095,0.10548132296441187,0.0,0.18912362239672242,0.12115519477977835,0.09732569316426383,0.0,0.06920521478547824,0.0
48,2014-03-17,"[0.         0.         0.16981403 0.14338751 0.         0.10418363
 0.10537425 0.         0.18929367 0.12096812 0.09799216 0.
 0.06898662]",1.1652243048890614,1.0904899347068242,0.0,0.16981403336331902,0.14338751013239082,0.0,0.1041836261170711,0.10537425010689438,0.0,0.18929367237039485,0.12096812355636102,0.09799216155653473,0.0,0.06898662279703402,0.0
49,2014-03-18,"[0.         0.         0.1699008  0.14298829 0.         0.10412437
 0.10522229 0.         0.18954518 0.12088496 0.0985384  0.
 0.06879571]",1.1732593648330427,1.0960018609355247,0.0,0.16990080039441066,0.14298828982477632,0.0,0.10412437475737954,0.10522228723587802,0.0,0.18954518064693296,0.12088496043993271,0.0985383993583476,0.0,0.06879570734234212,0.0
50,2014-03-19,"[0.         0.         0.16988276 0.14336793 0.         0.10408903
 0.10534628 0.         0.18937255 0.1210337  0.09792183 0.
 0.06898592]",1.1899801066309221,1.1020776025431818,0.0,0.16988276493117993,0.14336793193183642,0.0,0.10408903387020743,0.10534627552990464,0.0,0.18937254860927755,0.1210336973161557,0.09792182665746225,0.0,0.0689859211539762,0.0
51,2014-03-20,"[0.         0.         0.16986727 0.14403944 0.         0.10400923
 0.10553857 0.         0.18903142 0.12131016 0.09688815 0.
 0.06931576]",1.2207332288346948,1.1253019891735747,0.0,0.16986726875337058,0.1440394371009153,0.0,0.10400923037614278,0.10553856905693652,0.0,0.1890314196109285,0.12131016049974647,0.0968881519252065,0.0,0.06931576267675339,0.0
52,2014-03-21,"[0.         0.         0.16991291 0.14379408 0.         0.10399118
 0.10544329 0.         0.18916635 0.12124155 0.09730086 0.
 0.06914979]",1.2293671187813344,1.1291448354702407,0.0,0.16991290584240265,0.14379407572295436,0.0,0.10399117868441483,0.10544329361492125,0.0,0.18916635360678902,0.12124154717558983,0.09730085761648169,0.0,0.06914978773644637,0.0
53,2014-03-24,"[0.         0.         0.16990535 0.14344245 0.         0.10405414
 0.10535263 0.         0.18932307 0.12107312 0.09786521 0.
 0.06898403]",1.2111791622719852,1.1260097927270218,0.0,0.16990535406231633,0.1434424453280068,0.0,0.10405414081261213,0.1053526300499889,0.0,0.189323070086527,0.1210731157377562,0.09786521403978522,0.0,0.06898402988300736,0.0
54,2014-03-25,"[0.         0.         0.16996288 0.14333913 0.         0.10400452
 0.10530416 0.         0.18941831 0.12106868 0.09800217 0.
 0.06890015]",1.2055395238413844,1.1179625487739233,0.0,0.16996288438459237,0.14333913349216995,0.0,0.10400451633964042,0.10530416313792176,0.0,0.18941831072716106,0.12106867569280695,0.0980021680451787,0.0,0.06890014818052884,0.0
55,2014-03-26,"[0.         0.         0.16992683 0.14330798 0.         0.10405356
 0.10532215 0.         0.18942135 0.12104082 0.09801537 0.
 0.06891195]",1.201206130133972,1.116753586882091,0.0,0.16992683475009235,0.14330797502130463,0.0,0.10405355616129985,0.10532215211942221,0.0,0.18942134555103843,0.12104082007327494,0.09801537124202084,0.0,0.06891194508154684,0.0
56,2014-03-27,"[0.         0.         0.17001687 0.14266429 0.         0.10403717
 0.10509227 0.         0.18977232 0.12083688 0.099001   0.
 0.0685792 ]",1.1956677295728981,1.1172919626193007,0.0,0.17001686654796613,0.1426642930315769,0.0,0.10403717299195399,0.10509226818486216,0.0,0.18977232045738351,0.12083687775053117,0.09900100463724669,0.0,0.06857919639847955,0.0
57,2014-03-28,"[0.         0.         0.16996444 0.14260356 0.         0.10410587
 0.10511227 0.         0.18978905 0.12078166 0.09905957 0.
 0.06858358]",1.1803104048287005,1.0949896558538839,0.0,0.16996443616585774,0.14260356333815186,0.0,0.10410586997874545,0.10511226530812554,0.0,0.1897890538577934,0.12078166436667978,0.09905957140050448,0.0,0.06858357558414165,0.0
58,2014-03-31,"[0.         0.         0.16989097 0.14271618 0.         0.10417823
 0.10518182 0.         0.1897192  0.1207984  0.09884886 0.
 0.06866634]",1.1804783012576352,1.0991772019017498,0.0,0.16989096753002308,0.14271618037870418,0.0,0.10417823223056205,0.10518182217563805,0.0,0.1897191985851815,0.1207984009585924,0.09884886107628986,0.0,0.06866633706500877,0.0
59,2014-04-01,"[0.         0.         0.16979699 0.14323647 0.         0.10421599
 0.10536767 0.         0.18939267 0.12092075 0.09811801 0.
 0.06895145]",1.1743786827142058,1.1010543134573405,0.0,0.1697969917715197,0.1432364686858811,0.0,0.10421599408525295,0.10536766871422759,0.0,0.18939267089481712,0.12092075340757062,0.09811800563750403,0.0,0.06895144680322682,0.0
60,2014-04-02,"[0.         0.         0.17061018 0.14903199 0.         0.10287075
 0.10685675 0.         0.18645948 0.12486662 0.08694335 0.
 0.07236087]",1.2028953916002452,1.1153741113117943,0.0,0.1706101812697868,0.14903199068942002,0.0,0.10287075409593581,0.10685675104312704,0.0,0.1864594754713173,0.12486662155732581,0.08694335099808592,0.0,0.07236087487500126,0.0
61,2014-04-03,"[0.         0.         0.17051121 0.14898188 0.         0.10284294
 0.10674181 0.         0.186324   0.12460018 0.08774183 0.
 0.07225614]",1.22296792504944,1.1236634499669906,0.0,0.1705112102438384,0.1489818845725697,0.0,0.10284294055374461,0.10674181332930692,0.0,0.18632400017023393,0.12460017971669878,0.08774182878021408,0.0,0.07225614263339362,0.0
62,2014-04-04,"[0.         0.         0.17035515 0.14799305 0.         0.1029995
 0.10645141 0.         0.18681507 0.12389968 0.08962963 0.
 0.0718565 ]",1.2353833534619132,1.133663632668347,0.0,0.1703551509795982,0.14799304850472716,0.0,0.10299950462883758,0.1064514093436012,0.0,0.18681506935707748,0.1238996825443353,0.0896296308573165,0.0,0.07185650378450663,0.0
63,2014-04-07,"[0.         0.         0.17007872 0.14741189 0.         0.10327454
 0.10634888 0.         0.18704858 0.12332819 0.09076801 0.
 0.07174118]",1.2209417846751975,1.1268905359308072,0.0,0.17007871922148782,0.14741188861578922,0.0,0.10327453994029828,0.1063488818149779,0.0,0.18704858193905116,0.12332819250167135,0.09076801459848446,0.0,0.07174118136823986,0.0
64,2014-04-08,"[0.         0.         0.16978756 0.14663739 0.         0.10364294
 0.10620158 0.         0.18737259 0.12274088 0.0920982  0.
 0.07151886]",1.183579718748199,1.0974418145121008,0.0,0.1697875587743596,0.14663739168830112,0.0,0.10364293837708197,0.10620157839485711,0.0,0.18737259084883204,0.12274088085367728,0.09209820324107222,0.0,0.07151885782181873,0.0
65,2014-04-09,"[0.         0.         0.16954117 0.14588673 0.         0.10396677
 0.10606945 0.         0.18767134 0.1222293  0.09332163 0.
 0.07131361]",1.1360408207658004,1.0738519575703414,0.0,0.1695411697139611,0.14588672858491372,0.0,0.10396677230216321,0.10606944939304938,0.0,0.18767134236620475,0.12222930310542576,0.09332162952895298,0.0,0.07131360500532923,0.0
66,2014-04-10,"[0.         0.         0.16947701 0.14500105 0.         0.10411696
 0.10581119 0.         0.18811734 0.12183092 0.094657   0.
 0.07098853]",1.1414098487402573,1.0838568884763886,0.0,0.16947701112456046,0.1450010457901804,0.0,0.10411696121346861,0.10581119039414352,0.0,0.18811734412354544,0.12183092144272722,0.0946569994463868,0.0,0.07098852646498743,0.0
67,2014-04-11,"[0.         0.         0.16949749 0.14410387 0.         0.10419253
 0.10551144 0.         0.18860636 0.12152616 0.09589901 0.
 0.07066314]",1.1460229115519016,1.0862502840136832,0.0,0.1694974886366979,0.144103874619739,0.0,0.10419252742369223,0.10551144220500193,0.0,0.18860635868856146,0.12152615764062727,0.09589900850466669,0.0,0.07066314228101345,0.0
68,2014-04-14,"[0.         0.         0.16943974 0.14336768 0.         0.10437735
 0.10531285 0.         0.18898641 0.12124287 0.09687838 0.
 0.07039472]",1.1179871473496807,1.0632591410099703,0.0,0.16943974138799311,0.14336768207225198,0.0,0.10437734571098602,0.10531285433255173,0.0,0.1889864089907781,0.12124287135270104,0.09687837795293142,0.0,0.07039471819980653,0.0
69,2014-04-15,"[0.         0.         0.16936992 0.14297792 0.         0.10453713
 0.10522308 0.         0.18918026 0.12106181 0.09740754 0.
 0.07024235]",1.1100550601346335,1.0566893059830411,0.0,0.16936991632883738,0.14297792282994773,0.0,0.10453712928498587,0.10522307545118513,0.0,0.18918025507966302,0.12106181225353052,0.0974075417017528,0.0,0.07024234707009745,0.0
70,2014-04-16,"[0.         0.         0.16931505 0.14265601 0.         0.10465598
 0.10516045 0.         0.18932616 0.12092053 0.09784882 0.
 0.070117  ]",1.1043712678213058,1.0524822488915078,0.0,0.16931505437076877,0.14265601282282314,0.0,0.10465597872762822,0.10516044780727739,0.0,0.1893261592817165,0.12092052536955843,0.0978488175661305,0.0,0.07011700405409706,0.0
71,2014-04-17,"[0.         0.         0.16929943 0.14246608 0.         0.10470673
 0.10509852 0.         0.18942137 0.12083224 0.09814471 0.
 0.07003093]",1.1045226893578435,1.0547072955765602,0.0,0.16929942910290857,0.14246607539391568,0.0,0.10470672787089921,0.10509852424854858,0.0,0.18942136911007357,0.12083223545906352,0.09814471067402641,0.0,0.0700309281405644,0.0
72,2014-04-21,"[0.         0.         0.16928069 0.1430515  0.         0.1046202
 0.10529132 0.         0.18912905 0.12104299 0.09724981 0.
 0.07033444]",1.122104310259778,1.0596817622565549,0.0,0.1692806850454551,0.1430514991318029,0.0,0.10462020385464971,0.10529131517760072,0.0,0.18912904844482833,0.12104299075961378,0.09724981356400067,0.0,0.0703344440220489,0.0
73,2014-04-22,"[0.         0.         0.169291   0.14337816 0.         0.10455294
 0.10536475 0.         0.18895997 0.12114795 0.09684774 0.
 0.07045748]",1.1162923688741966,1.0548535558726264,0.0,0.16929100453934254,0.1433781647320612,0.0,0.10455294417336973,0.10536475060291851,0.0,0.1889599716691819,0.12114794613941422,0.09684773712357152,0.0,0.07045748102014036,0.0
