,Date,Weights,Profit,Base Profit,JKHY,EBIX,STRM,UIS,ATRI,CRY,TFX,MMM,CIGI,TRC,FRPH,CTO,cash
0,2014-01-06,"[0.07369416 0.         0.         0.         0.09601678 0.13324886
 0.14435837 0.09734204 0.         0.09696118 0.12267161 0.15188237
 0.08382462]",0.999999999990737,0.9999999999917246,0.0,0.0,0.0,0.0960167811735494,0.13324885882106233,0.1443583700428297,0.09734203554546042,0.0,0.09696118253958981,0.1226716133014758,0.15188237382264086,0.08382462390516585,0.07369416084822586
1,2014-01-07,"[0.         0.         0.         0.         0.10108249 0.14548166
 0.15952596 0.10274908 0.         0.10279541 0.13260146 0.16899359
 0.08677035]",1.0064926093798179,1.006013691485501,0.0,0.0,0.0,0.10108249107496631,0.14548165929533186,0.159525957933054,0.10274908442547741,0.0,0.1027954060539538,0.13260145759478856,0.16899359035077288,0.08677035327165511,0.0
2,2014-01-08,"[0.         0.         0.         0.         0.1006085  0.1458506
 0.1601724  0.10224968 0.         0.10234308 0.13254285 0.17014882
 0.08608408]",0.999517759309881,1.000537444357396,0.0,0.0,0.0,0.10060849518440108,0.14585059585330215,0.1601723975595571,0.10224967837849862,0.0,0.10234308441762857,0.1325428522504233,0.17014882054651337,0.08608407580967599,0.0
3,2014-01-09,"[0.         0.         0.         0.         0.10064266 0.14625626
 0.16033474 0.10173383 0.         0.10277088 0.13236131 0.17022182
 0.0856785 ]",1.0035106824281967,1.0063306856921124,0.0,0.0,0.0,0.10064265988453781,0.14625626416058418,0.16033474128884975,0.10173383312943234,0.0,0.10277088024920158,0.13236130714491723,0.17022181689487373,0.08567849724760333,0.0
4,2014-01-10,"[0.         0.         0.         0.         0.1006632  0.14626546
 0.16011256 0.10192865 0.         0.10269616 0.13237288 0.17031619
 0.08564489]",1.0010385240742363,1.0077051819932796,0.0,0.0,0.0,0.10066319840351776,0.14626546351949912,0.16011255815567443,0.10192865134456217,0.0,0.10269616242442381,0.13237288471084982,0.17031619005110835,0.08564489139036466,0.0
5,2014-01-13,"[0.         0.         0.         0.         0.10072133 0.1463513
 0.15999016 0.10190474 0.         0.10285885 0.13234855 0.17033683
 0.08548824]",1.001033856552068,1.006306113360828,0.0,0.0,0.0,0.10072133419780335,0.14635130333828691,0.1599901559666322,0.10190473788884873,0.0,0.10285884718835712,0.13234854753387287,0.17033683212854034,0.08548824175765848,0.0
6,2014-01-14,"[0.         0.         0.         0.         0.10074286 0.14641996
 0.16003076 0.10176884 0.         0.10297268 0.13233908 0.17030397
 0.08542186]",0.9898572620326012,0.9949683831825172,0.0,0.0,0.0,0.10074285758876438,0.14641995875522698,0.16003075517140625,0.10176883622216053,0.0,0.102972682572932,0.1323390824730454,0.17030396784716326,0.08542185936930123,0.0
7,2014-01-15,"[0.         0.         0.         0.         0.10079809 0.14644551
 0.15988856 0.10185209 0.         0.10287369 0.13234844 0.17036446
 0.08542917]",0.9741926720052531,0.986422737242082,0.0,0.0,0.0,0.10079808979957666,0.14644550863148995,0.15988855640606897,0.10185208781147466,0.0,0.10287369193409655,0.13234843546071104,0.17036445875333764,0.08542917120324461,0.0
8,2014-01-16,"[0.         0.         0.         0.         0.10083887 0.14643582
 0.15966501 0.10203863 0.         0.10262517 0.13240732 0.17045278
 0.08553641]",0.9848761465342536,0.9955364845905507,0.0,0.0,0.0,0.10083886906828023,0.14643582078975895,0.15966501030849825,0.10203862567616792,0.0,0.10262517326220982,0.132407315971693,0.17045277827388206,0.08553640664950976,0.0
9,2014-01-17,"[0.         0.         0.         0.         0.10095587 0.14677114
 0.1597861  0.10154173 0.         0.10288146 0.13232369 0.17037241
 0.0853676 ]",0.9966805850442572,0.9987637210921317,0.0,0.0,0.0,0.10095587359911248,0.14677114060761778,0.15978609887038517,0.10154172530272759,0.0,0.10288146149872272,0.13232368784766316,0.1703724141833034,0.08536759809046765,0.0
