,Date,Weights,Profit,Base Profit,Volume,SPAR,PCAR,F,OSK,CTO,CIGI,TRC,FRPH,CIA,AAME,GL,FFG,cash
0,2014-01-06,"[0.         0.08376569 0.08202295 0.08593411 0.08236771 0.0848273
 0.08392468 0.08893688 0.0774961  0.08182847 0.08302021 0.08313807
 0.08273781]",0.9997999776571989,0.9998000000000002,0.9999999776482582,0.08376568555831909,0.08202295005321503,0.0859341099858284,0.08236771076917648,0.08482729643583298,0.08392468094825745,0.08893688023090363,0.07749610394239426,0.08182846754789352,0.08302021026611328,0.08313807100057602,0.08273781090974808,0.0
1,2014-01-07,"[0.         0.08539946 0.0817349  0.08584232 0.08241444 0.0838398
 0.08357337 0.08704507 0.07845379 0.08242363 0.08368109 0.08294078
 0.08265133]",1.0069201088707684,1.006786944385835,0.0077869106506183,0.08539945632219315,0.08173490315675735,0.0858423188328743,0.08241444081068039,0.0838397964835167,0.0835733711719513,0.08704506605863571,0.07845378667116165,0.082423634827137,0.08368109166622162,0.08294077962636948,0.08265133202075958,0.0
2,2014-01-08,"[0.         0.08525905 0.08168226 0.08590831 0.08240514 0.08386625
 0.08362011 0.08725085 0.07837884 0.08240948 0.08361198 0.0828567
 0.08275103]",0.9967568008504787,0.9966022015901632,0.009093289145683183,0.08525905013084412,0.08168226480484009,0.08590830862522125,0.08240513503551483,0.08386625349521637,0.0836201086640358,0.08725085109472275,0.0783788412809372,0.08240947872400284,0.08361198008060455,0.08285669982433319,0.08275102823972702,0.0
3,2014-01-09,"[0.         0.08498275 0.08149568 0.08614797 0.08238458 0.08382338
 0.08385602 0.08741729 0.07838438 0.082387   0.08353624 0.08292708
 0.08265761]",0.9980410588478893,0.9979898551866598,0.007661904368026999,0.0849827453494072,0.08149567991495132,0.0861479714512825,0.08238457888364792,0.08382337540388107,0.0838560238480568,0.08741728961467743,0.07838437706232071,0.08238700032234192,0.08353623747825623,0.08292707800865173,0.08265760540962219,0.0
4,2014-01-10,"[0.         0.08519534 0.08157706 0.08587582 0.08247577 0.08382136
 0.08385503 0.08721539 0.07846063 0.0824006  0.08355626 0.08302214
 0.08254461]",1.0002374627528074,1.0000275161554095,0.009322168759857188,0.08519534021615982,0.08157705515623093,0.08587581664323807,0.08247577399015427,0.0838213562965393,0.0838550329208374,0.08721538633108139,0.07846063375473022,0.0824005976319313,0.08355626463890076,0.08302213996648788,0.08254460990428925,0.0
5,2014-01-13,"[0.         0.08502738 0.08162025 0.08573677 0.08253869 0.08379228
 0.08405747 0.08727248 0.07846986 0.08238675 0.08348199 0.0831691
 0.08244698]",0.999920921602798,0.9997657260201384,0.009136830240682155,0.08502738177776337,0.08162025362253189,0.08573677390813828,0.08253868669271469,0.08379227668046951,0.08405747264623642,0.08727248013019562,0.07846985757350922,0.08238675445318222,0.08348198980093002,0.08316910266876221,0.08244698494672775,0.0
6,2014-01-14,"[0.         0.08474407 0.0815811  0.0858487  0.08242226 0.08384467
 0.0839817  0.08750772 0.07844862 0.08225664 0.08346239 0.08326829
 0.08263385]",0.9940223463067942,0.9940408766802205,0.0081582203475784,0.08474407345056534,0.08158110082149506,0.08584870398044586,0.08242225646972656,0.08384466916322708,0.0839817002415657,0.0875077173113823,0.07844861596822739,0.08225664496421814,0.08346239477396011,0.08326829224824905,0.0826338529586792,0.0
7,2014-01-15,"[0.         0.08475239 0.08153477 0.08576174 0.08238424 0.08389635
 0.08382097 0.08758636 0.07844257 0.08221056 0.0835177  0.08327489
 0.0828175 ]",0.9831583101873401,0.9830229094044894,0.013359484823162123,0.0847523882985115,0.08153476566076279,0.08576174080371857,0.08238423615694046,0.08389635384082794,0.08382096886634827,0.08758635818958282,0.07844257354736328,0.08221056312322617,0.08351770043373108,0.08327488601207733,0.08281750231981277,0.0
8,2014-01-16,"[0.         0.08474465 0.08170988 0.08562819 0.08242138 0.08385091
 0.08392026 0.08744952 0.07849385 0.08219299 0.08347988 0.08345084
 0.08265763]",0.9912368346840803,0.9911534668013473,0.01153183780942969,0.0847446545958519,0.08170987665653229,0.08562818914651871,0.08242138475179672,0.0838509052991867,0.08392025530338287,0.08744952082633972,0.07849384844303131,0.08219299465417862,0.0834798812866211,0.08345083892345428,0.08265762776136398,0.0
9,2014-01-17,"[0.         0.08441185 0.08183786 0.08566467 0.08247037 0.08382392
 0.08422092 0.08759733 0.0784346  0.08216257 0.08332799 0.08356404
 0.08248387]",1.0006529218642506,1.0006364041734257,0.01238194402909554,0.0844118520617485,0.08183786273002625,0.08566467463970184,0.0824703723192215,0.08382391929626465,0.08422092348337173,0.0875973328948021,0.07843460142612457,0.08216256648302078,0.08332798629999161,0.08356403559446335,0.08248386532068253,0.0
10,2014-01-21,"[0.         0.08474122 0.08174107 0.08557186 0.08245786 0.08374514
 0.08402686 0.08733195 0.07856511 0.08219005 0.08343638 0.08365485
 0.08253763]",0.9988135725679915,0.9988800600392606,0.011504969092314616,0.08474121987819672,0.08174107223749161,0.08557186275720596,0.08245786279439926,0.08374513685703278,0.08402685821056366,0.08733195066452026,0.07856510579586029,0.08219005167484283,0.08343637734651566,0.08365485072135925,0.08253762871026993,0.0
