,Date,Weights,Profit,Base Profit,SPXC,LECO,CVR,PFIN,EAT,JACK,PZZA,MCD,CIA,GL,AAME,FFG,cash
0,2014-01-06,"[0.09150587 0.13855082 0.         0.         0.         0.10995043
 0.         0.         0.1293894  0.10828482 0.12640301 0.18616716
 0.1097485 ]",0.999999999990915,0.9999999999917246,0.13855081950175235,0.0,0.0,0.0,0.10995042604169215,0.0,0.0,0.12938939608712832,0.10828482144752277,0.12640301431600234,0.18616715598021738,0.10974849838438269,0.0915058682413022
1,2014-01-07,"[0.         0.15311044 0.         0.         0.         0.1180047
 0.         0.         0.14153474 0.11598582 0.13787542 0.21568948
 0.11779941]",0.9987232850430414,1.0036567500374864,0.1531104350758107,0.0,0.0,0.0,0.11800470421605906,0.0,0.0,0.14153474197613075,0.11598581736849582,0.13787541828499372,0.2156894772155404,0.1177994058629695,0.0
2,2014-01-08,"[0.         0.15310699 0.         0.         0.         0.11722188
 0.         0.         0.14113731 0.11516489 0.13742131 0.21893375
 0.11701388]",0.9905745629701793,0.9984483359112752,0.15310698705171846,0.0,0.0,0.0,0.11722188440620716,0.0,0.0,0.14113730940063982,0.1151648870076097,0.1374213076814267,0.21893374832204185,0.11701387613035626,0.0
3,2014-01-09,"[0.         0.1530769  0.         0.         0.         0.11711277
 0.         0.         0.14100635 0.11502703 0.13729901 0.21960527
 0.11687267]",0.9889122984998191,1.0002244113397305,0.1530769015775449,0.0,0.0,0.0,0.11711276921273708,0.0,0.0,0.1410063548175854,0.11502702597952032,0.13729900652969856,0.21960527269465663,0.11687266918825716,0.0
4,2014-01-10,"[0.         0.15303452 0.         0.         0.         0.11708101
 0.         0.         0.14103179 0.11500961 0.13728494 0.21969967
 0.11685847]",0.9910813859839974,1.0036176067217202,0.15303451886038133,0.0,0.0,0.0,0.11708100762858548,0.0,0.0,0.14103179299307225,0.11500960954089184,0.13728494029519206,0.21969966527596627,0.11685846540591086,0.0
5,2014-01-13,"[0.         0.15303506 0.         0.         0.         0.11708229
 0.         0.         0.14101557 0.11499907 0.13727249 0.21973588
 0.11685964]",0.990745191420526,1.0028523421291622,0.15303506056186586,0.0,0.0,0.0,0.11708229224987915,0.0,0.0,0.14101556780881944,0.11499907373392518,0.13727248626852281,0.21973587751881196,0.11685964185817559,0.0
6,2014-01-14,"[0.         0.15304745 0.         0.         0.         0.11708863
 0.         0.         0.14098708 0.11499338 0.13725805 0.21976203
 0.11686337]",0.984137274925998,0.9967115296053419,0.1530474533702361,0.0,0.0,0.0,0.11708862750759687,0.0,0.0,0.1409870835502239,0.11499337929300843,0.13725805003781988,0.2197620345971929,0.11686337164392199,0.0
7,2014-01-15,"[0.         0.15302534 0.         0.         0.         0.11707912
 0.         0.         0.14102855 0.11500118 0.13726703 0.2197307
 0.11686809]",0.9817869155151221,0.9880036765268138,0.15302533705764376,0.0,0.0,0.0,0.11707911745995941,0.0,0.0,0.14102854915584304,0.11500118099861215,0.13726703163738316,0.21973069574625323,0.1168680879443053,0.0
8,2014-01-16,"[0.         0.15296752 0.         0.         0.         0.11707076
 0.         0.         0.14111194 0.11501558 0.13728821 0.2196707
 0.11687529]",0.989927084091152,1.0087117703842292,0.15296751990100527,0.0,0.0,0.0,0.117070758675668,0.0,0.0,0.14111193683717135,0.11501558412578922,0.13728821294603427,0.21967069601574066,0.11687529149859119,0.0
9,2014-01-17,"[0.         0.15296866 0.         0.         0.         0.11708143
 0.         0.         0.14109984 0.11501307 0.13728439 0.21968135
 0.11687127]",0.9897015143511668,1.00849137836203,0.15296865558549713,0.0,0.0,0.0,0.11708142555598886,0.0,0.0,0.1410998431452226,0.11501306624304425,0.1372843909893264,0.21968134698982736,0.11687127149109335,0.0
10,2014-01-21,"[0.         0.15298169 0.         0.         0.         0.11709734
 0.         0.         0.14108617 0.11500702 0.13726407 0.2196961
 0.11686761]",0.9858961209199462,1.0046904223960083,0.15298168767044437,0.0,0.0,0.0,0.11709734252970327,0.0,0.0,0.14108617144662053,0.11500701808703769,0.13726407127632256,0.21969610321655766,0.11686760577331387,0.0
11,2014-01-22,"[0.         0.15299159 0.         0.         0.         0.11709946
 0.         0.         0.14107739 0.11500611 0.13725859 0.21970009
 0.11686677]",0.9898892883107356,1.0103695556933183,0.1529915857148614,0.0,0.0,0.0,0.11709946339083681,0.0,0.0,0.14107738768876862,0.11500611221966293,0.1372585931217767,0.2197000892279446,0.11686676863614896,0.0
12,2014-01-23,"[0.         0.15296529 0.         0.         0.         0.11708568
 0.         0.         0.14111535 0.11501231 0.13727177 0.21967183
 0.11687777]",0.9999423413143397,1.0188818880969162,0.15296529120004115,0.0,0.0,0.0,0.11708568136649622,0.0,0.0,0.1411153532817328,0.11501230756165749,0.13727176800892762,0.2196718327806926,0.11687776580045205,0.0
13,2014-01-24,"[0.         0.15287071 0.         0.         0.         0.11706143
 0.         0.         0.14124956 0.11503132 0.13731617 0.21957798
 0.11689283]",0.9902019679061269,1.01453601392035,0.15287070523619425,0.0,0.0,0.0,0.11706143263830648,0.0,0.0,0.14124956382028347,0.11503132189388328,0.13731616927371232,0.21957797530469103,0.11689283183292924,0.0
14,2014-01-27,"[0.         0.15286089 0.         0.         0.         0.11706445
 0.         0.         0.14126242 0.11503072 0.13731817 0.21956884
 0.11689452]",0.9791313268386593,1.0071019725423616,0.15286089160050093,0.0,0.0,0.0,0.11706444519951921,0.0,0.0,0.14126242470547545,0.11503071913342433,0.13731816847647044,0.21956883575279007,0.11689451513181964,0.0
15,2014-01-28,"[0.         0.15287704 0.         0.         0.         0.11706851
 0.         0.         0.14122591 0.11502535 0.13731778 0.21960511
 0.11688031]",0.968338895713205,0.9983659841724339,0.15287703608681819,0.0,0.0,0.0,0.11706850991631342,0.0,0.0,0.14122591449302294,0.11502534643346922,0.13731777992637886,0.2196051056881549,0.11688030745584245,0.0
16,2014-01-29,"[0.         0.15289622 0.         0.         0.         0.11707389
 0.         0.         0.14117814 0.11502072 0.13731476 0.21964617
 0.1168701 ]",0.9634898615639793,0.9931202696355664,0.1528962173025653,0.0,0.0,0.0,0.11707389490705912,0.0,0.0,0.14117813919030858,0.11502071614299693,0.13731475975816063,0.21964617156768262,0.11687010113122673,0.0
17,2014-01-30,"[0.         0.15291261 0.         0.         0.         0.11707823
 0.         0.         0.14116772 0.11501518 0.1373005  0.21965703
 0.11686874]",0.960690506739084,0.9932820583184211,0.1529126122381148,0.0,0.0,0.0,0.11707822631222939,0.0,0.0,0.1411677225228582,0.11501517797938629,0.13730049829100258,0.21965702602090856,0.11686873663550006,0.0
18,2014-01-31,"[0.         0.15292727 0.         0.         0.         0.11708341
 0.         0.         0.14115516 0.11500628 0.13728602 0.21966459
 0.11687727]",0.9609674418916587,0.9972208789894312,0.15292727251513907,0.0,0.0,0.0,0.11708341153578261,0.0,0.0,0.14115515715684607,0.11500627782553272,0.13728602270293538,0.21966458659840316,0.11687727166536087,0.0
