,Date,Weights,Profit,Base Profit,C,JPM,TCF,UMBF,PFE,JNJ,ABT,BMY,INTC,XLNX,KOPN,MXIM,cash
0,2014-02-13,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",0.996499999973923,0.9965,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
1,2014-02-14,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",0.9955631315980564,0.993775347863508,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
2,2014-02-18,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",1.0105514736917836,1.0080092725549952,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
3,2014-02-19,"[0.         0.0646819  0.12100689 0.07254222 0.         0.154138
 0.06148462 0.06345751 0.         0.11218937 0.10872486 0.16475886
 0.07701578]",1.0103443726575079,1.0108077325419909,0.06468189507722855,0.12100689113140106,0.0725422203540802,0.0,0.1541379988193512,0.061484623700380325,0.06345751136541367,0.0,0.11218937486410141,0.10872486233711243,0.1647588610649109,0.07701577991247177,0.0
4,2014-02-20,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",1.0232683822929383,1.0161153104395542,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
5,2014-02-21,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",1.0203036014924995,1.0100104904315435,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
6,2014-02-24,"[0.         0.0646819  0.12100689 0.07254222 0.         0.154138
 0.06148462 0.06345751 0.         0.11218937 0.10872486 0.16475886
 0.07701578]",1.0323158051698078,1.0177920685402408,0.06468189507722855,0.12100689113140106,0.0725422203540802,0.0,0.1541379988193512,0.061484623700380325,0.06345751136541367,0.0,0.11218937486410141,0.10872486233711243,0.1647588610649109,0.07701577991247177,0.0
7,2014-02-25,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",1.0237113263206297,1.0147200654739252,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
8,2014-02-26,"[0.         0.0646819  0.12100689 0.07254222 0.         0.154138
 0.06148462 0.06345751 0.         0.11218937 0.10872486 0.16475886
 0.07701578]",1.02225072982471,1.018895644917365,0.06468189507722855,0.12100689113140106,0.0725422203540802,0.0,0.1541379988193512,0.061484623700380325,0.06345751136541367,0.0,0.11218937486410141,0.10872486233711243,0.1647588610649109,0.07701577991247177,0.0
9,2014-02-27,"[0.         0.0646819  0.12100692 0.07254224 0.         0.15413792
 0.06148468 0.0634575  0.         0.11218935 0.10872488 0.16475886
 0.07701574]",1.015725868313089,1.0140361170657366,0.06468190252780914,0.12100692093372345,0.07254224270582199,0.0,0.15413792431354523,0.0614846795797348,0.06345750391483307,0.0,0.11218934506177902,0.10872488468885422,0.1647588610649109,0.07701574265956879,0.0
