,Date,Weights,Profit,Base Profit,AVX,HUBB,IIN,MRCY,FLEX,CTS,IEC,SANM,HDSN,KAMN,LAWS,WLFC,cash
0,2014-02-13,"[0.         0.18734805 0.18734805 0.         0.13225324 0.
 0.         0.         0.         0.         0.18734805 0.11835454
 0.18734805]",0.99999999999,0.99999999999,0.18734805285930634,0.18734805285930634,0.0,0.1322532445192337,0.0,0.0,0.0,0.0,0.0,0.18734805285930634,0.11835454404354095,0.18734805285930634,0.0
1,2014-02-14,"[0.         0.18734804 0.18734804 0.         0.13225326 0.
 0.         0.         0.         0.         0.18734804 0.11835457
 0.18734804]",1.0015656580424113,1.0037008567484405,0.18734803795814514,0.18734803795814514,0.0,0.1322532594203949,0.0,0.0,0.0,0.0,0.0,0.18734803795814514,0.11835457384586334,0.18734803795814514,0.0
2,2014-02-18,"[0.         0.18734804 0.18734804 0.         0.13225326 0.
 0.         0.         0.         0.         0.18734804 0.11835457
 0.18734804]",1.0168399890580462,1.0154983502378696,0.18734803795814514,0.18734803795814514,0.0,0.1322532594203949,0.0,0.0,0.0,0.0,0.0,0.18734803795814514,0.11835457384586334,0.18734803795814514,0.0
3,2014-02-19,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.0182445652310765,1.016418206892894,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
4,2014-02-20,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.0171363192079237,1.012784877922969,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
5,2014-02-21,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.008929600640381,1.0208116316574298,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
6,2014-02-24,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.0119248166706007,1.0243697296041583,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
7,2014-02-25,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.0100252870243145,1.0180283003173332,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
8,2014-02-26,"[0.         0.18734637 0.18734637 0.         0.13225609 0.
 0.         0.         0.         0.         0.18734637 0.11835845
 0.18734637]",1.0093423875593235,1.0320591885086687,0.18734636902809143,0.18734636902809143,0.0,0.13225609064102173,0.0,0.0,0.0,0.0,0.0,0.18734636902809143,0.11835844814777374,0.18734636902809143,0.0
9,2014-02-27,"[0.         0.18734716 0.18734716 0.         0.1322548  0.
 0.         0.         0.         0.         0.18734716 0.1183566
 0.18734716]",1.0057254037075096,1.020574375497884,0.1873471587896347,0.1873471587896347,0.0,0.13225479423999786,0.0,0.0,0.0,0.0,0.0,0.1873471587896347,0.1183566004037857,0.1873471587896347,0.0
