,Date,Weights,Profit,Base Profit,Volume,AVX,IIN,HUBB,MRCY,JPM,TCF,C,UMBF,KAMN,HDSN,LAWS,WLFC,cash
0,2014-01-06,"[0.06710008 0.07507299 0.10691218 0.         0.07990905 0.07758725
 0.08974164 0.10796617 0.08980879 0.07545681 0.08703748 0.07055432
 0.07285325]",0.999999999990671,0.9999999999917251,0.9328999160698286,0.07507298909109077,0.1069121771629126,0.0,0.0799090478900298,0.0775872527960388,0.08974163991650067,0.10796617270209453,0.08980878718424275,0.07545680591984182,0.08703747708792865,0.07055431983780938,0.07285324648133881,0.06710008393017136
1,2014-01-07,"[0.         0.07929447 0.11684287 0.         0.08501415 0.08231018
 0.09708273 0.11802674 0.09617823 0.08033938 0.09342728 0.07471348
 0.07677048]",1.0158464918116263,1.0105864935748967,0.06710008392954556,0.07929447066709301,0.11684286804861023,0.0,0.08501414694162504,0.08231017994578892,0.09708273377301929,0.11802673925107857,0.09617823174893583,0.08033938358610244,0.09342728235988908,0.07471348299347488,0.0767704806843828,0.0
2,2014-01-08,"[0.         0.07912119 0.11783118 0.         0.08482985 0.08199595
 0.09692543 0.11838406 0.0962187  0.08040003 0.09346887 0.07448418
 0.07634057]",1.0188974409681566,1.011896285299611,0.01242913835008536,0.07912119132923201,0.11783117948129344,0.0,0.08482984516516238,0.08199594824897218,0.09692542600978821,0.11838406439372529,0.09621870282732191,0.08040002552367898,0.09346886997079473,0.07448418000702356,0.07634056704300736,0.0
3,2014-01-09,"[0.         0.07897722 0.11745491 0.         0.08479425 0.08217666
 0.09714612 0.11894071 0.09590466 0.07987788 0.09342958 0.07476787
 0.07653013]",1.0174431497243486,1.011981695898284,0.01147706495985676,0.07897721943496884,0.11745490723408397,0.0,0.08479424604642696,0.08217666326595698,0.09714612434067159,0.11894070961173706,0.09590466394179008,0.07987788339171219,0.093429583689187,0.07476787048902317,0.07653012855444215,0.0
4,2014-01-10,"[0.         0.07896396 0.117019   0.         0.08484292 0.08223685
 0.09752133 0.11893359 0.09591559 0.0797536  0.09324644 0.07480378
 0.07676293]",1.0177648704882636,1.015696761823313,0.006056996796190372,0.0789639572346757,0.11701900266013507,0.0,0.08484291735705678,0.08223685173290533,0.09752133219460553,0.11893359415002668,0.09591558959494989,0.07975360223453136,0.09324644286027732,0.07480378028228188,0.07676292969855446,0.0
5,2014-01-13,"[0.         0.07895942 0.11643535 0.         0.08482687 0.0826166
 0.09744505 0.11959993 0.09553805 0.0791835  0.09306896 0.07518283
 0.07714344]",1.0216474822674453,1.0211695664396474,0.010712203946062534,0.07895942087427178,0.11643535166693329,0.0,0.08482686854265545,0.08261660178141306,0.09744504508940215,0.11959992646261407,0.09553804858814255,0.07918350000972835,0.09306895845691358,0.07518283425009002,0.07714344427783568,0.0
6,2014-01-14,"[0.         0.07894294 0.1169023  0.         0.08483153 0.08248857
 0.09742446 0.11934909 0.09566953 0.07928819 0.0928272  0.07532809
 0.0769481 ]",1.0223455582809389,1.0219600331543184,0.010049510605652408,0.07894294025669646,0.11690230065606395,0.0,0.08483153486146289,0.0824885707295908,0.09742446307168182,0.11934908652911967,0.0956695282764031,0.07928818606369942,0.0928271952760628,0.07532809447522745,0.0769480998039918,0.0
7,2014-01-15,"[0.         0.07893598 0.11743352 0.         0.08473286 0.08253755
 0.09751648 0.11937161 0.09533468 0.0790924  0.09276742 0.07515519
 0.07712231]",1.0194145686213445,1.0205499059587935,0.010860045010231504,0.07893597735746094,0.11743351547416941,0.0,0.0847328610391681,0.08253754935121184,0.09751648484718681,0.11937160837032064,0.09533467902353401,0.07909240393046203,0.09276742349403412,0.07515519145257624,0.07712230565987586,0.0
8,2014-01-16,"[0.         0.07896297 0.11671705 0.         0.08478525 0.08256463
 0.09781076 0.11965238 0.09536094 0.07913374 0.0926021  0.07527668
 0.0771335 ]",1.0302811580455484,1.027315710011253,0.00937146714673292,0.07896297244237178,0.11671705070526259,0.0,0.08478525089333451,0.08256462970487763,0.0978107586153943,0.11965238255484814,0.09536094217080926,0.07913373673590432,0.09260209591857371,0.07527667670321136,0.07713350355541246,0.0
9,2014-01-17,"[0.         0.0789072  0.11717551 0.         0.08485153 0.0824455
 0.09772361 0.11981827 0.09519097 0.07874104 0.09298193 0.07492773
 0.07723672]",1.0382409326740794,1.0366896647699835,0.014810452333408124,0.07890719628873115,0.11717551184749166,0.0,0.08485152937748487,0.0824454958615814,0.09772360795885404,0.11981826731579398,0.09519096863488008,0.07874104103235353,0.09298193179705803,0.0749277278344833,0.0772367220512881,0.0
10,2014-01-21,"[0.         0.07900274 0.11665447 0.         0.08488876 0.08269797
 0.09782299 0.1195541  0.09515233 0.0788078  0.09255288 0.07561959
 0.07724636]",1.034958669015241,1.0353382789259815,0.016012267239305704,0.07900274024906749,0.11665447137088716,0.0,0.08488876405733733,0.08269797085528251,0.09782298915567723,0.119554099622634,0.09515232937038738,0.07880780016439994,0.09255288179132595,0.07561959007339769,0.0772463632896033,0.0
11,2014-01-22,"[0.         0.07893901 0.11684454 0.         0.08479942 0.08264508
 0.09787804 0.11969974 0.09516567 0.07890732 0.09252234 0.07531752
 0.07728132]",1.044994717830382,1.0432394319396863,0.011007966255740713,0.07893900758838501,0.1168445354524123,0.0,0.08479942184443205,0.08264508254479506,0.09787803679161566,0.11969973735180539,0.09516567307761045,0.07890732386450351,0.09252233511874673,0.07531752164680018,0.07728132471889361,0.0
