,Date,Weights,Profit,Base Profit,Volume,MTH,BZH,PHM,NVR,HUBB,IIN,MRCY,AVX,BIO,PKI,COHR,WAT,cash
0,2014-01-06,"[0.07262364 0.07534085 0.07964782 0.07697991 0.0751892  0.07679707
 0.0807493  0.08050921 0.07795044 0.07757825 0.0755516  0.07585642
 0.07522625]",0.9998144800418083,0.9998000000000002,0.927376314997673,0.07534085214138031,0.07964781671762466,0.07697991281747818,0.07518919557332993,0.07679706811904907,0.08074930310249329,0.08050920814275742,0.07795044034719467,0.07757824659347534,0.0755515992641449,0.07585641741752625,0.07522625476121902,0.07262364029884338
1,2014-01-07,"[0.07183342 0.07535329 0.07846192 0.07780922 0.07560375 0.0775691
 0.0802289  0.07940584 0.07780685 0.07811259 0.07664163 0.07632574
 0.07484774]",1.004989872707956,1.0052217820093758,0.007452417646385533,0.07535329461097717,0.07846192270517349,0.07780922204256058,0.07560375332832336,0.07756909728050232,0.08022890239953995,0.07940584421157837,0.07780684530735016,0.07811259478330612,0.07664163410663605,0.07632573693990707,0.0748477429151535,0.07183342427015305
2,2014-01-08,"[0.0718848  0.07530722 0.07856189 0.0777014  0.07559574 0.07754599
 0.08031157 0.07957448 0.07786214 0.07800132 0.07652419 0.07628371
 0.07484554]",1.004591185380086,1.0049147826602223,0.012322447585761993,0.0753072202205658,0.07856188714504242,0.0777013972401619,0.07559573650360107,0.07754599303007126,0.08031156659126282,0.07957448065280914,0.07786213606595993,0.07800132036209106,0.07652419060468674,0.07628370821475983,0.07484554499387741,0.07188479602336884
3,2014-01-09,"[0.07184885 0.07535859 0.07856398 0.0776781  0.07573645 0.07769392
 0.08010385 0.07979134 0.07773374 0.07792424 0.07673175 0.07606745
 0.07476773]",0.9996010045327757,0.9997383629169541,0.007285936884450519,0.07535859197378159,0.07856398075819016,0.07767809927463531,0.07573644816875458,0.07769391685724258,0.08010385185480118,0.0797913447022438,0.07773374021053314,0.07792423665523529,0.07673174887895584,0.07606744766235352,0.07476773113012314,0.07184884697198868
4,2014-01-10,"[0.07182238 0.07536947 0.078555   0.07767638 0.07576238 0.07771049
 0.08001881 0.07974197 0.07770394 0.0779822  0.07681403 0.07607275
 0.07477016]",1.0058155454961717,1.006240854197959,0.014156638230374757,0.0753694698214531,0.07855500280857086,0.07767637819051743,0.07576238363981247,0.07771049439907074,0.08001881092786789,0.07974196970462799,0.07770393788814545,0.07798220217227936,0.07681402564048767,0.07607275247573853,0.07477016001939774,0.07182237505912781
5,2014-01-13,"[0.07177527 0.07537156 0.07858019 0.07769583 0.07583584 0.07775126
 0.07990099 0.07964487 0.07760762 0.07810815 0.07692873 0.07605258
 0.07474713]",1.0086497492089526,1.0093922194949867,0.011325585372260822,0.07537156343460083,0.07858019322156906,0.077695831656456,0.07583583891391754,0.07775125652551651,0.07990099489688873,0.07964486628770828,0.07760761678218842,0.07810814678668976,0.07692873477935791,0.07605257630348206,0.07474713027477264,0.07177527248859406
6,2014-01-14,"[0.07179394 0.07534132 0.07851589 0.07772733 0.07576185 0.07765026
 0.08005227 0.07945894 0.07767729 0.07819655 0.07685355 0.07615363
 0.07481718]",1.0119573442307952,1.0129114308261207,0.009751862521492826,0.07534132152795792,0.07851588726043701,0.07772733271121979,0.07576185464859009,0.07765025645494461,0.08005227148532867,0.07945894449949265,0.07767728716135025,0.07819654792547226,0.07685355097055435,0.07615362852811813,0.07481718063354492,0.07179394364356995
7,2014-01-15,"[0.07181884 0.0753629  0.07854225 0.07767411 0.07584716 0.07770792
 0.08002988 0.07968083 0.07764739 0.07806987 0.07690027 0.0759742
 0.07474439]",0.99893592434668,0.9990035542733756,0.01155486810052786,0.07536289840936661,0.07854224741458893,0.07767411321401596,0.07584715634584427,0.0777079164981842,0.08002987504005432,0.07968083024024963,0.0776473879814148,0.07806986570358276,0.07690027356147766,0.07597420364618301,0.07474438846111298,0.07181884348392487
8,2014-01-16,"[0.07179902 0.0753869  0.07854197 0.07766772 0.07584811 0.07773204
 0.07997799 0.07979452 0.07763089 0.07803756 0.07689763 0.07594655
 0.07473909]",1.0133199888884254,1.0144963160068496,0.008490658496722675,0.0753868967294693,0.07854197174310684,0.0776677206158638,0.07584811002016068,0.07773204147815704,0.07997798919677734,0.0797945186495781,0.0776308923959732,0.0780375599861145,0.07689762860536575,0.07594654709100723,0.07473909109830856,0.07179902493953705
9,2014-01-17,"[0.07176133 0.07543474 0.07852057 0.07771685 0.07582331 0.07772148
 0.07998934 0.07985926 0.07768477 0.07796159 0.07680465 0.07596361
 0.07475854]",1.0187580084293035,1.0204530284644209,0.008129488828052287,0.07543474435806274,0.07852057367563248,0.07771684974431992,0.07582331448793411,0.0777214765548706,0.07998933643102646,0.07985926419496536,0.07768476754426956,0.07796158641576767,0.07680465281009674,0.07596360892057419,0.07475853711366653,0.07176132500171661
10,2014-01-21,"[0.07173807 0.07540652 0.07855756 0.07771401 0.0758103  0.07770432
 0.08001622 0.07995252 0.0777314  0.07790391 0.07676376 0.07594203
 0.07475936]",1.0216514722786822,1.0235978430863304,0.007782944767267408,0.0754065215587616,0.0785575583577156,0.07771401107311249,0.07581029832363129,0.07770431786775589,0.08001621812582016,0.07995252311229706,0.07773140072822571,0.07790391147136688,0.07676375657320023,0.0759420320391655,0.07475936412811279,0.07173807173967361
