,Date,Weights,Profit,Base Profit,VSAT,SCON,MSI,BKTI,ATRI,MMM,CRY,TFX,BMY,ABT,JNJ,PFE,cash
0,2014-01-06,"[0.06817413 0.08052667 0.         0.08550558 0.07738679 0.
 0.072766   0.06932177 0.07165169 0.08527101 0.15552399 0.1134328
 0.12043956]",0.9999999999906818,0.9999999999917246,0.08052667388819047,0.0,0.08550557685889562,0.07738679204887472,0.0,0.07276600061567401,0.06932176866631651,0.07165168856574922,0.08527101414912985,0.15552399004575723,0.11343280420882744,0.12043955944233241,0.06817413151025264
1,2014-01-07,"[0.         0.08487699 0.         0.09006537 0.08209798 0.
 0.07525436 0.07161426 0.07468739 0.0909344  0.17564512 0.12291959
 0.13190452]",1.0088736078091858,1.0060696418024364,0.08487699213590094,0.0,0.09006537478888332,0.08209798410496597,0.0,0.07525435797960725,0.07161425642069075,0.07468739184069131,0.09093440123749733,0.17564512492679404,0.12291959295034281,0.13190452361462618,0.0
2,2014-01-08,"[0.         0.08455099 0.         0.08968378 0.08192862 0.
 0.07472442 0.07112981 0.07441334 0.09066535 0.17760213 0.12296889
 0.13233266]",1.0070422099116036,1.026375334647591,0.08455099091304491,0.0,0.08968378222653683,0.0819286232121402,0.0,0.0747244236010946,0.07112981031597092,0.07441333543984707,0.09066535144039509,0.1776021339120514,0.12296888545822202,0.13233266348069694,0.0
3,2014-01-09,"[0.         0.08449941 0.         0.08963443 0.08186139 0.
 0.07466839 0.07111719 0.07432818 0.09069469 0.17792906 0.12294979
 0.13231747]",1.0062223195926947,1.0182713586411483,0.08449940912410207,0.0,0.08963443336693482,0.08186139097802304,0.0,0.07466839379880987,0.07111718792714881,0.07432818087007982,0.09069469158298465,0.1779290569570787,0.1229497882795848,0.13231746711525325,0.0
4,2014-01-10,"[0.         0.08444881 0.         0.08966404 0.08178357 0.
 0.07469357 0.07115318 0.07439499 0.09053706 0.17805838 0.12296454
 0.13230185]",1.0158702027854025,1.0299752481701179,0.0844488062281367,0.0,0.0896640408662662,0.08178357015667961,0.0,0.07469357357884594,0.07115318389868437,0.07439498908253336,0.09053706250803543,0.17805838244024816,0.1229645384169973,0.13230185282357285,0.0
5,2014-01-13,"[0.         0.08445019 0.         0.08958692 0.08179386 0.
 0.0747618  0.07124617 0.07454634 0.09055061 0.17790931 0.12287198
 0.13228281]",1.017840660146834,1.0255948248925513,0.08445018703308481,0.0,0.08958692385969691,0.08179386455811116,0.0,0.0747618039299478,0.07124616989367336,0.07454634187386015,0.09055060703299765,0.17790931232248944,0.12287198283313626,0.13228280666300266,0.0
6,2014-01-14,"[0.         0.08448083 0.         0.08952582 0.08187271 0.
 0.07474803 0.07127226 0.07461959 0.09065849 0.17775256 0.12279192
 0.13227779]",1.0144869064910276,1.0232563046666365,0.08448083193579484,0.0,0.08952581984753594,0.08187270791771561,0.0,0.07474802755151999,0.07127225506069428,0.07461959183202747,0.09065849190057743,0.17775256394650668,0.12279191609813904,0.1322777939094888,0.0
7,2014-01-15,"[0.         0.08447007 0.         0.08947589 0.08183364 0.
 0.07489201 0.07135296 0.07471638 0.09050669 0.17768094 0.12275989
 0.13231152]",1.0147851381471777,1.0182887746638363,0.08447007198112444,0.0,0.08947588593924054,0.0818336439070216,0.0,0.07489200722750632,0.07135296151545888,0.07471637925408252,0.09050669310555876,0.1776809420166705,0.12275989312766113,0.13231152192567533,0.0
8,2014-01-16,"[0.         0.08456106 0.         0.08933201 0.0819481  0.
 0.07494711 0.07139898 0.0747499  0.09071258 0.17738645 0.12263126
 0.13233255]",1.02375495874044,1.0267608321048756,0.08456105873397426,0.0,0.08933201304038145,0.08194810123560452,0.0,0.07494711401549906,0.07139898266513549,0.07474989630744652,0.09071257561395706,0.17738644672591955,0.12263126139699516,0.13233255026508692,0.0
9,2014-01-17,"[0.         0.08468669 0.         0.08913378 0.08213902 0.
 0.0749996  0.07147395 0.07482732 0.09105134 0.17693189 0.12241165
 0.13234476]",1.0220238245482998,1.0321835876671592,0.08468669094386881,0.0,0.08913378450004775,0.08213902297587225,0.0,0.07499959587160276,0.07147395196430094,0.07482732047974426,0.09105133874343788,0.17693188719599057,0.12241164506741316,0.1323447622577215,0.0
