,Date,Weights,Profit,Base Profit,EAT,PZZA,JACK,MCD,ASYS,TRT,VECO,IVAC,BCPC,FMC,OLN,GRA,cash
10,2014-01-21,"[0.         0.         0.11845552 0.         0.         0.
 0.         0.         0.23932712 0.36643999 0.11571184 0.16006554
 0.        ]",1.0345880958109648,1.0421025745796257,0.0,0.11845551564720226,0.0,0.0,0.0,0.0,0.0,0.23932711858032718,0.36643998585098747,0.11571183974087475,0.16006554018060837,0.0,0.0
11,2014-01-22,"[0.         0.         0.1187455  0.         0.         0.
 0.         0.         0.23911613 0.36661206 0.11488184 0.16064446
 0.        ]",1.0480702088863076,1.0464143245937065,0.0,0.11874550356619398,0.0,0.0,0.0,0.0,0.0,0.23911613491390052,0.36661205866073404,0.1148818421063372,0.16064446075283423,0.0,0.0
12,2014-01-23,"[0.         0.         0.11796081 0.         0.         0.
 0.         0.         0.23984855 0.36719669 0.11522899 0.15976496
 0.        ]",1.0503788295137026,1.0504651236982447,0.0,0.11796080920708135,0.0,0.0,0.0,0.0,0.0,0.23984855424615284,0.367196691381633,0.1152289884499278,0.15976495671520496,0.0,0.0
13,2014-01-24,"[0.         0.         0.11600987 0.         0.         0.
 0.         0.         0.24268878 0.36901116 0.11572355 0.15656663
 0.        ]",1.0419139001081703,1.0571602387649353,0.0,0.11600987160127428,0.0,0.0,0.0,0.0,0.0,0.24268878052991646,0.36901116244539334,0.11572355084273711,0.15656663458067882,0.0,0.0
14,2014-01-27,"[0.         0.         0.11484645 0.         0.         0.
 0.         0.         0.2440578  0.3697296  0.11682558 0.15454057
 0.        ]",1.0224088033886851,1.0465035174797837,0.0,0.11484644541831655,0.0,0.0,0.0,0.0,0.0,0.24405780292813076,0.36972959576177666,0.11682558225790869,0.1545405736338673,0.0,0.0
15,2014-01-28,"[0.         0.         0.11537473 0.         0.         0.
 0.         0.         0.24475487 0.36985612 0.11668612 0.15332816
 0.        ]",0.9957474303482996,1.0315081934405539,0.0,0.11537473304889401,0.0,0.0,0.0,0.0,0.0,0.2447548728186847,0.3698561167344019,0.11668612089941578,0.15332815649860365,0.0,0.0
16,2014-01-29,"[0.         0.         0.11493834 0.         0.         0.
 0.         0.         0.24583561 0.3706551  0.11641915 0.15215181
 0.        ]",0.9622927765355634,1.0165566805225281,0.0,0.11493833865612636,0.0,0.0,0.0,0.0,0.0,0.24583560613455155,0.37065509521038453,0.11641914906426455,0.15215181093467303,0.0,0.0
17,2014-01-30,"[0.         0.         0.115768   0.         0.         0.
 0.         0.         0.24570892 0.370367   0.11607037 0.15208571
 0.        ]",0.9644029169458281,1.011294003251551,0.0,0.11576799612925812,0.0,0.0,0.0,0.0,0.0,0.24570891806023312,0.3703670026198397,0.11607037185321038,0.1520857113374587,0.0,0.0
18,2014-01-31,"[0.         0.         0.11408604 0.         0.         0.
 0.         0.         0.24635264 0.37137622 0.11620762 0.15197748
 0.        ]",0.980204103272349,1.0290416313979902,0.0,0.11408603680517589,0.0,0.0,0.0,0.0,0.0,0.24635263670199098,0.3713762202081548,0.11620762268096028,0.15197748360371793,0.0,0.0
19,2014-02-03,"[0.         0.         0.11440819 0.         0.         0.
 0.         0.         0.2459556  0.37093978 0.11667283 0.1520236
 0.        ]",0.9600768741376978,1.0176742449102816,0.0,0.11440819286866086,0.0,0.0,0.0,0.0,0.0,0.24595559907306136,0.3709397830573675,0.11667282731875966,0.15202359768215057,0.0,0.0
20,2014-02-04,"[0.         0.         0.11524773 0.         0.         0.
 0.         0.         0.24544607 0.37017592 0.11700628 0.152124
 0.        ]",0.9509113864040454,1.0194435787339589,0.0,0.11524772953021803,0.0,0.0,0.0,0.0,0.0,0.2454460685636014,0.37017591980539727,0.11700627899212483,0.1521240031086585,0.0,0.0
21,2014-02-05,"[0.         0.         0.11579176 0.         0.         0.
 0.         0.         0.24633543 0.37089524 0.11558009 0.15139747
 0.        ]",0.9300556691465163,0.9981452823645648,0.0,0.11579176171676683,0.0,0.0,0.0,0.0,0.0,0.24633543373197173,0.3708952441148227,0.11558009484455324,0.1513974655918857,0.0,0.0
22,2014-02-06,"[0.         0.         0.11508535 0.         0.         0.
 0.         0.         0.24758758 0.37253275 0.11384333 0.150951
 0.        ]",0.9393686942479464,1.0035440834235925,0.0,0.11508534776256732,0.0,0.0,0.0,0.0,0.0,0.2475875806443834,0.37253274699190664,0.11384332597412516,0.15095099862701744,0.0,0.0
23,2014-02-07,"[0.         0.         0.11501796 0.         0.         0.
 0.         0.         0.24797144 0.37310884 0.11330006 0.15060169
 0.        ]",0.9405729758266503,1.0132718698538037,0.0,0.11501796452959702,0.0,0.0,0.0,0.0,0.0,0.24797144308347244,0.37310884019248414,0.11330006418745642,0.1506016880069901,0.0,0.0
24,2014-02-10,"[0.         0.         0.11496503 0.         0.         0.
 0.         0.         0.24875079 0.37418466 0.11175916 0.15034036
 0.        ]",0.9416649208609688,1.0222660231879692,0.0,0.1149650308364654,0.0,0.0,0.0,0.0,0.0,0.2487507941122963,0.3741846580352627,0.11175916166145479,0.15034035535452067,0.0,0.0
25,2014-02-11,"[0.         0.         0.12004604 0.         0.         0.
 0.         0.         0.24396933 0.37063171 0.1103714  0.15498152
 0.        ]",0.9451606576905033,1.028278945787826,0.0,0.12004604279164392,0.0,0.0,0.0,0.0,0.0,0.24396932998235563,0.3706317053926499,0.11037140301981997,0.1549815188135304,0.0,0.0
26,2014-02-12,"[0.         0.         0.11088169 0.         0.09235887 0.
 0.         0.         0.22035237 0.33551633 0.09882626 0.14206448
 0.        ]",0.9538486696842199,1.0316434396628258,0.0,0.1108816883276228,0.0,0.09235887372412599,0.0,0.0,0.0,0.2203523658691877,0.33551633050485397,0.09882625699415092,0.1420644845800586,0.0,0.0
27,2014-02-13,"[0.         0.         0.11327898 0.         0.10427036 0.
 0.         0.         0.21659516 0.32597192 0.09791428 0.14196929
 0.        ]",0.9586385879004077,1.033250861270292,0.0,0.11327898218023601,0.0,0.10427036329447696,0.0,0.0,0.0,0.21659515576930785,0.32597191984855306,0.09791428455758477,0.14196929434984135,0.0,0.0
28,2014-02-14,"[0.         0.         0.11314147 0.         0.10526208 0.
 0.         0.         0.21727318 0.32464354 0.09802301 0.14165672
 0.        ]",0.9420592594133026,1.0213963166019608,0.0,0.11314146727369698,0.0,0.10526208233449041,0.0,0.0,0.0,0.21727318053729203,0.3246435401631917,0.0980230123497179,0.1416567173416111,0.0,0.0
29,2014-02-18,"[0.         0.         0.11346048 0.         0.10550423 0.
 0.         0.         0.21689188 0.3238409  0.09798669 0.14231583
 0.        ]",0.957164803082494,1.0364766446971678,0.0,0.11346047763790966,0.0,0.105504225811139,0.0,0.0,0.0,0.216891875464737,0.3238408975098973,0.09798669473301753,0.14231582884329952,0.0,0.0
30,2014-02-19,"[0.         0.         0.11401108 0.         0.103844   0.
 0.         0.         0.21633086 0.32237937 0.10040158 0.14303311
 0.        ]",0.9558994645579807,1.0415233737279315,0.0,0.11401107570514331,0.0,0.10384399841380762,0.0,0.0,0.0,0.21633085750770287,0.3223793743911176,0.10040158136938271,0.14303311261284596,0.0,0.0
31,2014-02-20,"[0.         0.         0.11351356 0.         0.10445011 0.
 0.08618207 0.         0.19172192 0.28455301 0.0899706  0.12960874
 0.        ]",0.9579636053696229,1.0439380419431423,0.0,0.11351355634678122,0.0,0.104450114090005,0.0,0.08618206588248471,0.0,0.1917219225284146,0.2845530074144109,0.08997059746344134,0.1296087362744623,0.0,0.0
32,2014-02-21,"[0.         0.         0.1143549  0.         0.10777966 0.
 0.09661136 0.         0.18896137 0.27637513 0.08752502 0.12839257
 0.        ]",0.9530711657870552,1.0462714804900028,0.0,0.11435490150006988,0.0,0.10777965629545358,0.0,0.09661136150161824,0.0,0.1889613709344568,0.2763751264134072,0.08752501572004717,0.12839256763494708,0.0,0.0
33,2014-02-24,"[0.         0.         0.11484149 0.         0.11217121 0.
 0.09946552 0.         0.18692919 0.27271344 0.08458902 0.12929013
 0.        ]",0.9639710293142395,1.0527688665891066,0.0,0.11484149301588323,0.0,0.11217120809878939,0.0,0.09946552059373152,0.0,0.18692919453037346,0.27271343631912437,0.08458901827879016,0.12929012916330768,0.0,0.0
34,2014-02-25,"[0.         0.         0.11486078 0.         0.11327755 0.
 0.100379   0.         0.18691646 0.27188678 0.08372663 0.12895281
 0.        ]",0.9590553818413756,1.0519237327332034,0.0,0.1148607778304398,0.0,0.11327754748301518,0.0,0.10037899738731401,0.0,0.18691645618105063,0.27188677598119143,0.08372663027158381,0.12895281486540505,0.0,0.0
35,2014-02-26,"[0.         0.         0.11480668 0.         0.11329176 0.
 0.10059717 0.         0.18713867 0.2718278  0.08367252 0.1286654
 0.        ]",0.9607264738220247,1.056441961699538,0.0,0.11480668480477,0.0,0.11329175602209375,0.0,0.10059716648770424,0.0,0.18713867458847516,0.27182780411878743,0.08367251829851712,0.12866539567965235,0.0,0.0
36,2014-02-27,"[0.         0.         0.11500431 0.         0.11217669 0.
 0.10068824 0.         0.18830913 0.27239241 0.08415584 0.12727337
 0.        ]",0.9552479191633586,1.0496360988988553,0.0,0.11500431330498746,0.0,0.1121766881717908,0.0,0.10068824471484127,0.0,0.1883091299483044,0.272392411047903,0.08415584478510804,0.12727336802706482,0.0,0.0
37,2014-02-28,"[0.         0.         0.11441994 0.         0.11007023 0.
 0.10071994 0.         0.19008315 0.27397124 0.0848587  0.12587681
 0.        ]",0.9628534810573565,1.0608226154270506,0.0,0.11441993629702807,0.0,0.11007022743770248,0.0,0.10071993781463622,0.0,0.19008315173383825,0.2739712364485693,0.08485869852547562,0.12587681174275023,0.0,0.0
38,2014-03-03,"[0.         0.         0.11514319 0.         0.10971239 0.
 0.09944075 0.         0.18971162 0.27376461 0.08547899 0.12674845
 0.        ]",0.9701951953968042,1.0720678426024601,0.0,0.11514318817040632,0.0,0.10971239094667783,0.0,0.09944074895443508,0.0,0.18971162342618433,0.2737646104231415,0.08547899264989191,0.12674844542926306,0.0,0.0
39,2014-03-04,"[0.         0.         0.11528628 0.         0.10846819 0.
 0.10001815 0.         0.19239374 0.27504875 0.08515697 0.12362791
 0.        ]",0.957866276064675,1.0677376088678634,0.0,0.11528628147630991,0.0,0.10846819424895912,0.0,0.10001815098216581,0.0,0.19239374078101035,0.27504875247036503,0.08515697368180578,0.12362790635938395,0.0,0.0
40,2014-03-05,"[0.         0.         0.11512051 0.         0.10897469 0.
 0.09982871 0.         0.19184489 0.27488878 0.08479156 0.12455086
 0.        ]",0.9689513834941947,1.0892280003722854,0.0,0.1151205064856757,0.0,0.10897468966357468,0.0,0.0998287122459235,0.0,0.19184488759556226,0.274888776953935,0.0847915638141726,0.12455086324115627,0.0,0.0
41,2014-03-06,"[0.         0.         0.11533575 0.         0.10778374 0.
 0.09821841 0.         0.19054565 0.27461055 0.08684276 0.12666314
 0.        ]",0.9856942271990061,1.099174382322434,0.0,0.11533575421061776,0.0,0.10778373848958842,0.0,0.09821840831796709,0.0,0.19054564696839688,0.274610552959228,0.08684275805522498,0.12666314099897696,0.0,0.0
42,2014-03-07,"[0.         0.         0.11259313 0.         0.09738901 0.
 0.09370697 0.         0.19904806 0.28269975 0.09182293 0.12274015
 0.        ]",0.9927595996339897,1.1034139136695524,0.0,0.11259312678369059,0.0,0.09738901404279794,0.0,0.09370697306480008,0.0,0.19904805783959592,0.28269974870604775,0.09182293392627586,0.12274014563679189,0.0,0.0
43,2014-03-10,"[0.         0.         0.11188627 0.         0.09617219 0.
 0.09290506 0.         0.19998363 0.28435623 0.09212136 0.12257527
 0.        ]",1.0035210419796863,1.1183407200844095,0.0,0.11188626637064644,0.0,0.09617219348267288,0.0,0.09290505712977606,0.0,0.19998362850243018,0.2843562303016664,0.09212135572415373,0.12257526848865441,0.0,0.0
44,2014-03-11,"[0.         0.         0.11176583 0.         0.09672168 0.
 0.09352369 0.         0.19984492 0.28436307 0.09154083 0.12223998
 0.        ]",1.0045064973954927,1.1166773401855985,0.0,0.1117658337093292,0.0,0.0967216796190125,0.0,0.09352368593406706,0.0,0.1998449159427529,0.28436307496898383,0.0915408261884227,0.12223998363743178,0.0,0.0
45,2014-03-12,"[0.         0.         0.11095509 0.         0.09738437 0.
 0.09512143 0.         0.20135866 0.28541914 0.08932922 0.12043209
 0.        ]",1.0139467267298325,1.1159451490694492,0.0,0.11095508784743331,0.0,0.09738436933191084,0.0,0.09512142832406602,0.0,0.2013586586559066,0.2854191398616592,0.089329222564638,0.12043209341438607,0.0,0.0
46,2014-03-13,"[0.         0.         0.11076767 0.         0.09867813 0.
 0.09541982 0.         0.19974922 0.28461126 0.08884808 0.12192583
 0.        ]",1.0081066777396792,1.1107118485394474,0.0,0.11076766817680571,0.0,0.09867812545118734,0.0,0.09541982186724965,0.0,0.19974921509893995,0.28461126019018596,0.0888480795434138,0.12192582967221759,0.0,0.0
47,2014-03-14,"[0.         0.         0.1110765  0.         0.09902003 0.
 0.0951969  0.         0.19863935 0.28391683 0.08915748 0.12299292
 0.        ]",1.025803871352266,1.1172215162510752,0.0,0.11107649864702578,0.0,0.09902002943277895,0.0,0.09519689781715501,0.0,0.19863934760017132,0.28391682862835427,0.08915748007926873,0.12299291779524589,0.0,0.0
48,2014-03-17,"[0.         0.         0.11162296 0.         0.09993375 0.
 0.0960069  0.         0.19831081 0.28315327 0.08853925 0.12243307
 0.        ]",1.0193466982778931,1.105017525289277,0.0,0.11162296497356786,0.0,0.09993374762224379,0.0,0.09600689542869421,0.0,0.19831080614963567,0.2831532707399779,0.08853924515102682,0.12243306993485374,0.0,0.0
49,2014-03-18,"[0.         0.         0.11218767 0.         0.09947398 0.
 0.09522731 0.         0.19756273 0.28245428 0.08990036 0.12319366
 0.        ]",1.0212268136787355,1.114454317760623,0.0,0.11218767223265196,0.0,0.0994739777883048,0.0,0.09522730957737605,0.0,0.1975627345782711,0.28245428013855095,0.0899003637214191,0.12319366196342611,0.0,0.0
50,2014-03-19,"[0.         0.         0.11188407 0.         0.09854298 0.
 0.09459463 0.         0.19781282 0.28294638 0.09061452 0.1236046
 0.        ]",1.0286020634850581,1.1233447154508054,0.0,0.11188407455167157,0.0,0.09854298425657362,0.0,0.09459462712892276,0.0,0.19781281771275666,0.28294638002482525,0.09061451788189052,0.12360459844335964,0.0,0.0
51,2014-03-20,"[0.         0.         0.11236376 0.         0.09871899 0.
 0.09423077 0.         0.19734647 0.28257605 0.09063645 0.12412751
 0.        ]",1.042632941761157,1.1343124874146975,0.0,0.11236375777233294,0.0,0.09871899423278785,0.0,0.09423076801267563,0.0,0.19734646875263692,0.2825760487106757,0.09063644786047521,0.12412751465841573,0.0,0.0
52,2014-03-21,"[0.         0.         0.11289544 0.         0.09905726 0.
 0.09413073 0.         0.19687129 0.28200196 0.09068421 0.12435911
 0.        ]",1.0364050052483371,1.1308447681969493,0.0,0.11289543599179791,0.0,0.09905725919945664,0.0,0.09413073071085139,0.0,0.19687129054769617,0.2820019613329637,0.09068421169031947,0.12435911052691463,0.0,0.0
53,2014-03-24,"[0.         0.         0.11232826 0.         0.09920559 0.
 0.09485797 0.         0.19731818 0.28237749 0.09010676 0.12380575
 0.        ]",1.0373376059378865,1.1320737467805837,0.0,0.11232826158454388,0.0,0.09920558564341761,0.0,0.09485796666077542,0.0,0.1973181770348965,0.2823774929069169,0.09010676252260642,0.1238057536468433,0.0,0.0
54,2014-03-25,"[0.         0.         0.11277677 0.         0.0989154  0.
 0.09441758 0.         0.19722329 0.28212428 0.09075439 0.12378828
 0.        ]",1.0319290364680962,1.1250429983480408,0.0,0.11277676544788467,0.0,0.09891540085818405,0.0,0.09441758292328974,0.0,0.1972232908147855,0.2821242847754151,0.09075439142986959,0.12378828375057124,0.0,0.0
55,2014-03-26,"[0.         0.         0.11227526 0.         0.09889645 0.
 0.09458159 0.         0.19717426 0.28236241 0.0906959  0.12401413
 0.        ]",1.0328086486002162,1.1188410934006732,0.0,0.11227526118122229,0.0,0.09889644564599115,0.0,0.09458158503716975,0.0,0.19717426334343255,0.28236240872937207,0.09069590394478026,0.12401413211803196,0.0,0.0
56,2014-03-27,"[0.         0.         0.11252412 0.         0.09903948 0.
 0.09497562 0.         0.19780404 0.28243963 0.0902996  0.12291752
 0.        ]",1.0193029552120696,1.1160762564207036,0.0,0.1125241226793071,0.0,0.0990394823030548,0.0,0.09497561500092425,0.0,0.19780403582858955,0.2824396266550204,0.09029959625587143,0.12291752127723243,0.0,0.0
57,2014-03-28,"[0.         0.         0.11181946 0.         0.09912687 0.
 0.09545821 0.         0.19820865 0.2829264  0.0899056  0.12255481
 0.        ]",1.0076104203410299,1.0967585260993602,0.0,0.11181946130247485,0.0,0.09912687294567339,0.0,0.09545820954787665,0.0,0.19820864795438328,0.2829263963608141,0.0899055987805918,0.12255481310818575,0.0,0.0
58,2014-03-31,"[0.         0.         0.11132217 0.         0.09865222 0.
 0.09568622 0.         0.19948489 0.28391522 0.08952851 0.12141077
 0.        ]",1.0081451198945086,1.0982940939294261,0.0,0.1113221707820533,0.0,0.09865221640796687,0.0,0.09568622271581725,0.0,0.19948489260120483,0.2839152184283053,0.08952850735183332,0.12141077171281932,0.0,0.0
59,2014-04-01,"[0.         0.         0.10667772 0.         0.09529752 0.
 0.0945963  0.         0.20252102 0.28868541 0.0903342  0.12188783
 0.        ]",1.016684406730867,1.1012278343304072,0.0,0.10667771667628095,0.0,0.09529751561682265,0.0,0.09459629856853148,0.0,0.2025210241329014,0.2886854102420595,0.09033420406070508,0.12188783070269883,0.0,0.0
60,2014-04-02,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.48580038 0.51419962 0.         0.
 0.        ]",1.0696827702254845,1.122993192687572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485800382327426,0.514199617672574,0.0,0.0,0.0,0.0
61,2014-04-03,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.48386687 0.51613313 0.         0.
 0.        ]",1.1463251836278683,1.1404013402994184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48386686829049136,0.5161331317095087,0.0,0.0,0.0,0.0
62,2014-04-04,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.48160458 0.51839542 0.         0.
 0.        ]",1.143255739034865,1.1470347113749366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48160458165699094,0.5183954183430091,0.0,0.0,0.0,0.0
63,2014-04-07,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.48049197 0.51950803 0.         0.
 0.        ]",1.1044770381179814,1.1405199903416947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48049196728367743,0.5195080327163226,0.0,0.0,0.0,0.0
64,2014-04-08,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.47824898 0.52175102 0.         0.
 0.        ]",1.1073809322040893,1.1082575140970694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782489817280508,0.5217510182719491,0.0,0.0,0.0,0.0
65,2014-04-09,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.47483858 0.52516142 0.         0.
 0.        ]",1.092592203086529,1.0893145536902034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4748385766899902,0.5251614233100098,0.0,0.0,0.0,0.0
66,2014-04-10,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46996101 0.53003899 0.         0.
 0.        ]",1.0952090189144037,1.0956105468070525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4699610076854788,0.5300389923145212,0.0,0.0,0.0,0.0
67,2014-04-11,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46661971 0.53338029 0.         0.
 0.        ]",1.0964957751868356,1.0986437127515323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46661970982560713,0.5333802901743929,0.0,0.0,0.0,0.0
68,2014-04-14,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46300408 0.53699592 0.         0.
 0.        ]",1.0799485617828533,1.0748813753610669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46300408419858036,0.5369959158014196,0.0,0.0,0.0,0.0
69,2014-04-15,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46387358 0.53612642 0.         0.
 0.        ]",1.0770423899243122,1.0774545330814878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46387358256489536,0.5361264174351046,0.0,0.0,0.0,0.0
70,2014-04-16,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46248924 0.53751076 0.         0.
 0.        ]",1.0723353450542688,1.0774571474684296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4624892361709277,0.5375107638290723,0.0,0.0,0.0,0.0
71,2014-04-17,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.37151786 0.50980096 0.         0.11868117
 0.        ]",1.0587693656850237,1.0731347834736003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3715178623545518,0.5098009641387478,0.0,0.11868117350670035,0.0,0.0
72,2014-04-21,"[0.         0.         0.12663559 0.         0.         0.
 0.11778206 0.         0.30316861 0.35664685 0.         0.09576688
 0.        ]",1.090423924540302,1.0854334664718763,0.0,0.12663558816732537,0.0,0.0,0.0,0.11778206010071272,0.0,0.3031686134973332,0.3566468542762075,0.0,0.09576688395842109,0.0,0.0
73,2014-04-22,"[0.         0.         0.17102235 0.         0.         0.
 0.13236162 0.         0.29485351 0.30638177 0.         0.09538075
 0.        ]",1.049056398242575,1.07555025730991,0.0,0.17102235345856254,0.0,0.0,0.0,0.13236161919520023,0.0,0.29485351154681627,0.30638176614461066,0.0,0.09538074965481035,0.0,0.0
74,2014-04-23,"[0.         0.         0.16900009 0.         0.         0.
 0.13803669 0.         0.30288595 0.29267664 0.         0.09740063
 0.        ]",1.0756219353911718,1.083863559899356,0.0,0.16900008788684923,0.0,0.0,0.0,0.13803669175098088,0.0,0.3028859471631429,0.2926766436052533,0.0,0.09740062959377373,0.0,0.0
75,2014-04-24,"[0.         0.         0.16394506 0.         0.         0.
 0.13640388 0.         0.31076717 0.29248362 0.         0.09640027
 0.        ]",1.0768863780958267,1.0840517996709491,0.0,0.1639450647428664,0.0,0.0,0.0,0.13640388006381482,0.0,0.3107671656152713,0.2924836180097377,0.0,0.09640027156830973,0.0,0.0
76,2014-04-25,"[0.         0.         0.15927822 0.         0.         0.
 0.13554219 0.         0.31519697 0.2945378  0.         0.09544481
 0.        ]",1.0663896476032,1.072145905668251,0.0,0.1592782226355951,0.0,0.0,0.0,0.13554218828406875,0.0,0.315196972082607,0.294537803802214,0.0,0.0954448131955151,0.0,0.0
77,2014-04-28,"[0.         0.         0.1727598  0.         0.         0.
 0.14818401 0.         0.35114186 0.32791434 0.         0.
 0.        ]",1.0565777064099495,1.0634948693384034,0.0,0.17275979740999609,0.0,0.0,0.0,0.14818400761879394,0.0,0.3511418588043889,0.32791433616682103,0.0,0.0,0.0,0.0
78,2014-04-29,"[0.         0.         0.17001914 0.         0.         0.
 0.14677424 0.         0.35384801 0.32935861 0.         0.
 0.        ]",1.0339991361581493,1.051922068532369,0.0,0.17001913771672145,0.0,0.0,0.0,0.14677424418446552,0.0,0.353848008742178,0.32935860935663497,0.0,0.0,0.0,0.0
79,2014-04-30,"[0.         0.         0.16799135 0.         0.         0.
 0.14653071 0.         0.35483602 0.33064191 0.         0.
 0.        ]",1.0329181197165505,1.0421881656727703,0.0,0.16799135412197314,0.0,0.0,0.0,0.14653071054679404,0.0,0.35483602237608913,0.3306419129551437,0.0,0.0,0.0,0.0
80,2014-05-01,"[0.         0.         0.16373701 0.         0.         0.
 0.14515923 0.         0.35836276 0.33274101 0.         0.
 0.        ]",1.010239314676058,1.0340402033265013,0.0,0.1637370057538074,0.0,0.0,0.0,0.14515922598352854,0.0,0.35836275504811527,0.33274101321454885,0.0,0.0,0.0,0.0
81,2014-05-02,"[0.         0.         0.16372075 0.         0.         0.
 0.14631933 0.         0.35747734 0.33248257 0.         0.
 0.        ]",1.020963731517326,1.0422752586069253,0.0,0.1637207516055722,0.0,0.0,0.0,0.14631933480274617,0.0,0.35747733928397957,0.33248257430770195,0.0,0.0,0.0,0.0
82,2014-05-05,"[0.         0.         0.1618219  0.         0.         0.
 0.14588127 0.         0.3586861  0.33361073 0.         0.
 0.        ]",1.0079965116111829,1.0368828764489009,0.0,0.16182189944521483,0.0,0.0,0.0,0.14588126892616832,0.0,0.35868609853827005,0.3336107330903468,0.0,0.0,0.0,0.0
