,Date,Weights,Profit,Base Profit,Volume,HDSN,KAMN,WLFC,LAWS,GGG,ITT,FLS,IEX,SPAR,OSK,F,PCAR,cash
0,2014-01-06,"[0.07514159 0.08123428 0.0783992  0.07877763 0.07714976 0.07677456
 0.07510374 0.07793807 0.07587968 0.07397205 0.07473744 0.07712217
 0.07776985]",0.999815035764985,0.9998000000000002,0.924858421087265,0.08123428374528885,0.07839920371770859,0.07877762615680695,0.07714976370334625,0.07677455991506577,0.07510373741388321,0.07793807238340378,0.07587967813014984,0.07397204637527466,0.07473743706941605,0.07712216675281525,0.07776984572410583,0.07514158636331558
1,2014-01-07,"[0.07341774 0.08045054 0.07761824 0.07846818 0.07673645 0.07675124
 0.07549452 0.07717486 0.0759014  0.07506119 0.07635955 0.07748711
 0.07907894]",1.0093191442247338,1.0100702400558101,0.007870335603589016,0.08045054227113724,0.07761824131011963,0.07846818119287491,0.0767364501953125,0.0767512395977974,0.07549452036619186,0.07717486470937729,0.07590139657258987,0.07506119459867477,0.07635954767465591,0.07748711109161377,0.07907894253730774,0.07341773808002472
2,2014-01-08,"[0.0733711  0.08053824 0.07754049 0.07845391 0.07665416 0.07676527
 0.07559297 0.07710973 0.0757852  0.07508001 0.0764375  0.07747231
 0.07919907]",1.00502862247888,1.005415980989224,0.005554104304372292,0.08053824305534363,0.07754049450159073,0.0784539058804512,0.07665415853261948,0.0767652690410614,0.07559297233819962,0.07710973173379898,0.07578520476818085,0.0750800147652626,0.07643750309944153,0.07747231423854828,0.07919906824827194,0.07337109744548798
3,2014-01-09,"[0.07339205 0.08046119 0.07763509 0.0785075  0.07678307 0.07674593
 0.07555852 0.07718737 0.07582732 0.07505664 0.07633091 0.07740827
 0.07910613]",1.0074161684487166,1.0079408331106103,0.009251649749904578,0.08046118915081024,0.07763508707284927,0.07850749790668488,0.07678306847810745,0.07674593478441238,0.07555852085351944,0.07718737423419952,0.07582731544971466,0.07505664229393005,0.07633090764284134,0.07740826904773712,0.07910612970590591,0.07339204847812653
4,2014-01-10,"[0.07343178 0.08049242 0.07760888 0.07847407 0.07677174 0.07674983
 0.07553865 0.07716932 0.07582711 0.07506075 0.07634747 0.0774509
 0.07907706]",1.0136706136931724,1.0147260232273896,0.00430698080303387,0.08049242198467255,0.0776088759303093,0.07847406715154648,0.07677173614501953,0.07674983143806458,0.07553865015506744,0.07716932147741318,0.07582711428403854,0.07506074756383896,0.0763474702835083,0.07745090126991272,0.07907705754041672,0.07343178242444992
5,2014-01-13,"[0.07352723 0.0804631  0.07759751 0.07842299 0.07680364 0.07676961
 0.07541373 0.07717874 0.07593067 0.07505928 0.07633928 0.07754835
 0.07894587]",1.020104709032615,1.0219872241044616,0.006098882569368954,0.08046309649944305,0.07759750634431839,0.07842299342155457,0.07680363953113556,0.07676960527896881,0.07541373372077942,0.07717873901128769,0.07593066990375519,0.07505927979946136,0.07633928209543228,0.07754835486412048,0.07894586771726608,0.07352723181247711
6,2014-01-14,"[0.07363418 0.08043931 0.07769549 0.07836982 0.07693023 0.07675125
 0.0752974  0.07723835 0.07602578 0.07501148 0.07625286 0.07756429
 0.07878958]",1.023727399421503,1.026102057308767,0.009782043671513018,0.08043930679559708,0.07769548892974854,0.07836981862783432,0.07693023234605789,0.07675124704837799,0.07529740035533905,0.07723835110664368,0.07602578401565552,0.0750114768743515,0.07625286281108856,0.0775642916560173,0.07878958433866501,0.07363418489694595
7,2014-01-15,"[0.0737159  0.08054485 0.0776806  0.07827175 0.07689252 0.07676336
 0.07526911 0.07721387 0.07601365 0.07497463 0.07626162 0.07761586
 0.07878231]",1.0169364138526211,1.0190022502416007,0.010381218543606994,0.0805448517203331,0.07768059521913528,0.07827174663543701,0.07689251750707626,0.07676336169242859,0.07526911050081253,0.07721386849880219,0.07601364701986313,0.07497462630271912,0.07626162469387054,0.07761586457490921,0.07878230512142181,0.07371590286493301
8,2014-01-16,"[0.07371206 0.08050112 0.07777046 0.07826051 0.07688054 0.07677432
 0.07523507 0.07721833 0.0760671  0.07492695 0.07624822 0.0776314
 0.07877391]",1.0261733950957233,1.028257111139612,0.009352502309295093,0.08050111681222916,0.07777045667171478,0.07826051115989685,0.076880544424057,0.07677432149648666,0.07523506879806519,0.07721833139657974,0.07606709748506546,0.0749269500374794,0.07624822109937668,0.0776313990354538,0.07877390831708908,0.073712058365345
9,2014-01-17,"[0.07375729 0.08050209 0.07779261 0.07822333 0.07684634 0.07675023
 0.07521085 0.07718194 0.07607139 0.07492623 0.07627256 0.07767501
 0.07879016]",1.035102702154735,1.0386431384097141,0.013240554135759515,0.08050208538770676,0.07779260724782944,0.0782233327627182,0.07684633880853653,0.07675022631883621,0.07521084696054459,0.07718193531036377,0.07607138901948929,0.0749262273311615,0.07627256214618683,0.07767500728368759,0.07879015803337097,0.07375729084014893
10,2014-01-21,"[0.07378929 0.08046184 0.07777435 0.07820527 0.07688019 0.07679968
 0.07510306 0.0772403  0.07619675 0.07489011 0.0762351  0.07772589
 0.07869817]",1.0349399868409417,1.0388312099678596,0.012697567792729701,0.08046183735132217,0.07777434587478638,0.07820526510477066,0.07688019424676895,0.07679968327283859,0.07510305941104889,0.07724029570817947,0.07619674503803253,0.07489010691642761,0.0762351006269455,0.07772588729858398,0.07869817316532135,0.07378929108381271
