,Date,Weights,Profit,Base Profit,Volume,CLB,RES,ENSV,HLX,PFE,ABT,JNJ,BMY,JPM,C,TCF,UMBF,cash
0,2014-01-06,"[0.07354566 0.07661571 0.07972326 0.07930699 0.07564659 0.07666124
 0.07630321 0.07527441 0.0771554  0.07936485 0.07664625 0.07785337
 0.07590305]",0.9998147016837098,0.9998000000000002,0.9264543354511261,0.07661571353673935,0.07972326129674911,0.07930698990821838,0.07564658671617508,0.07666123658418655,0.07630321383476257,0.07527440786361694,0.07715540379285812,0.0793648511171341,0.07664625346660614,0.07785336673259735,0.07590305060148239,0.0735456570982933
1,2014-01-07,"[0.07325207 0.07653292 0.07892982 0.07936867 0.07658373 0.07738592
 0.07595722 0.0749699  0.07715105 0.0794231  0.07654131 0.07725598
 0.07664833]",1.0099397138036614,1.0106605298801694,0.004759585546997938,0.07653291523456573,0.07892981916666031,0.07936866581439972,0.07658372819423676,0.07738592475652695,0.07595721632242203,0.07496989518404007,0.07715105265378952,0.07942309975624084,0.07654131203889847,0.077255979180336,0.07664833217859268,0.07325206696987152
2,2014-01-08,"[0.07330421 0.07655939 0.07888836 0.07933773 0.07652898 0.07739963
 0.07598677 0.07499285 0.0771662  0.07940931 0.07654264 0.07724416
 0.07663974]",1.0111467833500973,1.0119490232066901,0.007985387065307,0.0765593945980072,0.07888836413621902,0.07933773100376129,0.07652898132801056,0.07739963382482529,0.07598676532506943,0.07499285042285919,0.07716619968414307,0.07940930873155594,0.07654263824224472,0.07724415510892868,0.07663974165916443,0.0733042061328888
3,2014-01-09,"[0.07335228 0.07656516 0.0788654  0.07927866 0.07658225 0.07742384
 0.07602742 0.07494578 0.07718939 0.07939295 0.07645961 0.07725654
 0.07666073]",1.0105954657446008,1.0113401532950028,0.011212162337741189,0.07656516134738922,0.0788654014468193,0.07927865535020828,0.07658225297927856,0.07742384076118469,0.07602742314338684,0.07494577765464783,0.07718939334154129,0.0793929472565651,0.0764596089720726,0.07725653797388077,0.07666072994470596,0.07335228472948074
4,2014-01-10,"[0.07342613 0.07654695 0.07880759 0.07924409 0.07656547 0.07740571
 0.0760351  0.07500149 0.07720482 0.07938112 0.07647125 0.07722174
 0.07668857]",1.0201170530324486,1.021712190743846,0.0064912351564423935,0.07654695212841034,0.07880759239196777,0.07924409210681915,0.0765654668211937,0.07740571349859238,0.07603510469198227,0.07500148564577103,0.07720482349395752,0.07938111573457718,0.076471246778965,0.07722174376249313,0.07668856531381607,0.07342612743377686
5,2014-01-13,"[0.07345882 0.07648211 0.07875323 0.07923511 0.07661585 0.07737499
 0.07595108 0.07502488 0.07724687 0.07940631 0.07648966 0.07719664
 0.07676442]",1.0210007475140155,1.022279222033771,0.015240487445856588,0.07648210972547531,0.07875323295593262,0.07923510670661926,0.0766158476471901,0.07737499475479126,0.07595107704401016,0.07502488046884537,0.07724686712026596,0.07940631359815598,0.07648965716362,0.0771966353058815,0.07676441967487335,0.07345882058143616
6,2014-01-14,"[0.07343564 0.07645471 0.07878703 0.07925411 0.07664704 0.07736316
 0.07593251 0.07503203 0.07722735 0.07942326 0.0764956  0.07719114
 0.07675639]",1.0223899192433274,1.02374137902085,0.01102284196933342,0.07645470649003983,0.07878702878952026,0.07925411313772202,0.07664703577756882,0.07736316323280334,0.07593251019716263,0.07503203302621841,0.07722735404968262,0.07942325621843338,0.07649560272693634,0.07719114422798157,0.07675638794898987,0.07343564182519913
7,2014-01-15,"[0.07350011 0.07651342 0.0787568  0.07918834 0.07663091 0.07737011
 0.0760223  0.07500324 0.07724353 0.07937681 0.07643042 0.07719539
 0.07676864]",1.0237662388773754,1.0255274219192516,0.007776343714712381,0.07651341706514359,0.07875680178403854,0.07918833941221237,0.07663090527057648,0.07737011462450027,0.07602230459451675,0.0750032365322113,0.07724352926015854,0.07937680929899216,0.07643041759729385,0.07719539105892181,0.07676863670349121,0.07350011169910431
8,2014-01-16,"[0.07339481 0.07646807 0.0788073  0.07926458 0.07664829 0.07737385
 0.0759545  0.0750207  0.07722253 0.07943033 0.07646776 0.07721613
 0.07673113]",1.0263044648693445,1.0278084458694976,0.010589983130525912,0.0764680728316307,0.0788073018193245,0.0792645812034607,0.0766482949256897,0.07737384736537933,0.07595449686050415,0.0750207006931305,0.07722252607345581,0.07943032681941986,0.07646775990724564,0.07721613347530365,0.0767311304807663,0.07339481264352798
9,2014-01-17,"[0.07340537 0.07649558 0.07882696 0.07923656 0.07662493 0.07739318
 0.07600582 0.07502274 0.0772128  0.07942227 0.07643452 0.0772211
 0.07669814]",1.0263619370423258,1.0277596757808976,0.009869849255645682,0.07649558037519455,0.07882696390151978,0.07923655956983566,0.07662492990493774,0.07739318162202835,0.07600581645965576,0.07502274215221405,0.07721279561519623,0.07942227274179459,0.07643452286720276,0.0772211030125618,0.07669813930988312,0.07340537011623383
10,2014-01-21,"[0.0735953  0.07656157 0.07875811 0.0790884  0.0766389  0.07736416
 0.07615805 0.07497159 0.07725196 0.07935033 0.07630314 0.07721808
 0.07674039]",1.033525012259695,1.0362508315621721,0.008606694924352483,0.0765615701675415,0.078758105635643,0.07908840477466583,0.07663889974355698,0.07736416161060333,0.0761580541729927,0.07497159391641617,0.07725195586681366,0.07935032993555069,0.0763031393289566,0.07721807807683945,0.07674039155244827,0.07359530031681061
