,Date,Weights,Profit,Base Profit,PMD,DGX,AMS,LH,AAME,CIA,GL,FFG,STRT,SUP,MOD,DORM,cash
0,2014-01-06,"[0.05814125 0.12740202 0.13634289 0.         0.10364632 0.0728216
 0.08790118 0.0788152  0.13759419 0.         0.1341024  0.
 0.06323295]",0.9999999999905814,0.9999999999917246,0.12740201985527214,0.1363428915978514,0.0,0.10364632026452635,0.07282160249769364,0.08790118243832641,0.07881519608078547,0.13759418955698222,0.0,0.1341024040814188,0.0,0.06323294850981338,0.05814124511733024
1,2014-01-07,"[0.         0.13720424 0.14823796 0.         0.10897245 0.07426115
 0.09084864 0.0808949  0.1499411  0.         0.14546747 0.
 0.0641721 ]",1.0032788127492902,1.0031102666454694,0.1372042366271774,0.14823796030966366,0.0,0.10897244970639354,0.07426115230934702,0.09084864296159492,0.08089489748368095,0.14994109952729034,0.0,0.14546746506282943,0.0,0.06417209601202244,0.0
2,2014-01-08,"[0.         0.13754867 0.14890725 0.         0.10874534 0.07382995
 0.09036089 0.08053262 0.15056294 0.         0.14592501 0.
 0.06358733]",0.9933715721775037,0.9992772002122082,0.13754866590872283,0.1489072487591174,0.0,0.10874533594209702,0.07382995405326395,0.09036089312149818,0.08053261663864908,0.15056294439648635,0.0,0.14592500694802013,0.0,0.06358733423214503,0.0
3,2014-01-09,"[0.         0.13749647 0.14903668 0.         0.10865164 0.07356713
 0.09031617 0.08018759 0.15076066 0.         0.14598628 0.
 0.06399739]",0.9984435901444579,1.001539035219929,0.1374964717755437,0.14903668187045258,0.0,0.10865163512375606,0.07356713303084078,0.0903161652803149,0.08018758565275572,0.1507606582119927,0.0,0.14598628050909723,0.0,0.06399738854524642,0.0
4,2014-01-10,"[0.         0.13748374 0.14903848 0.         0.10861606 0.07356095
 0.09027046 0.08019016 0.15081454 0.         0.14598008 0.
 0.06404554]",0.9974468968023447,0.9987720789952294,0.13748373672307698,0.14903847813373816,0.0,0.10861605869263931,0.07356094624058683,0.09027046363226227,0.0801901619656218,0.15081453701861622,0.0,0.14598008240363028,0.0,0.06404553518982796,0.0
5,2014-01-13,"[0.         0.13742852 0.14910408 0.         0.10857008 0.07332972
 0.09033323 0.07987844 0.1508973  0.         0.14598842 0.
 0.06447021]",0.9964409106026172,0.9960083750641595,0.13742851957731353,0.14910408093857924,0.0,0.10857007861693768,0.07332972193849509,0.0903332326452536,0.07987843880742901,0.15089729731237905,0.0,0.14598841950175617,0.0,0.0644702106618565,0.0
6,2014-01-14,"[0.         0.1374756  0.14906839 0.         0.10858684 0.07348952
 0.09030682 0.08008679 0.1508228  0.         0.14598855 0.
 0.06417469]",0.994661472232125,0.9953159442726084,0.1374755971133164,0.149068387113775,0.0,0.10858684178407042,0.07348951848317677,0.09030682230985833,0.08008678680383066,0.15082279981866348,0.0,0.1459885542455596,0.0,0.06417469232774944,0.0
7,2014-01-15,"[0.         0.13753753 0.14909348 0.         0.10866979 0.07359914
 0.09025373 0.08024244 0.15075883 0.         0.14594952 0.
 0.06389554]",0.987693277711514,0.9983888390935528,0.13753752841288772,0.14909347723624192,0.0,0.10866978766298373,0.07359913815531625,0.09025373125171263,0.08024244289009648,0.15075882950820543,0.0,0.14594952137965284,0.0,0.063895543502903,0.0
8,2014-01-16,"[0.         0.13759104 0.14903479 0.         0.10865917 0.0737578
 0.0902239  0.08047929 0.15067933 0.         0.14593381 0.
 0.06364088]",0.9942938591707573,1.0023144025253916,0.13759103642737142,0.14903478968272973,0.0,0.10865916783693719,0.0737577964734702,0.09022390411862012,0.08047928906131144,0.15067932961796585,0.0,0.14593381040296063,0.0,0.06364087637863337,0.0
9,2014-01-17,"[0.         0.13752874 0.1490998  0.         0.10861647 0.07349315
 0.09030629 0.08012139 0.15076331 0.         0.14595154 0.
 0.06411932]",0.9920467401449845,0.9965468516128306,0.1375287415352629,0.14909980197304562,0.0,0.1086164659718769,0.07349314850789518,0.09030628977419165,0.08012138761811247,0.15076330759226564,0.0,0.14595153891111906,0.0,0.06411931811623063,0.0
10,2014-01-21,"[0.         0.13750688 0.14902301 0.         0.10857627 0.07362322
 0.09020751 0.0802753  0.15081178 0.         0.14595952 0.
 0.0640165 ]",0.9832616717740197,0.9925916704183823,0.13750688464552624,0.14902301383952113,0.0,0.10857627068101279,0.07362321759627667,0.09020750873123222,0.08027530263221516,0.15081178245472462,0.0,0.1459595166653012,0.0,0.06401650275419013,0.0
11,2014-01-22,"[0.         0.13747331 0.14904823 0.         0.10856595 0.073516
 0.09025379 0.08011936 0.15084173 0.         0.14598392 0.
 0.06419772]",0.9867518545388063,0.9914895808040449,0.1374733108333535,0.14904822942723298,0.0,0.10856595207003268,0.07351599910239974,0.09025378830706737,0.08011935619454903,0.1508417292286179,0.0,0.14598391922571638,0.0,0.06419771561103044,0.0
12,2014-01-23,"[0.         0.13752887 0.14897345 0.         0.10855777 0.07370236
 0.09025373 0.08038481 0.15073667 0.         0.14598845 0.
 0.06387389]",0.9868140188165593,0.995192433746656,0.13752887472606365,0.14897345371069903,0.0,0.10855777165788777,0.07370236285188983,0.09025372834747847,0.08038480608311853,0.15073666560533472,0.0,0.1459884467555598,0.0,0.06387389026196837,0.0
13,2014-01-24,"[0.         0.1375333  0.14886567 0.         0.10846178 0.07379133
 0.09025291 0.08053417 0.15071652 0.         0.14599649 0.
 0.06384784]",0.986360501359137,0.9957006541206345,0.1375333013569762,0.14886567116294674,0.0,0.1084617753263516,0.0737913251975757,0.09025291219316554,0.08053416660480056,0.15071651552176232,0.0,0.14599649377343232,0.0,0.0638478388629891,0.0
14,2014-01-27,"[0.         0.13753174 0.14880233 0.         0.10840119 0.07384364
 0.09024623 0.08061822 0.15071165 0.         0.14600326 0.
 0.06384174]",0.9761258015892605,0.9982129021841496,0.13753173699100732,0.1488023273497196,0.0,0.1084011932365659,0.07384363602826277,0.09024622684983642,0.08061822494643925,0.1507116541269088,0.0,0.14600326333337177,0.0,0.06384173713788814,0.0
15,2014-01-28,"[0.         0.13755455 0.14882458 0.         0.1084776  0.0739089
 0.09015238 0.08071528 0.15073673 0.         0.14595608 0.
 0.0636739 ]",0.9615254552762899,0.9793414970278942,0.13755454999835295,0.14882458383585595,0.0,0.10847759511868318,0.07390889640053264,0.09015237963885334,0.08071528483690744,0.15073673137796587,0.0,0.14595608181372413,0.0,0.06367389697912441,0.0
16,2014-01-29,"[0.         0.13750904 0.14862146 0.         0.1083602  0.0740978
 0.09015246 0.08095602 0.15073565 0.         0.14602067 0.
 0.06354671]",0.9587085992407203,0.9832389696332926,0.13750904055820382,0.14862146136081916,0.0,0.10836020457473758,0.07409779514581892,0.0901524584405552,0.08095601566003784,0.1507356477144705,0.0,0.14602066571953304,0.0,0.0635467108258239,0.0
17,2014-01-30,"[0.         0.13744787 0.14843917 0.         0.10821547 0.0741912
 0.09019902 0.08106778 0.15075603 0.         0.14609266 0.
 0.0635908 ]",0.9511858133812074,0.9877949458325447,0.13744786667497247,0.14843917012415767,0.0,0.10821547412165529,0.07419119976585792,0.09019902099817938,0.0810677801294847,0.15075602578089817,0.0,0.1460926587921268,0.0,0.06359080361266739,0.0
18,2014-01-31,"[0.         0.1374177  0.14865164 0.         0.1083155  0.07387612
 0.09014593 0.08064856 0.15090859 0.         0.14602718 0.
 0.06400877]",0.9574891218810592,0.9862044710070058,0.13741770057673813,0.1486516433095416,0.0,0.1083155014579329,0.07387612369067023,0.09014593223945054,0.08064856152032232,0.15090858824408063,0.0,0.14602717879394198,0.0,0.0640087701673218,0.0
19,2014-02-03,"[0.         0.1374741  0.14871426 0.         0.10839304 0.07394496
 0.09009495 0.08075455 0.15086076 0.         0.14598176 0.
 0.06378161]",0.9457627699324117,0.9764373812320835,0.13747410420531112,0.1487142606705026,0.0,0.10839303568857302,0.07394496094867893,0.09009495192980517,0.08075455467683262,0.15086075703503668,0.0,0.14598176362205637,0.0,0.06378161122320367,0.0
20,2014-02-04,"[0.         0.13754142 0.14908045 0.         0.10871677 0.07369473
 0.09000167 0.08041763 0.15092078 0.         0.14582882 0.
 0.06379774]",0.9456685178710055,0.9895586523180598,0.1375414194989969,0.14908045377697537,0.0,0.10871676519637102,0.0736947292984908,0.09000166553734454,0.08041763000668117,0.15092077544815674,0.0,0.14582882335104927,0.0,0.06379773788593415,0.0
21,2014-02-05,"[0.         0.13764811 0.1492658  0.         0.10893111 0.07372682
 0.08994082 0.08048341 0.15085987 0.         0.14568951 0.
 0.06345453]",0.9213401099701496,0.9698554878850785,0.1376481149535924,0.14926580355253397,0.0,0.10893111196453521,0.07372681965523831,0.08994082378522407,0.08048341366832716,0.15085987127821718,0.0,0.14568950663966163,0.0,0.06345453450267019,0.0
22,2014-02-06,"[0.         0.13758375 0.14937883 0.         0.10898091 0.07349091
 0.08996127 0.08014661 0.15099815 0.         0.14564675 0.
 0.06381282]",0.9113547004968553,0.9720490149945852,0.1375837493061808,0.1493788335797564,0.0,0.10898091051945556,0.07349091016289318,0.08996126537157133,0.08014661238407794,0.15099815089285118,0.0,0.14564675029493265,0.0,0.0638128174882809,0.0
23,2014-02-07,"[0.         0.13746965 0.14943824 0.         0.10892415 0.07317463
 0.09006309 0.07969224 0.15116574 0.         0.1456617  0.
 0.06441055]",0.9101253118777692,0.9696331934871771,0.13746965082231458,0.14943824226649402,0.0,0.10892414713114164,0.07317462730735098,0.09006309406325148,0.07969223885049567,0.1511657434302702,0.0,0.1456617035321558,0.0,0.06441055259652556,0.0
24,2014-02-10,"[0.         0.13751039 0.14939541 0.         0.10887682 0.0732642
 0.09007026 0.07984605 0.15111493 0.         0.14563692 0.
 0.06428502]",0.9172758037991466,0.9736783418925946,0.13751039321404343,0.1493954096667574,0.0,0.10887681827183983,0.07326419520547585,0.09007025950382012,0.0798460515386907,0.15111493077325316,0.0,0.1456369244364838,0.0,0.06428501738963566,0.0
25,2014-02-11,"[0.         0.1375184  0.14931368 0.         0.10877656 0.07332533
 0.09009625 0.07996361 0.15106529 0.         0.14566058 0.
 0.0642803 ]",0.9301457388944461,0.986411247366413,0.13751840116996933,0.1493136769364492,0.0,0.10877656439588167,0.07332532502097087,0.09009625090035846,0.07996360922800448,0.1510652911342354,0.0,0.14566057874307184,0.0,0.06428030247105879,0.0
26,2014-02-12,"[0.         0.13754471 0.14933927 0.         0.10881375 0.07333492
 0.09009191 0.07997686 0.15104213 0.         0.14564524 0.
 0.06421121]",0.9347298145349359,0.9906880833487789,0.137544712788795,0.14933926696517189,0.0,0.10881375006370907,0.07333491761472088,0.09009191415870406,0.07997686105744142,0.1510421299723859,0.0,0.1456452401717652,0.0,0.06421120720730661,0.0
27,2014-02-13,"[0.         0.13762814 0.14943203 0.         0.10887945 0.07330065
 0.09014612 0.0799562  0.15093239 0.         0.14560613 0.
 0.06411889]",0.9442595158974241,1.001309759210587,0.13762813922128872,0.14943202848595905,0.0,0.10887944781900326,0.07330064843526933,0.09014612496809501,0.07995620295376224,0.1509323892008613,0.0,0.1456061299853695,0.0,0.06411888893039167,0.0
28,2014-02-14,"[0.         0.13756229 0.149248   0.         0.10879831 0.07362339
 0.0899012  0.08042489 0.15093017 0.         0.14573224 0.
 0.0637795 ]",0.9384994143911571,0.9979326666098056,0.137562293271067,0.14924800101518879,0.0,0.10879831018444064,0.07362339340599011,0.08990120260502775,0.08042488771200276,0.1509301714972528,0.0,0.1457322395523964,0.0,0.06377950075663376,0.0
29,2014-02-18,"[0.         0.13773833 0.14921204 0.         0.10883123 0.07389571
 0.08989744 0.08087769 0.15070143 0.         0.14564611 0.
 0.06320004]",0.9628791393753984,1.0139027794164848,0.13773832721715218,0.14921203728428584,0.0,0.10883122579021966,0.0738957090481616,0.08989743897760388,0.08087768772172146,0.15070142953361437,0.0,0.1456461054780891,0.0,0.06320003894915177,0.0
30,2014-02-19,"[0.         0.1277145  0.13827509 0.05470094 0.0997587  0.06928868
 0.08656748 0.07652936 0.14512771 0.         0.1363459  0.
 0.06569164]",0.9703892778331936,1.0164752502281418,0.12771450088807476,0.13827509066491453,0.054700937426661676,0.09975870460277786,0.06928868287342878,0.08656747915668207,0.07652936223702558,0.14512770709338702,0.0,0.1363458974914012,0.0,0.06569163756564644,0.0
31,2014-02-20,"[0.         0.12690789 0.13726793 0.05778426 0.0992962  0.06927317
 0.0865034  0.07648213 0.1448611  0.         0.13568174 0.
 0.06594218]",0.9711745254712347,1.0191958347571979,0.12690788786441173,0.1372679286108665,0.057784258348991625,0.09929620269057562,0.06927316775624247,0.08650340339333429,0.07648213035770543,0.14486110484167447,0.0,0.1356817408755612,0.0,0.06594217526063667,0.0
32,2014-02-21,"[0.         0.12689372 0.13714687 0.05779342 0.09928903 0.06943565
 0.08645269 0.07666978 0.14483238 0.         0.13571381 0.
 0.06577265]",0.9774118576003521,1.0339178577828492,0.1268937174795274,0.13714686607129684,0.057793424190890154,0.09928902851254606,0.06943565462792244,0.08645268719880621,0.07666977646527251,0.14483238493164527,0.0,0.13571380736804303,0.0,0.06577265315405029,0.0
