,Date,Weights,Profit,Base Profit,PHM,BZH,MTH,NVR,CIGI,TRC,FRPH,CTO,SUP,DORM,STRT,MOD,cash
0,2014-01-06,"[0.0742097  0.09740906 0.13031389 0.         0.08907447 0.09097085
 0.         0.19273128 0.10578968 0.         0.11478144 0.
 0.10471963]",0.9999999999907421,0.9999999999917246,0.09740906398899715,0.1303138884391021,0.0,0.08907447038998459,0.09097084665254376,0.0,0.19273127716299276,0.10578968429276137,0.0,0.114781441005085,0.0,0.10471962561347849,0.0742097024550548
1,2014-01-07,"[0.         0.10469568 0.14121214 0.         0.09298248 0.09364605
 0.         0.22422475 0.1115009  0.         0.12228937 0.
 0.10944864]",0.9979581002340437,1.0005319116963116,0.10469568168472533,0.14121214236814456,0.0,0.09298247554873103,0.09364604927849222,0.0,0.224224753144742,0.11150089547118436,0.0,0.12228936581796047,0.0,0.10944863668602003,0.0
2,2014-01-08,"[0.         0.10521722 0.14038078 0.         0.09222876 0.09155739
 0.         0.22912713 0.11135928 0.         0.12072075 0.
 0.10940869]",0.9894009418027836,0.9927826026125746,0.10521721729541504,0.14038077894931975,0.0,0.09222875750523755,0.09155739384276303,0.0,0.2291271342342963,0.1113592790407072,0.0,0.12072075405612788,0.0,0.10940868507613341,0.0
3,2014-01-09,"[0.         0.10495258 0.14027004 0.         0.09224503 0.09147285
 0.         0.23015043 0.11114922 0.         0.12056224 0.
 0.10919763]",0.986101515526734,0.9899144900079113,0.10495257782035908,0.14027003788381867,0.0,0.09224502831710582,0.09147284563991379,0.0,0.23015042846458686,0.11114921640463382,0.0,0.12056223586841346,0.0,0.1091976296011686,0.0
4,2014-01-10,"[0.         0.10541961 0.14024317 0.         0.09206081 0.09117999
 0.         0.23044135 0.11128796 0.         0.12057431 0.
 0.1087928 ]",0.9859178592277257,0.9928543766275482,0.10541961495753797,0.14024316636174688,0.0,0.09206080778764955,0.09117999285781685,0.0,0.2304413472206065,0.11128796333768388,0.0,0.12057430989443442,0.0,0.10879279758252408,0.0
5,2014-01-13,"[0.         0.10622739 0.13957829 0.         0.09186967 0.09013282
 0.         0.23072797 0.11207569 0.         0.11955075 0.
 0.10983741]",0.9771527579966262,0.9870891593361638,0.10622739261244465,0.13957828920662027,0.0,0.09186966781937406,0.0901328237004698,0.0,0.23072797096307407,0.11207569106309564,0.0,0.11955075167745635,0.0,0.10983741295746509,0.0
6,2014-01-14,"[0.         0.1067925  0.13925937 0.         0.09181316 0.08958436
 0.         0.23095956 0.11231856 0.         0.11904948 0.
 0.11022302]",0.9729109662407978,0.9824766279152272,0.10679249585067858,0.13925937194645685,0.0,0.09181316060544552,0.0895843571229356,0.0,0.23095955524432735,0.11231855757586073,0.0,0.11904948313406721,0.0,0.11022301852022817,0.0
7,2014-01-15,"[0.         0.10729906 0.13874171 0.         0.09179678 0.08882835
 0.         0.23130171 0.11280027 0.         0.11817612 0.
 0.11105599]",0.9527294815116188,0.9722036118516589,0.1072990602841074,0.13874171476789193,0.0,0.09179678302950875,0.08882834828619049,0.0,0.2313017093440031,0.11280027388199826,0.0,0.11817612374314772,0.0,0.11105598666315247,0.0
8,2014-01-16,"[0.         0.10760573 0.13862537 0.         0.09183346 0.08858288
 0.         0.23139594 0.1128458  0.         0.11806425 0.
 0.11104657]",0.9599280288378681,0.9744194248589951,0.1076057252797249,0.13862536803406902,0.0,0.09183346345946197,0.08858288495299287,0.0,0.23139593570256803,0.11284580182734777,0.0,0.11806424848190587,0.0,0.11104657226192949,0.0
9,2014-01-17,"[0.         0.10714146 0.13853887 0.         0.09187135 0.08869087
 0.         0.23130614 0.11302145 0.         0.11779608 0.
 0.11163379]",0.9690180310075461,0.9780015481110238,0.1071414604988682,0.1385388691736029,0.0,0.09187134532556702,0.08869087129166284,0.0,0.23130613768397862,0.11302144651494746,0.0,0.11779608289092917,0.0,0.11163378662044389,0.0
