,Date,Weights,Profit,Base Profit,Volume,BIO,PKI,COHR,WAT,TRT,VECO,IVAC,ASYS,FLEX,IEC,CTS,SANM,cash
0,2014-01-06,"[0.12105492 0.15046337 0.         0.11822009 0.1196757  0.
 0.11267056 0.13821107 0.         0.         0.         0.11790867
 0.12179558]",0.9956052376849475,0.9950000000000002,0.8789450451731682,0.15046337246894836,0.0,0.11822009086608887,0.11967569589614868,0.0,0.11267056316137314,0.13821107149124146,0.0,0.0,0.0,0.11790867149829865,0.12179557979106903,0.12105491757392883
1,2014-01-07,"[0.12271694 0.14972152 0.         0.11863513 0.11970493 0.
 0.11103445 0.1392514  0.         0.         0.         0.11772499
 0.12121063]",1.0007964539367313,1.0010828135384038,0.004610850624436482,0.14972151815891266,0.0,0.1186351329088211,0.11970493197441101,0.0,0.11103445291519165,0.13925139605998993,0.0,0.0,0.0,0.11772499233484268,0.12121062725782394,0.12271694093942642
2,2014-01-08,"[0.1224321  0.14954215 0.         0.11846724 0.11956891 0.
 0.11119682 0.13993654 0.         0.         0.         0.11807364
 0.12078252]",1.000882902381164,0.9995929379536086,0.00765319444218388,0.14954215288162231,0.0,0.11846724152565002,0.11956891417503357,0.0,0.11119682341814041,0.13993653655052185,0.0,0.0,0.0,0.11807364225387573,0.1207825243473053,0.12243209779262543
3,2014-01-09,"[0.12358005 0.14874123 0.         0.11853324 0.11966183 0.
 0.11095762 0.13982424 0.         0.         0.         0.11770065
 0.12100117]",1.0187935402850115,1.0151975224469816,0.005552266219393011,0.1487412303686142,0.0,0.11853323876857758,0.1196618303656578,0.0,0.11095761507749557,0.13982424139976501,0.0,0.0,0.0,0.11770065128803253,0.12100116908550262,0.12358004599809647
4,2014-01-10,"[0.12479647 0.14785445 0.         0.11887002 0.11953866 0.
 0.11022764 0.14070044 0.         0.         0.         0.1176921
 0.12032026]",1.023649923258245,1.0321406205544033,0.012860609099423177,0.14785444736480713,0.0,0.11887001991271973,0.11953866481781006,0.0,0.11022763699293137,0.14070044457912445,0.0,0.0,0.0,0.11769209802150726,0.12032026052474976,0.12479646503925323
5,2014-01-13,"[0.12558287 0.14679614 0.         0.11890812 0.11943561 0.
 0.11049037 0.14036867 0.         0.         0.         0.1176108
 0.12080742]",1.033691184491749,1.0383574349459894,0.008722667053475911,0.14679613709449768,0.0,0.1189081221818924,0.11943560838699341,0.0,0.11049037426710129,0.14036867022514343,0.0,0.0,0.0,0.11761080473661423,0.12080742418766022,0.12558287382125854
6,2014-01-14,"[0.1251408  0.1458328  0.         0.11872026 0.11917482 0.
 0.11179034 0.13914514 0.         0.         0.         0.11779519
 0.12240065]",1.0288979360017592,1.0325153125717423,0.017299027460935337,0.14583280682563782,0.0,0.11872026324272156,0.11917482316493988,0.0,0.11179033666849136,0.1391451358795166,0.0,0.0,0.0,0.1177951917052269,0.12240064889192581,0.12514080107212067
7,2014-01-15,"[0.11188035 0.13032205 0.         0.10700116 0.10705575 0.
 0.10353822 0.12269973 0.         0.         0.09711    0.10648679
 0.11390596]",1.015249406862972,1.0196722301788013,0.18559988021162613,0.13032205402851105,0.0,0.1070011630654335,0.10705574601888657,0.0,0.10353822261095047,0.12269973009824753,0.0,0.0,0.09710999578237534,0.10648678988218307,0.11390595883131027,0.1118803471326828
8,2014-01-16,"[0.11399216 0.12390074 0.         0.10709877 0.10501975 0.
 0.10443878 0.11908957 0.         0.         0.10176604 0.10539628
 0.11929787]",1.0285132564160324,1.036849559140376,0.02685534612221231,0.12390074133872986,0.0,0.1070987731218338,0.10501974821090698,0.0,0.10443878173828125,0.11908957362174988,0.0,0.0,0.10176604241132736,0.10539627820253372,0.11929786950349808,0.11399216204881668
9,2014-01-17,"[0.16169806 0.         0.         0.13124216 0.         0.
 0.         0.17634341 0.12119365 0.         0.12849422 0.13130257
 0.14972588]",1.037180965635962,1.0482800223619286,0.6343760122877931,0.0,0.0,0.13124215602874756,0.0,0.0,0.0,0.1763434112071991,0.12119365483522415,0.0,0.12849421799182892,0.13130256533622742,0.14972588419914246,0.16169805824756622
10,2014-01-21,"[0.09311576 0.12227547 0.09924295 0.09399947 0.09450091 0.
 0.08900043 0.10509113 0.         0.         0.08987305 0.09720371
 0.11569715]",1.032903318902104,1.0485042218440093,0.7709397271411285,0.1222754716873169,0.09924294799566269,0.0939994677901268,0.09450091421604156,0.0,0.08900042623281479,0.10509113222360611,0.0,0.0,0.0898730531334877,0.09720370918512344,0.11569714546203613,0.09311576187610626
11,2014-01-22,"[0.11607973 0.1506503  0.11216975 0.11993741 0.11672629 0.
 0.         0.13007165 0.         0.         0.         0.1168505
 0.13751431]",1.0407788474596387,1.05094121478499,0.34667912668661766,0.150650292634964,0.11216975003480911,0.11993741244077682,0.11672628670930862,0.0,0.0,0.13007165491580963,0.0,0.0,0.0,0.11685049533843994,0.13751430809497833,0.11607973277568817
