,Date,Weights,Profit,Base Profit,Volume,BKTI,SCON,VSAT,MSI,MCD,EAT,JACK,PZZA,UVV,PYX,ANDE,STKL,cash
0,2014-01-06,"[0.07349747 0.07970003 0.07783956 0.07727233 0.08214795 0.0763337
 0.07408319 0.0753854  0.07659185 0.0748725  0.07488775 0.08003775
 0.0773505 ]",0.9998146920471288,0.9998000000000002,0.9265025183558464,0.0797000303864479,0.07783956080675125,0.07727232575416565,0.08214794844388962,0.07633370161056519,0.07408319413661957,0.07538539916276932,0.0765918493270874,0.07487250119447708,0.07488775253295898,0.08003775030374527,0.07735050469636917,0.073497474193573
1,2014-01-07,"[0.07376541 0.0795406  0.0786012  0.07687547 0.08113588 0.07719234
 0.07480322 0.07663007 0.07563304 0.07465063 0.07465684 0.07938658
 0.07712872]",1.0080901086475387,1.0087970108543984,0.007436486538704168,0.07954059541225433,0.07860119640827179,0.0768754705786705,0.08113587647676468,0.07719233632087708,0.07480321824550629,0.07663007080554962,0.07563304156064987,0.07465063035488129,0.07465684413909912,0.07938658446073532,0.07712872326374054,0.07376541197299957
2,2014-01-08,"[0.07366185 0.07973832 0.07857905 0.07692005 0.08099351 0.07723036
 0.07476667 0.07664056 0.07591316 0.07462345 0.07457805 0.07944521
 0.07690975]",1.0212064759341872,1.0223315387504028,0.009881061861141509,0.0797383189201355,0.07857904583215714,0.0769200548529625,0.08099351078271866,0.07723036408424377,0.07476667314767838,0.07664056122303009,0.07591316103935242,0.07462345063686371,0.07457805424928665,0.07944520562887192,0.07690975069999695,0.07366184890270233
3,2014-01-09,"[0.07376474 0.07959313 0.0784857  0.07697093 0.08108949 0.07718126
 0.07471976 0.07659081 0.07580467 0.0746405  0.07467419 0.07950498
 0.0769798 ]",1.0134229947501296,1.0122130410487926,0.04564252486218357,0.07959312945604324,0.07848570495843887,0.07697093486785889,0.08108948916196823,0.07718126475811005,0.07471975684165955,0.07659081369638443,0.07580467313528061,0.07464049756526947,0.07467418909072876,0.07950498163700104,0.07697980105876923,0.07376474142074585
4,2014-01-10,"[0.07378769 0.07956968 0.07850696 0.076988   0.08097668 0.07719412
 0.07466611 0.07666122 0.07580943 0.07465834 0.0746652  0.07952785
 0.07698868]",1.025350228396088,1.0257318784255232,0.025318335891281428,0.07956968247890472,0.0785069614648819,0.07698800414800644,0.08097667992115021,0.07719411700963974,0.0746661126613617,0.07666122168302536,0.07580943405628204,0.0746583417057991,0.07466520369052887,0.0795278549194336,0.07698868215084076,0.07378768920898438
5,2014-01-13,"[0.07377037 0.07952465 0.07849231 0.07694908 0.08094991 0.07718401
 0.07470729 0.0767268  0.07575062 0.07465132 0.0747088  0.079529
 0.07705585]",1.0166527950284507,1.0148494275339195,0.019917895810268156,0.07952465116977692,0.07849231362342834,0.07694908231496811,0.08094990998506546,0.07718401402235031,0.07470729202032089,0.07672680169343948,0.07575061917304993,0.0746513158082962,0.07470879703760147,0.07952900230884552,0.07705584913492203,0.07377037405967712
6,2014-01-14,"[0.07377973 0.07949053 0.07855048 0.07693297 0.08090903 0.07718071
 0.07473098 0.07672566 0.07566658 0.07466506 0.07472163 0.07948427
 0.07716234]",1.0086572303854748,1.0065216612721812,0.015888955318086866,0.079490527510643,0.07855048030614853,0.07693297415971756,0.08090902864933014,0.07718071341514587,0.07473097741603851,0.07672566175460815,0.07566658407449722,0.07466506212949753,0.07472162693738937,0.07948426902294159,0.07716234028339386,0.07377973198890686
7,2014-01-15,"[0.07381711 0.07948916 0.0785073  0.07697603 0.08090168 0.07716154
 0.07472484 0.07673826 0.07571479 0.07463574 0.07474226 0.07951633
 0.07707497]",1.005511836773785,1.0021752236532786,0.008786747747868742,0.07948916405439377,0.07850729674100876,0.07697603106498718,0.08090168237686157,0.07716154307126999,0.07472483813762665,0.07673826068639755,0.07571478933095932,0.07463574409484863,0.07474225759506226,0.07951632887125015,0.07707497477531433,0.07381711155176163
8,2014-01-16,"[0.07389693 0.07949378 0.078495   0.07701029 0.0809576  0.07716793
 0.07467764 0.07675124 0.0757319  0.07463754 0.07466991 0.07952524
 0.07698498]",1.0139967687273828,1.0116264826236587,0.013936577845708896,0.07949378341436386,0.07849500328302383,0.07701028883457184,0.08095759898424149,0.07716792821884155,0.07467763870954514,0.0767512395977974,0.07573190331459045,0.07463753968477249,0.07466990500688553,0.07952523976564407,0.07698497921228409,0.07389692962169647
9,2014-01-17,"[0.07391591 0.07953814 0.07847018 0.07707579 0.08094577 0.077149
 0.07462472 0.07673416 0.07581467 0.07464062 0.0746356  0.07958978
 0.07686564]",1.0280464687970836,1.0278546330593368,0.010671132339376997,0.07953813672065735,0.07847017794847488,0.0770757868885994,0.08094577491283417,0.07714899629354477,0.07462472468614578,0.07673416286706924,0.07581467181444168,0.07464061677455902,0.0746355950832367,0.07958977669477463,0.07686564326286316,0.07391590625047684
10,2014-01-21,"[0.07390274 0.07955386 0.07847345 0.07707049 0.0809578  0.07714723
 0.07463362 0.07672427 0.07583193 0.07464474 0.07461651 0.07959802
 0.07684531]",1.0324999483218076,1.0320524758069727,0.0151225417512959,0.07955386489629745,0.07847344875335693,0.07707048952579498,0.0809578001499176,0.0771472305059433,0.07463362067937851,0.07672426849603653,0.07583192735910416,0.07464474439620972,0.07461651414632797,0.07959802448749542,0.07684531062841415,0.07390274107456207
