,Date,Weights,Profit,Base Profit,TECH,TTNP,BCRX,NBIX,PMD,DGX,AMS,LH,BCPC,GRA,OLN,FMC,cash
0,2014-01-06,"[0.06813275 0.12713027 0.12500152 0.         0.08565081 0.1139019
 0.08807592 0.06000996 0.         0.07607825 0.14468345 0.11133517
 0.        ]",0.9999999999906813,0.9999999999917246,0.1271302739771397,0.12500151626540768,0.0,0.0856508140325458,0.11390190039799455,0.08807591596785617,0.06000995636733219,0.0,0.07607824674970787,0.14468345396578913,0.11133517162595243,0.0,0.06813275065027445
1,2014-01-07,"[0.         0.1389344  0.13647285 0.         0.08998886 0.12254251
 0.09318015 0.0610845  0.         0.0784889  0.16062084 0.11868698
 0.        ]",1.0105067556119942,1.0133864450164678,0.13893439772951224,0.13647284775472648,0.0,0.08998885794548243,0.12254251284635198,0.09318015114502318,0.06108450474000026,0.0,0.07848890253112863,0.16062084324551934,0.11868698206225535,0.0,0.0
2,2014-01-08,"[0.         0.13928199 0.13680094 0.         0.089482   0.12246482
 0.09267665 0.06071816 0.         0.07836125 0.1616471  0.11856709
 0.        ]",1.0675563115851134,1.0580515554697663,0.13928199101795427,0.13680093938986834,0.0,0.08948200081484034,0.12246482021123008,0.09267665062165623,0.06071816115423237,0.0,0.07836124877426831,0.1616470952136725,0.11856709280227759,0.0,0.0
3,2014-01-09,"[0.         0.13924566 0.13680598 0.         0.08925429 0.12254758
 0.09272581 0.06093173 0.         0.07826599 0.16181751 0.11840544
 0.        ]",1.0740711986829419,1.0720823333523795,0.13924566012684295,0.13680597869587857,0.0,0.08925429482744061,0.12254758094110307,0.09272581145533167,0.06093173277579192,0.0,0.078265991244208,0.16181751292609337,0.11840543700730995,0.0,0.0
4,2014-01-10,"[0.         0.13919942 0.13678771 0.         0.08916038 0.12253783
 0.09264369 0.06098278 0.         0.07846843 0.16179495 0.1184248
 0.        ]",1.0771378070219793,1.079175569344265,0.1391994196474398,0.13678771271589626,0.0,0.08916038285282472,0.12253782811602405,0.09264369359746105,0.06098278119940495,0.0,0.07846843489346537,0.16179494877747955,0.11842479820000432,0.0,0.0
5,2014-01-13,"[0.         0.13915029 0.13680924 0.         0.08910928 0.12259818
 0.09258495 0.06094462 0.         0.07860184 0.1617616  0.11844001
 0.        ]",1.0758918194621279,1.0838556252166898,0.13915029089819975,0.1368092385994871,0.0,0.08910927772579838,0.1225981784060003,0.09258494836443662,0.0609446180656459,0.0,0.07860183973807132,0.1617616028688516,0.118440005333509,0.0,0.0
6,2014-01-14,"[0.         0.1391827  0.13680053 0.         0.08908353 0.12259317
 0.09260944 0.06096376 0.         0.07862154 0.16173398 0.11841135
 0.        ]",1.0882219556222639,1.094222122338214,0.13918270408303848,0.13680052957500966,0.0,0.08908353432689439,0.12259316799073042,0.09260944396426768,0.06096375767297362,0.0,0.07862154032632226,0.16173397549694324,0.11841134656382028,0.0,0.0
7,2014-01-15,"[0.         0.13926026 0.13678488 0.         0.08906384 0.12258952
 0.09260748 0.06098395 0.         0.07857498 0.16172452 0.11841057
 0.        ]",1.0862832242880083,1.0974083676992428,0.13926025626003993,0.13678488054933793,0.0,0.08906384463058999,0.12258951993636583,0.09260748039965883,0.060983946951597874,0.0,0.0785749794249478,0.16172452169835977,0.11841057014910203,0.0,0.0
8,2014-01-16,"[0.         0.13933067 0.13677263 0.         0.08907905 0.1225227
 0.09273003 0.06101763 0.         0.07848347 0.16174331 0.11832052
 0.        ]",1.1079190535504682,1.1271254868565574,0.13933066759859455,0.13677262648970973,0.0,0.08907905051218547,0.12252269653310545,0.09273002740032092,0.06101763499164395,0.0,0.07848346604403697,0.16174330890469,0.11832052152571289,0.0,0.0
9,2014-01-17,"[0.         0.13919291 0.13672087 0.         0.08904086 0.12248675
 0.09256709 0.06110493 0.         0.0786331  0.16177849 0.11847499
 0.        ]",1.0979838434432947,1.1107652189153565,0.139192913461636,0.13672087350578488,0.0,0.08904086314157991,0.12248674949805713,0.09256708749833245,0.06110492578380588,0.0,0.07863310394371291,0.16177849440503453,0.11847498876205627,0.0,0.0
10,2014-01-21,"[0.         0.13920858 0.13671988 0.         0.08907689 0.12246922
 0.0926049  0.06109909 0.         0.07855147 0.16180669 0.11846326
 0.        ]",1.1016885851398455,1.1150033471695675,0.13920858422311766,0.13671988406294916,0.0,0.08907689166624892,0.12246921985447841,0.0926049016137417,0.06109909491288142,0.0,0.07855146712827377,0.1618066938953643,0.11846326264294466,0.0,0.0
11,2014-01-22,"[0.         0.13917715 0.13674517 0.         0.08906797 0.12253774
 0.09256098 0.06103915 0.         0.07859364 0.16179307 0.11848514
 0.        ]",1.10533534078456,1.1226441306470354,0.1391771543298526,0.13674516646298016,0.0,0.08906796825971394,0.12253773736298572,0.09256097641885087,0.06103914843054582,0.0,0.07859364313053384,0.16179306577524688,0.11848513982929015,0.0,0.0
12,2014-01-23,"[0.         0.13925432 0.13672236 0.         0.08904612 0.12250169
 0.09264219 0.06110676 0.         0.07849018 0.16180999 0.11842638
 0.        ]",1.113374563912372,1.126519823964467,0.1392543218166882,0.1367223637500798,0.0,0.08904612088319307,0.12250169448479784,0.09264218734276376,0.06110676193102611,0.0,0.0784901806536675,0.16180999410143268,0.11842637503635094,0.0,0.0
13,2014-01-24,"[0.         0.13924785 0.13665912 0.         0.0889365  0.12245752
 0.09254916 0.0612253  0.         0.07867834 0.16176236 0.11848386
 0.        ]",1.1229864536299314,1.1336488906868691,0.13924785462916656,0.13665912035114816,0.0,0.08893649505356097,0.12245752345592245,0.0925491577389918,0.06122529860897544,0.0,0.0786783356291291,0.16176235835809083,0.11848385617501461,0.0,0.0
14,2014-01-27,"[0.         0.13927747 0.13666484 0.         0.08888585 0.12250423
 0.09249625 0.06121094 0.         0.07878473 0.16168784 0.11848785
 0.        ]",1.1189728053557555,1.1294911351620105,0.13927747384021008,0.13666483643547656,0.0,0.08888584523973539,0.12250422950227441,0.09249625167938616,0.061210940686802925,0.0,0.07878473465959246,0.16168784049818116,0.11848784745834094,0.0,0.0
