,Date,Weights,Profit,Base Profit,Volume,CVR,PFIN,LECO,SPXC,CRY,ATRI,TFX,MMM,HUBB,MRCY,IIN,AVX,cash
0,2014-01-06,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",0.9997999999999998,0.9998,0.9999999999999998,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
1,2014-01-07,"[0.         0.         0.         0.16666667 0.         0.
 0.16666667 0.16666667 0.16666667 0.         0.         0.16666667
 0.16666667]",1.010935577375517,1.009137788218121,0.2856571428571426,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
2,2014-01-08,"[0.         0.         0.         0.16666667 0.         0.
 0.16666667 0.16666667 0.16666667 0.         0.         0.16666667
 0.16666667]",1.0107090664533638,1.0085016261978135,0.0156644613585768,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
3,2014-01-09,"[0.         0.         0.         0.16666667 0.         0.
 0.16666667 0.16666667 0.16666667 0.         0.         0.16666667
 0.16666667]",1.0086254292220251,1.0126778821806053,0.011463684068858351,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
4,2014-01-10,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0032524768192028,1.013748030147089,0.2881786940634359,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
5,2014-01-13,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0101913575232013,1.0201048060633655,0.010667302907095146,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
6,2014-01-14,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0098796295304604,1.020026457920143,0.010215358198946325,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
7,2014-01-15,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",0.9887714627038804,1.005471059013172,0.015465549905823996,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
8,2014-01-16,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0269259060613318,1.0324857479859653,0.022036483720708232,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
9,2014-01-17,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0233211518867025,1.035117914837019,0.04333238176714792,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
10,2014-01-21,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.02438981080701,1.0380933857460024,0.009519727798093961,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
11,2014-01-22,"[0.         0.14285714 0.         0.14285714 0.         0.
 0.14285714 0.14285714 0.14285714 0.         0.         0.14285714
 0.14285714]",1.0277519504391677,1.0489415484974272,0.0061385808391771265,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0
12,2014-01-23,"[0.         0.         0.         0.16666667 0.         0.
 0.16666667 0.16666667 0.16666667 0.         0.         0.16666667
 0.16666667]",1.0292270319052945,1.052040816253694,0.29214273228528514,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
