,Date,Weights,Profit,Base Profit,MRCY,IIN,HUBB,AVX,VECO,ASYS,TRT,IVAC,LECO,PFIN,SPXC,CVR,cash
0,2014-01-06,"[0.1190198  0.0993602  0.         0.13185123 0.12549403 0.
 0.15870731 0.         0.12048953 0.10646102 0.         0.13861689
 0.        ]",0.9999999999911902,0.9999999999917246,0.09936019711383771,0.0,0.1318512330687347,0.12549402775052915,0.0,0.15870731145449712,0.0,0.12048952808003066,0.10646101501783385,0.0,0.13861688626001348,0.0,0.11901980125452345
1,2014-01-07,"[0.         0.10951366 0.         0.15034418 0.13887515 0.
 0.18411256 0.         0.13490565 0.12061869 0.         0.16163011
 0.        ]",1.011476285351,1.0109238656016049,0.10951366255269393,0.0,0.15034417798286673,0.1388751462494145,0.0,0.1841125615343097,0.0,0.13490565336222493,0.12061869204619258,0.0,0.16163010627229746,0.0,0.0
2,2014-01-08,"[0.         0.10844038 0.         0.14939224 0.13794346 0.
 0.18553878 0.         0.13346303 0.12051259 0.         0.16470952
 0.        ]",1.0031747655009602,1.0083180296095957,0.10844038371916473,0.0,0.14939223962925444,0.1379434568181198,0.0,0.18553878223274015,0.0,0.13346303080131597,0.12051259057828191,0.0,0.16470951622112298,0.0,0.0
3,2014-01-09,"[0.         0.10882887 0.         0.15023698 0.13445072 0.
 0.18545969 0.         0.13250472 0.12177745 0.         0.16674158
 0.        ]",1.0224717543685315,1.0218105700035112,0.10882887416783021,0.0,0.1502369788656271,0.1344507183119316,0.0,0.18545968919519537,0.0,0.13250471517175336,0.1217774490388443,0.0,0.16674157524881814,0.0,0.0
4,2014-01-10,"[0.         0.10880172 0.         0.14972637 0.13266449 0.
 0.18552311 0.         0.13281034 0.1210528  0.         0.16942117
 0.        ]",1.0449676130215353,1.0352227154727887,0.10880171795901454,0.0,0.1497263742605333,0.13266448582392187,0.0,0.1855231125247127,0.0,0.13281033910249382,0.12105279988382384,0.0,0.16942117044549984,0.0,0.0
5,2014-01-13,"[0.         0.1088661  0.         0.15088667 0.12934113 0.
 0.18490705 0.         0.13240913 0.12262575 0.         0.17096418
 0.        ]",1.0649030899873606,1.0415307118336194,0.10886609791718138,0.0,0.1508866663902442,0.12934112834829983,0.0,0.18490704996270207,0.0,0.13240913045114716,0.1226257505848515,0.0,0.17096417634557362,0.0,0.0
6,2014-01-14,"[0.         0.10842349 0.         0.15191639 0.13125088 0.
 0.1840319  0.         0.13259423 0.12410567 0.         0.16767745
 0.        ]",1.0652617498496142,1.0414435480229727,0.10842348709220465,0.0,0.1519163850888489,0.13125088203823843,0.0,0.18403190315837836,0.0,0.1325942251610893,0.12410566763559885,0.0,0.16767744982564162,0.0,0.0
7,2014-01-15,"[0.         0.1086103  0.         0.15001262 0.13500241 0.
 0.18450244 0.         0.13326762 0.12202511 0.         0.1665795
 0.        ]",1.0606318688491725,1.0282292193495277,0.10861029696279693,0.0,0.15001262164910648,0.13500240933290739,0.0,0.1845024435286778,0.0,0.1332676197377991,0.12202511290049692,0.0,0.16657949588821547,0.0,0.0
8,2014-01-16,"[0.         0.09909409 0.         0.13729987 0.12568182 0.
 0.16831953 0.08554156 0.12268893 0.11157945 0.         0.14979475
 0.        ]",1.0769393991412919,1.0554725656938913,0.09909409099126429,0.0,0.13729987129746488,0.1256818239624994,0.0,0.16831953119748083,0.08554155939002055,0.12268893074255845,0.11157944517845451,0.0,0.14979474724025693,0.0,0.0
9,2014-01-17,"[0.         0.09812208 0.         0.13774338 0.12352055 0.
 0.16561688 0.09326001 0.12212614 0.11237802 0.         0.14723294
 0.        ]",1.0966842481276564,1.0633756775865568,0.09812208154737624,0.0,0.1377433779896305,0.12352055280931737,0.0,0.16561687728095714,0.09326000892885876,0.12212614382418832,0.112378022276896,0.0,0.14723293534277562,0.0,0.0
10,2014-01-21,"[0.         0.09780568 0.         0.13746181 0.12397468 0.
 0.16499746 0.09424405 0.12218326 0.11246943 0.         0.14686364
 0.        ]",1.0992634709967102,1.064593846422929,0.09780568308925595,0.0,0.13746180759029997,0.12397467782129917,0.0,0.1649974561753771,0.09424404804146204,0.12218325895615748,0.1124694307538282,0.0,0.14686363757231996,0.0,0.0
11,2014-01-22,"[0.         0.09777761 0.         0.13720094 0.12551755 0.
 0.16468032 0.09455505 0.12245099 0.11222013 0.         0.14559741
 0.        ]",1.1058222153870148,1.073514272067341,0.09777761105487924,0.0,0.13720094224576398,0.12551754553419542,0.0,0.1646803190326859,0.09455505437500702,0.12245099102915027,0.11222012989254475,0.0,0.14559740683577346,0.0,0.0
12,2014-01-23,"[0.         0.09764226 0.         0.13706395 0.12556394 0.
 0.16459386 0.09474901 0.12207127 0.11255677 0.         0.14575894
 0.        ]",1.1042280865437153,1.0767441341223893,0.09764226338510743,0.0,0.13706394825249787,0.12556393776931013,0.0,0.16459385684675779,0.09474900660507139,0.12207127301488102,0.11255677142957654,0.0,0.1457589426967978,0.0,0.0
13,2014-01-24,"[0.         0.09862335 0.         0.13594197 0.12351409 0.
 0.16510623 0.0949342  0.12059779 0.11249241 0.         0.14878996
 0.        ]",1.107645465524319,1.0827934026132195,0.09862335359404685,0.0,0.1359419672467323,0.12351409009438889,0.0,0.1651062321247702,0.09493420037102678,0.12059778684380479,0.11249241153146343,0.0,0.14878995819376678,0.0,0.0
14,2014-01-27,"[0.         0.09887665 0.         0.13541035 0.12237037 0.
 0.16535223 0.0950554  0.11977736 0.11263132 0.         0.15052632
 0.        ]",1.0912097604134632,1.0700003398767177,0.09887665157762816,0.0,0.13541034631278082,0.1223703743896092,0.0,0.16535222683301926,0.09505539508310838,0.11977736363003665,0.11263132442538841,0.0,0.15052631774842917,0.0,0.0
15,2014-01-28,"[0.         0.09889214 0.         0.13295862 0.12157015 0.
 0.16593715 0.09562486 0.1182183  0.1120612  0.         0.15473759
 0.        ]",1.0675496204328143,1.0597505191557843,0.09889214215079327,0.0,0.1329586215767253,0.12157014507907692,0.0,0.16593714554306957,0.09562485730396524,0.1182182975552078,0.1120612019463516,0.0,0.15473758884481026,0.0,0.0
16,2014-01-29,"[0.         0.09879843 0.         0.13283349 0.12014753 0.
 0.16591439 0.09567296 0.11726309 0.11299279 0.         0.15637731
 0.        ]",1.0473317108735654,1.0548809524499498,0.09879843443560028,0.0,0.1328334933214629,0.12014752688533858,0.0,0.16591439211509518,0.09567295535780283,0.11726309390061049,0.11299279180931388,0.0,0.15637731217477582,0.0,0.0
17,2014-01-30,"[0.         0.09969629 0.         0.13185827 0.11869283 0.
 0.16666984 0.09561658 0.116555   0.11223948 0.         0.15867171
 0.        ]",1.047646855664873,1.0552209171390892,0.09969628821356372,0.0,0.13185826819177998,0.1186928317872415,0.0,0.16666984423638148,0.09561657800209981,0.11655499813377773,0.11223948336463516,0.0,0.1586717080705208,0.0,0.0
18,2014-01-31,"[0.         0.09928708 0.         0.13274183 0.11855806 0.
 0.16593904 0.09568524 0.11703874 0.11321132 0.         0.1575387
 0.        ]",1.0679477419852128,1.0585464464186332,0.0992870834985949,0.0,0.13274183415617413,0.11855805957052115,0.0,0.16593903526715736,0.09568523643578351,0.11703873540301185,0.11321131545099235,0.0,0.1575387002177647,0.0,0.0
19,2014-02-03,"[0.         0.09932679 0.         0.13373819 0.1154762  0.
 0.16561122 0.09547159 0.11634121 0.11519751 0.         0.15883728
 0.        ]",1.0538133128287204,1.0595301660900571,0.0993267943253721,0.0,0.1337381938866838,0.11547620489987503,0.0,0.16561122185954805,0.09547158576642129,0.1163412127757116,0.11519750666412817,0.0,0.15883727982226004,0.0,0.0
20,2014-02-04,"[0.         0.09992508 0.         0.13357253 0.11476327 0.
 0.16614476 0.0949423  0.11613247 0.11445631 0.         0.16006328
 0.        ]",1.047927052494045,1.0554922092486985,0.09992508394865034,0.0,0.13357252590328472,0.11476326606725974,0.0,0.16614475818941613,0.09494230170166895,0.11613247132060875,0.11445631291166412,0.0,0.16006327995744732,0.0,0.0
21,2014-02-05,"[0.         0.09985241 0.         0.13133874 0.11586387 0.
 0.16667035 0.09537714 0.11563233 0.11298614 0.         0.16227901
 0.        ]",1.015818464298665,1.0332495534831043,0.09985241380478627,0.0,0.13133874170002496,0.11586386541095398,0.0,0.16667035156959406,0.09537714477907171,0.11563233054867438,0.11298613735798688,0.0,0.1622790148289076,0.0,0.0
