,Date,Weights,Profit,Base Profit,CVR,PFIN,LECO,SPXC,HLX,ENSV,CLB,RES,FRPH,CTO,TRC,CIGI,cash
10,2014-01-21,"[0.         0.         0.13323832 0.         0.10730523 0.0865765
 0.14458875 0.11425812 0.         0.13197418 0.09119432 0.08309598
 0.1077686 ]",1.0334892042149297,1.0292315267524865,0.0,0.13323832237011995,0.0,0.10730523299564967,0.08657649944386782,0.14458874891042137,0.1142581227008256,0.0,0.13197417981311838,0.09119432176384505,0.08309597554761172,0.10776859645454043,0.0
11,2014-01-22,"[0.         0.         0.1332198  0.         0.10739122 0.08655591
 0.14453023 0.11426631 0.         0.13193226 0.09120868 0.08314814
 0.10774745]",1.0365797198162503,1.033930182046195,0.0,0.1332198000736181,0.0,0.10739122363437033,0.08655590753923306,0.1445302287522617,0.11426630843393192,0.0,0.13193225967852956,0.09120868005104014,0.08314814499307324,0.1077474468439418,0.0
12,2014-01-23,"[0.         0.         0.13320432 0.         0.10735826 0.08659492
 0.14450684 0.11424605 0.         0.13196996 0.09122475 0.08318815
 0.10770675]",1.040534818393994,1.0369214881372188,0.0,0.13320432326229972,0.0,0.1073582585329441,0.08659491845982083,0.14450683957509428,0.11424605067953841,0.0,0.131969961983142,0.09122475198927399,0.08318815023850908,0.10770674527937756,0.0
13,2014-01-24,"[0.         0.         0.13322458 0.         0.10729085 0.08656179
 0.14453616 0.11421464 0.         0.13204469 0.09125916 0.08315322
 0.10771492]",1.054026705533083,1.0425960854891936,0.0,0.13322457631967982,0.0,0.10729084838750193,0.08656179068649374,0.1445361574228628,0.11421464225132062,0.0,0.13204468593119417,0.0912591603404291,0.08315321744301354,0.10771492121750428,0.0
14,2014-01-27,"[0.         0.         0.13318877 0.         0.10727638 0.08665624
 0.14449443 0.11425093 0.         0.13206689 0.0912243  0.08321797
 0.10762409]",1.0406460935312425,1.0332673685473028,0.0,0.13318877079642433,0.0,0.10727638439960156,0.08665623950014065,0.14449443157443376,0.11425092706934217,0.0,0.13206688811733894,0.09122429904695885,0.08321796520504864,0.10762409429071111,0.0
15,2014-01-28,"[0.         0.         0.13313794 0.         0.10716753 0.08686366
 0.14445466 0.11432034 0.         0.13212311 0.09113979 0.08329155
 0.10750142]",1.0242333334808293,1.0217962756518428,0.0,0.13313793730208698,0.0,0.1071675280938265,0.08686366231734141,0.14445466154093276,0.11432034072495577,0.0,0.13212311031540774,0.09113979406848725,0.08329154787306274,0.1075014177638988,0.0
16,2014-01-29,"[0.         0.         0.13313032 0.         0.10712055 0.08693472
 0.14444518 0.11434727 0.         0.13216459 0.09110564 0.08331631
 0.10743542]",1.0220598129101834,1.0195534674324644,0.0,0.13313031887855364,0.0,0.10712055050461707,0.08693472192460051,0.14444517826950976,0.11434726854486636,0.0,0.13216459164420602,0.09110564063845107,0.08331631133382672,0.10743541826136888,0.0
17,2014-01-30,"[0.         0.         0.13294259 0.         0.10724923 0.08719208
 0.14409575 0.11434873 0.         0.13216783 0.09115835 0.08377573
 0.1070697 ]",1.024179593530492,1.019724468570988,0.0,0.13294259408600612,0.0,0.1072492333226746,0.08719207900353222,0.14409574823194157,0.11434873138256135,0.0,0.13216782777927175,0.091158354988462,0.08377572864867593,0.10706970255687441,0.0
18,2014-01-31,"[0.         0.         0.13298567 0.         0.10721159 0.08717342
 0.14418531 0.1143995  0.         0.13215951 0.09109394 0.08364462
 0.10714645]",1.0274680645197223,1.0239453257408249,0.0,0.13298566783348462,0.0,0.10721158728712993,0.0871734227537265,0.14418530560130075,0.1143995028492667,0.0,0.13215950728726908,0.09109394169054302,0.08364461656398045,0.10714644813329902,0.0
19,2014-02-03,"[0.         0.         0.13292997 0.         0.10709818 0.08743851
 0.14407356 0.11438022 0.         0.13220199 0.09106766 0.08386223
 0.10694768]",1.0006747039437172,1.0074573988640299,0.0,0.13292996915033753,0.0,0.10709818377381165,0.08743850963394596,0.1440735571678355,0.11438021654350565,0.0,0.1322019920696899,0.0910676626143272,0.08386222875724467,0.10694768028930207,0.0
20,2014-02-04,"[0.         0.         0.13295445 0.         0.10715602 0.08730315
 0.1441467  0.1143954  0.         0.13215937 0.09107188 0.08372622
 0.1070868 ]",1.0042373984939985,1.0081349466690646,0.0,0.13295444688568708,0.0,0.10715602443008701,0.08730315268751057,0.14414669973601876,0.1143953967277418,0.0,0.13215937144941453,0.0910718818182574,0.08372622428053884,0.10708680198474399,0.0
21,2014-02-05,"[0.         0.         0.13298746 0.         0.10714937 0.08721674
 0.14424429 0.1144539  0.         0.13215127 0.09103017 0.0835684
 0.1071984 ]",0.9964069894935431,0.9939425552770131,0.0,0.13298746030116143,0.0,0.10714937326158352,0.08721673795317265,0.1442442870351386,0.11445390336168304,0.0,0.13215127103413898,0.0910301713750345,0.08356839634512059,0.10719839933296653,0.0
22,2014-02-06,"[0.         0.         0.13296275 0.         0.10728906 0.0871673
 0.14413694 0.11446916 0.         0.13210149 0.09106953 0.08367438
 0.1071294 ]",0.9905362510706772,0.9905799045342235,0.0,0.1329627531994375,0.0,0.10728906440728858,0.08716729884120017,0.1441369350616735,0.11446915804331824,0.0,0.1321014868498442,0.09106952776459926,0.08367437600428536,0.10712939982835315,0.0
23,2014-02-07,"[0.         0.         0.13301364 0.         0.10731028 0.08699972
 0.14421029 0.11447413 0.         0.13211289 0.09109853 0.08353492
 0.10724559]",0.995493762770907,0.9911679079084131,0.0,0.13301364426234413,0.0,0.10731028385742987,0.08699972167505184,0.14421029401632743,0.11447412619975676,0.0,0.13211288848052513,0.09109852966795585,0.08353492019607048,0.10724559164453847,0.0
24,2014-02-10,"[0.         0.         0.13304033 0.         0.10733251 0.08694089
 0.14421198 0.11444723 0.         0.13209752 0.09112967 0.08353247
 0.1072674 ]",0.9995486421531483,0.9950087156262881,0.0,0.1330403292349742,0.0,0.10733250762790465,0.0869408945689405,0.14421198244192698,0.11444722907585511,0.0,0.13209751792601332,0.09112966588178303,0.08353246845040235,0.10726740479219984,0.0
25,2014-02-11,"[0.         0.         0.13306442 0.         0.1073776  0.08680919
 0.14427669 0.11440662 0.         0.1320483  0.09117228 0.08343202
 0.10741288]",0.9995670987632358,0.9951710080404818,0.0,0.1330644170340868,0.0,0.1073776035948384,0.08680919371902533,0.14427669230173298,0.1144066163862101,0.0,0.13204829939655235,0.09117227992699524,0.08343201509143759,0.10741288254912112,0.0
26,2014-02-12,"[0.         0.         0.13305497 0.         0.1073491  0.08687046
 0.14419693 0.1144042  0.         0.1321139  0.0911874  0.08354486
 0.10727817]",1.0013242272545988,0.999516401795324,0.0,0.133054967377834,0.0,0.1073491038860531,0.0868704636777358,0.14419692795763558,0.11440420255448672,0.0,0.1321139032395847,0.0911874018607946,0.08354485589124191,0.10727817355463357,0.0
27,2014-02-13,"[0.         0.         0.13310117 0.         0.10725447 0.08680644
 0.14424845 0.11434222 0.         0.1321946  0.0912413  0.08348065
 0.1073307 ]",1.0262037063619656,1.016745230296619,0.0,0.133101170571087,0.0,0.10725446535841288,0.0868064373205375,0.1442484473316415,0.11434222012487398,0.0,0.13219459961214436,0.0912413014783755,0.08348065331513001,0.10733070488779739,0.0
28,2014-02-14,"[0.         0.         0.1331201  0.         0.10723888 0.08678574
 0.14417033 0.11432843 0.         0.13227576 0.09129248 0.08357106
 0.10721722]",1.0302783231569594,1.0191331354379243,0.0,0.1331201038915135,0.0,0.10723888015585092,0.0867857357805123,0.14417032702324822,0.11432842533873629,0.0,0.13227576314515183,0.09129247611815558,0.0835710647205227,0.10721722382630873,0.0
29,2014-02-18,"[0.         0.         0.13307953 0.         0.10732016 0.08679385
 0.14409492 0.11429878 0.         0.13222871 0.09132915 0.08366075
 0.10719415]",1.039424857425728,1.0321498169734253,0.0,0.13307952721726035,0.0,0.1073201632474842,0.08679384510449142,0.14409491996939208,0.11429877742113186,0.0,0.13222871330264685,0.09132915268866151,0.08366075282452452,0.10719414822440718,0.0
30,2014-02-19,"[0.         0.         0.13312671 0.         0.10754127 0.08683426
 0.14408245 0.1143605  0.         0.13194307 0.09117555 0.08368344
 0.10725275]",1.0438457764585363,1.0339902462973025,0.0,0.13312670823078646,0.0,0.10754127461196625,0.08683426304915828,0.14408244673148335,0.11436049614615472,0.0,0.13194306698154035,0.09117554666980321,0.08368344289210623,0.10725275468700132,0.0
31,2014-02-20,"[0.         0.         0.13312347 0.         0.10760751 0.08681888
 0.14403393 0.11434603 0.         0.13189736 0.09119903 0.08374307
 0.10723072]",1.0529399706381004,1.0405655000622813,0.0,0.13312346670093014,0.0,0.1076075102041131,0.08681887642526856,0.1440339340916604,0.11434603184370257,0.0,0.13189735562522867,0.09119903461265093,0.08374307150470578,0.10723071899173973,0.0
32,2014-02-21,"[0.         0.         0.13316036 0.         0.1075745  0.0867324
 0.14411715 0.11433479 0.         0.13191266 0.09120932 0.08362214
 0.10733669]",1.0583575664368259,1.043917434806735,0.0,0.13316036265279638,0.0,0.1075744957849261,0.08673239737115944,0.14411714539442033,0.11433479336223368,0.0,0.13191265721401282,0.09120931829060126,0.08362213986271586,0.10733669006713416,0.0
33,2014-02-24,"[0.         0.         0.13314054 0.         0.10763718 0.08673286
 0.14406105 0.11431217 0.         0.13187525 0.09123605 0.08369711
 0.10730779]",1.0539355833723791,1.0445865934644456,0.0,0.1331405409840198,0.0,0.10763717811659868,0.08673286027372734,0.14406104587619872,0.1143121727001457,0.0,0.13187524545713075,0.0912360538886949,0.08369710860715426,0.10730779409632986,0.0
34,2014-02-25,"[0.         0.         0.13311802 0.         0.10765545 0.08677372
 0.14403814 0.11433607 0.         0.13186956 0.09121221 0.08371923
 0.10727761]",1.0533348623239107,1.0460165499033651,0.0,0.13311801617623034,0.0,0.10765544873002127,0.0867737197999902,0.14403813611004923,0.11433606631521574,0.0,0.13186956068990618,0.09121220814338242,0.08371923413633452,0.10727760989887017,0.0
35,2014-02-26,"[0.         0.         0.13320073 0.         0.10751305 0.08676833
 0.14409957 0.11418105 0.         0.13187277 0.09126302 0.08371293
 0.10738855]",1.0648960269952756,1.0567765108047675,0.0,0.13320073060969836,0.0,0.10751304535702613,0.08676833266080976,0.14409956894138196,0.11418104768529914,0.0,0.1318727716380445,0.091263022929357,0.08371293051156133,0.10738854966682189,0.0
36,2014-02-27,"[0.         0.         0.13314953 0.         0.10756543 0.08685756
 0.14408725 0.11418663 0.         0.13176064 0.09121893 0.08375794
 0.1074161 ]",1.0455633478885793,1.0454524051464678,0.0,0.13314953017501382,0.0,0.10756542649383004,0.08685755961633815,0.144087251075857,0.11418663084087431,0.0,0.13176063809304586,0.09121893137180562,0.08375793699464835,0.1074160953385867,0.0
37,2014-02-28,"[0.         0.         0.13318628 0.         0.10756298 0.08679236
 0.14410114 0.11419477 0.         0.13179593 0.09123191 0.08372667
 0.10740796]",1.0538630864351488,1.0474546931372866,0.0,0.13318628117731574,0.0,0.10756298314570933,0.08679235736579496,0.14410113839405245,0.11419476954742677,0.0,0.13179593118044733,0.09123190777494677,0.08372667186170721,0.10740795955259966,0.0
38,2014-03-03,"[0.         0.         0.13320713 0.         0.10750585 0.08679876
 0.14413453 0.11420184 0.         0.13183273 0.09121897 0.08369298
 0.10740722]",1.0588476443547554,1.0499435828670118,0.0,0.13320712659891262,0.0,0.10750584571826924,0.0867987628850367,0.1441345286207684,0.11420184255620196,0.0,0.13183272583024436,0.09121896610436583,0.08369298107525869,0.1074072206109422,0.0
39,2014-03-04,"[0.         0.         0.13323411 0.         0.1073968  0.08678624
 0.14420069 0.11417767 0.         0.13190731 0.09123013 0.083622
 0.10744505]",1.0579476690237408,1.0480470081512492,0.0,0.13323410870829916,0.0,0.1073967989466552,0.08678624040094951,0.14420069066002664,0.11417766982050838,0.0,0.1319073067771994,0.09123012722066634,0.08362200491294701,0.10744505255274843,0.0
40,2014-03-05,"[0.         0.         0.13317809 0.         0.10735446 0.08694612
 0.14411937 0.11420536 0.         0.13192612 0.0911986  0.08375251
 0.10731936]",1.0621677607950302,1.0529502770528474,0.0,0.13317809181731516,0.0,0.10735446253860638,0.08694612451899952,0.14411937058175725,0.11420536126655234,0.0,0.13192612090194294,0.09119859665958562,0.08375250699839917,0.10731936471684148,0.0
41,2014-03-06,"[0.         0.         0.13330782 0.         0.1073028  0.08673986
 0.14432748 0.11416826 0.         0.13191846 0.09120409 0.08347634
 0.10755488]",1.075105582958242,1.0588793065779019,0.0,0.13330782387376333,0.0,0.10730280231641054,0.08673985892234452,0.1443274815477501,0.11416825825860721,0.0,0.1319184629506301,0.09120409088384548,0.08347634419601561,0.10755487705063309,0.0
42,2014-03-07,"[0.         0.         0.13332252 0.         0.10726115 0.08672804
 0.14438205 0.11416222 0.         0.13192385 0.09119551 0.08342377
 0.10760091]",1.0826336872542248,1.0632103303377816,0.0,0.1333225172429643,0.0,0.10726114754692781,0.08672803571507172,0.1443820459084667,0.1141622195463658,0.0,0.13192384984217123,0.09119551021486177,0.08342376862767074,0.10760090535549974,0.0
43,2014-03-10,"[0.         0.         0.13342689 0.         0.10713199 0.08657064
 0.14450331 0.11412347 0.         0.13206589 0.09124493 0.08326248
 0.10767039]",1.1030727167325414,1.0799248823904792,0.0,0.13342688877905196,0.0,0.1071319890264403,0.0865706396597329,0.1445033129096515,0.11412347447190255,0.0,0.13206589192234808,0.09124493148869993,0.08326248163940549,0.10767039010276722,0.0
44,2014-03-11,"[0.         0.         0.13345167 0.         0.10704462 0.08657227
 0.14457598 0.11410363 0.         0.13211822 0.09123193 0.08318387
 0.10771781]",1.1027795311928794,1.0809321011413877,0.0,0.13345166743655124,0.0,0.10704462173114031,0.0865722724051665,0.14457597689554788,0.11410363257902849,0.0,0.1321182210870885,0.09123192793010289,0.08318386512438794,0.10771781481098631,0.0
45,2014-03-12,"[0.         0.         0.13347858 0.         0.10688239 0.08662363
 0.14468474 0.11409117 0.         0.13218398 0.0911952  0.08307939
 0.10778093]",1.0993829487004465,1.0808391399094828,0.0,0.13347858136766788,0.0,0.10688238523617175,0.08662363401838165,0.14468473571378496,0.11409117433663278,0.0,0.13218397624553385,0.09119519564037994,0.08307939232039718,0.10778092512104998,0.0
46,2014-03-13,"[0.         0.         0.13340474 0.         0.107063   0.0866121
 0.14453584 0.11414551 0.         0.13211074 0.0912165  0.08322581
 0.10768578]",1.0778720958941101,1.0608305823669497,0.0,0.1334047382056639,0.0,0.10706299695052421,0.08661209941860623,0.1445358352667396,0.11414550767287018,0.0,0.13211074020724847,0.09121649702289795,0.08322580807828096,0.10768577717716854,0.0
47,2014-03-14,"[0.         0.         0.13343324 0.         0.10698484 0.08662966
 0.14458005 0.11415338 0.         0.13215051 0.09119515 0.08317222
 0.10770094]",1.0975027826641777,1.0736267776853348,0.0,0.13343324123625033,0.0,0.10698484474585143,0.08662965853540858,0.1445800452527216,0.11415338415871151,0.0,0.13215050721296523,0.09119515261920562,0.08317222235906233,0.10770094387982335,0.0
48,2014-03-17,"[0.         0.         0.1333843  0.         0.10691837 0.08678422
 0.1445534  0.11416948 0.         0.13216085 0.09115113 0.08323866
 0.1076396 ]",1.0740188748230675,1.0576570319022256,0.0,0.1333842987596228,0.0,0.10691836639029342,0.0867842192852894,0.14455340292694605,0.11416948398297723,0.0,0.13216084646045403,0.09115112516505146,0.08323866042900142,0.10763959660036442,0.0
49,2014-03-18,"[0.         0.         0.1333913  0.         0.10687572 0.08681763
 0.14454823 0.11416439 0.         0.13218648 0.0911474  0.08325281
 0.10761604]",1.082131010891048,1.0619262621306504,0.0,0.13339130137899002,0.0,0.10687572198606837,0.086817626713629,0.14454822828704833,0.1141643871442395,0.0,0.13218648481134446,0.09114739605830388,0.08325280912763454,0.1076160444927418,0.0
50,2014-03-19,"[0.         0.         0.1334147  0.         0.10707893 0.08660366
 0.14456067 0.11416502 0.         0.13205152 0.09119194 0.08317778
 0.10775577]",1.0792819722559903,1.060927635446574,0.0,0.13341469902711112,0.0,0.10707893369533628,0.08660366235104601,0.1445606722640966,0.11416501707842139,0.0,0.13205151856778002,0.09119194317062405,0.08317778044227,0.10775577340331448,0.0
51,2014-03-20,"[0.         0.         0.13339038 0.         0.10718064 0.08655076
 0.1445051  0.11413856 0.         0.13199116 0.0912435  0.08323619
 0.10776371]",1.0793000468449965,1.0621633975401439,0.0,0.13339037962519254,0.0,0.10718064263848424,0.08655075808492516,0.14450509563202632,0.11413855654713982,0.0,0.13199115948665358,0.0912435033421352,0.08323619427713111,0.10776371036631198,0.0
52,2014-03-21,"[0.         0.         0.13335528 0.         0.10715994 0.08665241
 0.14449944 0.11416133 0.         0.13198898 0.09119439 0.0832575
 0.10773072]",1.0757062948121108,1.060997204258564,0.0,0.13335528099466026,0.0,0.10715994462609511,0.08665241111638836,0.14449944092426947,0.11416132878894467,0.0,0.13198898209610505,0.09119439325894407,0.08325749852501522,0.10773071966957778,0.0
53,2014-03-24,"[0.         0.         0.13336662 0.         0.1072203  0.08655202
 0.14452353 0.11416721 0.         0.13195848 0.09121348 0.08319451
 0.10780386]",1.0918749181659666,1.069196421302217,0.0,0.1333666183133957,0.0,0.10722030096362982,0.08655201528847983,0.144523530942175,0.11416720590060293,0.0,0.13195848147853026,0.09121347599052351,0.08319450698019581,0.10780386414246712,0.0
54,2014-03-25,"[0.         0.         0.13333148 0.         0.10733715 0.08648422
 0.14447349 0.11412846 0.         0.13189021 0.09127229 0.08323103
 0.10785168]",1.0954674767295292,1.0744207793621616,0.0,0.1333314799184749,0.0,0.10733714731904345,0.08648421721080544,0.14447348673754642,0.11412845846456307,0.0,0.13189020570144053,0.09127229354918986,0.08323102955337756,0.10785168154555892,0.0
55,2014-03-26,"[0.         0.         0.13329987 0.         0.10737774 0.08653446
 0.14443155 0.11416858 0.         0.13185899 0.09124135 0.08327462
 0.10781284]",1.1032263466656769,1.0804645042680525,0.0,0.1332998682212195,0.0,0.10737773735440774,0.0865344629578839,0.14443154914854547,0.11416857527198275,0.0,0.13185899110246152,0.09124135393215425,0.08327462022180253,0.10781284178954235,0.0
56,2014-03-27,"[0.         0.         0.1332974  0.         0.10733822 0.08654648
 0.14443917 0.11414487 0.         0.13188015 0.09125624 0.08326705
 0.10783042]",1.0944269493440741,1.0725410824457735,0.0,0.13329740349929292,0.0,0.1073382241469757,0.08654647805283132,0.14443917282831745,0.1141448704856736,0.0,0.13188014991595579,0.09125623768318783,0.08326704774879631,0.10783041563896897,0.0
57,2014-03-28,"[0.         0.         0.13331094 0.         0.10722095 0.08660316
 0.14449065 0.11416631 0.         0.1319529  0.09121813 0.08321625
 0.10782071]",1.0756876487188511,1.0591501546214632,0.0,0.13331094223928588,0.0,0.10722095073349987,0.08660316350420741,0.14449065406016337,0.11416630774911457,0.0,0.1319528951372901,0.09121812705669807,0.08321625408574966,0.10782070543399092,0.0
58,2014-03-31,"[0.         0.         0.13326458 0.         0.10731097 0.08665856
 0.14445884 0.1141821  0.         0.13185727 0.09118226 0.08326816
 0.10781726]",1.0814219570808772,1.0676452715706544,0.0,0.1332645805914073,0.0,0.10731096676464597,0.08665856309820667,0.14445884306615048,0.11418210203150068,0.0,0.13185726522850208,0.09118225561107446,0.08326816402242432,0.10781725958608804,0.0
59,2014-04-01,"[0.         0.         0.13323603 0.         0.10730096 0.08671595
 0.14445627 0.11416353 0.         0.13184897 0.09117445 0.08329219
 0.10781164]",1.0854011041483353,1.068755256319437,0.0,0.133236033453973,0.0,0.10730096185102393,0.08671595176039355,0.14445626702517228,0.11416353058641716,0.0,0.13184897090721054,0.09117445387819993,0.08329219257468048,0.10781163796292904,0.0
60,2014-04-02,"[0.         0.09550833 0.11617936 0.0920231  0.1199167  0.
 0.07820554 0.12987297 0.08129267 0.11396278 0.08801194 0.08502661
 0.        ]",1.0884276991027415,1.0680890703722996,0.0955083312421422,0.11617936458798812,0.09202309972450864,0.11991669606796855,0.0,0.07820554287608403,0.12987296736716417,0.08129266808930086,0.1139627844801277,0.08801193845761288,0.08502660710710262,0.0,0.0
61,2014-04-03,"[0.         0.1117372  0.1208059  0.10631533 0.12816134 0.
 0.         0.13955124 0.09315046 0.11818213 0.0926349  0.0894615
 0.        ]",1.1012523185981222,1.079577774343008,0.11173720259010335,0.12080589892531085,0.10631533108311825,0.12816133728213663,0.0,0.0,0.13955123583254345,0.09315046158423979,0.11818213383655181,0.09263490201307714,0.0894614968529189,0.0,0.0
62,2014-04-04,"[0.         0.11306808 0.11963504 0.10704144 0.12835163 0.
 0.         0.14000353 0.09355669 0.11723719 0.09226592 0.08884049
 0.        ]",1.1009268688247296,1.0758708096932417,0.11306807580575276,0.11963504037261025,0.10704144353579677,0.12835163082062195,0.0,0.0,0.14000352574598904,0.09355668825321237,0.11723718736298985,0.09226592109727849,0.0888404870057486,0.0,0.0
63,2014-04-07,"[0.         0.11318466 0.11950932 0.10702554 0.12853126 0.
 0.         0.14004864 0.09355811 0.11714057 0.09209631 0.08890559
 0.        ]",1.1047800385886755,1.0758811155778312,0.11318465956415742,0.1195093217427295,0.10702553586171354,0.12853126211023322,0.0,0.0,0.14004864353000995,0.09355810660419091,0.1171405746514377,0.09209630980847043,0.08890558612705723,0.0,0.0
64,2014-04-08,"[0.         0.11254937 0.11988354 0.10685384 0.12867586 0.
 0.         0.14031371 0.09324772 0.11764605 0.09197249 0.08885742
 0.        ]",1.0864203469157279,1.0644963063008208,0.11254937156438664,0.1198835393887863,0.10685383654907694,0.12867586219315827,0.0,0.0,0.14031371014892924,0.09324772188276467,0.1176460469103931,0.09197248851278382,0.08885742284972098,0.0,0.0
65,2014-04-09,"[0.         0.11157673 0.1202173  0.10685569 0.12852473 0.
 0.         0.13979552 0.0932538  0.11817107 0.0922338  0.08937136
 0.        ]",1.0718318199584107,1.0573883625903857,0.11157673494358884,0.12021729698674397,0.1068556877768961,0.12852472629985331,0.0,0.0,0.1397955176508732,0.09325380269880357,0.11817107016300624,0.09223380051348515,0.08937136296674975,0.0,0.0
66,2014-04-10,"[0.         0.1116201  0.1196755  0.10695964 0.12884734 0.
 0.         0.14019659 0.09319833 0.11810753 0.09211172 0.08928323
 0.        ]",1.0877208731946202,1.0638614029171454,0.11162010467887684,0.11967550436397535,0.10695964346867184,0.12884734032992695,0.0,0.0,0.14019659229623638,0.09319833034500269,0.1181075286206089,0.09211172271155597,0.08928323318514518,0.0,0.0
67,2014-04-11,"[0.         0.11177295 0.11894572 0.10708893 0.12922155 0.
 0.         0.1404529  0.0932734  0.11786158 0.09214478 0.08923818
 0.        ]",1.0973993966168891,1.0689360669240278,0.11177294981484633,0.11894572430381817,0.10708892862361748,0.12922155459782583,0.0,0.0,0.1404529003474261,0.0932733994284597,0.11786158160798114,0.09214477749222753,0.0892381837837977,0.0,0.0
68,2014-04-14,"[0.         0.11203061 0.11862352 0.10699019 0.12960498 0.
 0.         0.14074965 0.09323806 0.11768892 0.09203438 0.08903969
 0.        ]",1.0696376338210116,1.0478608686325406,0.11203060880456707,0.11862351967645372,0.10699019285867722,0.12960497994672626,0.0,0.0,0.14074964830511036,0.09323805982738706,0.11768892209902918,0.09203437972733053,0.08903968875471863,0.0,0.0
69,2014-04-15,"[0.         0.11237704 0.11796661 0.10713278 0.13004953 0.
 0.         0.14112582 0.09323686 0.11725078 0.09203071 0.08882986
 0.        ]",1.0761001259709042,1.0479071258496393,0.11237703625138648,0.11796661335826926,0.10713278345424815,0.1300495331103226,0.0,0.0,0.1411258220924394,0.09323685786213223,0.11725078377339723,0.09203070686850567,0.08882986322929882,0.0,0.0
