,Date,Weights,Profit,Base Profit,Volume,SCON,VSAT,MSI,BKTI,VECO,ASYS,TRT,IVAC,FRPH,CTO,CIGI,TRC,cash
0,2014-01-06,"[0.         0.14881839 0.         0.         0.         0.
 0.12139076 0.17340426 0.124047   0.         0.14071913 0.14417766
 0.14744285]",1.0000000446934836,0.9999999999900002,1.0000000447034836,0.14881838858127594,0.0,0.0,0.0,0.0,0.12139075994491577,0.173404261469841,0.12404699623584747,0.0,0.14071913063526154,0.1441776603460312,0.14744284749031067,0.0
1,2014-01-07,"[0.         0.1488036  0.         0.         0.         0.
 0.12132557 0.17338449 0.1245749  0.         0.140458   0.14433728
 0.14711612]",1.0142821751663402,1.0109798227749927,0.001375095746997476,0.14880360662937164,0.0,0.0,0.0,0.0,0.12132557481527328,0.17338448762893677,0.12457489967346191,0.0,0.14045800268650055,0.14433728158473969,0.14711612462997437,0.0
2,2014-01-08,"[0.         0.14880706 0.         0.         0.         0.
 0.1213202  0.17343268 0.12454226 0.         0.14050132 0.1441876
 0.14720894]",1.0466283573754342,1.0272910388795697,0.014757825969486067,0.14880706369876862,0.0,0.0,0.0,0.0,0.1213201954960823,0.17343267798423767,0.12454225867986679,0.0,0.14050132036209106,0.14418759942054749,0.14720894396305084,0.0
3,2014-01-09,"[0.         0.16917802 0.         0.         0.         0.
 0.         0.19749023 0.1417131  0.         0.1600944  0.16395022
 0.16757406]",1.0448754340781343,1.0327200293002117,0.2831103616934061,0.16917802393436432,0.0,0.0,0.0,0.0,0.0,0.19749023020267487,0.14171309769153595,0.0,0.16009439527988434,0.16395021975040436,0.16757406294345856,0.0
4,2014-01-10,"[0.         0.16907756 0.         0.         0.         0.
 0.         0.19754326 0.14171429 0.         0.16018495 0.16382308
 0.16765684]",1.0692643709349332,1.0568736017179892,0.027615617942284655,0.1690775603055954,0.0,0.0,0.0,0.0,0.0,0.19754326343536377,0.14171428978443146,0.0,0.16018494963645935,0.16382308304309845,0.16765683889389038,0.0
5,2014-01-13,"[0.         0.1690289  0.         0.         0.         0.
 0.         0.197633   0.14177528 0.         0.16024251 0.16374739
 0.16757292]",1.0412020868572942,1.0481076464935983,0.0340571991875329,0.1690288931131363,0.0,0.0,0.0,0.0,0.0,0.19763299822807312,0.14177528023719788,0.0,0.16024251282215118,0.1637473851442337,0.16757291555404663,0.0
6,2014-01-14,"[0.         0.16901441 0.         0.         0.         0.
 0.         0.19764297 0.14176436 0.         0.16026227 0.16370581
 0.16761018]",1.0339406129676796,1.040560671167196,0.03799789589566399,0.16901440918445587,0.0,0.0,0.0,0.0,0.0,0.1976429671049118,0.14176435768604279,0.0,0.16026227176189423,0.16370581090450287,0.16761018335819244,0.0
7,2014-01-15,"[0.         0.16881394 0.         0.         0.         0.
 0.         0.19777258 0.14179714 0.         0.16046582 0.1635592
 0.16759132]",1.0226674126161555,1.0298888486607818,0.010443138225697752,0.16881394386291504,0.0,0.0,0.0,0.0,0.0,0.1977725774049759,0.14179714024066925,0.0,0.16046582162380219,0.1635591983795166,0.16759131848812103,0.0
8,2014-01-16,"[0.         0.16898464 0.         0.         0.         0.
 0.         0.19763875 0.14196943 0.         0.16017942 0.16373484
 0.16749294]",1.0441491119424238,1.045043497554715,0.011783769005584551,0.16898463666439056,0.0,0.0,0.0,0.0,0.0,0.19763875007629395,0.14196942746639252,0.0,0.16017942130565643,0.16373483836650848,0.16749294102191925,0.0
9,2014-01-17,"[0.         0.16904815 0.         0.         0.         0.
 0.         0.19765174 0.14192791 0.         0.1601635  0.16366993
 0.16753875]",1.0664032322735644,1.0679154109792528,0.02370691187981542,0.16904814541339874,0.0,0.0,0.0,0.0,0.0,0.19765174388885498,0.14192791283130646,0.0,0.1601635068655014,0.16366992890834808,0.16753874719142914,0.0
