,Date,Weights,Profit,Base Profit,Volume,FMC,GRA,OLN,BCPC,XLNX,KOPN,MXIM,INTC,COHR,WAT,BIO,PKI,cash
0,2014-01-06,"[0.0849978  0.0943928  0.         0.09393284 0.08571497 0.09940238
 0.06805247 0.11189154 0.08205645 0.1005855  0.07873327 0.10023998
 0.        ]",0.9999999776391082,0.9999999999900002,0.9150021821260452,0.0943927988409996,0.0,0.09393283724784851,0.08571496605873108,0.09940237551927567,0.06805247068405151,0.11189153790473938,0.0820564478635788,0.10058549791574478,0.07873326539993286,0.10023998469114304,0.0,0.08499779552221298
1,2014-01-07,"[0.08516961 0.09443265 0.         0.09397084 0.08587072 0.09839978
 0.06821401 0.11184777 0.08185358 0.10042564 0.07907379 0.10074162
 0.        ]",1.0060946724504904,1.007290044739029,0.002646398623780587,0.09443265199661255,0.0,0.09397083520889282,0.08587072044610977,0.09839978069067001,0.06821401417255402,0.11184777319431305,0.08185357600450516,0.10042563825845718,0.07907379418611526,0.10074161738157272,0.0,0.08516960591077805
2,2014-01-08,"[0.08532322 0.09438843 0.         0.09399185 0.08578815 0.09813575
 0.06831427 0.11200507 0.08173516 0.10032912 0.07913098 0.10085803
 0.        ]",1.001072742844576,1.001059681600725,0.009022090349940504,0.09438842535018921,0.0,0.09399184584617615,0.08578814566135406,0.09813575446605682,0.06831426918506622,0.1120050698518753,0.08173515647649765,0.10032911598682404,0.07913098484277725,0.10085803270339966,0.0,0.08532322198152542
3,2014-01-09,"[0.08538175 0.09439463 0.         0.094021   0.08588939 0.09800728
 0.06822214 0.11188289 0.08174109 0.10042842 0.07910632 0.10092507
 0.        ]",1.0004402817181928,1.0010051621800382,0.007624684769657805,0.09439463168382645,0.0,0.09402099996805191,0.08588939160108566,0.09800728410482407,0.06822214275598526,0.11188288778066635,0.0817410871386528,0.10042841732501984,0.07910632342100143,0.10092507302761078,0.0,0.08538175374269485
4,2014-01-10,"[0.08534811 0.09441397 0.         0.09404241 0.08588604 0.09808573
 0.06824012 0.11188365 0.08175971 0.10045198 0.07902396 0.10086434
 0.        ]",1.0033935600056545,1.0057208791825338,0.008401217096929342,0.09441397339105606,0.0,0.09404241293668747,0.08588603883981705,0.09808573126792908,0.06824012100696564,0.11188364773988724,0.08175971359014511,0.10045197606086731,0.07902396470308304,0.10086434334516525,0.0,0.08534810692071915
5,2014-01-13,"[0.0853202  0.09443438 0.         0.09406013 0.08593529 0.09805609
 0.0682665  0.11183767 0.08174086 0.10049185 0.07897788 0.10087915
 0.        ]",1.0023032942898056,1.0056397096020278,0.005993063804713843,0.09443438053131104,0.0,0.09406013041734695,0.08593529462814331,0.09805608540773392,0.06826649606227875,0.11183767020702362,0.0817408561706543,0.10049185156822205,0.07897788286209106,0.10087914764881134,0.0,0.08532020449638367
6,2014-01-14,"[0.08525882 0.09446106 0.         0.09405005 0.0860302  0.09811447
 0.06822754 0.11168551 0.0817804  0.10060208 0.07890751 0.10088234
 0.        ]",1.0022375133599175,1.0051309867293565,0.009846502141538082,0.09446106106042862,0.0,0.09405004978179932,0.08603020012378693,0.09811446815729141,0.06822753697633743,0.11168551445007324,0.08178039640188217,0.10060208290815353,0.07890751212835312,0.10088233649730682,0.0,0.08525881916284561
7,2014-01-15,"[0.08533518 0.09449217 0.         0.09406923 0.08601445 0.09805238
 0.06818951 0.11176322 0.08175568 0.10053059 0.07892271 0.10087485
 0.        ]",0.9984586062518107,0.9989541690168262,0.006868984028613955,0.09449216723442078,0.0,0.0940692275762558,0.08601444959640503,0.09805238246917725,0.06818950921297073,0.11176321655511856,0.08175568282604218,0.10053059458732605,0.07892271131277084,0.10087484866380692,0.0,0.08533518016338348
8,2014-01-16,"[0.08519401 0.09449393 0.         0.09407452 0.08605146 0.09831645
 0.06806978 0.11161678 0.08189453 0.10064194 0.07886305 0.10078353
 0.        ]",1.0178028351151087,1.019471792766398,0.007776335451395582,0.09449393302202225,0.0,0.09407452493906021,0.08605145663022995,0.09831644594669342,0.06806977838277817,0.11161677539348602,0.08189453184604645,0.10064194351434708,0.07886305451393127,0.10078352689743042,0.0,0.08519401401281357
9,2014-01-17,"[0.08517318 0.09446324 0.         0.09404397 0.08597252 0.09861343
 0.06795476 0.11153375 0.08207215 0.10076417 0.07873157 0.10067727
 0.        ]",1.0223304506544995,1.0247612151236378,0.006022770748411448,0.09446323662996292,0.0,0.09404397010803223,0.08597251772880554,0.0986134335398674,0.06795475631952286,0.1115337535738945,0.08207215368747711,0.10076417028903961,0.07873156666755676,0.10067727416753769,0.0,0.08517318218946457
10,2014-01-21,"[0.08526889 0.09448965 0.         0.09409782 0.08602157 0.09831405
 0.06795223 0.1116186  0.08197018 0.10066944 0.07882288 0.10077468
 0.        ]",1.0177042140161439,1.020343367284065,0.010056731064041273,0.09448964893817902,0.0,0.09409782290458679,0.08602157235145569,0.09831404685974121,0.0679522305727005,0.11161860078573227,0.08197017759084702,0.10066944360733032,0.07882288098335266,0.10077468305826187,0.0,0.08526889234781265
11,2014-01-22,"[0.08537548 0.09449227 0.         0.09409367 0.08603796 0.0980284
 0.06800822 0.1116889  0.08186791 0.10058519 0.07892193 0.10090005
 0.        ]",1.0227510699992182,1.0254444830422127,0.011715151496816442,0.09449227154254913,0.0,0.0940936729311943,0.08603796362876892,0.09802839905023575,0.06800822168588638,0.11168889701366425,0.08186791092157364,0.10058519244194031,0.07892192900180817,0.10090004652738571,0.0,0.08537548035383224
