,Date,Weights,Profit,Base Profit,Volume,BCRX,TTNP,NBIX,TECH,BIO,PKI,COHR,WAT,EBIX,JKHY,UIS,STRM,cash
0,2014-01-06,"[0.         0.         0.         0.1538579  0.         0.
 0.14126255 0.22929882 0.17188528 0.         0.16944669 0.
 0.1342488 ]",0.9998000297904015,0.9998000000000002,1.0000000298023224,0.0,0.0,0.15385790169239044,0.0,0.0,0.14126254618167877,0.22929881513118744,0.17188528180122375,0.0,0.1694466918706894,0.0,0.1342487931251526,0.0
1,2014-01-07,"[0.         0.         0.         0.15512487 0.         0.
 0.13932487 0.23150022 0.16956308 0.         0.17056713 0.
 0.13391976]",1.0110471493990942,1.0123740212045529,0.009175882451528042,0.0,0.0,0.15512487292289734,0.0,0.0,0.1393248736858368,0.23150022327899933,0.16956308484077454,0.0,0.170567125082016,0.0,0.13391976058483124,0.0
2,2014-01-08,"[0.         0.         0.         0.15488659 0.         0.
 0.13993272 0.23199022 0.16838428 0.         0.17035986 0.
 0.13444638]",1.1077576689701996,1.0682364128906214,0.004625784321889557,0.0,0.0,0.15488658845424652,0.0,0.0,0.13993272185325623,0.23199021816253662,0.16838428378105164,0.0,0.17035986483097076,0.0,0.134446382522583,0.0
3,2014-01-09,"[0.         0.         0.         0.15424229 0.         0.
 0.14088225 0.2302523  0.16945355 0.         0.17053486 0.
 0.13463472]",1.1401340931866546,1.092657239238374,0.16415461738447992,0.0,0.0,0.15424229204654694,0.0,0.0,0.14088225364685059,0.23025229573249817,0.16945354640483856,0.0,0.1705348640680313,0.0,0.13463471829891205,0.0
4,2014-01-10,"[0.         0.         0.         0.15465029 0.         0.
 0.14081621 0.2307137  0.16906242 0.         0.17065418 0.
 0.1341032 ]",1.1472671735807816,1.1080429952701194,0.0389145496241501,0.0,0.0,0.15465028584003448,0.0,0.0,0.14081621170043945,0.23071369528770447,0.16906242072582245,0.0,0.17065417766571045,0.0,0.1341031938791275,0.0
5,2014-01-13,"[0.         0.         0.         0.15479547 0.         0.
 0.1408723  0.23059374 0.16981228 0.         0.17038229 0.
 0.13354397]",1.1522445605428606,1.1135984172601743,0.011197188185663372,0.0,0.0,0.15479546785354614,0.0,0.0,0.1408722996711731,0.230593740940094,0.16981227695941925,0.0,0.1703822910785675,0.0,0.1335439682006836,0.0
6,2014-01-14,"[0.         0.         0.         0.15525332 0.         0.
 0.14010923 0.22934553 0.17234394 0.         0.17111073 0.
 0.13183725]",1.1517376704595723,1.1173843303353643,0.016066816699022095,0.0,0.0,0.1552533209323883,0.0,0.0,0.14010922610759735,0.22934553027153015,0.17234393954277039,0.0,0.17111073434352875,0.0,0.13183724880218506,0.0
7,2014-01-15,"[0.         0.         0.         0.15512635 0.         0.
 0.14002515 0.22954088 0.17169136 0.         0.17065544 0.
 0.13296084]",1.141365244915497,1.1103448039565929,0.018224160592998785,0.0,0.0,0.15512634813785553,0.0,0.0,0.14002515375614166,0.2295408844947815,0.17169135808944702,0.0,0.17065544426441193,0.0,0.13296084105968475,0.0
8,2014-01-16,"[0.         0.         0.         0.15477495 0.         0.
 0.14033946 0.2289847  0.1723203  0.         0.17029126 0.
 0.13328935]",1.1600728858048357,1.1470683097017629,0.007828356546870975,0.0,0.0,0.15477494895458221,0.0,0.0,0.1403394639492035,0.22898469865322113,0.17232030630111694,0.0,0.1702912598848343,0.0,0.13328935205936432,0.0
9,2014-01-17,"[0.         0.         0.         0.15443806 0.         0.
 0.1408394  0.22904274 0.1716712  0.         0.17034508 0.
 0.13366348]",1.1630147594516045,1.1303730355053498,0.013781041403022824,0.0,0.0,0.1544380635023117,0.0,0.0,0.14083939790725708,0.22904273867607117,0.17167119681835175,0.0,0.17034508287906647,0.0,0.13366347551345825,0.0
