,Date,Weights,Profit,Base Profit,Volume,VSAT,SCON,MSI,BKTI,OSK,PCAR,SPAR,F,PYX,STKL,ANDE,UVV,cash
0,2014-01-06,"[0.08285431 0.08798795 0.09384944 0.         0.08345953 0.09819019
 0.09894619 0.08847716 0.08513455 0.         0.10514705 0.09144357
 0.08451008]",0.9999999999908286,0.9999999999917251,0.9171456934183317,0.08798794533975367,0.09384944107942376,0.0,0.08345952528844842,0.09819018993598659,0.09894618662798606,0.08847715722885034,0.08513455218971401,0.0,0.10514704534088892,0.09144357437131925,0.08451007601596067,0.08285430658166837
1,2014-01-07,"[0.         0.09637731 0.10281954 0.         0.08990065 0.10717752
 0.10801475 0.09642663 0.09153507 0.         0.11512496 0.10015376
 0.09246981]",1.0098364498916095,1.0096491002468833,0.08285430658090842,0.09637731006364827,0.10281953515379193,0.0,0.08990065241270107,0.10717751994700211,0.10801474851277823,0.09642663226922286,0.09153507047343024,0.0,0.11512495612186213,0.10015376328002715,0.09246981176553602,0.0
2,2014-01-08,"[0.         0.09614931 0.10300391 0.         0.08993461 0.10713468
 0.10824323 0.09660413 0.0914357  0.         0.1145141  0.10039633
 0.09258399]",1.0345674858193215,1.022114775686483,0.005281786638306025,0.09614931450217994,0.1030039137002058,0.0,0.08993460994517412,0.10713467843953928,0.10824323162030566,0.09660412983006285,0.09143569716798412,0.0,0.1145141022777347,0.10039633268806353,0.09258398982875006,0.0
3,2014-01-09,"[0.         0.09584664 0.10579172 0.         0.08970466 0.10665338
 0.10779427 0.09640865 0.09119769 0.         0.11432856 0.09997369
 0.09230075]",1.0297066231984784,1.0143362549517787,0.052934018818350394,0.09584663573855608,0.10579172259390263,0.0,0.0897046649610568,0.10665337677002128,0.10779426909029587,0.09640864511138343,0.0911976885153062,0.0,0.11432856001098081,0.09997368601316937,0.09230075119532755,0.0
4,2014-01-10,"[0.         0.09702693 0.10255461 0.         0.08906735 0.10735156
 0.10808264 0.09648396 0.0910459  0.         0.1151476  0.10043844
 0.092801  ]",1.0484928510866305,1.026338037214773,0.019615451745968317,0.09702693253707018,0.10255460806532014,0.0,0.08906735140084428,0.10735156295983955,0.10808264283684518,0.09648396190805823,0.09104589977507772,0.0,0.11514760357987365,0.10043843871584997,0.09280099822122108,0.0
5,2014-01-13,"[0.         0.09677574 0.10354696 0.         0.08961079 0.10727926
 0.10770291 0.0961752  0.09102833 0.         0.11528454 0.10000096
 0.09259532]",1.04028047050889,1.0201692993694944,0.01950351209950311,0.09677573854476497,0.10354695529316543,0.0,0.0896107928218295,0.10727925907022322,0.1077029093610113,0.09617520377186257,0.09102832957710168,0.0,0.11528453538493617,0.10000096077643399,0.09259531539867119,0.0
6,2014-01-14,"[0.         0.09717073 0.10251278 0.         0.08910632 0.10789369
 0.1078249  0.09604478 0.09103627 0.         0.11534468 0.10024382
 0.09282203]",1.0368557053818834,1.016186251256113,0.01850519612815801,0.09717072912402773,0.1025127765913109,0.0,0.08910632042684705,0.10789369353044775,0.10782490126525103,0.09604478466049167,0.09103626619339732,0.0,0.11534467976004197,0.1002438179806689,0.09282203046751565,0.0
7,2014-01-15,"[0.         0.0976026  0.10325709 0.         0.08902866 0.10826077
 0.10768495 0.09552933 0.09111078 0.         0.11504476 0.09977186
 0.0927092 ]",1.0252760988970073,1.0081512610973766,0.013014808568904166,0.09760260362821467,0.10325708530639069,0.0,0.08902865638115302,0.1082607705516965,0.10768495059051232,0.09552933226354828,0.09111077920090412,0.0,0.11504475682007621,0.09977186057737904,0.09270920468012511,0.0
8,2014-01-16,"[0.         0.09764534 0.10303777 0.         0.08976773 0.10810323
 0.10765769 0.0951525  0.09112776 0.         0.11494238 0.09983938
 0.09272623]",1.0354115426044934,1.0151555408103647,0.01481780184539071,0.09764534157897234,0.10303776550686249,0.0,0.08976772816369016,0.10810322965859036,0.10765768860330659,0.09515249582055939,0.09112776002335339,0.0,0.11494237759511806,0.0998393845081228,0.09272622854142461,0.0
9,2014-01-17,"[0.         0.09773905 0.10373673 0.         0.08920897 0.10842961
 0.1074647  0.09538316 0.09096236 0.         0.11453514 0.09989987
 0.09264042]",1.0537790571766472,1.029331226766222,0.011683835890677754,0.09773904887489045,0.10373672768605251,0.0,0.08920897314251748,0.1084296090968789,0.10746469632226265,0.09538316325558917,0.09096235710719972,0.0,0.11453513601461712,0.09989986888907551,0.09264041961091674,0.0
10,2014-01-21,"[0.         0.0976109  0.10424986 0.         0.08916361 0.10793034
 0.10740613 0.09522997 0.09104063 0.         0.11506618 0.09973408
 0.09256829]",1.0597407054134511,1.0346872970781729,0.014000006364940597,0.09761090340805764,0.10424986354547426,0.0,0.08916361330725504,0.10793034473217092,0.10740612531339291,0.09522997059263952,0.0910406276197825,0.0,0.11506618368283959,0.09973408160586004,0.09256828619252752,0.0
11,2014-01-22,"[0.         0.09755805 0.10334362 0.         0.08933164 0.10783717
 0.10758884 0.09565514 0.09093842 0.         0.11509794 0.10008274
 0.09256646]",1.0574171325500614,1.0329842852737952,0.006857450461450963,0.0975580481593863,0.10334361881809845,0.0,0.08933163578083984,0.1078371686262138,0.10758884036327092,0.09565513530346713,0.0909384175684323,0.0,0.1150979386192723,0.10008273811453218,0.09256645864648659,0.0
