,Date,Weights,Profit,Base Profit,Volume,HDSN,KAMN,WLFC,LAWS,GGG,ITT,FLS,IEX,SPAR,OSK,F,PCAR,cash
0,2014-01-06,"[0.         0.09061921 0.092315   0.         0.         0.0967821
 0.09930256 0.13595054 0.11689505 0.09367274 0.09862574 0.08962657
 0.08621044]",0.9997999627619982,0.9998000000000002,0.999999962747097,0.09061921387910843,0.09231500327587128,0.0,0.0,0.09678210318088531,0.09930256009101868,0.13595053553581238,0.11689504981040955,0.0936727449297905,0.09862574189901352,0.08962657302618027,0.08621043711900711,0.0
1,2014-01-07,"[0.         0.09032276 0.09237877 0.         0.         0.09673635
 0.09931808 0.13611095 0.11682083 0.09380454 0.0987265  0.08938958
 0.08639167]",1.0092329601875523,1.0100702400558101,0.001306622112616124,0.09032276272773743,0.09237876534461975,0.0,0.0,0.0967363491654396,0.09931807965040207,0.13611094653606415,0.11682082712650299,0.09380453824996948,0.09872649610042572,0.08938957750797272,0.08639166504144669,0.0
2,2014-01-08,"[0.         0.09020355 0.09249973 0.         0.         0.09673917
 0.09929134 0.13610044 0.11680736 0.09389704 0.09869366 0.08936743
 0.08640024]",1.001766997821085,1.005415980989224,0.003225015141493184,0.09020355343818665,0.09249972552061081,0.0,0.0,0.09673916548490524,0.09929133951663971,0.13610044121742249,0.11680735647678375,0.09389703720808029,0.09869366139173508,0.08936743438243866,0.08640024065971375,0.0
3,2014-01-09,"[0.         0.09026734 0.09245188 0.         0.         0.09669153
 0.09933961 0.13605869 0.11682244 0.09384943 0.09873384 0.08939629
 0.08638894]",1.0050645335448125,1.0079408331106103,0.007303174496780323,0.09026733785867691,0.09245187789201736,0.0,0.0,0.09669152647256851,0.09933961182832718,0.13605868816375732,0.11682243645191193,0.09384942799806595,0.09873384237289429,0.08939629048109055,0.08638893812894821,0.0
4,2014-01-10,"[0.         0.09022058 0.09244147 0.         0.         0.0966745
 0.09934296 0.13610063 0.11673994 0.09386583 0.09875797 0.0894129
 0.08644325]",1.0092879124715834,1.0147260232273896,0.0047933994494953275,0.09022057801485062,0.09244146943092346,0.0,0.0,0.09667450189590454,0.0993429571390152,0.136100634932518,0.11673994362354279,0.09386583417654037,0.09875797480344772,0.08941289782524109,0.08644325286149979,0.0
5,2014-01-13,"[0.         0.09029281 0.09227144 0.         0.         0.09661362
 0.09942053 0.13612382 0.1166329  0.09385816 0.0988724  0.08946236
 0.08645196]",1.0128023171985434,1.0219872241044616,0.005901865120185468,0.09029281139373779,0.09227143973112106,0.0,0.0,0.09661361575126648,0.09942052513360977,0.13612382113933563,0.11663290113210678,0.09385816007852554,0.09887240082025528,0.08946236222982407,0.086451955139637,0.0
6,2014-01-14,"[0.         0.09037711 0.09211551 0.         0.         0.09655938
 0.09950908 0.13615571 0.11656601 0.09374566 0.09896074 0.08950572
 0.08650507]",1.015770662508162,1.026102057308767,0.006352683745411548,0.09037711471319199,0.09211551398038864,0.0,0.0,0.09655937552452087,0.09950907528400421,0.13615570962429047,0.1165660098195076,0.09374566376209259,0.098960742354393,0.08950571715831757,0.08650507032871246,0.0
7,2014-01-15,"[0.         0.09044246 0.09202805 0.         0.         0.09654091
 0.09954298 0.1361626  0.11653072 0.09375029 0.09901178 0.08951069
 0.08647957]",1.006570614850125,1.0190022502416007,0.011825842733756142,0.09044245630502701,0.09202805161476135,0.0,0.0,0.0965409129858017,0.09954298287630081,0.13616259396076202,0.11653071641921997,0.09375029057264328,0.09901177883148193,0.08951068669557571,0.0864795669913292,0.0
8,2014-01-16,"[0.         0.09038648 0.09208566 0.         0.         0.09651056
 0.0995748  0.13615452 0.11650821 0.09373043 0.09900922 0.0895278
 0.08651234]",1.0209136029328911,1.028257111139612,0.009610703607562823,0.09038648009300232,0.09208565950393677,0.0,0.0,0.09651055932044983,0.09957479685544968,0.13615451753139496,0.11650820821523666,0.09373043477535248,0.09900921583175659,0.08952780067920685,0.08651234209537506,0.0
9,2014-01-17,"[0.         0.09033657 0.092109   0.         0.         0.09649713
 0.09957467 0.1361745  0.11646394 0.09375532 0.09901663 0.08952755
 0.08654466]",1.0240284125073327,1.0386431384097141,0.01158238084109756,0.09033656865358353,0.09210900217294693,0.0,0.0,0.09649712592363358,0.09957467019557953,0.1361744999885559,0.11646394431591034,0.0937553197145462,0.09901662915945053,0.08952755481004715,0.08654465526342392,0.0
10,2014-01-21,"[0.         0.0905328  0.09186617 0.         0.         0.09644696
 0.09962577 0.13615447 0.11642786 0.09378142 0.09916396 0.08955809
 0.08644252]",1.0225285697165865,1.0388312099678596,0.005504945376049616,0.0905328020453453,0.09186617285013199,0.0,0.0,0.09644696116447449,0.09962577372789383,0.13615447282791138,0.11642786115407944,0.09378141909837723,0.0991639569401741,0.08955808728933334,0.08644251525402069,0.0
11,2014-01-22,"[0.         0.09061696 0.09175047 0.         0.         0.09640949
 0.09968942 0.13611704 0.11641932 0.09378184 0.09923436 0.08958859
 0.0863925 ]",1.0273489856981017,1.0462343874661946,0.00965424677580167,0.09061696380376816,0.09175047278404236,0.0,0.0,0.09640949219465256,0.09968942403793335,0.13611704111099243,0.11641932278871536,0.09378183633089066,0.09923435747623444,0.08958858996629715,0.08639249950647354,0.0
