,Date,Weights,Profit,Base Profit,BZH,NVR,MTH,PHM,MXIM,KOPN,XLNX,INTC,AMS,PMD,LH,DGX,cash
0,2014-01-06,"[0.08061781 0.11196704 0.0959179  0.         0.08157778 0.08756902
 0.09582554 0.12928855 0.1406415  0.         0.08076704 0.
 0.09582781]",0.9999999999908061,0.9999999999917246,0.11196704027358534,0.09591790100097579,0.0,0.08157778372939709,0.08756902243917239,0.0958255377359247,0.12928855091950792,0.14064150377911763,0.0,0.08076704111999934,0.0,0.09582781385434044,0.08061780514797938
1,2014-01-07,"[0.         0.1225133  0.10322027 0.         0.08658213 0.0935089
 0.10319702 0.14393362 0.15822556 0.         0.08583198 0.
 0.10298722]",1.0050354889534086,1.0070461069390444,0.12251329546796859,0.10322027089736137,0.0,0.08658213035800878,0.09350890029339065,0.10319701834857309,0.14393361778117558,0.1582255590426176,0.0,0.08583198448892185,0.0,0.1029872233219826,0.0
2,2014-01-08,"[0.         0.12263367 0.1030237  0.         0.08622199 0.09313759
 0.10286799 0.14466347 0.15931174 0.         0.08544469 0.
 0.10269515]",0.9963620588289089,1.0036685287266738,0.12263367008901899,0.10302370052516267,0.0,0.08622198881466893,0.0931375938853425,0.1028679853103164,0.14466347171765342,0.15931174325312505,0.0,0.08544469370068213,0.0,0.10269515270403001,0.0
3,2014-01-09,"[0.         0.12267821 0.10306433 0.         0.08624722 0.09308128
 0.10273226 0.14480002 0.15933241 0.         0.08540793 0.
 0.10265633]",0.9882943701384361,0.9976142246726574,0.12267821187183486,0.1030643267034316,0.0,0.08624722297685551,0.0930812840382224,0.10273226412303116,0.14480001843216872,0.15933241338969947,0.0,0.0854079300294608,0.0,0.10265632843529539,0.0
4,2014-01-10,"[0.         0.12267004 0.10304712 0.         0.08622709 0.09307832
 0.10273567 0.14481526 0.15936883 0.         0.08540797 0.
 0.10264969]",0.993093645865677,0.9994490411064171,0.12267004486304532,0.10304712046334048,0.0,0.08622708845961861,0.09307831891676002,0.10273566873913276,0.14481526240878045,0.1593688341834819,0.0,0.08540796970184615,0.0,0.10264969226399424,0.0
5,2014-01-13,"[0.         0.12268808 0.10309113 0.         0.08626285 0.09307063
 0.10268321 0.14483933 0.15930233 0.         0.08539904 0.
 0.10266339]",0.9881017085885534,0.9943509175199866,0.12268807851730619,0.10309113376560956,0.0,0.08626285230701827,0.09307062568971955,0.10268321344721497,0.14483932947392802,0.1593023331812381,0.0,0.08539904189032756,0.0,0.10266339172763773,0.0
6,2014-01-14,"[0.         0.12262289 0.10299191 0.         0.08616552 0.09308588
 0.10279799 0.14477616 0.15950854 0.         0.0853681  0.
 0.10268301]",0.9883282764690057,0.9959899916180678,0.12262289170487892,0.1029919085400459,0.0,0.0861655231197579,0.09308588121276552,0.10279799322673254,0.1447761555435135,0.15950853786573305,0.0,0.08536809655257423,0.0,0.10268301223399831,0.0
7,2014-01-15,"[0.         0.12264559 0.1030336  0.         0.08620568 0.09308122
 0.10275456 0.14479285 0.15943448 0.         0.08537636 0.
 0.10267567]",0.9844947509209415,0.9960392641026833,0.12264559106919411,0.10303359701205253,0.0,0.08620567591728005,0.09308122156991679,0.10275456346747275,0.14479284736924353,0.1594344789524211,0.0,0.08537635500728269,0.0,0.10267566963513637,0.0
8,2014-01-16,"[0.         0.12261827 0.10295961 0.         0.08613228 0.09308942
 0.10281737 0.14478015 0.15956142 0.         0.08537329 0.
 0.1026682 ]",1.0018762886818662,1.0096198521806088,0.1226182747898046,0.1029596055413091,0.0,0.08613228309399426,0.09308941776584773,0.10281736588182032,0.1447801491183396,0.1595614191057107,0.0,0.08537328968442176,0.0,0.1026681950187517,0.0
9,2014-01-17,"[0.         0.12259228 0.10290735 0.         0.08607948 0.09309207
 0.1028588  0.14476259 0.15967655 0.         0.08534982 0.
 0.10268105]",1.0061020538798182,1.0085938277216595,0.12259227852908774,0.10290735175895299,0.0,0.08607948043352387,0.09309207482260522,0.10285880143677549,0.1447625884970485,0.15967655016559942,0.0,0.08534982403925014,0.0,0.10268105031715659,0.0
10,2014-01-21,"[0.         0.12259838 0.10293122 0.         0.08609849 0.09308866
 0.10283101 0.1447721  0.15964515 0.         0.08534624 0.
 0.10268876]",0.9980267361519557,1.006468005937816,0.1225983775150117,0.10293121864279718,0.0,0.08609848568630489,0.09308866170865047,0.10283100765814011,0.14477209895162363,0.15964514916290154,0.0,0.08534623718736838,0.0,0.10268876348720218,0.0
11,2014-01-22,"[0.         0.12262084 0.10298729 0.         0.08615024 0.09308181
 0.1027796  0.14478794 0.15954987 0.         0.08534439 0.
 0.10269803]",1.0035579357516424,1.0077739268149475,0.12262083743315112,0.10298728726915658,0.0,0.08615023661873225,0.09308181205943711,0.10277959595111007,0.14478793872848936,0.15954987080967759,0.0,0.08534438969906724,0.0,0.10269803143117885,0.0
12,2014-01-23,"[0.         0.12259986 0.10294709 0.         0.08611504 0.09308873
 0.10283395 0.14476273 0.15961447 0.         0.08534758 0.
 0.10269054]",0.9974517919790852,1.005226168259221,0.12259986449852521,0.10294708969850117,0.0,0.08611504302758102,0.09308872991909625,0.1028339497281773,0.14476273371843537,0.15961447405097703,0.0,0.08534757534648361,0.0,0.10269054001222289,0.0
13,2014-01-24,"[0.         0.12256248 0.10288135 0.         0.08605419 0.09309685
 0.10290601 0.14472936 0.15973763 0.         0.08534304 0.
 0.1026891 ]",1.0057444742290105,1.0109782046163633,0.12256248123884124,0.10288134654004161,0.0,0.08605418809514727,0.09309684734903448,0.10290600603036684,0.1447293580398601,0.15973763179964642,0.0,0.08534304124790489,0.0,0.10268909965915721,0.0
14,2014-01-27,"[0.         0.12258614 0.10290223 0.         0.08608775 0.09309417
 0.1028871  0.14474292 0.15966551 0.         0.08538115 0.
 0.10265304]",1.0038945342454737,1.0109362400178399,0.12258613852258099,0.1029022273674742,0.0,0.08608774921669804,0.09309416826208729,0.10288709859141962,0.14474291786716467,0.15966550662286566,0.0,0.0853811504811961,0.0,0.10265304306851342,0.0
