,Date,Weights,Profit,Base Profit,PCAR,F,SPAR,OSK,TTNP,NBIX,TECH,BCRX,COHR,BIO,WAT,PKI,cash
0,2014-01-06,"[0.06979972 0.13127768 0.         0.         0.         0.08283929
 0.10181678 0.11774759 0.13095311 0.13027327 0.10253728 0.13275528
 0.        ]",0.999999999990698,0.9999999999917246,0.1312776761121583,0.0,0.0,0.0,0.08283929496542955,0.1018167841054633,0.11774758720840726,0.13095310792603762,0.13027327099603175,0.10253728223415255,0.1327552787948446,0.0,0.06979971765747506
1,2014-01-07,"[0.         0.14215874 0.         0.         0.         0.08592739
 0.10760361 0.1261393  0.14347032 0.14084155 0.10858257 0.14527653
 0.        ]",1.0142183263357853,1.0109115231788264,0.14215873523935363,0.0,0.0,0.0,0.08592739444698505,0.10760360769278494,0.12613929767917248,0.1434703150213812,0.14084155349271565,0.10858256922556357,0.14527652720204348,0.0,0.0
2,2014-01-08,"[0.         0.14231788 0.         0.         0.         0.08536815
 0.10719999 0.12590276 0.14392759 0.14095303 0.10841659 0.14591401
 0.        ]",1.0871126641664492,1.055829553186979,0.142317877403701,0.0,0.0,0.0,0.08536814638773307,0.10719998735019083,0.1259027603860871,0.14392759004892003,0.1409530347711188,0.10841659011963452,0.14591401353261457,0.0,0.0
3,2014-01-09,"[0.         0.14143147 0.         0.         0.         0.08537503
 0.10725304 0.12567364 0.14524578 0.13991656 0.10843092 0.14667356
 0.        ]",1.1054147896617268,1.073255709408662,0.14143146883363364,0.0,0.0,0.0,0.08537502563703395,0.10725304330219958,0.12567364321237823,0.14524578168505492,0.13991656147871734,0.10843091998943895,0.14667355586154343,0.0,0.0
4,2014-01-10,"[0.         0.14112515 0.         0.         0.         0.08531428
 0.10721546 0.12544187 0.14553604 0.13963229 0.10865014 0.14708476
 0.        ]",1.1236670600162564,1.0855964231866286,0.14112514979422067,0.0,0.0,0.0,0.08531427910271076,0.10721546223252067,0.12544187081814331,0.14553603753957903,0.13963229276088435,0.10865014334387517,0.1470847644080661,0.0,0.0
5,2014-01-13,"[0.         0.14093814 0.         0.         0.         0.08527687
 0.10719585 0.1252938  0.14570708 0.13945185 0.10879554 0.14734088
 0.        ]",1.13407906818069,1.0947475965718885,0.14093813587284124,0.0,0.0,0.0,0.08527686571410496,0.1071958506548796,0.12529379854170478,0.1457070763281,0.13945185309388228,0.10879553621311691,0.14734088358137024,0.0,0.0
6,2014-01-14,"[0.         0.14070681 0.         0.         0.         0.08536276
 0.10729173 0.12546049 0.14629751 0.13918653 0.10840249 0.14729169
 0.        ]",1.146193917843724,1.107149451155048,0.1407068077787852,0.0,0.0,0.0,0.08536275683024312,0.10729172590523263,0.12546048893631895,0.14629751092252663,0.1391865254534464,0.10840249274931224,0.14729169142413492,0.0,0.0
7,2014-01-15,"[0.         0.14067049 0.         0.         0.         0.08531608
 0.10727012 0.12537774 0.14631508 0.13918425 0.10847879 0.14738744
 0.        ]",1.1415167187755477,1.0988451593250699,0.14067049180953173,0.0,0.0,0.0,0.08531607992657042,0.10727012137357443,0.1253777414851677,0.14631508442559066,0.1391842513153717,0.1084787864958315,0.1473874431683618,0.0,0.0
8,2014-01-16,"[0.         0.14037942 0.         0.         0.         0.08527608
 0.10722844 0.12515138 0.14656339 0.13893581 0.10870654 0.14775894
 0.        ]",1.1828307922859598,1.1280524699754118,0.14037941622464126,0.0,0.0,0.0,0.08527608384775892,0.10722844454102726,0.12515138126054173,0.14656338902308746,0.13893580586765095,0.10870654114981024,0.14775893808548202,0.0,0.0
9,2014-01-17,"[0.         0.14059777 0.         0.         0.         0.08532074
 0.1072233  0.12528763 0.14636045 0.13914873 0.10857613 0.14748525
 0.        ]",1.1673974648145438,1.1190943668898359,0.1405977683679908,0.0,0.0,0.0,0.08532074019347151,0.10722330247636871,0.12528762646324582,0.14636044734219714,0.1391487294430342,0.10857613212915632,0.1474852535845355,0.0,0.0
