,Date,Weights,Profit,Base Profit,Volume,IEX,FLS,GGG,ITT,SANM,FLEX,CTS,IEC,ANDE,UVV,STKL,PYX,cash
0,2014-01-06,"[0.07772873 0.07302087 0.07300998 0.0755664  0.07471232 0.0715544
 0.07866362 0.07684311 0.07871453 0.07905174 0.0738051  0.08388771
 0.08344148]",0.9998155531944002,0.9998000000000002,0.9222712740302086,0.07302086800336838,0.07300998270511627,0.07556640356779099,0.07471232116222382,0.07155440002679825,0.07866362482309341,0.07684311270713806,0.0787145271897316,0.07905174046754837,0.07380510121583939,0.08388771116733551,0.08344148099422455,0.07772873342037201
1,2014-01-07,"[0.07802225 0.07296535 0.0740791  0.07605561 0.07466742 0.07318889
 0.07899247 0.07720459 0.07881124 0.0779961  0.07462803 0.08233717
 0.08105177]",1.00750176893321,1.0081880178208527,0.009897232596899787,0.0729653537273407,0.07407909631729126,0.076055608689785,0.07466742396354675,0.0731888860464096,0.07899247109889984,0.07720458507537842,0.07881124317646027,0.07799610495567322,0.07462802529335022,0.08233717083930969,0.0810517743229866,0.07802224904298782
2,2014-01-08,"[0.07818847 0.07287985 0.0739739  0.07592373 0.07472475 0.07292569
 0.079115   0.07711475 0.07880368 0.07812773 0.07451576 0.08243413
 0.08127256]",0.9979106879633428,0.9976613603497333,0.009656539189883274,0.0728798508644104,0.07397390156984329,0.07592373341321945,0.07472474873065948,0.07292569428682327,0.07911500334739685,0.07711474597454071,0.07880368083715439,0.07812773436307907,0.07451575994491577,0.08243413269519806,0.08127255737781525,0.0781884714961052
3,2014-01-09,"[0.07822072 0.07288217 0.07395751 0.07590271 0.07476937 0.07277577
 0.07910265 0.07705689 0.07872169 0.0781686  0.07449985 0.08250987
 0.08143217]",0.9985560916288453,0.9985359592507144,0.010630760206461792,0.07288216799497604,0.07395751029253006,0.07590270787477493,0.07476937025785446,0.07277577370405197,0.07910265028476715,0.0770568922162056,0.07872168719768524,0.0781686007976532,0.07449984550476074,0.08250986784696579,0.08143217116594315,0.07822071760892868
4,2014-01-10,"[0.07836515 0.07289995 0.07384469 0.07594023 0.07479952 0.07240319
 0.07906073 0.07678472 0.07874394 0.0783491  0.07422346 0.08272196
 0.08186338]",1.000265161292082,1.000446206432998,0.010057220746947473,0.0728999450802803,0.07384468615055084,0.07594022899866104,0.07479951530694962,0.072403185069561,0.07906072586774826,0.07678472250699997,0.07874394208192825,0.07834909856319427,0.07422345876693726,0.08272196352481842,0.08186338096857071,0.07836514711380005
5,2014-01-13,"[0.07857323 0.07285594 0.07372846 0.07584406 0.07496519 0.07199012
 0.07913501 0.07660992 0.07854058 0.07850862 0.07414536 0.08294626
 0.08215728]",1.0015824884072015,1.001730993407326,0.013327050871801336,0.07285594195127487,0.07372845709323883,0.07584405690431595,0.07496518641710281,0.07199012488126755,0.07913500815629959,0.07660992443561554,0.07854057848453522,0.07850861549377441,0.0741453617811203,0.08294625580310822,0.08215727657079697,0.07857323437929153
6,2014-01-14,"[0.0789591  0.07284997 0.07354669 0.07581844 0.07526457 0.07140268
 0.0791427  0.07625336 0.07821162 0.07873272 0.07393328 0.08328433
 0.08260051]",0.9913902862238794,0.9908757116209799,0.0063343421415004725,0.07284996658563614,0.07354669272899628,0.07581844180822372,0.07526456564664841,0.07140267640352249,0.07914270460605621,0.07625336199998856,0.07821162045001984,0.07873272150754929,0.07393328100442886,0.08328433334827423,0.08260051161050797,0.07895909994840622
7,2014-01-15,"[0.08596212 0.07854021 0.0787574  0.08142342 0.08217031 0.
 0.08511163 0.08144894 0.08276832 0.08488446 0.07964313 0.09015906
 0.08913101]",0.9848988290874727,0.982750388421122,0.1321604479337233,0.07854020595550537,0.0787573978304863,0.08142342418432236,0.08217030763626099,0.0,0.08511162549257278,0.08144894242286682,0.08276832103729248,0.08488445729017258,0.0796431303024292,0.09015905857086182,0.08913100510835648,0.08596211671829224
8,2014-01-16,"[0.08735504 0.08008899 0.07837464 0.08198059 0.08555833 0.
 0.08403701 0.08065373 0.07909915 0.08389777 0.08173028 0.08990841
 0.0873161 ]",0.9881221928337311,0.9869622343934902,0.01863360528912088,0.08008898794651031,0.07837463915348053,0.08198058605194092,0.08555832505226135,0.0,0.08403701335191727,0.08065373450517654,0.0790991485118866,0.08389776945114136,0.08173027634620667,0.0899084061384201,0.0873161032795906,0.08735504001379013
9,2014-01-17,"[0.08347938 0.08125872 0.08296484 0.08613038 0.08161531 0.08721106
 0.08223838 0.08267988 0.08197284 0.07889138 0.08624467 0.08531316
 0.        ]",0.9953926648338627,0.9960221939000761,0.19754650798077877,0.08125872164964676,0.08296483755111694,0.08613038063049316,0.08161530643701553,0.08721105754375458,0.08223838359117508,0.0826798751950264,0.08197284489870071,0.07889138162136078,0.08624466508626938,0.08531316369771957,0.0,0.0834793820977211
