,Date,Weights,Profit,Base Profit,Volume,AAME,FFG,CIA,GL,RES,HLX,ENSV,CLB,LAWS,HDSN,WLFC,KAMN,cash
0,2014-01-06,"[0.07785621 0.10939682 0.08145506 0.09446014 0.09474411 0.
 0.08973969 0.08835    0.07893786 0.10525546 0.08012893 0.
 0.09967573]",0.9999999999907786,0.9999999999917251,0.9221437921375992,0.10939682154164028,0.0814550565853285,0.09446014457615705,0.09474411343848921,0.0,0.08973968702202345,0.0883499964195165,0.07893786102208575,0.10525545520193963,0.0801289273499952,0.0,0.09967572898042351,0.07785620786240094
1,2014-01-07,"[0.         0.1206535  0.08722006 0.10256192 0.10284394 0.
 0.09693615 0.09543252 0.0843668  0.11547357 0.08560395 0.
 0.1089076 ]",1.004133120443914,1.004069825057637,0.07785620786168293,0.12065349739849171,0.08722006294563941,0.10256191634377364,0.10284393976478504,0.0,0.09693614840989853,0.09543252402054482,0.0843667950542736,0.11547356802505905,0.08560394927536201,0.0,0.10890759876217215,0.0
2,2014-01-08,"[0.         0.12102536 0.08692254 0.10241277 0.10284686 0.
 0.0968062  0.0953596  0.08398137 0.11611892 0.08544496 0.
 0.10908143]",1.0051244153491252,1.0031748190515224,0.008328099946564754,0.12102536028581103,0.08692253845550778,0.10241276996447714,0.10284686135278032,0.0,0.09680619796600862,0.09535960110593265,0.08398137117455615,0.11611891900099415,0.08544495540649923,0.0,0.10908142528743278,0.0
3,2014-01-09,"[0.         0.12089314 0.08693345 0.10239314 0.10282697 0.
 0.09677901 0.0956642  0.08404465 0.11609845 0.08551711 0.
 0.10884988]",1.0018994657174038,1.0015849355854536,0.014166848425725787,0.12089314368327647,0.08693345234834622,0.10239313707543127,0.10282697159654558,0.0,0.09677901206786622,0.09566420154907644,0.08404465090660165,0.11609844643452491,0.0855171083087205,0.0,0.10884987602961066,0.0
4,2014-01-10,"[0.         0.12120488 0.08695011 0.10225241 0.10297098 0.
 0.09691548 0.09524214 0.08413194 0.11582197 0.08547149 0.
 0.10903859]",1.0113286254766944,1.0087130862530629,0.007541566796005319,0.12120488291719128,0.08695011219095933,0.1022524134175279,0.10297097804174887,0.0,0.0969154823827854,0.09524213776596939,0.08413193993035623,0.11582196661909581,0.0854714938105165,0.0,0.10903859292384922,0.0
5,2014-01-13,"[0.         0.12080182 0.08697621 0.1024439  0.10287093 0.
 0.09656133 0.09597248 0.08406901 0.11590307 0.08550819 0.
 0.10889305]",1.0136709902616645,1.008843138024238,0.015875668073334345,0.12080182416046994,0.08697621064442673,0.10244389829652092,0.10287093383061151,0.0,0.09656132640196295,0.095972484747066,0.08406901241087103,0.115903073807731,0.08550818873764388,0.0,0.10889304696269601,0.0
6,2014-01-14,"[0.         0.12104075 0.08702037 0.10234528 0.10287972 0.
 0.09691034 0.09486645 0.0840551  0.11649349 0.08532897 0.
 0.10905954]",1.0133118194475013,1.009873263093175,0.014387023176553488,0.12104075474997569,0.08702036654175142,0.10234528466139553,0.10287971572149375,0.0,0.09691033602826603,0.09486645137569907,0.0840550974840277,0.11649348935295326,0.0853289668603843,0.0,0.10905953722405312,0.0
7,2014-01-15,"[0.         0.12086829 0.08682231 0.10265936 0.10275258 0.
 0.09685562 0.09537712 0.08415753 0.11603903 0.08543738 0.
 0.10903079]",1.0165799857948343,1.0109324080897384,0.010569459585279927,0.12086829099790952,0.08682230517325737,0.10265935654057841,0.10275257802221954,0.0,0.09685561904996504,0.09537712334902458,0.08415752546984295,0.11603903178053965,0.08543738415102169,0.0,0.10903078546564109,0.0
8,2014-01-16,"[0.         0.12108945 0.0867747  0.1026091  0.10272052 0.
 0.09656442 0.09575493 0.08401845 0.11598941 0.08522046 0.
 0.10925857]",1.0137937256762577,1.011764346423063,0.017284030379265715,0.12108944791676718,0.08677469640085307,0.10260910267303502,0.10272051713272969,0.0,0.0965644176607148,0.0957549270510939,0.08401845430483132,0.11598940913076852,0.08522046061066874,0.0,0.10925856711853778,0.0
9,2014-01-17,"[0.         0.12099402 0.087119   0.10283411 0.1028694  0.
 0.09681913 0.09494104 0.08413771 0.11535159 0.08582571 0.
 0.10910828]",1.0233991350397906,1.0181314347844954,0.014374837032098488,0.12099401803829862,0.08711900457836856,0.10283411359547082,0.10286940432791962,0.0,0.09681913024632563,0.09494103731487148,0.08413770580125529,0.11535159024904895,0.0858257148535413,0.0,0.10910828099489982,0.0
