,Date,Weights,Profit,Base Profit,Volume,AAME,FFG,CIA,GL,RES,HLX,ENSV,CLB,LAWS,HDSN,WLFC,KAMN,cash
0,2014-01-06,"[0.         0.09010851 0.16784585 0.08739495 0.         0.11102779
 0.14044657 0.11997007 0.         0.10174521 0.0940332  0.08742788
 0.        ]",0.9950000295042992,0.9950000000000002,1.0000000298023224,0.09010851383209229,0.16784584522247314,0.08739494532346725,0.0,0.111027792096138,0.14044657349586487,0.11997006833553314,0.0,0.10174521058797836,0.09403320401906967,0.08742787688970566,0.0,0.0
1,2014-01-07,"[0.         0.09006032 0.16792522 0.08736949 0.         0.11105126
 0.14049381 0.11981444 0.         0.10164324 0.09415583 0.08748638
 0.        ]",1.0013194152475202,0.9998934339751372,0.000659162028449353,0.09006031602621078,0.16792522370815277,0.08736948668956757,0.0,0.11105126142501831,0.14049381017684937,0.1198144406080246,0.0,0.10164324194192886,0.09415583312511444,0.0874863788485527,0.0,0.0
2,2014-01-08,"[0.         0.08996236 0.1679469  0.08734101 0.         0.11110715
 0.14052087 0.11979125 0.         0.10166163 0.09421092 0.08745793
 0.        ]",1.0027062573778043,0.998817305953086,0.011828484686201835,0.08996236324310303,0.16794690489768982,0.08734101057052612,0.0,0.11110714823007584,0.1405208706855774,0.11979125440120697,0.0,0.10166162997484207,0.0942109227180481,0.08745792508125305,0.0,0.0
3,2014-01-09,"[0.         0.08988295 0.16796221 0.0872998  0.         0.11121573
 0.14052998 0.11963227 0.         0.1017484  0.09421871 0.08750999
 0.        ]",0.999339886797502,0.9969056783908767,0.016286385129637652,0.08988294750452042,0.1679622083902359,0.08729980140924454,0.0,0.1112157329916954,0.14052997529506683,0.11963226646184921,0.0,0.10174839943647385,0.09421870857477188,0.08750998973846436,0.0,0.0
4,2014-01-10,"[0.         0.08979547 0.16796434 0.08724273 0.         0.11131089
 0.14055286 0.11954796 0.         0.10180247 0.09426112 0.08752214
 0.        ]",1.0090888293690445,1.005476350125377,0.008959005179184543,0.08979547023773193,0.16796433925628662,0.0872427299618721,0.0,0.11131089180707932,0.14055286347866058,0.11954796314239502,0.0,0.10180246829986572,0.09426111727952957,0.08752214163541794,0.0,0.0
5,2014-01-13,"[0.         0.08975445 0.1679616  0.08719759 0.         0.11134612
 0.14056483 0.11952806 0.         0.10177012 0.09435397 0.08752329
 0.        ]",1.0087787662980052,1.0056327204226962,0.021990432992937427,0.08975445479154587,0.16796159744262695,0.08719758689403534,0.0,0.11134611815214157,0.14056482911109924,0.11952806264162064,0.0,0.10177011787891388,0.09435396641492844,0.08752328902482986,0.0,0.0
6,2014-01-14,"[0.         0.08980647 0.16794549 0.08717172 0.         0.11133371
 0.14056998 0.11958244 0.         0.10170344 0.09441212 0.08747461
 0.        ]",1.0087666619949616,1.0068713114995458,0.018955374147125243,0.089806467294693,0.1679454892873764,0.08717171847820282,0.0,0.11133371293544769,0.14056998491287231,0.11958244442939758,0.0,0.10170343518257141,0.09441211819648743,0.08747461438179016,0.0,0.0
7,2014-01-15,"[0.         0.0896335  0.16801324 0.08711716 0.         0.11143733
 0.14064527 0.1195698  0.         0.10170419 0.09454311 0.08733643
 0.        ]",1.0070387863595278,1.008144795255442,0.011821262561396541,0.0896335020661354,0.16801324486732483,0.08711715787649155,0.0,0.11143732815980911,0.14064526557922363,0.1195698007941246,0.0,0.1017041876912117,0.09454311430454254,0.08733642846345901,0.0,0.0
8,2014-01-16,"[0.         0.08980696 0.16794585 0.08715075 0.         0.11133727
 0.14058186 0.11959791 0.         0.10168511 0.09443601 0.08745826
 0.        ]",1.0088917257121075,1.00914509262439,0.02027591638414622,0.08980695903301239,0.16794584691524506,0.08715074509382248,0.0,0.11133727431297302,0.1405818611383438,0.1195979118347168,0.0,0.10168510675430298,0.09443601220846176,0.08745826035737991,0.0,0.0
9,2014-01-17,"[0.         0.08976886 0.16794896 0.08710522 0.         0.11138142
 0.14060241 0.11960123 0.         0.10165379 0.09452157 0.08741651
 0.        ]",1.0169361193168935,1.0168006861710253,0.020984071330770515,0.08976885676383972,0.16794896125793457,0.08710522204637527,0.0,0.1113814190030098,0.14060240983963013,0.11960122734308243,0.0,0.10165379196405411,0.09452157467603683,0.08741651475429535,0.0,0.0
10,2014-01-21,"[0.         0.08939433 0.16806796 0.0869657  0.         0.11166883
 0.14073691 0.11939669 0.         0.10173419 0.09479769 0.08723766
 0.        ]",1.0152963714820613,1.0193596156211717,0.01886985505383465,0.08939433097839355,0.16806796193122864,0.08696569502353668,0.0,0.11166882514953613,0.1407369077205658,0.11939668655395508,0.0,0.10173419117927551,0.09479769319295883,0.08723766356706619,0.0,0.0
11,2014-01-22,"[0.         0.0895758  0.16801421 0.08700233 0.         0.1115534
 0.14068341 0.1194705  0.         0.10166632 0.0947143  0.08731972
 0.        ]",1.028553793026991,1.0298295783782208,0.0313109547951166,0.08957579731941223,0.16801421344280243,0.08700232952833176,0.0,0.11155340075492859,0.14068341255187988,0.1194704994559288,0.0,0.10166631639003754,0.09471429884433746,0.08731971681118011,0.0,0.0
12,2014-01-23,"[0.         0.0894971  0.16805793 0.08699802 0.         0.11156426
 0.14072765 0.11957859 0.         0.101611   0.09481423 0.0871512
 0.        ]",1.0349769722551876,1.0344263743334365,0.012459539823063932,0.08949709683656693,0.16805793344974518,0.08699801564216614,0.0,0.1115642562508583,0.14072765409946442,0.11957859247922897,0.0,0.10161100327968597,0.0948142260313034,0.08715119957923889,0.0,0.0
13,2014-01-24,"[0.         0.08931578 0.16812132 0.0869849  0.         0.11165385
 0.14078444 0.11954875 0.         0.10166448 0.09488057 0.08704592
 0.        ]",1.0430399213560064,1.0399305297707955,0.008927896430088608,0.08931577950716019,0.1681213229894638,0.08698490262031555,0.0,0.11165384948253632,0.14078444242477417,0.1195487529039383,0.0,0.1016644760966301,0.09488056600093842,0.08704592287540436,0.0,0.0
