,Date,Weights,Profit,Base Profit,Volume,BCPC,OLN,FMC,GRA,KOPN,MXIM,INTC,XLNX,BCRX,TTNP,TECH,NBIX,cash
0,2014-01-06,"[0.07660865 0.08476123 0.08608822 0.07802399 0.08281497 0.08162069
 0.0883268  0.08390214 0.09139864 0.08162456 0.         0.07875098
 0.08607911]",0.9998153068346483,0.9998000000000002,0.9233913347125053,0.08476123213768005,0.08608821779489517,0.0780239924788475,0.08281496912240982,0.08162069320678711,0.08832680433988571,0.08390213549137115,0.09139864146709442,0.08162456005811691,0.0,0.07875098288059235,0.08607910573482513,0.07660865038633347
1,2014-01-07,"[0.07324237 0.08197697 0.08000616 0.07783639 0.07909524 0.07509679
 0.07525767 0.07794707 0.08017948 0.07624181 0.07197754 0.07373793
 0.0774046 ]",1.0115432865348355,1.0126739346973874,0.1405628157990763,0.08197696506977081,0.08000615984201431,0.07783638685941696,0.07909524440765381,0.07509678602218628,0.07525766640901566,0.07794707268476486,0.08017947524785995,0.07624181360006332,0.07197754085063934,0.07373793423175812,0.07740460336208344,0.07324237376451492
2,2014-01-08,"[0.0725828  0.08213697 0.07895096 0.07776468 0.07890525 0.07459395
 0.07516745 0.07840296 0.08095366 0.07683099 0.07156796 0.07471526
 0.07742713]",1.0564230471082083,1.061076169238605,0.013666921190779823,0.08213696628808975,0.07895095646381378,0.07776468247175217,0.07890525460243225,0.07459394633769989,0.0751674547791481,0.07840295881032944,0.08095365762710571,0.07683099061250687,0.07156796008348465,0.074715256690979,0.07742713391780853,0.07258280366659164
3,2014-01-09,"[0.07393074 0.0807731  0.07888216 0.07897949 0.07882088 0.07498262
 0.07452547 0.07853854 0.0815762  0.07667023 0.07105515 0.07603472
 0.07523072]",1.0615400386736678,1.074033586026789,0.08937866831408017,0.08077310025691986,0.07888215780258179,0.0789794921875,0.07882088422775269,0.07498262077569962,0.07452546805143356,0.07853853702545166,0.08157619833946228,0.07667022943496704,0.07105515152215958,0.07603471726179123,0.07523071765899658,0.07393074035644531
4,2014-01-10,"[0.07374981 0.08114283 0.07901172 0.07960159 0.07866318 0.07492416
 0.07437831 0.07800288 0.08194485 0.07617209 0.07103821 0.07610093
 0.07526947]",1.0729618552722715,1.086352206910238,0.02357917891881436,0.08114282786846161,0.0790117159485817,0.07960159331560135,0.0786631777882576,0.07492416352033615,0.07437831163406372,0.07800288498401642,0.08194484561681747,0.07617209106683731,0.07103820890188217,0.07610093057155609,0.07526946812868118,0.07374981045722961
5,2014-01-13,"[0.07383701 0.08085112 0.07907841 0.07968941 0.07872487 0.07482386
 0.07440809 0.07761249 0.08241118 0.076032   0.07105245 0.07609966
 0.07537948]",1.0734794504627696,1.088757709084889,0.013659705575292076,0.08085111528635025,0.07907841354608536,0.0796894058585167,0.07872486859560013,0.07482386380434036,0.07440809160470963,0.0776124894618988,0.08241118490695953,0.07603199779987335,0.07105245441198349,0.07609965652227402,0.07537947595119476,0.07383701205253601
6,2014-01-14,"[0.07400312 0.08042371 0.07960857 0.0798242  0.07870359 0.07520347
 0.07439884 0.07740381 0.08237358 0.07588343 0.07079224 0.07595451
 0.07542691]",1.0799196809658755,1.0988096692444076,0.012010151967690222,0.08042371273040771,0.07960857450962067,0.07982420176267624,0.07870358973741531,0.07520347088575363,0.07439883798360825,0.07740381360054016,0.08237358182668686,0.0758834257721901,0.07079224288463593,0.07595451176166534,0.07542691379785538,0.07400312274694443
7,2014-01-15,"[0.07442163 0.08038609 0.07984433 0.07969476 0.07885108 0.07543005
 0.07429267 0.07714867 0.08227818 0.07589757 0.07072556 0.07558116
 0.07544829]",1.0791087535553119,1.0976328957476782,0.012927018555364291,0.08038608729839325,0.07984432578086853,0.07969475537538528,0.07885108143091202,0.07543005049228668,0.07429267466068268,0.0771486684679985,0.08227817714214325,0.07589756697416306,0.07072556018829346,0.07558116316795349,0.07544828951358795,0.07442162930965424
8,2014-01-16,"[0.07923644 0.08667451 0.08704824 0.08697429 0.08433045 0.08179515
 0.07941858 0.08267267 0.08821227 0.0808352  0.         0.08158892
 0.08121332]",1.1117950369329852,1.1369106243885625,0.14519528436100024,0.0866745114326477,0.08704824000597,0.08697428554296494,0.08433044701814651,0.08179514855146408,0.07941857725381851,0.08267267048358917,0.0882122740149498,0.08083520084619522,0.0,0.08158892393112183,0.0812133178114891,0.07923644036054611
9,2014-01-17,"[0.07298696 0.08119856 0.08098195 0.08077347 0.07856074 0.07543932
 0.074052   0.077104   0.08192583 0.07510607 0.07092503 0.07533453
 0.07561149]",1.1042028540602353,1.1245234752287763,0.1533523492078189,0.0811985582113266,0.08098194748163223,0.08077347278594971,0.0785607397556305,0.07543931901454926,0.07405199855566025,0.07710400223731995,0.08192583173513412,0.07510606944561005,0.0709250345826149,0.07533453404903412,0.07561149448156357,0.07298696041107178
10,2014-01-21,"[0.07228343 0.08099467 0.08017223 0.08068959 0.07823656 0.0748558
 0.07373925 0.07771774 0.08259519 0.07594771 0.07064321 0.07650185
 0.07562275]",1.1012128929813456,1.1229085722657894,0.02131388314247983,0.08099466562271118,0.08017222583293915,0.08068958669900894,0.07823656499385834,0.07485579699277878,0.07373924553394318,0.07771773636341095,0.08259519189596176,0.07594770938158035,0.07064320892095566,0.07650185376405716,0.07562275230884552,0.07228343188762665
