,Date,Weights,Profit,Base Profit,Volume,PMD,DGX,AMS,LH,AAME,CIA,GL,FFG,STRT,SUP,MOD,DORM,cash
0,2014-01-06,"[0.07228813 0.07859014 0.07488236 0.07721295 0.0796243  0.07690203
 0.07633688 0.07774463 0.08014239 0.07725571 0.07665953 0.07742717
 0.07493379]",0.9998144650728588,0.9998000000000002,0.9277118816971779,0.07859013974666595,0.07488235831260681,0.07721295207738876,0.07962430268526077,0.07690203189849854,0.07633688300848007,0.07774462550878525,0.08014238625764847,0.07725571095943451,0.07665953040122986,0.07742717117071152,0.07493378967046738,0.07228812575340271
1,2014-01-07,"[0.07248389 0.07875513 0.07444607 0.07789733 0.07954878 0.07617462
 0.07656664 0.0780459  0.07961335 0.07739981 0.07678323 0.07699943
 0.07528584]",1.0033331605159546,1.003557730817899,0.004195456614992141,0.07875512540340424,0.07444607466459274,0.0778973251581192,0.07954877614974976,0.07617461681365967,0.07656663656234741,0.07804590463638306,0.0796133503317833,0.07739980518817902,0.07678323239088058,0.07699943333864212,0.07528583705425262,0.07248388975858688
2,2014-01-08,"[0.07243238 0.0788106  0.07433449 0.07791208 0.07954511 0.07612681
 0.07656936 0.07809518 0.07958101 0.07747722 0.07685026 0.07695625
 0.07530923]",0.999005030001591,0.9989267350008759,0.010617206879566332,0.07881060242652893,0.07433449476957321,0.07791208475828171,0.07954511046409607,0.0761268138885498,0.07656936347484589,0.07809517532587051,0.07958101481199265,0.07747721672058105,0.07685025781393051,0.07695624977350235,0.07530923187732697,0.07243237644433975
3,2014-01-09,"[0.07239297 0.07879312 0.07436322 0.07783637 0.07941389 0.07607278
 0.07661333 0.07811935 0.07959708 0.07762981 0.07684559 0.07688949
 0.07543301]",1.0015554064262175,1.0016594161693153,0.009288342021388214,0.07879311591386795,0.07436321675777435,0.07783637195825577,0.07941389083862305,0.07607278227806091,0.07661332935094833,0.07811934500932693,0.07959707826375961,0.07762981206178665,0.07684558629989624,0.07688949257135391,0.07543300837278366,0.07239297032356262
4,2014-01-10,"[0.07233666 0.07881718 0.07430956 0.07784797 0.07937163 0.07605278
 0.07658474 0.07815533 0.07958792 0.07769649 0.07687275 0.07687107
 0.07549589]",0.9985789713960799,0.9983164627074915,0.012127707556267372,0.07881718128919601,0.07430955767631531,0.07784797251224518,0.0793716311454773,0.07605278491973877,0.07658474147319794,0.07815533131361008,0.079587921500206,0.07769649475812912,0.07687275111675262,0.07687107473611832,0.0754958912730217,0.07233665883541107
5,2014-01-13,"[0.07229315 0.07886922 0.07431794 0.07783248 0.07930782 0.0760451
 0.07659495 0.07815018 0.07959869 0.0777913  0.07688104 0.07681302
 0.07550511]",0.9954145705148238,0.9949774385692158,0.006307502750430997,0.07886921614408493,0.07431793957948685,0.07783247530460358,0.07930782437324524,0.07604509592056274,0.07659494876861572,0.078150175511837,0.07959868758916855,0.07779130339622498,0.076881043612957,0.07681301981210709,0.07550510764122009,0.07229314744472504
6,2014-01-14,"[0.07235403 0.0788548  0.07433195 0.07785694 0.07940112 0.0760739
 0.07660103 0.0781224  0.07960061 0.0776748  0.07688058 0.07685205
 0.0753958 ]",0.994612420929568,0.9941408644698405,0.007632811999364848,0.07885479927062988,0.07433195412158966,0.07785694301128387,0.07940112054347992,0.07607389986515045,0.07660102844238281,0.07812239974737167,0.07960060983896255,0.07767479866743088,0.07688058167695999,0.07685204595327377,0.07539580017328262,0.0723540335893631
7,2014-01-15,"[0.07236774 0.0788833  0.07427423 0.07791245 0.07946602 0.07606477
 0.07659993 0.07814195 0.0795638  0.07764473 0.07689988 0.07683831
 0.07534286]",0.9977569940676333,0.9978534437610477,0.010501117474366356,0.07888329774141312,0.07427423447370529,0.07791244983673096,0.07946602255105972,0.07606477290391922,0.07659993320703506,0.078141950070858,0.07956380397081375,0.0776447281241417,0.07689987868070602,0.07683830708265305,0.07534285634756088,0.07236774265766144
8,2014-01-16,"[0.07234972 0.07889514 0.07420594 0.0779021  0.07947951 0.07604842
 0.07659662 0.07815495 0.07956593 0.07763127 0.07694235 0.07687709
 0.07535093]",1.0020520988127721,1.0025961916754993,0.014631908449875258,0.07889513671398163,0.07420594245195389,0.07790210098028183,0.07947950810194016,0.07604841887950897,0.07659661769866943,0.07815495133399963,0.07956592738628387,0.07763127237558365,0.07694235444068909,0.07687709480524063,0.07535092532634735,0.07234971970319748
9,2014-01-17,"[0.07232122 0.07890392 0.07425265 0.07786781 0.07942104 0.07605448
 0.07659752 0.0781426  0.07958247 0.07771342 0.07692651 0.07683622
 0.07538016]",0.9959642444387766,0.9956280097732061,0.010176939400919145,0.0789039209485054,0.074252650141716,0.07786781340837479,0.0794210433959961,0.07605448365211487,0.07659751921892166,0.07814259827136993,0.07958246767520905,0.07771342247724533,0.07692650705575943,0.07683622092008591,0.07538016140460968,0.07232122123241425
10,2014-01-21,"[0.07228047 0.07895758 0.07421435 0.07791311 0.07940387 0.07605513
 0.07656608 0.07815872 0.07958236 0.07773624 0.07694793 0.07681329
 0.07537088]",0.9910391827668754,0.9908494785669322,0.010412285021928853,0.07895758002996445,0.07421434670686722,0.07791311293840408,0.07940386980772018,0.0760551318526268,0.07656607776880264,0.07815872132778168,0.07958235591650009,0.07773623615503311,0.07694792747497559,0.07681328803300858,0.07537087798118591,0.07228046655654907
