,Date,Weights,Profit,Base Profit,PCAR,SPAR,F,OSK,HLX,CLB,ENSV,RES,BCPC,FMC,GRA,OLN,cash
10,2014-02-28,"[0.         0.06294608 0.12531726 0.09038645 0.12789134 0.
 0.0758708  0.10847082 0.13494844 0.13614694 0.         0.05304788
 0.08497398]",1.0238295384969571,1.0325378267946408,0.0629460806066945,0.12531726457714756,0.09038644853709402,0.12789134447642003,0.0,0.07587079681490935,0.10847082478128252,0.13494843682697247,0.13614693654306295,0.0,0.053047883281905225,0.08497398355451136,0.0
11,2014-03-03,"[0.         0.07271322 0.12522111 0.10021992 0.12745567 0.
 0.06266406 0.10523273 0.13391439 0.13446638 0.         0.04741327
 0.09069924]",1.0259361347928349,1.0353792053054025,0.0727132187245067,0.12522111136466188,0.10021992370564453,0.12745567006949865,0.0,0.06266405972082273,0.10523273486742986,0.13391439317559017,0.13446637983789222,0.0,0.047413265487996466,0.0906992430459567,0.0
12,2014-03-04,"[0.         0.07142132 0.12417698 0.10281577 0.12817591 0.
 0.06488636 0.10391704 0.1331967  0.13377106 0.         0.04612467
 0.0915142 ]",1.0178139772966472,1.0301215295255304,0.07142132202455824,0.12417697708420826,0.10281577353723763,0.1281759085421364,0.0,0.06488635729924144,0.10391703839836372,0.13319670076073828,0.1337710606373571,0.0,0.04612466622145655,0.09151419549470229,0.0
13,2014-03-05,"[0.         0.08126258 0.1251183  0.10878596 0.12782406 0.
 0.05149489 0.09993973 0.13340911 0.13362157 0.         0.04342191
 0.09512189]",1.0217553316694334,1.0353090559655622,0.08126258196743702,0.12511830278638045,0.10878596214880039,0.1278240610686829,0.0,0.051494889779379924,0.09993972815641865,0.13340910810929169,0.13362156764650848,0.0,0.043421912501299016,0.09512188583580132,0.0
14,2014-03-06,"[0.         0.0792194  0.12540282 0.10440556 0.12680129 0.
 0.05486025 0.10329936 0.13359138 0.13382213 0.         0.04548335
 0.09311447]",1.0368392364977042,1.0447135994717403,0.07921939515846124,0.12540281634953487,0.10440556429690732,0.12680128704117527,0.0,0.05486024820539386,0.10329936138834206,0.1335913774975032,0.13382213142750546,0.0,0.045483349515156014,0.09311446912002065,0.0
15,2014-03-07,"[0.         0.07860034 0.12618251 0.10011154 0.12518944 0.
 0.05660872 0.1064291  0.13398093 0.13430379 0.         0.04717893
 0.0914147 ]",1.0439229769290301,1.0474557822900978,0.07860033583011267,0.12618251263988822,0.10011153632060861,0.12518944463482498,0.0,0.05660871708680561,0.10642910142778236,0.13398093332758068,0.13430378704466625,0.0,0.0471789302017774,0.09141470148595295,0.0
16,2014-03-10,"[0.         0.05988547 0.1249675  0.08779656 0.12672493 0.
 0.08214801 0.11024388 0.13458706 0.13591168 0.         0.05160055
 0.08613435]",1.0638930070158183,1.0640121308198651,0.059885468769504506,0.12496749520176442,0.08779656382978523,0.12672493349228395,0.0,0.08214800688055984,0.11024388073530532,0.13458706428467015,0.13591168229399886,0.0,0.05160055286242959,0.08613435164969799,0.0
17,2014-03-11,"[0.         0.07960262 0.12770102 0.11921211 0.13380581 0.
 0.07051521 0.09150505 0.13738829 0.13790887 0.         0.
 0.10236102]",1.06097696257706,1.0666359261706901,0.07960261909237254,0.12770102052754748,0.11921210652436803,0.13380581470629552,0.0,0.07051521397703592,0.09150504696209848,0.13738828745350845,0.13790887353097853,0.0,0.0,0.10236101722579508,0.0
18,2014-03-12,"[0.         0.07238531 0.12807694 0.11278878 0.13267282 0.
 0.08013804 0.09926008 0.13756234 0.1381789  0.         0.
 0.0989368 ]",1.0631861675472485,1.0664064682187198,0.07238531027274973,0.12807694379197399,0.1127887760075221,0.13267281630911232,0.0,0.0801380389855855,0.09926008499736472,0.13756233648840413,0.13817889511555947,0.0,0.0,0.09893679803172803,0.0
19,2014-03-13,"[0.         0.07112092 0.12837681 0.10999517 0.1326976  0.
 0.08084478 0.10248495 0.13801674 0.1386568  0.         0.
 0.09780624]",1.041054621931893,1.0482860371213614,0.0711209236356603,0.12837680575538785,0.1099951654251531,0.13269759791938646,0.0,0.08084477922288577,0.1024849474846132,0.13801674000966208,0.1386567980220751,0.0,0.0,0.09780624252517613,0.0
20,2014-03-14,"[0.         0.06398761 0.1295266  0.09843666 0.13324399 0.
 0.08796691 0.11115861 0.14008844 0.14103479 0.         0.
 0.09455639]",1.0618428834178586,1.0621301062466983,0.06398760506145675,0.12952660047469589,0.09843666358937307,0.13324398972272739,0.0,0.08796691220220931,0.11115860749493707,0.1400884434726718,0.14103478592230992,0.0,0.0,0.09455639205961885,0.0
21,2014-03-17,"[0.         0.06987676 0.12946817 0.10345421 0.13387614 0.
 0.0758663  0.10946615 0.14003619 0.14070415 0.         0.
 0.09725192]",1.0356541272249475,1.0425544600286676,0.06987676278079638,0.12946816913525858,0.10345420903543488,0.13387613517279845,0.0,0.07586630440051123,0.10946615193614272,0.14003619028719916,0.1407041539557637,0.0,0.0,0.097251923296095,0.0
22,2014-03-18,"[0.         0.07966137 0.1241673  0.11995467 0.13400118 0.
 0.06956121 0.0943402  0.1361342  0.1365904  0.         0.
 0.10558947]",1.0528460329948277,1.0525709884119552,0.07966137351409168,0.12416729968419003,0.11995466510813911,0.1340011785765302,0.0,0.06956121325658178,0.09434020399801728,0.13613420194568618,0.13659039667211537,0.0,0.0,0.10558946724464832,0.0
23,2014-03-19,"[0.         0.10178586 0.13417789 0.11473856 0.12863119 0.
 0.         0.09035993 0.14250372 0.14211796 0.         0.04844119
 0.0972437 ]",1.0557125783439214,1.0554933071356396,0.10178585971696107,0.13417789156970072,0.11473856107821155,0.12863118520406158,0.0,0.0,0.09035993340339006,0.14250372384133858,0.14211795933838228,0.0,0.04844118701442883,0.09724369883352521,0.0
24,2014-03-20,"[0.         0.10529799 0.13654848 0.11045543 0.12716274 0.
 0.         0.08224649 0.14506725 0.144199   0.         0.0548919
 0.09413072]",1.064762341315964,1.0603167245902823,0.10529799288065768,0.13654848261926888,0.11045542888308185,0.12716273764596564,0.0,0.0,0.08224648833364842,0.14506724903903057,0.14419899808528683,0.0,0.05489190109915011,0.0941307214139099,0.0
25,2014-03-21,"[0.         0.11062231 0.14079029 0.11698571 0.13341862 0.
 0.         0.09531217 0.14981352 0.14902796 0.         0.
 0.1040294 ]",1.0585419273587173,1.0535891058196865,0.11062231385042419,0.14079029281638736,0.11698571170719273,0.13341862441504224,0.0,0.0,0.09531217256174816,0.14981352451825686,0.14902795906226138,0.0,0.0,0.10402940106868713,0.0
26,2014-03-24,"[0.         0.10616481 0.13638084 0.11008636 0.12284053 0.
 0.         0.09323261 0.14391401 0.14331194 0.         0.04894669
 0.0951222 ]",1.0689128964655947,1.0650795589385005,0.10616481129179822,0.13638084327559916,0.11008636370081674,0.12284053323856617,0.0,0.0,0.09323260754306541,0.1439140107718253,0.14331193888159746,0.0,0.0489466888198984,0.09512220247683315,0.0
27,2014-03-25,"[0.         0.09873326 0.13766755 0.12217141 0.14107249 0.
 0.         0.09212073 0.14947419 0.14896206 0.         0.
 0.10979831]",1.0717864820617427,1.0638270296018675,0.09873325666849514,0.13766754751990115,0.12217141486622111,0.1410724859369885,0.0,0.0,0.09212073034309437,0.1494741912171764,0.14896206012747615,0.0,0.0,0.10979831332064724,0.0
28,2014-03-26,"[0.         0.10304949 0.13771929 0.12568788 0.14148715 0.
 0.         0.08336924 0.14899098 0.14849055 0.         0.
 0.11120542]",1.0716869324680325,1.0626606329568349,0.10304948963692553,0.13771928997375774,0.12568788391919875,0.14148714618895927,0.0,0.0,0.0833692428333476,0.14899097834051261,0.14849054769053846,0.0,0.0,0.11120542141676006,0.0
29,2014-03-27,"[0.         0.10687423 0.13481264 0.13194667 0.14185389 0.
 0.         0.07614686 0.14641821 0.14601547 0.         0.
 0.11593203]",1.0632277632245846,1.0533241781846265,0.10687422931382014,0.13481264313449298,0.13194667003890603,0.1418538921595947,0.0,0.0,0.07614685671565966,0.1464182134096422,0.14601546816442793,0.0,0.0,0.11593202706345654,0.0
30,2014-03-28,"[0.         0.11011967 0.13196793 0.13574567 0.1415004  0.
 0.         0.07237085 0.1439031  0.14361522 0.         0.
 0.12077715]",1.0413574164892876,1.038740661473658,0.11011966964046382,0.1319679329073861,0.13574567091765172,0.14150040331300237,0.0,0.0,0.07237085205824594,0.1439030977276115,0.1436152237980783,0.0,0.0,0.12077714963756035,0.0
31,2014-03-31,"[0.         0.11056226 0.13900351 0.12818259 0.13745656 0.
 0.         0.08117954 0.14818293 0.14774013 0.         0.
 0.10769248]",1.0468532364422996,1.0433488662282095,0.11056226176670388,0.13900350652729718,0.12818259015350392,0.13745655856927844,0.0,0.0,0.08117953861768017,0.14818293278715827,0.14774013261817456,0.0,0.0,0.10769247896020355,0.0
32,2014-04-01,"[0.         0.10688197 0.13681334 0.12556492 0.13704648 0.
 0.         0.09202907 0.14596933 0.14551297 0.         0.
 0.11018192]",1.0549462288420826,1.0515467812997366,0.10688197038191061,0.13681334233889184,0.12556491970936226,0.13704648431121338,0.0,0.0,0.09202906724090099,0.14596932964034498,0.14551296678058004,0.0,0.0,0.11018191959679595,0.0
33,2014-04-02,"[0.         0.11300413 0.13520044 0.12945577 0.1376181  0.
 0.         0.0826569  0.14470221 0.14423442 0.         0.
 0.11312803]",1.0732190721477892,1.0600820655829843,0.11300413400454035,0.13520043654939837,0.12945577493849358,0.137618100048185,0.0,0.0,0.08265689955953617,0.14470220672245285,0.1442344198275416,0.0,0.0,0.11312802834985217,0.0
34,2014-04-03,"[0.         0.11150228 0.13482275 0.11820493 0.13441995 0.
 0.         0.10172887 0.14425642 0.14333874 0.         0.
 0.11172606]",1.105191380972682,1.0794953691934728,0.11150227523109314,0.13482275111929293,0.11820492876325235,0.13441994903854582,0.0,0.0,0.1017288740449341,0.14425641841772097,0.14333873992938329,0.0,0.0,0.11172606345577751,0.0
35,2014-04-04,"[0.         0.11151451 0.13380703 0.11838045 0.13576673 0.
 0.         0.10163243 0.14371468 0.14267456 0.         0.
 0.11250962]",1.1061901487972177,1.0815317583514026,0.11151451168162715,0.1338070256703716,0.11838044548950237,0.13576673115573284,0.0,0.0,0.10163242930731385,0.14371467564127824,0.14267456235642634,0.0,0.0,0.11250961869774777,0.0
36,2014-04-07,"[0.         0.11044003 0.13209194 0.12143436 0.13838833 0.
 0.         0.09740882 0.14346757 0.14229892 0.         0.
 0.11447003]",1.09736467251425,1.0778042897858175,0.1104400314868665,0.13209194355485301,0.12143436261878131,0.13838833005960924,0.0,0.0,0.0974088189072704,0.14346756693427842,0.14229891985668267,0.0,0.0,0.1144700265816583,0.0
37,2014-04-08,"[0.         0.10871219 0.13598585 0.11258556 0.13627667 0.
 0.         0.10552007 0.14646865 0.14500675 0.         0.
 0.10944426]",1.0715626083264396,1.0561779744847501,0.1087121939494407,0.13598585438870564,0.11258555566643397,0.1362766688135637,0.0,0.0,0.10552006670374373,0.1464686509184789,0.14500674754835688,0.0,0.0,0.10944426201127651,0.0
38,2014-04-09,"[0.         0.08780896 0.13055017 0.09705466 0.13458344 0.
 0.05566665 0.10845046 0.14308398 0.14166423 0.         0.
 0.10113745]",1.067618566007994,1.0490049865834514,0.08780896229598498,0.13055016579780035,0.09705466286309868,0.13458343869654274,0.0,0.05566665225864241,0.10845045958186073,0.14308397885664148,0.14166422529300943,0.0,0.0,0.10113745435641923,0.0
39,2014-04-10,"[0.         0.06097449 0.13083915 0.0772396  0.13276716 0.
 0.09238798 0.12004513 0.14347859 0.14549766 0.         0.
 0.09677025]",1.0809534343503797,1.058953621151953,0.06097448785555231,0.13083914552687087,0.0772395961482068,0.13276715888452592,0.0,0.09238797985641475,0.12004513093200658,0.14347859330160473,0.14549766053745294,0.0,0.0,0.09677024695736516,0.0
40,2014-04-11,"[0.         0.         0.13113408 0.         0.11626323 0.06814235
 0.12411949 0.13963422 0.1406218  0.15202958 0.         0.05787377
 0.07018147]",1.0913216010819031,1.0659855311862265,0.0,0.13113408439701993,0.0,0.11626323096833462,0.06814235113795239,0.12411949178068335,0.13963421657975778,0.14062180498973534,0.15202957806753592,0.0,0.05787377453733312,0.07018146754164763,0.0
41,2014-04-14,"[0.         0.         0.13117271 0.         0.11545961 0.06875824
 0.12496201 0.14084316 0.13909268 0.15128453 0.         0.05846304
 0.06996403]",1.0621838255006117,1.0428966611617831,0.0,0.13117270584415214,0.0,0.11545960579324163,0.06875824144474053,0.12496200515307276,0.14084315805167555,0.1390926823849344,0.1512845343478683,0.0,0.058463036132908076,0.06996403084740664,0.0
42,2014-04-15,"[0.         0.         0.13823575 0.         0.10635652 0.06032837
 0.12162059 0.14281972 0.1444393  0.15373099 0.         0.06044907
 0.0720197 ]",1.0726907286743426,1.0484467001578024,0.0,0.13823575266969979,0.0,0.10635651689710209,0.060328366209274835,0.12162059271009655,0.1428197166626905,0.14443930011637202,0.1537309934967666,0.0,0.06044906507741265,0.07201969616058491,0.0
43,2014-04-16,"[0.         0.06010303 0.13943644 0.06323645 0.11801823 0.
 0.0941134  0.1324688  0.14703192 0.15106655 0.         0.
 0.09452517]",1.0709654872731027,1.0478583887179531,0.060103033916294596,0.1394364383706573,0.06323644844792675,0.11801823258985608,0.0,0.09411340421933315,0.13246879982069762,0.14703192437476414,0.15106655200254968,0.0,0.0,0.09452516625792078,0.0
44,2014-04-17,"[0.         0.09181535 0.1359134  0.09258356 0.12346421 0.
 0.05003259 0.11557584 0.14485791 0.14457154 0.         0.
 0.10118561]",1.0729319437797664,1.0548081306375845,0.09181534763831985,0.13591340389608514,0.0925835556676396,0.12346420811255573,0.0,0.050032590285518895,0.11557583512970747,0.14485790830790418,0.14457154322928867,0.0,0.0,0.10118560773298055,0.0
45,2014-04-21,"[0.         0.09124323 0.1368714  0.09028311 0.12168721 0.
 0.05318529 0.11599069 0.14574521 0.14491044 0.         0.
 0.10008342]",1.0842337726796827,1.0649854011858098,0.09124323295118811,0.136871399594746,0.0902831100326337,0.12168720769436328,0.0,0.05318529358273136,0.11599069067211257,0.1457452097507287,0.14491043966498673,0.0,0.0,0.10008341605650964,0.0
46,2014-04-22,"[0.         0.         0.15146072 0.         0.11524087 0.055536
 0.11771397 0.14604488 0.15909244 0.1649886  0.         0.
 0.08992253]",1.0977135890691159,1.0721005847144942,0.0,0.15146071827256938,0.0,0.11524086754169796,0.0555360000333407,0.11771396714329668,0.14604488377140068,0.15909243817252317,0.16498859637345206,0.0,0.0,0.08992252869171938,0.0
47,2014-04-23,"[0.         0.         0.1360094  0.         0.09272546 0.08678509
 0.13045719 0.1420201  0.13991684 0.15308262 0.         0.05660428
 0.06239903]",1.1012067136872374,1.0776686282854404,0.0,0.1360094010887957,0.0,0.0927254553601175,0.08678508658236966,0.1304571905716206,0.14202009647058014,0.13991684140932564,0.1530826213422343,0.0,0.05660427838313608,0.06239902879182012,0.0
48,2014-04-24,"[0.05925832 0.         0.12394638 0.         0.08400252 0.09311495
 0.12678556 0.13414513 0.12555222 0.14165308 0.         0.05933515
 0.0522067 ]",1.097478902261483,1.0760122172086966,0.0,0.12394637643822404,0.0,0.08400251878107856,0.09311495151651701,0.12678555828007088,0.1341451279756975,0.12555222126846657,0.14165307836824728,0.0,0.05933514600349032,0.052206698944262546,0.059258322423945055
49,2014-04-25,"[0.         0.06919864 0.13577755 0.07777051 0.12418612 0.
 0.07679277 0.12567514 0.14429426 0.14713677 0.         0.
 0.09916824]",1.100384930170312,1.0782944979617535,0.06919864097125487,0.13577755378369577,0.07777051220362685,0.12418612285731932,0.0,0.07679276730798612,0.12567513663474172,0.14429425919441455,0.1471367666718351,0.0,0.0,0.09916824037512575,0.0
50,2014-04-28,"[0.         0.08726965 0.11821083 0.11489275 0.13357913 0.
 0.06185793 0.09913178 0.13685653 0.13632125 0.         0.
 0.11188015]",1.0760670199825388,1.060412087184411,0.08726964840204181,0.11821083362014521,0.11489274955534268,0.13357912923716994,0.0,0.06185792703615134,0.0991317844392771,0.136856526665662,0.1363212539820216,0.0,0.0,0.11188014706218839,0.0
51,2014-04-29,"[0.         0.11245603 0.12436306 0.13304095 0.13971017 0.
 0.         0.08819635 0.14083439 0.13997153 0.         0.
 0.12142752]",1.0716000140401467,1.0568525283916805,0.11245602665413079,0.12436305957721193,0.13304094657774176,0.13971017476725545,0.0,0.0,0.08819635320332167,0.140834386015439,0.13997153393422446,0.0,0.0,0.1214275192706749,0.0
52,2014-04-30,"[0.         0.04768037 0.10662904 0.08283015 0.13453614 0.05178358
 0.09603532 0.11498479 0.12563101 0.13515161 0.         0.
 0.10473799]",1.064601221778751,1.0508397782257657,0.047680373838457094,0.10662903907264765,0.08283014778250962,0.1345361434581952,0.051783576840571194,0.09603531645696443,0.11498479364482186,0.12563101090737708,0.1351516073341342,0.0,0.0,0.10473799066432182,0.0
53,2014-05-01,"[0.11042067 0.         0.09340107 0.         0.12362383 0.11534604
 0.12747651 0.13678265 0.08681084 0.13803109 0.         0.
 0.06810729]",1.0518526027101545,1.042709027307259,0.0,0.09340107324004163,0.0,0.12362383417622672,0.11534603924017826,0.1274765136126272,0.1367826546384385,0.08681084008687082,0.138031085598408,0.0,0.0,0.06810729104392409,0.11042066836328501
54,2014-05-02,"[0.11994603 0.         0.08561593 0.         0.11168808 0.11864654
 0.12432626 0.13213352 0.07408106 0.12985895 0.         0.04566522
 0.05803839]",1.0559087150157025,1.0475385147890222,0.0,0.08561593284499663,0.0,0.1116880757618285,0.11864654437479966,0.12432626422860318,0.13213352309509263,0.0740810613081682,0.12985895200796965,0.0,0.04566522296127964,0.05803839191658558,0.11994603150067634
55,2014-05-05,"[0.11712965 0.         0.09007195 0.         0.10652771 0.11698328
 0.12385127 0.13209482 0.07742863 0.12932443 0.         0.05297483
 0.05361342]",1.04529750481693,1.0404178453708495,0.0,0.0900719496224867,0.0,0.10652771254322274,0.1169832767079941,0.12385126757564358,0.13209482498693972,0.07742863231936009,0.12932443003396774,0.0,0.05297483071994698,0.05361342061487089,0.11712965487556738
56,2014-05-06,"[0.08121235 0.         0.09241435 0.04685111 0.12600128 0.09171115
 0.11761617 0.12733816 0.1003729  0.13109465 0.         0.
 0.08538788]",1.0640313856472996,1.0432211072740627,0.0,0.09241434994463181,0.046851114695912306,0.12600127676407208,0.09171115349984182,0.11761616738455587,0.12733816095631253,0.1003728989921999,0.1310946471170996,0.0,0.0,0.08538787860594513,0.08121235203942892
57,2014-05-07,"[0.04763692 0.         0.09722906 0.07118525 0.13356841 0.063708
 0.11240341 0.12479798 0.11565909 0.13381547 0.         0.
 0.09999641]",1.0720833486677084,1.0489751685071835,0.0,0.09722905879245608,0.07118525055870596,0.13356841190934107,0.06370799798641426,0.11240340641196352,0.12479798140794367,0.11565908619127933,0.13381546880269649,0.0,0.0,0.09999641306016985,0.047636924879029686
58,2014-05-08,"[0.         0.06546856 0.11447267 0.11108364 0.13709104 0.
 0.07941796 0.11260046 0.13395408 0.13692516 0.         0.
 0.10898643]",1.0710628286825452,1.0468624741126054,0.06546855550497187,0.11447267408860917,0.11108364130576144,0.13709103689435362,0.0,0.07941796289557883,0.11260045834970128,0.13395407954559374,0.13692516204380056,0.0,0.0,0.10898642937162947,0.0
59,2014-05-09,"[0.         0.11142577 0.12580425 0.13725687 0.14396069 0.
 0.         0.0715292  0.14386684 0.14372105 0.         0.
 0.12243534]",1.0723953940087534,1.0448656824068527,0.11142577269013658,0.12580424683293098,0.13725686540583457,0.14396068502590856,0.0,0.0,0.07152920078781837,0.14386683896394645,0.14372104554525744,0.0,0.0,0.12243534474816692,0.0
60,2014-05-12,"[0.         0.11231685 0.12805733 0.14032826 0.14470235 0.
 0.         0.06140094 0.14517739 0.144733   0.         0.
 0.12328388]",1.0530672120629543,1.031476382269779,0.11231684514231179,0.12805732528019992,0.14032825864527676,0.14470235275121146,0.0,0.0,0.061400938717977166,0.14517739448012362,0.14473300483808102,0.0,0.0,0.12328388014481838,0.0
61,2014-05-13,"[0.         0.10548414 0.12696567 0.1367116  0.14285006 0.
 0.         0.07954332 0.14355023 0.143141   0.         0.
 0.12175397]",1.0656754021536268,1.0319821294935168,0.10548413807200081,0.12696567288280436,0.1367116018191964,0.14285006240260256,0.0,0.0,0.07954331956457193,0.14355022684869798,0.14314100385223535,0.0,0.0,0.1217539745578907,0.0
62,2014-05-14,"[0.10029228 0.         0.08459561 0.         0.10847794 0.0706776
 0.13603834 0.11047024 0.12909443 0.15803629 0.         0.
 0.10231729]",1.0757165705330203,1.0390043945655991,0.0,0.08459560880664597,0.0,0.10847793505343249,0.07067759625572925,0.13603834191953998,0.11047023513444955,0.12909442586046663,0.15803628584305882,0.0,0.0,0.10231729372871325,0.10029227739796388
63,2014-05-15,"[0.09374984 0.         0.08716766 0.         0.11519147 0.0807344
 0.13946472 0.1236583  0.11521413 0.14825743 0.         0.
 0.09656205]",1.0568942469593128,1.0276010106588827,0.0,0.08716765955011507,0.0,0.11519147257468457,0.08073439844482837,0.13946471763386298,0.12365829865640475,0.11521412775394285,0.1482574330284124,0.0,0.0,0.09656204915095608,0.09374984320679305
64,2014-05-16,"[0.         0.         0.1099562  0.05947418 0.13194642 0.0644135
 0.12724806 0.10680866 0.14054336 0.14829996 0.         0.
 0.11130966]",1.0326411241803055,1.009298003645841,0.0,0.10995620195129734,0.05947417720865282,0.13194641541072483,0.06441349939672518,0.12724806120806453,0.10680865945958404,0.14054336488968883,0.14829995709870664,0.0,0.0,0.11130966337655579,0.0
65,2014-05-19,"[0.         0.         0.10996097 0.07269514 0.13697492 0.05069249
 0.12239969 0.10491646 0.14143253 0.14582369 0.         0.
 0.1151041 ]",1.025010454576101,1.0027101146998614,0.0,0.10996096756429757,0.07269513833425505,0.13697492471779463,0.05069249281370455,0.1223996888194936,0.10491646404374928,0.1414325309863624,0.14582369241066295,0.0,0.0,0.11510410030967984,0.0
66,2014-05-20,"[0.         0.         0.10814984 0.0568442  0.1360692  0.06476878
 0.12278968 0.11477513 0.1393687  0.14655756 0.         0.
 0.11067692]",1.027323019272655,1.004831794759896,0.0,0.10814983990710018,0.05684419821880766,0.1360691999708142,0.06476877636023866,0.12278967711896283,0.11477512873599016,0.13936869891495182,0.14655756003930095,0.0,0.0,0.11067692073383355,0.0
67,2014-05-21,"[0.0630752  0.         0.09041331 0.         0.12289339 0.07696495
 0.14513484 0.09863277 0.1378686  0.15261093 0.         0.
 0.11240601]",1.0459871642787075,1.0165779072992738,0.0,0.09041331406271978,0.0,0.12289338592819148,0.07696494812177591,0.1451348407277115,0.09863277230358977,0.13786860299122733,0.152610926306904,0.0,0.0,0.11240601291390977,0.06307519664397028
68,2014-05-22,"[0.         0.         0.11183654 0.06669087 0.14603913 0.
 0.1410903  0.10240159 0.148986   0.15655975 0.         0.
 0.12639583]",1.0506601779122864,1.0202223892988043,0.0,0.1118365391938484,0.06669086886894508,0.1460391257715416,0.0,0.1410903012347419,0.10240158945893596,0.14898600060166406,0.15655974538000614,0.0,0.0,0.12639582949031677,0.0
69,2014-05-23,"[0.         0.         0.11785672 0.08524903 0.1469289  0.
 0.13119893 0.0943124  0.14739921 0.15141689 0.         0.
 0.12563793]",1.0554067633074167,1.0233277374312948,0.0,0.11785671695396326,0.08524902615132077,0.14692890418614588,0.0,0.13119892624543103,0.09431239973433489,0.14739920829668515,0.15141688710106388,0.0,0.0,0.1256379313310553,0.0
70,2014-05-27,"[0.         0.         0.11708843 0.07926667 0.14666536 0.
 0.13530656 0.09531588 0.14765455 0.15282787 0.         0.
 0.12587468]",1.058184889576181,1.0267111926376218,0.0,0.11708843157931557,0.07926667286358087,0.14666535787277724,0.0,0.1353065556582029,0.09531588375290967,0.14765455414217699,0.15282786794527775,0.0,0.0,0.1258746761857591,0.0
