,Date,Weights,Profit,Base Profit,MRCY,HUBB,IIN,AVX,ATRI,CRY,MMM,TFX,SANM,CTS,FLEX,IEC,cash
0,2014-01-06,"[0.1002649  0.1384643  0.12862459 0.         0.         0.
 0.         0.         0.1710326  0.11321556 0.1130483  0.10742585
 0.1279239 ]",0.9999999999910026,0.9999999999917246,0.13846429639434782,0.12862459042888308,0.0,0.0,0.0,0.0,0.0,0.1710326026211073,0.11321556198348139,0.11304829553923326,0.10742585374644525,0.12792389635229334,0.10026490293420845
1,2014-01-07,"[0.         0.15474024 0.14260122 0.         0.         0.
 0.         0.         0.19803131 0.12375554 0.12341259 0.11655197
 0.14090713]",0.9989916481999122,1.004426900028431,0.15474024086423355,0.14260122352249438,0.0,0.0,0.0,0.0,0.0,0.19803130527813823,0.12375553640497004,0.12341259183517483,0.11655197050567093,0.14090713158931795,0.0
2,2014-01-08,"[0.         0.15477311 0.14209635 0.         0.         0.
 0.         0.         0.20029507 0.12354724 0.12264376 0.1153821
 0.14126237]",0.9992562138744293,1.0045794238114343,0.15477310709904227,0.14209634921757422,0.0,0.0,0.0,0.0,0.0,0.20029506739500302,0.12354724494931858,0.12264376457790276,0.11538209645145352,0.14126237030970562,0.0
3,2014-01-09,"[0.         0.15470436 0.14170834 0.         0.         0.
 0.         0.         0.20073028 0.12413627 0.12239896 0.11452106
 0.14180073]",1.0032189429999305,1.0041328308626292,0.1547043596802891,0.141708340470189,0.0,0.0,0.0,0.0,0.0,0.20073027977766394,0.12413627447485584,0.12239895530360106,0.11452106464535651,0.14180072564804463,0.0
4,2014-01-10,"[0.         0.15462534 0.14130383 0.         0.         0.
 0.         0.         0.20074337 0.1248346  0.12214549 0.11366913
 0.14267825]",1.0097926754717288,1.0034637162073108,0.15462533928113126,0.14130382784994927,0.0,0.0,0.0,0.0,0.0,0.20074336730805561,0.12483459529808162,0.12214548967121713,0.11366912603490478,0.14267825455666036,0.0
5,2014-01-13,"[0.         0.15462984 0.14086806 0.         0.         0.
 0.         0.         0.20047126 0.12559399 0.12170577 0.11261921
 0.14411187]",1.0146095863583502,1.006788316339743,0.15462983757612989,0.14086805606710184,0.0,0.0,0.0,0.0,0.0,0.2004712635750007,0.1255939924749858,0.12170577456852154,0.11261920606669017,0.14411186967157008,0.0
6,2014-01-14,"[0.         0.15428437 0.14047747 0.         0.         0.
 0.         0.         0.19986098 0.12679441 0.12075947 0.11083633
 0.14698696]",1.0054249216351767,1.004214186987951,0.1542843743804336,0.14047746595097632,0.0,0.0,0.0,0.0,0.0,0.19986098379886066,0.12679440699664662,0.12075947087258126,0.11083633379630115,0.14698696420420035,0.0
7,2014-01-15,"[0.         0.15247014 0.14091807 0.         0.         0.
 0.         0.         0.19658909 0.1283042  0.11757888 0.10667885
 0.15746077]",1.0012865406197735,0.9976138313548172,0.15247013794484637,0.14091807069288598,0.0,0.0,0.0,0.0,0.0,0.1965890876577568,0.1283042020551909,0.1175788807388528,0.10667884981624952,0.1574607710942176,0.0
8,2014-01-16,"[0.         0.13333183 0.12873792 0.         0.         0.
 0.         0.09638178 0.162787   0.11453349 0.10131976 0.09031397
 0.17259425]",1.0124117103415335,1.0082793656816016,0.133331826818058,0.1287379231281087,0.0,0.0,0.0,0.0,0.09638177922330628,0.16278700339117735,0.11453348693174807,0.10131975957684985,0.09031396618676074,0.17259425474399095,0.0
9,2014-01-17,"[0.         0.13091967 0.13640494 0.         0.         0.
 0.         0.12762537 0.13559253 0.10864429 0.08769299 0.08741573
 0.18570448]",1.023194573005279,1.0142909391662156,0.13091966648242462,0.13640494025758274,0.0,0.0,0.0,0.0,0.12762536872308905,0.13559253374142524,0.108644291178495,0.08769299224575249,0.0874157307837078,0.18570447658752312,0.0
