,Date,Weights,Profit,Base Profit,Volume,BKTI,MSI,VSAT,SCON,TRT,IVAC,VECO,ASYS,AAME,FFG,GL,CIA,cash
0,2014-01-06,"[0.08516532 0.12018386 0.10808267 0.08846573 0.0874953  0.
 0.         0.11315609 0.11136761 0.09392576 0.08718358 0.10497406
 0.        ]",0.9999999999908515,0.9999999999917251,0.9148346786734124,0.12018385731746795,0.10808267417739803,0.08846573221143973,0.08749530385238859,0.0,0.0,0.11315609420406145,0.11136761036388365,0.09392576497434318,0.08718357691502256,0.10497406465740731,0.0,0.08516532132658755
1,2014-01-07,"[0.         0.12353721 0.10916328 0.08765803 0.08682007 0.
 0.07703068 0.11596205 0.11347848 0.09373774 0.0862227  0.10638977
 0.        ]",1.009927065664966,1.0048023373828783,0.09042899688546194,0.12353720736417514,0.10916327930374102,0.08765803162989079,0.0868200690275278,0.0,0.07703068040258043,0.11596204933777486,0.11347847622292422,0.09373773631744127,0.08622270319848334,0.10638976719546109,0.0,0.0
2,2014-01-08,"[0.         0.12259181 0.10827334 0.0869144  0.08617686 0.
 0.08267356 0.11529543 0.11264664 0.09403714 0.08601016 0.10538067
 0.        ]",1.0321072939246008,1.0200827878834446,0.016973725236887532,0.12259181328134772,0.10827334307920722,0.0869143989537387,0.0861768567184799,0.0,0.08267355526535004,0.11529542541488708,0.11264663633331985,0.09403714220387634,0.08601015507312444,0.10538067367666872,0.0,0.0
3,2014-01-09,"[0.         0.12210768 0.10765931 0.08643466 0.08823844 0.
 0.08288458 0.11532958 0.11176812 0.09403351 0.0868377  0.10470642
 0.        ]",1.03787582134458,1.0204647668221443,0.04530144615579552,0.12210767627114794,0.10765930598884273,0.08643466290388561,0.08823843713003002,0.0,0.08288458137037762,0.1153295835400793,0.1117681248518525,0.09403351137942692,0.08683769926220322,0.10470641730215424,0.0,0.0
4,2014-01-10,"[0.         0.12130724 0.10745025 0.08611945 0.08549073 0.
 0.08356569 0.1162543  0.11287314 0.09478582 0.08794234 0.10421104
 0.        ]",1.0625386822530811,1.04113659906012,0.03125923107194869,0.12130724288401812,0.10745025342471583,0.08611944891024292,0.08549072904116399,0.0,0.08356568603485147,0.1162543031662101,0.11287314064128431,0.09478581604187704,0.08794233831105105,0.10421104154458516,0.0,0.0
5,2014-01-13,"[0.         0.12262705 0.10662979 0.08514013 0.08601915 0.
 0.08297432 0.11599771 0.11349159 0.09479495 0.08899361 0.1033317
 0.        ]",1.0667803971594543,1.0354902905874623,0.026117992519487456,0.1226270524706943,0.10662979028958805,0.08514012997846505,0.08601915073092116,0.0,0.08297431923341378,0.11599770599251465,0.11349159080136105,0.09479494745875874,0.08899361091323718,0.10333170213104623,0.0,0.0
6,2014-01-14,"[0.         0.12178835 0.10702174 0.0852192  0.08521011 0.
 0.08334935 0.11639221 0.11315194 0.09528941 0.08901405 0.10356366
 0.        ]",1.0576980012554331,1.0304022616945627,0.025294830394874,0.12178834826753994,0.10702174429838061,0.08521919672330472,0.08521010541374037,0.0,0.08334934677754657,0.11639220605087724,0.11315193614012689,0.09528940614255636,0.08901404544335811,0.10356366474256926,0.0,0.0
7,2014-01-15,"[0.         0.1221058  0.10721176 0.08552803 0.08587277 0.
 0.08336121 0.11604352 0.11235664 0.0952305  0.08849787 0.10379189
 0.        ]",1.0515614696305353,1.0235278907718899,0.006210099080557366,0.12210580313008289,0.10721176160108987,0.08552802931409285,0.08587276960044089,0.0,0.08336120962010768,0.11604351660312753,0.11235664031410726,0.09523050359491764,0.08849787128208274,0.10379189493995067,0.0,0.0
8,2014-01-16,"[0.         0.12294213 0.10727083 0.08538352 0.08570459 0.
 0.08337253 0.11544039 0.11194212 0.09566229 0.08855239 0.10372921
 0.        ]",1.0609967566617906,1.0360372778392726,0.01648040031671554,0.12294213446811635,0.10727082637637837,0.08538352376318979,0.08570458790118668,0.0,0.08337253102552081,0.11544039300184868,0.11194211788870578,0.0956622900179947,0.0885523865304088,0.10372920902665016,0.0,0.0
9,2014-01-17,"[0.         0.12218895 0.10695739 0.08505291 0.08606735 0.
 0.08348026 0.11574239 0.11228434 0.09558191 0.08931819 0.1033263
 0.        ]",1.078855796619116,1.0483739463424775,0.008622801345425228,0.12218894883242033,0.10695739245814787,0.08505291111953611,0.0860673538865468,0.0,0.08348026311900211,0.11574238666733094,0.11228433585701543,0.09558191298902423,0.08931819056971321,0.10332630450126297,0.0,0.0
10,2014-01-21,"[0.         0.12189537 0.10642889 0.08489538 0.08646999 0.
 0.08306297 0.11591927 0.11282464 0.09560013 0.08981319 0.10309016
 0.        ]",1.0825793629247396,1.046237098763207,0.018821610982467065,0.12189537391417622,0.10642889101918494,0.0848953776187263,0.08646998716751012,0.0,0.08306297443337989,0.11591927073566488,0.11282464209384736,0.09560012772544599,0.08981319206834906,0.10309016322371536,0.0,0.0
11,2014-01-22,"[0.         0.12197068 0.10707001 0.0851327  0.08611798 0.
 0.08315073 0.11544252 0.11235233 0.09627019 0.08924938 0.10324349
 0.        ]",1.0847686660302656,1.0465843586546808,0.018244459383862086,0.12197068460179494,0.10707000655243963,0.08513269510516662,0.08611797749219945,0.0,0.08315073023732282,0.11544251576852632,0.11235232692639165,0.09627018761741085,0.08924938312454488,0.10324349257420282,0.0,0.0
