,Date,Weights,Profit,Base Profit,TTNP,NBIX,BCRX,TECH,JKHY,STRM,UIS,EBIX,FMC,OLN,BCPC,GRA,cash
15,2014-01-28,"[0.         0.         0.         0.11292009 0.20271214 0.
 0.         0.         0.10960895 0.         0.23950484 0.09825716
 0.23699683]",0.9882652865081296,1.0774620509197965,0.0,0.0,0.11292008576309027,0.20271213676484856,0.0,0.0,0.0,0.10960894961519523,0.0,0.23950484149862017,0.09825716032270364,0.2369968260355421,0.0
16,2014-01-29,"[0.         0.         0.         0.11279964 0.2025577  0.
 0.         0.         0.1097505  0.         0.23949169 0.09789189
 0.23750858]",0.9585261950139653,1.0454704158608297,0.0,0.0,0.11279963887345533,0.20255769987926442,0.0,0.0,0.0,0.10975049864419174,0.0,0.2394916931812002,0.09789189295414905,0.23750857646773924,0.0
17,2014-01-30,"[0.         0.         0.         0.11308248 0.20327809 0.
 0.         0.         0.10990562 0.         0.23920526 0.09773334
 0.23679523]",0.9701572101428306,1.045345596836851,0.0,0.0,0.11308247523423212,0.2032780884067295,0.0,0.0,0.0,0.10990561544410409,0.0,0.23920525609684437,0.09773333657507265,0.23679522824301716,0.0
18,2014-01-31,"[0.         0.         0.         0.11319426 0.20377129 0.
 0.         0.         0.11004725 0.         0.23898118 0.0976088
 0.23639722]",0.9808611648650449,1.0468620631356953,0.0,0.0,0.11319425914012354,0.203771290088655,0.0,0.0,0.0,0.11004724889301119,0.0,0.23898118006459834,0.09760879855361772,0.23639722325999435,0.0
19,2014-02-03,"[0.         0.         0.         0.11320873 0.20380078 0.
 0.         0.         0.11000519 0.         0.23896795 0.09772335
 0.236294  ]",0.9741068471092935,1.0484521170080359,0.0,0.0,0.11320873360260493,0.20380078007834382,0.0,0.0,0.0,0.11000518871424861,0.0,0.23896794621275877,0.09772334753303082,0.23629400385901322,0.0
20,2014-02-04,"[0.         0.         0.         0.11291228 0.20327727 0.
 0.         0.         0.1098188  0.         0.23892189 0.09810203
 0.23696772]",0.9816598437024681,1.0539124660912593,0.0,0.0,0.1129122831831726,0.20327726801319443,0.0,0.0,0.0,0.10981880371528552,0.0,0.23892189241056802,0.09810203371602012,0.23696771896175917,0.0
21,2014-02-05,"[0.         0.         0.         0.1130041  0.20357746 0.
 0.         0.         0.10993098 0.         0.23885345 0.09771967
 0.23691434]",0.9537526768012897,1.0341761016255615,0.0,0.0,0.11300409560411252,0.20357746478569572,0.0,0.0,0.0,0.10993097992135736,0.0,0.2388534532729574,0.09771966877217733,0.23691433764369965,0.0
22,2014-02-06,"[0.         0.         0.         0.11323921 0.20413901 0.
 0.         0.         0.11019726 0.         0.23871817 0.0974299
 0.23627645]",0.9401429322781735,1.02815253975122,0.0,0.0,0.11323920663608075,0.20413901499822176,0.0,0.0,0.0,0.11019725566660726,0.0,0.23871817181526606,0.09742990144307694,0.23627644944074716,0.0
23,2014-02-07,"[0.         0.         0.         0.11329226 0.20430936 0.
 0.         0.         0.11031063 0.         0.23872883 0.09721853
 0.2361404 ]",0.9524497091550085,1.0309305643206337,0.0,0.0,0.11329226386091551,0.20430935642657957,0.0,0.0,0.0,0.11031063189338389,0.0,0.23872882679430757,0.09721852545932082,0.2361403955654926,0.0
24,2014-02-10,"[0.         0.         0.         0.11366115 0.20520915 0.
 0.         0.         0.11071031 0.         0.23834568 0.09689823
 0.23517548]",0.9565802445148112,1.028251753822201,0.0,0.0,0.11366114831408668,0.20520914897624157,0.0,0.0,0.0,0.1107103141471752,0.0,0.23834567786567265,0.09689823425464102,0.2351754764421829,0.0
25,2014-02-11,"[0.         0.         0.         0.11370203 0.20543341 0.
 0.         0.         0.1106512  0.         0.23824959 0.09705218
 0.23491159]",0.9708712836065746,1.0431235212280134,0.0,0.0,0.1137020266750482,0.2054334062928452,0.0,0.0,0.0,0.11065120135286542,0.0,0.23824959493874456,0.09705218283233355,0.23491158790816308,0.0
26,2014-02-12,"[0.         0.         0.         0.11381875 0.20590099 0.
 0.         0.         0.11067956 0.         0.23794801 0.09720736
 0.23444534]",0.9817880421299151,1.0491541735537488,0.0,0.0,0.11381874637016569,0.20590098727362702,0.0,0.0,0.0,0.11067955881031472,0.0,0.23794800973619235,0.0972073551483854,0.2344453426613149,0.0
27,2014-02-13,"[0.         0.         0.         0.1138494  0.20596989 0.
 0.         0.         0.11072121 0.         0.23793566 0.09716443
 0.2343594 ]",0.988017185539043,1.0547237368360358,0.0,0.0,0.11384939650983822,0.20596989488079673,0.0,0.0,0.0,0.1107212125492849,0.0,0.23793566137591482,0.09716443356289461,0.23435940112127068,0.0
28,2014-02-14,"[0.         0.         0.         0.11387539 0.20605064 0.
 0.         0.         0.11070551 0.         0.23799611 0.09706002
 0.23431233]",0.9752411722471425,1.0442823916518646,0.0,0.0,0.1138753879209669,0.20605064386388816,0.0,0.0,0.0,0.11070550587484439,0.0,0.23799611085855701,0.09706001865415607,0.23431233282758746,0.0
29,2014-02-18,"[0.         0.         0.         0.11405331 0.20637497 0.
 0.         0.         0.11083479 0.         0.23784539 0.09700959
 0.23388195]",0.9873329074948511,1.0573667654255863,0.0,0.0,0.11405331406414554,0.20637497290607992,0.0,0.0,0.0,0.11083478942454995,0.0,0.2378453853415461,0.09700958587985176,0.23388195238382684,0.0
30,2014-02-19,"[0.         0.         0.         0.11392548 0.20675913 0.
 0.         0.         0.11130777 0.         0.23688025 0.0974756
 0.23365176]",0.9929705263286621,1.0583386541803963,0.0,0.0,0.11392548020813557,0.20675913499999368,0.0,0.0,0.0,0.11130777425586748,0.0,0.23688024716013692,0.0974756017965636,0.2336517615793027,0.0
31,2014-02-20,"[0.         0.         0.         0.11385495 0.20677142 0.
 0.         0.         0.11113249 0.         0.23665062 0.09786854
 0.23372199]",1.004745857692085,1.0676852920129376,0.0,0.0,0.11385494842424176,0.2067714197233434,0.0,0.0,0.0,0.1111324906331309,0.0,0.23665061570769022,0.09786853943257393,0.23372198607901973,0.0
32,2014-02-21,"[0.         0.         0.         0.11407736 0.20724358 0.
 0.         0.         0.11136488 0.         0.2363991  0.09760906
 0.23330603]",1.0185708960520938,1.0751988469396918,0.0,0.0,0.11407736110608435,0.2072435787772112,0.0,0.0,0.0,0.11136487802318146,0.0,0.2363990955872616,0.09760905688585861,0.23330602962040264,0.0
33,2014-02-24,"[0.         0.         0.         0.11416243 0.20757655 0.
 0.         0.         0.11134861 0.         0.23614089 0.09783677
 0.23293475]",1.0372499822817158,1.0950705086896375,0.0,0.0,0.11416243240361697,0.20757654955290705,0.0,0.0,0.0,0.1113486099084374,0.0,0.23614089323033954,0.0978367665668818,0.23293474833781727,0.0
34,2014-02-25,"[0.         0.         0.         0.11427666 0.20783305 0.
 0.         0.         0.1114177  0.         0.2359809  0.09798646
 0.23250524]",1.0234305075811017,1.0939943784258506,0.0,0.0,0.11427665591452305,0.20783304639273498,0.0,0.0,0.0,0.11141769556312667,0.0,0.23598090130237773,0.09798646033236208,0.2325052404948755,0.0
35,2014-02-26,"[0.         0.         0.         0.11417601 0.20770399 0.
 0.         0.         0.11138934 0.         0.23607862 0.09792593
 0.23272611]",1.0326937365490538,1.09101382998425,0.0,0.0,0.11417601154804603,0.20770399443699492,0.0,0.0,0.0,0.1113893445290318,0.0,0.23607861511606057,0.09792592675010962,0.23272610761975707,0.0
36,2014-02-27,"[0.         0.         0.         0.11420652 0.20778486 0.
 0.         0.         0.11136274 0.         0.23590573 0.09819885
 0.2325413 ]",1.0347690538234118,1.0999947696917545,0.0,0.0,0.11420652125504988,0.20778485793126114,0.0,0.0,0.0,0.11136274015678219,0.0,0.23590572635196216,0.09819885176251543,0.23254130254242913,0.0
37,2014-02-28,"[0.         0.         0.         0.11465091 0.208461   0.
 0.         0.         0.11204544 0.         0.23551082 0.09771602
 0.23161581]",1.0247486709139098,1.095690915890355,0.0,0.0,0.1146509135993444,0.20846099608353824,0.0,0.0,0.0,0.1120454406433847,0.0,0.2355108239243161,0.09771601958424313,0.23161580616517333,0.0
38,2014-03-03,"[0.         0.         0.         0.11475717 0.20875828 0.
 0.         0.         0.11228748 0.         0.23523312 0.09766505
 0.2312989 ]",1.0325407888070424,1.099731582874011,0.0,0.0,0.11475716636936015,0.20875828474753025,0.0,0.0,0.0,0.11228748243546975,0.0,0.23523311554774928,0.09766504871236174,0.23129890218752902,0.0
39,2014-03-04,"[0.         0.         0.         0.11498924 0.20913304 0.
 0.         0.         0.11261509 0.         0.23504624 0.09746925
 0.23074715]",1.024573457448898,1.0834849715857204,0.0,0.0,0.11498923552243746,0.20913304481992348,0.0,0.0,0.0,0.11261508505020221,0.0,0.2350462393411097,0.09746924767016821,0.23074714759615902,0.0
40,2014-03-05,"[0.         0.         0.         0.11514227 0.20947329 0.
 0.         0.         0.11271663 0.         0.23485976 0.09750066
 0.23030739]",1.0460719611675002,1.0950847583361099,0.0,0.0,0.11514226794769916,0.20947328649908714,0.0,0.0,0.0,0.11271663043643346,0.0,0.23485976146093485,0.09750066242571614,0.23030739123012925,0.0
41,2014-03-06,"[0.         0.         0.         0.11485294 0.20903947 0.
 0.         0.         0.1122882  0.         0.23503019 0.09780953
 0.23097966]",1.064676902002408,1.1126951003280758,0.0,0.0,0.1148529441999056,0.20903947340161808,0.0,0.0,0.0,0.11228820045879738,0.0,0.2350301872386239,0.09780953217059245,0.23097966253046265,0.0
42,2014-03-07,"[0.         0.         0.         0.11471388 0.20868133 0.
 0.         0.         0.11213468 0.         0.23521655 0.09790074
 0.23135281]",1.0628994178296507,1.1107924129925375,0.0,0.0,0.11471388237123728,0.20868133323160507,0.0,0.0,0.0,0.11213468228665181,0.0,0.23521655083372192,0.09790074367775634,0.23135280759902754,0.0
43,2014-03-10,"[0.         0.         0.         0.11448449 0.20801059 0.
 0.         0.         0.11205859 0.         0.23569435 0.09771453
 0.23203745]",1.0656657409679016,1.112037790558555,0.0,0.0,0.11448448816439825,0.208010590174978,0.0,0.0,0.0,0.1120585925857556,0.0,0.23569434798913988,0.09771452703997159,0.23203745404575674,0.0
44,2014-03-11,"[0.         0.         0.         0.11426994 0.20738301 0.
 0.         0.         0.11193475 0.         0.23619664 0.09749289
 0.23272278]",1.0609340207639424,1.1153229308168964,0.0,0.0,0.11426993647747008,0.20738301143322652,0.0,0.0,0.0,0.11193474754918005,0.0,0.23619663878519903,0.09749288987520471,0.23272277587971968,0.0
45,2014-03-12,"[0.         0.         0.         0.11510002 0.20862933 0.
 0.         0.         0.11296204 0.         0.2353489  0.09709204
 0.23086768]",1.0640334819766222,1.1118197749872512,0.0,0.0,0.11510001534154105,0.2086293297123691,0.0,0.0,0.0,0.11296203587647252,0.0,0.23534889781148766,0.09709203631384762,0.230867684944282,0.0
46,2014-03-13,"[0.         0.         0.         0.11498019 0.20847163 0.
 0.         0.         0.11273627 0.         0.23571243 0.09689132
 0.23120817]",1.0417317959238428,1.0906163713296058,0.0,0.0,0.11498018573469745,0.2084716308053954,0.0,0.0,0.0,0.11273626936248968,0.0,0.23571243246678666,0.0968913156952628,0.231208165935368,0.0
47,2014-03-14,"[0.         0.         0.         0.1148703  0.20829233 0.
 0.         0.         0.11242268 0.         0.23586613 0.09700894
 0.23153963]",1.053645293227928,1.095942325709693,0.0,0.0,0.1148702988656105,0.2082923275164518,0.0,0.0,0.0,0.11242267549988964,0.0,0.23586612582405098,0.09700894025037736,0.23153963204361963,0.0
48,2014-03-17,"[0.         0.         0.         0.11467782 0.20793829 0.
 0.         0.         0.11229892 0.         0.23610714 0.09694823
 0.2320296 ]",1.0394813979345032,1.079918283115421,0.0,0.0,0.11467781728143152,0.2079382891014283,0.0,0.0,0.0,0.11229891858009525,0.0,0.2361071441793897,0.09694822787471012,0.23202960298294492,0.0
49,2014-03-18,"[0.         0.         0.         0.11444873 0.20744331 0.
 0.         0.         0.11192521 0.         0.23642848 0.09702323
 0.23273104]",1.046552555291327,1.0860179070754883,0.0,0.0,0.11444873180244443,0.20744330897021904,0.0,0.0,0.0,0.11192520625911838,0.0,0.23642848215242798,0.09702323254739952,0.23273103826839053,0.0
50,2014-03-19,"[0.         0.         0.         0.1145184  0.20749829 0.
 0.         0.         0.11195791 0.         0.23639123 0.09695573
 0.23267844]",1.0467147684121632,1.0795378318947657,0.0,0.0,0.11451839837901269,0.20749829478677426,0.0,0.0,0.0,0.11195790681145672,0.0,0.23639122517466338,0.09695573308651904,0.2326784417615741,0.0
51,2014-03-20,"[0.         0.         0.         0.11436003 0.20734819 0.
 0.         0.         0.11171406 0.         0.236377   0.09725474
 0.23294597]",1.0654525588390809,1.0970558913924184,0.0,0.0,0.11436002556349827,0.20734819271526267,0.0,0.0,0.0,0.11171406175890519,0.0,0.2363770027231915,0.09725474382748761,0.23294597341165468,0.0
52,2014-03-21,"[0.         0.         0.         0.11417409 0.20692286 0.
 0.         0.         0.11155202 0.         0.23661573 0.09730589
 0.2334294 ]",1.053314252277169,1.0898875812182056,0.0,0.0,0.11417409265458262,0.20692286155315273,0.0,0.0,0.0,0.11155202051031055,0.0,0.236615729009895,0.0973058931238269,0.2334294031482323,0.0
53,2014-03-24,"[0.         0.         0.         0.11435563 0.20725516 0.
 0.         0.         0.11179063 0.         0.23642706 0.09711518
 0.23305634]",1.0558625156196366,1.0892218413926023,0.0,0.0,0.11435562856775974,0.20725516021762175,0.0,0.0,0.0,0.11179063130782481,0.0,0.23642705931158822,0.09711518021878889,0.23305634037641654,0.0
54,2014-03-25,"[0.         0.         0.         0.1142296  0.20705863 0.
 0.         0.         0.1117385  0.         0.23657305 0.09703401
 0.23336622]",1.0430241551330182,1.0752519953824569,0.0,0.0,0.11422960115718082,0.2070586321478595,0.0,0.0,0.0,0.11173849540187263,0.0,0.23657304537152596,0.09703400800902844,0.23336621791253256,0.0
55,2014-03-26,"[0.         0.         0.         0.11418004 0.20689515 0.
 0.         0.         0.11171852 0.         0.23669589 0.09688431
 0.23362609]",1.0369902245637364,1.0667262205822823,0.0,0.0,0.11418004138333007,0.20689514676429002,0.0,0.0,0.0,0.11171852433820754,0.0,0.23669588959889523,0.096884310361352,0.2336260875539252,0.0
56,2014-03-27,"[0.         0.         0.         0.11419961 0.20698726 0.
 0.         0.         0.11172965 0.         0.2366568  0.09685691
 0.23356977]",1.0379875982576232,1.0630751710961377,0.0,0.0,0.11419960850319213,0.20698725609954674,0.0,0.0,0.0,0.1117296506142985,0.0,0.23665680382962268,0.09685691067475077,0.23356977027858913,0.0
57,2014-03-28,"[0.         0.         0.         0.11415433 0.20697221 0.
 0.         0.         0.11162829 0.         0.23670985 0.09692443
 0.23361088]",1.0182519078678345,1.0430531888514973,0.0,0.0,0.11415433239163061,0.2069722070383554,0.0,0.0,0.0,0.11162829408001156,0.0,0.236709848811689,0.09692443287671948,0.23361088480159387,0.0
58,2014-03-31,"[0.         0.         0.         0.11444415 0.20741521 0.
 0.         0.         0.11186416 0.         0.23652288 0.09681166
 0.23294193]",1.017050959437962,1.0431263187792452,0.0,0.0,0.11444415441169367,0.207415211506683,0.0,0.0,0.0,0.11186416342906634,0.0,0.23652288098886234,0.09681165779099601,0.23294193187269857,0.0
59,2014-04-01,"[0.         0.         0.         0.11445426 0.20751911 0.
 0.         0.         0.11190935 0.         0.23652777 0.09671533
 0.23287418]",1.0155434752085573,1.0370963987142605,0.0,0.0,0.11445426428030814,0.20751911056769637,0.0,0.0,0.0,0.11190935130120035,0.0,0.23652777030294195,0.09671532556130139,0.23287417798655172,0.0
60,2014-04-02,"[0.         0.13799877 0.         0.         0.         0.
 0.12194163 0.         0.         0.09426737 0.23476626 0.14883037
 0.2621956 ]",1.0390788916744547,1.0584637589551866,0.13799877263651675,0.0,0.0,0.0,0.0,0.12194162830293612,0.0,0.0,0.09426737070648568,0.23476626368805728,0.14883036588216858,0.26219559878383547,0.0
61,2014-04-03,"[0.         0.13945677 0.         0.         0.         0.
 0.1305142  0.         0.         0.10362163 0.22032905 0.14659114
 0.25948721]",1.0660164266000398,1.0773610522765615,0.1394567724713137,0.0,0.0,0.0,0.0,0.13051419850317886,0.0,0.0,0.10362163485573617,0.22032904864199607,0.14659113855648354,0.2594872069712917,0.0
62,2014-04-04,"[0.         0.14016662 0.         0.         0.         0.
 0.13185575 0.         0.         0.10471318 0.21768345 0.14655229
 0.25902871]",1.0696733197653243,1.0694680001877925,0.1401666157152392,0.0,0.0,0.0,0.0,0.13185575313876338,0.0,0.0,0.10471317840041187,0.21768344926237548,0.14655229447384668,0.25902870900936337,0.0
63,2014-04-07,"[0.         0.14059311 0.         0.         0.         0.
 0.13210115 0.         0.         0.10493319 0.21734839 0.14652694
 0.25849722]",1.0718628860970316,1.063469027027383,0.1405931139989295,0.0,0.0,0.0,0.0,0.13210114926243136,0.0,0.0,0.10493318726107788,0.21734839114971197,0.1465269404079455,0.2584972179199038,0.0
64,2014-04-08,"[0.         0.14042269 0.         0.         0.         0.
 0.13205202 0.         0.         0.10539031 0.21743969 0.146291
 0.25840429]",1.048451186081884,1.0284706453184465,0.14042268921238704,0.0,0.0,0.0,0.0,0.13205201927574528,0.0,0.0,0.10539030558494876,0.21743969478905065,0.14629100015760702,0.25840429098026124,0.0
65,2014-04-09,"[0.         0.13989288 0.         0.         0.         0.
 0.13181797 0.         0.         0.10593715 0.21750889 0.14607036
 0.25877275]",1.0340107775248786,1.0216692191416266,0.13989287749533683,0.0,0.0,0.0,0.0,0.13181796655965114,0.0,0.0,0.10593715226822992,0.2175088922730086,0.1460703644857773,0.2587727469179962,0.0
66,2014-04-10,"[0.         0.1395544  0.         0.         0.         0.
 0.1309296  0.         0.         0.10672323 0.21770352 0.14577419
 0.25931506]",1.051412461262506,1.0349732383465964,0.1395543987790365,0.0,0.0,0.0,0.0,0.1309296042565503,0.0,0.0,0.10672323044498894,0.21770351996297568,0.14577418804598133,0.2593150585104672,0.0
67,2014-04-11,"[0.         0.13994064 0.         0.         0.         0.
 0.12936174 0.         0.         0.10723617 0.21806528 0.14544121
 0.25995498]",1.0638860065083675,1.0476370357191382,0.13994063666466416,0.0,0.0,0.0,0.0,0.12936173852136032,0.0,0.0,0.10723616699524123,0.2180652755849413,0.14544120552196024,0.2599549767118327,0.0
68,2014-04-14,"[0.         0.14118916 0.         0.         0.         0.
 0.12755154 0.         0.         0.10727334 0.21884001 0.14504808
 0.26009787]",1.0497122675635746,1.0189719254019545,0.1411891583717186,0.0,0.0,0.0,0.0,0.12755154006333094,0.0,0.0,0.10727334487418314,0.21884001017362326,0.1450480762950002,0.26009787022214387,0.0
69,2014-04-15,"[0.         0.14315864 0.         0.         0.         0.
 0.12595474 0.         0.         0.10752718 0.22073828 0.14472403
 0.25789713]",1.0471806673772561,1.017275013017354,0.14315863530931222,0.0,0.0,0.0,0.0,0.1259547379598476,0.0,0.0,0.10752717542498332,0.22073828442999996,0.14472403488308652,0.2578971319927704,0.0
70,2014-04-16,"[0.         0.14716157 0.         0.         0.         0.
 0.12779413 0.         0.         0.10566988 0.2201209  0.14590551
 0.253348  ]",1.0426695229361762,1.004027962945636,0.14716157359832707,0.0,0.0,0.0,0.0,0.12779413429409064,0.0,0.0,0.10566988077125256,0.22012090233038603,0.1459055075037918,0.2533480015021519,0.0
71,2014-04-17,"[0.         0.14396401 0.         0.         0.         0.
 0.13192223 0.         0.         0.10871603 0.21477844 0.14568147
 0.25493783]",1.0494579878879706,1.012341546063236,0.14396401141240314,0.0,0.0,0.0,0.0,0.13192222956468752,0.0,0.0,0.10871602607484687,0.2147784387263866,0.14568146748602084,0.2549378267356549,0.0
72,2014-04-21,"[0.         0.1364767  0.         0.         0.         0.10957354
 0.10392989 0.         0.06452417 0.11598429 0.18883455 0.10141171
 0.17926515]",1.0606837845662926,1.0198121519849397,0.1364767002161057,0.0,0.0,0.0,0.10957354261683133,0.10392988691658954,0.0,0.06452416769486413,0.11598428861027564,0.1888345519394734,0.10141171151543034,0.17926515049042982,0.0
73,2014-04-22,"[0.         0.15260701 0.         0.         0.         0.12694503
 0.10802747 0.         0.         0.11330797 0.19791271 0.10964986
 0.19154995]",1.0661320100406095,1.0228468887576538,0.15260700596272345,0.0,0.0,0.0,0.12694502644641228,0.10802747482947095,0.0,0.0,0.1133079721135828,0.19791271161180976,0.10964985781957004,0.1915499512164306,0.0
74,2014-04-23,"[0.         0.15661558 0.         0.         0.         0.12191077
 0.10630701 0.         0.         0.10487904 0.1974831  0.11498957
 0.19781493]",1.06390246422918,1.030948269894986,0.15661557887580352,0.0,0.0,0.0,0.12191076894763414,0.10630700718829107,0.0,0.0,0.10487903996031678,0.19748310319372533,0.11498957371986362,0.1978149281143656,0.0
75,2014-04-24,"[0.         0.1559449  0.         0.         0.         0.11705725
 0.10497825 0.         0.         0.1016685  0.19745751 0.12008061
 0.20281298]",1.0600594318855476,1.0305924770556658,0.1559449001408872,0.0,0.0,0.0,0.1170572464396411,0.10497825305826287,0.0,0.0,0.10166849969843979,0.19745751390584465,0.12008060867163628,0.20281297808528811,0.0
76,2014-04-25,"[0.         0.15440021 0.         0.         0.         0.11236474
 0.10457362 0.         0.         0.10028526 0.19775776 0.12385571
 0.20676269]",1.0464661882391024,1.0153660559371387,0.1544002137126173,0.0,0.0,0.0,0.11236473898793364,0.10457362117016525,0.0,0.0,0.10028526195476663,0.19775775929032036,0.12385571040107826,0.20676269448311857,0.0
77,2014-04-28,"[0.         0.15260578 0.         0.         0.         0.10762134
 0.10495019 0.         0.         0.09945956 0.19816579 0.12685353
 0.2103438 ]",1.038348431025503,1.0036354191655794,0.15260578100885566,0.0,0.0,0.0,0.10762134113569986,0.10495019208721504,0.0,0.0,0.09945955840418268,0.19816579357110675,0.12685353252685877,0.2103438012660812,0.0
78,2014-04-29,"[0.         0.15150845 0.         0.         0.         0.1036782
 0.10594892 0.         0.         0.0981277  0.19846399 0.12883211
 0.21344063]",1.0325966148240473,0.9947817935229535,0.15150844951956283,0.0,0.0,0.0,0.10367820461589818,0.10594891513469493,0.0,0.0,0.09812770437869475,0.19846398556282202,0.1288321138842055,0.2134406269041217,0.0
79,2014-04-30,"[0.         0.15038526 0.         0.         0.         0.1003573
 0.10687503 0.         0.         0.09744887 0.19870862 0.13039256
 0.21583237]",1.0249729008240853,0.9908132260664749,0.15038525786525112,0.0,0.0,0.0,0.10035730188246292,0.10687503134127121,0.0,0.0,0.0974488674665527,0.1987086208965608,0.1303925554274814,0.2158323651204197,0.0
