,Date,Weights,Profit,Base Profit,Volume,SPAR,OSK,F,PCAR,CTS,SANM,IEC,FLEX,FLS,IEX,ITT,GGG,cash
0,2014-01-06,"[0.         0.0832716  0.07994108 0.08326656 0.08150137 0.08756035
 0.08144011 0.09164241 0.08521071 0.08317266 0.07843482 0.07991306
 0.08464525]",0.9997999851047993,0.9998000000000002,0.9999999850988388,0.08327160030603409,0.07994107902050018,0.08326655626296997,0.08150137215852737,0.08756034821271896,0.08144011348485947,0.09164240956306458,0.08521071076393127,0.08317266404628754,0.07843482494354248,0.07991305738687515,0.08464524894952774,0.0
1,2014-01-07,"[0.         0.08407855 0.07910137 0.08339881 0.08097827 0.08776149
 0.08133623 0.09028554 0.08641401 0.08299419 0.07887924 0.07954947
 0.0852228 ]",1.0065198274248346,1.0068206826775792,0.006729902970698552,0.08407855033874512,0.07910136878490448,0.08339881151914597,0.08097827434539795,0.08776149153709412,0.08133623003959656,0.0902855396270752,0.08641400933265686,0.08299418538808823,0.07887924462556839,0.07954946905374527,0.08522280305624008,0.0
2,2014-01-08,"[0.         0.08458843 0.07872376 0.08357823 0.08092948 0.0875976
 0.08137009 0.09010094 0.086605   0.08266028 0.07885829 0.07962219
 0.08536571]",1.0021562508287147,1.0019278835533254,0.009064870267777528,0.0845884308218956,0.07872375845909119,0.08357822895050049,0.0809294804930687,0.08759760111570358,0.08137008547782898,0.09010093659162521,0.086605004966259,0.08266028016805649,0.07885829359292984,0.07962218672037125,0.08536570519208908,0.0
3,2014-01-09,"[0.         0.08524292 0.07829048 0.08383058 0.08071205 0.08757082
 0.08132909 0.09008051 0.08687577 0.08240667 0.07860249 0.07953668
 0.08552191]",1.0037161458609005,1.0035935567271153,0.00849393786138306,0.08524291962385178,0.07829047739505768,0.0838305801153183,0.08071205019950867,0.08757082372903824,0.0813290923833847,0.09008050709962845,0.08687576651573181,0.0824066698551178,0.07860248535871506,0.07953667640686035,0.08552190661430359,0.0
4,2014-01-10,"[0.         0.0860365  0.07774458 0.0840755  0.08029945 0.08777071
 0.08128087 0.0902367  0.08725155 0.08212327 0.07823214 0.07930869
 0.08564005]",1.0069463437351716,1.0070564696457673,0.007945335023778715,0.08603649586439133,0.07774458080530167,0.08407550305128098,0.08029945194721222,0.08777070790529251,0.08128087222576141,0.09023670107126236,0.08725155144929886,0.0821232721209526,0.07823213934898376,0.07930868864059448,0.08564005047082901,0.0
5,2014-01-13,"[0.         0.09443564 0.         0.09141629 0.08643698 0.09547368
 0.08791082 0.09806132 0.09502321 0.08854683 0.08419599 0.08557241
 0.09292682]",1.0079111836886,1.0090340272978087,0.15778793356319676,0.09443563967943192,0.0,0.09141629189252853,0.08643697947263718,0.09547368437051773,0.08791081607341766,0.09806131571531296,0.09502321481704712,0.08854683488607407,0.08419598639011383,0.08557241410017014,0.09292681515216827,0.0
6,2014-01-14,"[0.         0.10445952 0.         0.1001741  0.09348899 0.10488809
 0.0955541  0.10756427 0.10368992 0.09608842 0.         0.09302432
 0.10106823]",1.0012053630119242,1.0066610931631508,0.16930236457337744,0.10445952415466309,0.0,0.10017409920692444,0.09348899126052856,0.10488808900117874,0.09555409848690033,0.10756427049636841,0.10368991643190384,0.09608842432498932,0.0,0.09302432090044022,0.10106822848320007,0.0
7,2014-01-15,"[0.         0.10719415 0.         0.10028929 0.09316199 0.10517843
 0.09514286 0.10810368 0.10228066 0.09564496 0.         0.09238733
 0.10061669]",0.9914467931085685,0.9970586727706297,0.01728208649987319,0.10719414800405502,0.0,0.10028929263353348,0.09316198527812958,0.10517843067646027,0.09514285624027252,0.1081036776304245,0.10228066146373749,0.09564495831727982,0.0,0.09238733351230621,0.1006166860461235,0.0
8,2014-01-16,"[0.         0.13870162 0.         0.12213332 0.11629093 0.1268338
 0.         0.13621546 0.11784803 0.12134495 0.         0.
 0.12063186]",1.0025434811970597,1.0089783878197294,0.37055407627810055,0.13870161771774292,0.0,0.12213332206010818,0.11629093438386917,0.12683379650115967,0.0,0.1362154632806778,0.11784803122282028,0.12134494632482529,0.0,0.0,0.1206318587064743,0.0
9,2014-01-17,"[0.         0.20065223 0.         0.17658883 0.         0.14254433
 0.         0.17607073 0.15823983 0.         0.         0.
 0.14590408]",1.0098048161844253,1.015908219569792,0.47383715961728884,0.20065222680568695,0.0,0.17658883333206177,0.0,0.14254432916641235,0.0,0.17607073485851288,0.15823982656002045,0.0,0.0,0.0,0.145904079079628,0.0
10,2014-01-21,"[0.07881726 0.07298771 0.0727808  0.07514337 0.08211982 0.07768801
 0.07719558 0.07825429 0.08048309 0.07592667 0.07447647 0.07616705
 0.07795987]",1.009430839608242,1.0157697630978562,1.0059171071622504,0.07298770546913147,0.0727807953953743,0.07514336705207825,0.08211981505155563,0.07768800854682922,0.07719557732343674,0.07825428992509842,0.0804830938577652,0.07592666894197464,0.07447647303342819,0.0761670470237732,0.07795987278223038,0.07881726324558258
11,2014-01-22,"[0.07448847 0.07415295 0.07277001 0.0768502  0.07957242 0.07931535
 0.07692455 0.08002456 0.08187308 0.07600132 0.07529212 0.07537635
 0.07735869]",1.0102507858464531,1.0168138785486633,0.01241986112224044,0.07415294647216797,0.07277000695466995,0.07685019820928574,0.0795724168419838,0.07931534945964813,0.07692454755306244,0.08002455532550812,0.0818730816245079,0.07600131630897522,0.07529211789369583,0.07537634670734406,0.0773586854338646,0.07448846846818924
