,Date,Weights,Profit,Base Profit,SUP,MOD,STRT,DORM,EAT,MCD,PZZA,JACK,MXIM,KOPN,XLNX,INTC,cash
77,2014-04-28,"[0.         0.         0.14474776 0.         0.         0.
 0.         0.14430337 0.11699352 0.         0.22272386 0.37123149
 0.        ]",1.0219832157378792,1.0838330865944554,0.0,0.14474776111462995,0.0,0.0,0.0,0.0,0.14430337247625016,0.11699351680354075,0.0,0.22272385619986,0.3712314934057191,0.0,0.0
78,2014-04-29,"[0.         0.         0.14600224 0.         0.         0.
 0.         0.14375236 0.11612856 0.         0.2235375  0.37057934
 0.        ]",1.0138181949058436,1.0733695030534438,0.0,0.14600223892931993,0.0,0.0,0.0,0.0,0.14375235642664794,0.11612856124092616,0.0,0.22353750147795567,0.3705793419251503,0.0,0.0
79,2014-04-30,"[0.         0.         0.14475059 0.         0.         0.
 0.         0.14419548 0.11694908 0.         0.22261081 0.37149404
 0.        ]",0.9942246790620597,1.068245347218684,0.0,0.14475059204976184,0.0,0.0,0.0,0.0,0.1441954782401665,0.11694908194459301,0.0,0.22261080756592327,0.3714940401995553,0.0,0.0
80,2014-05-01,"[0.         0.         0.14488125 0.         0.         0.
 0.         0.14411571 0.11679407 0.         0.22272719 0.37148177
 0.        ]",0.9866496342489156,1.0586136885667654,0.0,0.1448812537765277,0.0,0.0,0.0,0.0,0.14411571487965902,0.1167940717094301,0.0,0.22272719373338956,0.3714817659009937,0.0,0.0
81,2014-05-02,"[0.         0.         0.14455597 0.         0.         0.
 0.         0.14421724 0.11703568 0.         0.22241253 0.37177857
 0.        ]",0.9967695080021571,1.065915287235079,0.0,0.14455596851740854,0.0,0.0,0.0,0.0,0.14421724296527003,0.11703568263009265,0.0,0.22241253202460906,0.3717785738626198,0.0,0.0
82,2014-05-05,"[0.         0.         0.14438677 0.         0.         0.
 0.         0.14428961 0.11709042 0.         0.22230292 0.37193027
 0.        ]",0.9962131668544949,1.064202033492841,0.0,0.14438677305310857,0.0,0.0,0.0,0.0,0.14428961039378854,0.11709042063547924,0.0,0.22230292478462305,0.37193027113300053,0.0,0.0
83,2014-05-06,"[0.         0.         0.14397987 0.         0.         0.
 0.         0.14449801 0.11731024 0.         0.22199799 0.37221389
 0.        ]",0.9909803480410895,1.0593351251601415,0.0,0.14397987351981717,0.0,0.0,0.0,0.0,0.14449800822156245,0.11731023729675463,0.0,0.22199799474882245,0.37221388621304335,0.0,0.0
84,2014-05-07,"[0.         0.         0.14389155 0.         0.         0.
 0.         0.14452937 0.11738617 0.         0.22182246 0.37237045
 0.        ]",0.9875593106395316,1.0546870078263086,0.0,0.14389155263867254,0.0,0.0,0.0,0.0,0.14452937390387033,0.11738616661311886,0.0,0.22182245804692405,0.3723704487974142,0.0,0.0
85,2014-05-08,"[0.         0.         0.14394966 0.         0.         0.
 0.         0.14450875 0.11736516 0.         0.22179519 0.37238125
 0.        ]",0.9881036423381668,1.0548786763670828,0.0,0.14394965602348458,0.0,0.0,0.0,0.0,0.14450874789519264,0.11736515586106071,0.0,0.22179519378602663,0.37238124643423554,0.0,0.0
86,2014-05-09,"[0.         0.         0.14377343 0.         0.         0.
 0.         0.14447875 0.11754189 0.         0.22156466 0.37264127
 0.        ]",0.9789708850953007,1.0483728242195636,0.0,0.14377343348801694,0.0,0.0,0.0,0.0,0.1444787491767546,0.11754189134559825,0.0,0.22156466019067506,0.37264126579895507,0.0,0.0
87,2014-05-12,"[0.         0.         0.14377358 0.         0.         0.
 0.         0.14439644 0.11764898 0.         0.22135106 0.37282994
 0.        ]",0.9610567726896793,1.0395294570558116,0.0,0.14377357756799342,0.0,0.0,0.0,0.0,0.14439644174303656,0.11764897730159211,0.0,0.22135105914406406,0.3728299442433139,0.0,0.0
88,2014-05-13,"[0.         0.         0.14411362 0.         0.         0.
 0.         0.14429963 0.11770505 0.         0.22107696 0.37280474
 0.        ]",0.97099905150317,1.0430417700449675,0.0,0.14411362342950385,0.0,0.0,0.0,0.0,0.1442996279738764,0.11770505197198547,0.0,0.22107696089046436,0.37280473573416995,0.0,0.0
89,2014-05-14,"[0.         0.         0.13082806 0.         0.         0.
 0.         0.15502566 0.11799527 0.         0.22460378 0.37154724
 0.        ]",0.9906944794441691,1.0521428850654206,0.0,0.13082806055518936,0.0,0.0,0.0,0.0,0.1550256576913243,0.11799526608306588,0.0,0.22460377931776235,0.371547236352658,0.0,0.0
90,2014-05-15,"[0.         0.         0.16007009 0.         0.         0.
 0.         0.16719829 0.         0.         0.26719115 0.40554047
 0.        ]",0.9712418906155349,1.0431830102092194,0.0,0.16007009469920055,0.0,0.0,0.0,0.0,0.16719828958155797,0.0,0.0,0.26719114654175746,0.40554046917748404,0.0,0.0
91,2014-05-16,"[0.         0.         0.16183517 0.         0.         0.
 0.         0.16321452 0.         0.         0.27116405 0.40378627
 0.        ]",0.9462508070837815,1.0284076501802129,0.0,0.16183516585434937,0.0,0.0,0.0,0.0,0.16321451712267757,0.0,0.0,0.27116404519534293,0.40378627182763005,0.0,0.0
92,2014-05-19,"[0.         0.         0.16207019 0.         0.         0.
 0.         0.16278277 0.         0.         0.27170357 0.40344347
 0.        ]",0.9429066848188661,1.0257340600506302,0.0,0.1620701866026066,0.0,0.0,0.0,0.0,0.16278277368831282,0.0,0.0,0.271703565276803,0.4034434744322775,0.0,0.0
93,2014-05-20,"[0.         0.         0.16164739 0.         0.         0.
 0.         0.16306783 0.         0.         0.27211436 0.40317042
 0.        ]",0.9516691864165963,1.0318852680026365,0.0,0.1616473895041936,0.0,0.0,0.0,0.0,0.16306783013693874,0.0,0.0,0.27211436316249715,0.40317041719637053,0.0,0.0
94,2014-05-21,"[0.         0.         0.16009131 0.         0.         0.
 0.         0.16416815 0.         0.         0.27145281 0.40428773
 0.        ]",0.9631695044767237,1.0451992762880529,0.0,0.1600913146335086,0.0,0.0,0.0,0.0,0.1641681460606203,0.0,0.0,0.2714528057141341,0.404287733591737,0.0,0.0
