,Date,Weights,Profit,Base Profit,C,JPM,TCF,UMBF,MTH,BZH,PHM,NVR,ENSV,RES,CLB,HLX,cash
0,2014-01-06,"[0.07157839 0.07608664 0.09582206 0.13565009 0.10137578 0.07883158
 0.         0.1047714  0.08892125 0.11040543 0.         0.13655737
 0.        ]",0.9999999999907158,0.9999999999917246,0.07608664432855666,0.09582206081483574,0.13565008640515686,0.10137577923276384,0.07883158404058703,0.0,0.10477140119193822,0.08892125495641288,0.11040543038707357,0.0,0.13655736734752952,0.0,0.07157839129514554
1,2014-01-07,"[0.         0.07920808 0.10216613 0.15004607 0.10812655 0.08248692
 0.         0.11249473 0.09429016 0.11961896 0.         0.1515624
 0.        ]",1.0036284846765826,1.003985451515874,0.07920807518762057,0.10216613263398887,0.1500460680015655,0.10812655136635914,0.08248692281427251,0.0,0.11249473444342921,0.09429016170940531,0.11961895538749832,0.0,0.15156239845586056,0.0,0.0
2,2014-01-08,"[0.         0.07870846 0.10194853 0.15085291 0.10783909 0.08205207
 0.         0.11234285 0.09399209 0.11973141 0.         0.15253259
 0.        ]",1.0065842468723025,1.0035415339072564,0.07870845592837848,0.10194852506376646,0.1508529120941185,0.10783909290302438,0.08205207110589466,0.0,0.1123428542550509,0.09399209327085906,0.11973140943279165,0.0,0.15253258594611588,0.0,0.0
3,2014-01-09,"[0.         0.07864699 0.10190946 0.15095914 0.10776776 0.08200306
 0.         0.1122863  0.0939822  0.11975824 0.         0.15268684
 0.        ]",0.9999916977716139,0.9961298183725295,0.07864699159678794,0.10190946063411545,0.15095913999375568,0.10776776059023423,0.08200306082505343,0.0,0.11228630158389676,0.09398219692758869,0.11975824317222587,0.0,0.15268684467634186,0.0,0.0
4,2014-01-10,"[0.         0.07859744 0.10195241 0.15098289 0.10772433 0.08198215
 0.         0.11226117 0.09397754 0.1197965  0.         0.15272556
 0.        ]",1.0164867314101331,1.0049431951617138,0.07859743514640928,0.10195241447685151,0.1509828921223719,0.10772433120013182,0.0819821546371284,0.0,0.11226116990257752,0.09397754085940677,0.11979650283435676,0.0,0.15272555882076602,0.0,0.0
5,2014-01-13,"[0.         0.07858576 0.10194474 0.15090761 0.10769831 0.0819992
 0.         0.11227155 0.09400129 0.11984076 0.         0.15275078
 0.        ]",1.0104544381410858,1.0016489330833158,0.07858576264642189,0.10194473848580847,0.15090760622005348,0.10769831393636005,0.08199920194147067,0.0,0.11227154864455158,0.09400129300811765,0.1198407569654389,0.0,0.15275077815177734,0.0,0.0
6,2014-01-14,"[0.         0.07864705 0.10187746 0.15101882 0.1077483  0.08198644
 0.         0.11225663 0.0940009  0.11973667 0.         0.15272773
 0.        ]",1.011499190538689,1.0025077644791158,0.07864704922292266,0.10187746160704717,0.15101882437485944,0.10774829840308119,0.08198643615929226,0.0,0.11225663260667196,0.09400089522081971,0.11973667214744897,0.0,0.15272773025785663,0.0,0.0
7,2014-01-15,"[0.         0.07857619 0.10195164 0.15103528 0.10769475 0.08196561
 0.         0.11222888 0.09399944 0.1198006  0.         0.15274762
 0.        ]",1.0126161600478547,0.9985351625322757,0.07857618527705561,0.10195164041376786,0.1510352843425037,0.107694747593388,0.08196560718463665,0.0,0.11222888046825226,0.09399943507242181,0.11980059846178061,0.0,0.15274762118619356,0.0,0.0
8,2014-01-16,"[0.         0.07851364 0.10201357 0.15080051 0.1076747  0.08201698
 0.         0.11228772 0.09396329 0.11993524 0.         0.15279435
 0.        ]",1.0127189329895536,1.0009383543338064,0.07851363923850843,0.1020135729758346,0.1508005105421098,0.10767470010734731,0.08201697799743594,0.0,0.11228771507121788,0.09396328881665275,0.11993524040813242,0.0,0.15279435484276094,0.0,0.0
9,2014-01-17,"[0.         0.07856069 0.10197587 0.1508814  0.10770633 0.08200288
 0.         0.11227739 0.09396628 0.11986041 0.         0.15276875
 0.        ]",1.0150557537156266,1.002136048297736,0.07856069159703011,0.10197586677576276,0.15088140331555042,0.10770632754730598,0.08200288342386468,0.0,0.11227738639619665,0.09396628201285778,0.11986040996237224,0.0,0.15276874896905956,0.0,0.0
10,2014-01-21,"[0.         0.07864854 0.10190275 0.15123512 0.10773101 0.08192432
 0.         0.11219104 0.09401393 0.11966017 0.         0.15269312
 0.        ]",1.0275597119639701,1.009158003305551,0.07864854080682172,0.10190275042403989,0.1512351185661627,0.10773100617373685,0.08192432413565547,0.0,0.11219104468035353,0.0940139252037976,0.1196601682501225,0.0,0.15269312175930957,0.0,0.0
11,2014-01-22,"[0.         0.07858888 0.1019467  0.15101305 0.10768281 0.08197604
 0.         0.11225404 0.09402033 0.1197979  0.         0.15272025
 0.        ]",1.0282581213867745,1.013709027226953,0.07858887760952736,0.101946700341305,0.15101304623978773,0.10768281287464368,0.08197604491424847,0.0,0.11225404118214494,0.09402032811851176,0.11979790103902528,0.0,0.15272024768080572,0.0,0.0
12,2014-01-23,"[0.         0.07875489 0.1017981  0.15132381 0.10779523 0.08193095
 0.         0.11222021 0.09403576 0.11952197 0.         0.15261908
 0.        ]",1.0296482481620168,1.0157042072846858,0.07875488879892747,0.10179809810192095,0.15132381095535277,0.10779522876704672,0.08193094730456772,0.0,0.1122202069752434,0.0940357642046048,0.11952197309506601,0.0,0.15261908179727013,0.0,0.0
13,2014-01-24,"[0.         0.0788564  0.10168925 0.1515527  0.10778283 0.08189096
 0.         0.11220099 0.09414906 0.119358   0.         0.15251982
 0.        ]",1.038906655477001,1.0247677588286708,0.07885640333005038,0.10168924650365437,0.1515526993997952,0.10778283138874756,0.08189095588259915,0.0,0.11220098618638402,0.09414906152689356,0.11935799735625693,0.0,0.15251981842561893,0.0,0.0
14,2014-01-27,"[0.         0.07875102 0.10178664 0.15145311 0.10766983 0.08188989
 0.         0.11220502 0.09418794 0.11950483 0.         0.15255172
 0.        ]",1.0282025957391727,1.0133251091168294,0.07875101612669667,0.10178664326067886,0.15145310598217948,0.10766983200807267,0.08188989174332657,0.0,0.11220501950345467,0.09418793840395527,0.11950483407639281,0.0,0.15255171889524297,0.0,0.0
15,2014-01-28,"[0.         0.07844334 0.1020686  0.15086919 0.10742747 0.08196503
 0.         0.11226348 0.09419574 0.12003795 0.         0.1527292
 0.        ]",1.0143897604796175,0.998721238216544,0.07844334228440566,0.10206860385689803,0.15086919358953432,0.1074274689356245,0.08196502686532237,0.0,0.11226347507905003,0.09419573801378982,0.12003795440664454,0.0,0.1527291969687308,0.0,0.0
16,2014-01-29,"[0.         0.07840627 0.10212581 0.15084373 0.10739033 0.08195239
 0.         0.11224212 0.09419309 0.12009402 0.         0.15275225
 0.        ]",1.0181401350888122,1.0006226103180533,0.07840626718148695,0.10212581360127541,0.15084372990938552,0.10739032958262555,0.08195238948809472,0.0,0.11224211641865159,0.09419308736006465,0.12009401695073565,0.0,0.15275224950767996,0.0,0.0
17,2014-01-30,"[0.         0.07849163 0.10205007 0.15094994 0.10746287 0.0819462
 0.         0.11223536 0.09418033 0.11996148 0.         0.15272211
 0.        ]",1.0251222819611852,1.0054003546766253,0.07849163046230445,0.10205007475096144,0.15094994171547021,0.10746287441748004,0.08194620038480104,0.0,0.11223536194995766,0.09418033368914516,0.11996147638892667,0.0,0.15272210624095345,0.0,0.0
