,Date,Weights,Profit,Base Profit,WLFC,KAMN,HDSN,LAWS,PMD,AMS,LH,DGX,AVX,IIN,HUBB,MRCY,cash
10,2014-01-21,"[0.         0.         0.         0.39931838 0.         0.
 0.         0.14345123 0.         0.         0.45723039 0.
 0.        ]",1.0276113748768965,1.0482649770732493,0.0,0.0,0.39931838186066554,0.0,0.0,0.0,0.14345122897702717,0.0,0.0,0.4572303891623073,0.0,0.0,0.0
11,2014-01-22,"[0.         0.         0.         0.39934087 0.         0.
 0.         0.14337483 0.         0.         0.4572843  0.
 0.        ]",1.0484289702388214,1.0548577961726486,0.0,0.0,0.3993408660910081,0.0,0.0,0.0,0.1433748289208977,0.0,0.0,0.4572843049880943,0.0,0.0,0.0
12,2014-01-23,"[0.         0.         0.         0.3993857  0.         0.
 0.         0.14336292 0.         0.         0.45725138 0.
 0.        ]",1.0717174555399636,1.0606016893493027,0.0,0.0,0.39938570104647364,0.0,0.0,0.0,0.14336292251815502,0.0,0.0,0.4572513764353712,0.0,0.0,0.0
13,2014-01-24,"[0.         0.         0.         0.39938632 0.         0.
 0.         0.14339092 0.         0.         0.45722277 0.
 0.        ]",1.0742132668610556,1.0608492472437134,0.0,0.0,0.39938631724171364,0.0,0.0,0.0,0.14339091618975244,0.0,0.0,0.457222766568534,0.0,0.0,0.0
14,2014-01-27,"[0.         0.         0.         0.39946093 0.         0.
 0.         0.14333    0.         0.         0.45720907 0.
 0.        ]",1.034407006265703,1.0515649827484674,0.0,0.0,0.39946092514504083,0.0,0.0,0.0,0.14333000344070304,0.0,0.0,0.4572090714142561,0.0,0.0,0.0
15,2014-01-28,"[0.         0.         0.         0.39948258 0.         0.
 0.         0.14332137 0.         0.         0.45719605 0.
 0.        ]",1.0563539390593435,1.0435409396749793,0.0,0.0,0.39948258078799315,0.0,0.0,0.0,0.1433213732801037,0.0,0.0,0.45719604593190316,0.0,0.0,0.0
16,2014-01-29,"[0.         0.         0.         0.39938108 0.         0.
 0.         0.14336056 0.         0.         0.45725836 0.
 0.        ]",1.0924178750571638,1.0426249863539132,0.0,0.0,0.39938107643478216,0.0,0.0,0.0,0.14336055877471648,0.0,0.0,0.45725836479050136,0.0,0.0,0.0
17,2014-01-30,"[0.         0.         0.         0.39936886 0.         0.
 0.         0.14345262 0.         0.         0.45717852 0.
 0.        ]",1.074940067654,1.0398204068684525,0.0,0.0,0.3993688567784183,0.0,0.0,0.0,0.1434526232782997,0.0,0.0,0.4571785199432821,0.0,0.0,0.0
18,2014-01-31,"[0.         0.         0.         0.39939552 0.         0.
 0.         0.14347318 0.         0.         0.45713131 0.
 0.        ]",1.0494442260688106,1.0349765204583938,0.0,0.0,0.39939551594780537,0.0,0.0,0.0,0.143473176758737,0.0,0.0,0.45713130729345763,0.0,0.0,0.0
19,2014-02-03,"[0.         0.         0.         0.39935815 0.         0.
 0.         0.14352005 0.         0.         0.4571218  0.
 0.        ]",1.0696939040794116,1.0283347442518567,0.0,0.0,0.3993581537583027,0.0,0.0,0.0,0.14352004517448275,0.0,0.0,0.45712180106721456,0.0,0.0,0.0
20,2014-02-04,"[0.         0.         0.         0.39938693 0.         0.
 0.         0.14351993 0.         0.         0.45709314 0.
 0.        ]",1.0577765130801358,1.0280255094532227,0.0,0.0,0.3993869275665988,0.0,0.0,0.0,0.14351993107654093,0.0,0.0,0.4570931413568602,0.0,0.0,0.0
21,2014-02-05,"[0.         0.         0.         0.39931583 0.         0.
 0.         0.14361527 0.         0.         0.45706891 0.
 0.        ]",1.0563118528543418,1.0098617191219665,0.0,0.0,0.3993158275702243,0.0,0.0,0.0,0.14361526660217366,0.0,0.0,0.457068905827602,0.0,0.0,0.0
22,2014-02-06,"[0.         0.         0.         0.39926467 0.         0.
 0.         0.14358169 0.         0.         0.45715364 0.
 0.        ]",1.0930251967986795,1.0283844250732244,0.0,0.0,0.3992646722948823,0.0,0.0,0.0,0.1435816914904388,0.0,0.0,0.4571536362146789,0.0,0.0,0.0
23,2014-02-07,"[0.         0.         0.         0.39934501 0.         0.
 0.         0.1435055  0.         0.         0.4571495  0.
 0.        ]",1.0470870215736052,1.0141679868093936,0.0,0.0,0.39934500530360906,0.0,0.0,0.0,0.14350549860731385,0.0,0.0,0.45714949608907707,0.0,0.0,0.0
24,2014-02-10,"[0.         0.         0.         0.39938198 0.         0.
 0.         0.14351945 0.         0.         0.45709857 0.
 0.        ]",1.089570000067453,1.031177049205038,0.0,0.0,0.3993819802487878,0.0,0.0,0.0,0.1435194453400459,0.0,0.0,0.4570985744111664,0.0,0.0,0.0
25,2014-02-11,"[0.         0.         0.         0.39936079 0.         0.
 0.         0.14355253 0.         0.         0.45708668 0.
 0.        ]",1.0565974527462292,1.0293879301594802,0.0,0.0,0.39936079338019,0.0,0.0,0.0,0.14355253006006616,0.0,0.0,0.45708667655974383,0.0,0.0,0.0
26,2014-02-12,"[0.         0.         0.         0.39951324 0.         0.
 0.         0.1435186  0.         0.         0.45696815 0.
 0.        ]",1.0681402152139834,1.0396082219270877,0.0,0.0,0.39951324350042866,0.0,0.0,0.0,0.14351860322596519,0.0,0.0,0.45696815327360607,0.0,0.0,0.0
27,2014-02-13,"[0.         0.         0.         0.39955959 0.         0.
 0.         0.14345337 0.         0.         0.45698703 0.
 0.        ]",1.0526527607241905,1.0444741322391469,0.0,0.0,0.3995595938589799,0.0,0.0,0.0,0.14345337282172088,0.0,0.0,0.45698703331929935,0.0,0.0,0.0
28,2014-02-14,"[0.         0.         0.         0.39962551 0.         0.
 0.         0.14345823 0.         0.         0.45691626 0.
 0.        ]",1.030041423466564,1.0410831746623928,0.0,0.0,0.3996255101911553,0.0,0.0,0.0,0.14345822561220664,0.0,0.0,0.456916264196638,0.0,0.0,0.0
29,2014-02-18,"[0.         0.         0.         0.39959694 0.         0.
 0.         0.14352364 0.         0.         0.45687942 0.
 0.        ]",1.0281201678362275,1.0559721625595107,0.0,0.0,0.39959693760937687,0.0,0.0,0.0,0.14352363899297285,0.0,0.0,0.4568794233976503,0.0,0.0,0.0
30,2014-02-19,"[0.         0.         0.         0.40064473 0.         0.
 0.         0.142969   0.         0.         0.45638626 0.
 0.        ]",1.0084229159095939,1.0567535287687755,0.0,0.0,0.4006447322248604,0.0,0.0,0.0,0.14296900452989234,0.0,0.0,0.4563862632452474,0.0,0.0,0.0
31,2014-02-20,"[0.         0.         0.         0.40108495 0.         0.
 0.         0.14275013 0.         0.         0.45616492 0.
 0.        ]",0.993430550088204,1.0525856379053562,0.0,0.0,0.40108494828341135,0.0,0.0,0.0,0.14275013147698676,0.0,0.0,0.4561649202396019,0.0,0.0,0.0
32,2014-02-21,"[0.         0.         0.         0.40129262 0.         0.
 0.         0.14267628 0.         0.         0.4560311  0.
 0.        ]",1.0438721262194828,1.05911934499129,0.0,0.0,0.40129261998020394,0.0,0.0,0.0,0.14267628197627574,0.0,0.0,0.45603109804352027,0.0,0.0,0.0
33,2014-02-24,"[0.         0.         0.         0.40111178 0.         0.
 0.         0.14276757 0.         0.         0.45612065 0.
 0.        ]",1.0421409757359794,1.0528470825688134,0.0,0.0,0.4011117775586399,0.0,0.0,0.0,0.14276757051802533,0.0,0.0,0.4561206519233348,0.0,0.0,0.0
34,2014-02-25,"[0.         0.         0.         0.40117171 0.         0.
 0.         0.14272007 0.         0.         0.45610823 0.
 0.        ]",1.0052523491190357,1.0483723918556884,0.0,0.0,0.40117170619769493,0.0,0.0,0.0,0.14272006797034745,0.0,0.0,0.4561082258319576,0.0,0.0,0.0
35,2014-02-26,"[0.         0.         0.         0.40104039 0.         0.
 0.         0.14269311 0.         0.         0.45626649 0.
 0.        ]",1.067115851974129,1.0573544716800305,0.0,0.0,0.401040393772222,0.0,0.0,0.0,0.14269311220399863,0.0,0.0,0.4562664940237795,0.0,0.0,0.0
36,2014-02-27,"[0.         0.         0.         0.40104883 0.         0.
 0.         0.14268171 0.         0.         0.45626946 0.
 0.        ]",1.036724721432253,1.0517770505486694,0.0,0.0,0.4010488260485632,0.0,0.0,0.0,0.1426817125883373,0.0,0.0,0.45626946136309954,0.0,0.0,0.0
37,2014-02-28,"[0.         0.         0.         0.40107111 0.         0.
 0.         0.14271764 0.         0.         0.45621125 0.
 0.        ]",1.0224825464015272,1.0502118177711106,0.0,0.0,0.40107110887185465,0.0,0.0,0.0,0.142717639899768,0.0,0.0,0.45621125122837725,0.0,0.0,0.0
38,2014-03-03,"[0.         0.         0.         0.40090754 0.         0.
 0.         0.14284484 0.         0.         0.45624761 0.
 0.        ]",1.0460618558671222,1.05864277362049,0.0,0.0,0.40090754446717924,0.0,0.0,0.0,0.14284484429462185,0.0,0.0,0.4562476112381989,0.0,0.0,0.0
39,2014-03-04,"[0.         0.         0.         0.40097442 0.         0.
 0.         0.14277887 0.         0.         0.45624671 0.
 0.        ]",1.0522444454972772,1.0542240868892918,0.0,0.0,0.4009744246131137,0.0,0.0,0.0,0.14277886841327814,0.0,0.0,0.45624670697360814,0.0,0.0,0.0
40,2014-03-05,"[0.         0.         0.         0.40094543 0.         0.
 0.         0.14279654 0.         0.         0.45625803 0.
 0.        ]",1.0544544891754364,1.063877380783717,0.0,0.0,0.4009454295647347,0.0,0.0,0.0,0.14279653582799898,0.0,0.0,0.45625803460726627,0.0,0.0,0.0
41,2014-03-06,"[0.         0.         0.         0.40092637 0.         0.
 0.         0.1427615  0.         0.         0.45631213 0.
 0.        ]",1.055249408117147,1.0715075342265437,0.0,0.0,0.40092636882362737,0.0,0.0,0.0,0.14276150494805634,0.0,0.0,0.45631212622831624,0.0,0.0,0.0
42,2014-03-07,"[0.         0.         0.         0.40089716 0.         0.
 0.         0.14272492 0.         0.         0.45637792 0.
 0.        ]",1.0472394970517804,1.0701105049148991,0.0,0.0,0.4008971605897949,0.0,0.0,0.0,0.1427249157794173,0.0,0.0,0.4563779236307878,0.0,0.0,0.0
43,2014-03-10,"[0.         0.         0.         0.40094836 0.         0.
 0.         0.14271778 0.         0.         0.45633387 0.
 0.        ]",1.0561752986049566,1.0737129432172272,0.0,0.0,0.4009483573361816,0.0,0.0,0.0,0.14271777543011685,0.0,0.0,0.4563338672337015,0.0,0.0,0.0
44,2014-03-11,"[0.         0.         0.         0.40096471 0.         0.
 0.         0.14267884 0.         0.         0.45635645 0.
 0.        ]",1.0788864756352339,1.0846063522620606,0.0,0.0,0.40096471231412834,0.0,0.0,0.0,0.14267883718088414,0.0,0.0,0.4563564505049874,0.0,0.0,0.0
45,2014-03-12,"[0.         0.         0.         0.40090483 0.         0.
 0.         0.14271544 0.         0.         0.45637973 0.
 0.        ]",1.0736796895031147,1.083813643998441,0.0,0.0,0.400904829243503,0.0,0.0,0.0,0.14271544457323074,0.0,0.0,0.4563797261832662,0.0,0.0,0.0
46,2014-03-13,"[0.         0.         0.         0.40101866 0.         0.
 0.         0.14263331 0.         0.         0.45634804 0.
 0.        ]",1.0569475400863269,1.0737096621066808,0.0,0.0,0.4010186557004083,0.0,0.0,0.0,0.14263330915499575,0.0,0.0,0.456348035144596,0.0,0.0,0.0
47,2014-03-14,"[0.         0.         0.         0.40106103 0.         0.
 0.         0.14261935 0.         0.         0.45631962 0.
 0.        ]",1.056719738158213,1.0799494730966894,0.0,0.0,0.4010610300180896,0.0,0.0,0.0,0.14261934970664472,0.0,0.0,0.45631962027526557,0.0,0.0,0.0
48,2014-03-17,"[0.         0.         0.         0.40124707 0.         0.
 0.         0.14249096 0.         0.         0.45626197 0.
 0.        ]",0.9778397113471073,1.0588775981528136,0.0,0.0,0.40124707297009177,0.0,0.0,0.0,0.1424909614246548,0.0,0.0,0.4562619656052535,0.0,0.0,0.0
49,2014-03-18,"[0.         0.         0.         0.40130934 0.         0.
 0.         0.14249369 0.         0.         0.45619697 0.
 0.        ]",0.9800777659870813,1.0644668829848392,0.0,0.0,0.4013093431825433,0.0,0.0,0.0,0.14249368574144802,0.0,0.0,0.4561969710760087,0.0,0.0,0.0
50,2014-03-19,"[0.         0.         0.         0.40135359 0.         0.
 0.         0.14255745 0.         0.         0.45608896 0.
 0.        ]",0.9987779500382881,1.0705952438280864,0.0,0.0,0.40135358617528766,0.0,0.0,0.0,0.14255745126234357,0.0,0.0,0.4560889625623688,0.0,0.0,0.0
51,2014-03-20,"[0.         0.         0.         0.40092976 0.         0.
 0.         0.14248292 0.         0.         0.45658731 0.
 0.        ]",1.0221254037717245,1.0977500467096588,0.0,0.0,0.40092976281337206,0.0,0.0,0.0,0.14248292419514438,0.0,0.0,0.45658731299148353,0.0,0.0,0.0
52,2014-03-21,"[0.         0.         0.         0.40071648 0.         0.
 0.         0.14254163 0.         0.         0.45674189 0.
 0.        ]",1.0711477376601497,1.1029715165547889,0.0,0.0,0.40071647884447203,0.0,0.0,0.0,0.14254162682010796,0.0,0.0,0.4567418943354201,0.0,0.0,0.0
53,2014-03-24,"[0.         0.         0.         0.40065216 0.         0.
 0.         0.14254028 0.         0.         0.45680756 0.
 0.        ]",1.0546765187493157,1.1067727797079976,0.0,0.0,0.4006521615765994,0.0,0.0,0.0,0.1425402833599605,0.0,0.0,0.45680755506344006,0.0,0.0,0.0
54,2014-03-25,"[0.         0.         0.         0.40062857 0.         0.
 0.         0.14258668 0.         0.         0.45678475 0.
 0.        ]",1.0279723913880237,1.1015794058608137,0.0,0.0,0.4006285656119545,0.0,0.0,0.0,0.14258668033119326,0.0,0.0,0.4567847540568522,0.0,0.0,0.0
55,2014-03-26,"[0.         0.         0.         0.40060203 0.         0.
 0.         0.14249232 0.         0.         0.45690566 0.
 0.        ]",1.0152309129343737,1.1016486836627162,0.0,0.0,0.40060202875981354,0.0,0.0,0.0,0.14249231527327777,0.0,0.0,0.45690565596690863,0.0,0.0,0.0
56,2014-03-27,"[0.         0.         0.         0.40063785 0.         0.
 0.         0.14246728 0.         0.         0.45689487 0.
 0.        ]",1.0304234422533605,1.1057520419402502,0.0,0.0,0.4006378546530495,0.0,0.0,0.0,0.14246727560721503,0.0,0.0,0.45689486973973553,0.0,0.0,0.0
57,2014-03-28,"[0.         0.         0.         0.40077216 0.         0.
 0.         0.14226891 0.         0.         0.45695893 0.
 0.        ]",0.9928576196878004,1.0855585362599256,0.0,0.0,0.40077215950458056,0.0,0.0,0.0,0.1422689080940168,0.0,0.0,0.45695893240140256,0.0,0.0,0.0
58,2014-03-31,"[0.         0.         0.         0.40077553 0.         0.
 0.         0.14233511 0.         0.         0.45688936 0.
 0.        ]",1.0172806470422822,1.0894979853337061,0.0,0.0,0.400775528460967,0.0,0.0,0.0,0.1423351087210653,0.0,0.0,0.45688936281796777,0.0,0.0,0.0
59,2014-04-01,"[0.         0.         0.         0.40085704 0.         0.
 0.         0.14228313 0.         0.         0.45685982 0.
 0.        ]",1.004832283161077,1.0928725021581869,0.0,0.0,0.4008570431966376,0.0,0.0,0.0,0.14228313217336386,0.0,0.0,0.4568598246299986,0.0,0.0,0.0
60,2014-04-02,"[0.         0.11099965 0.         0.25633206 0.09194054 0.
 0.         0.11970461 0.         0.         0.29469816 0.
 0.12632498]",0.9970726125426961,1.0968387340959098,0.11099964842808537,0.0,0.25633205585988456,0.09194054195276363,0.0,0.0,0.11970461096762106,0.0,0.0,0.29469816148824285,0.0,0.12632498130340256,0.0
61,2014-04-03,"[0.         0.12924623 0.         0.23186014 0.10538816 0.
 0.         0.12225187 0.         0.         0.26167076 0.
 0.14958284]",1.0025759125120632,1.100950386031057,0.12924622687502504,0.0,0.2318601447096504,0.10538815994115372,0.0,0.0,0.1222518743870707,0.0,0.0,0.2616707561186027,0.0,0.1495828379684974,0.0
62,2014-04-04,"[0.         0.13246654 0.         0.22796234 0.10752734 0.
 0.         0.12341888 0.         0.         0.25476806 0.
 0.15385685]",1.0145551451949977,1.1132031434779528,0.1324665391778315,0.0,0.22796234142032415,0.10752734332567486,0.0,0.0,0.12341887514392849,0.0,0.0,0.2547680551022232,0.0,0.1538568458300178,0.0
63,2014-04-07,"[0.         0.13285617 0.         0.22775262 0.10787431 0.
 0.         0.12379472 0.         0.         0.2533996  0.
 0.15432258]",1.01607010587667,1.1145496448181726,0.1328561736846604,0.0,0.22775261910656155,0.10787430920659909,0.0,0.0,0.12379471617690561,0.0,0.0,0.2533995984773473,0.0,0.15432258334792615,0.0
64,2014-04-08,"[0.         0.13303498 0.         0.22804586 0.10793059 0.
 0.         0.12395737 0.         0.         0.25298693 0.
 0.15404428]",0.9899845040510218,1.0960895362948924,0.13303497666572428,0.0,0.22804585651977483,0.10793058801142233,0.0,0.0,0.12395736702411403,0.0,0.0,0.2529869347981379,0.0,0.15404427698082665,0.0
65,2014-04-09,"[0.         0.13173042 0.         0.22890755 0.10808454 0.
 0.         0.12374284 0.         0.         0.25381287 0.
 0.15372178]",0.9948318661105165,1.0810543460343829,0.13173042288801415,0.0,0.22890755089474404,0.1080845415844458,0.0,0.0,0.12374283986998555,0.0,0.0,0.25381286914178985,0.0,0.1537217756210206,0.0
66,2014-04-10,"[0.         0.13163803 0.         0.22848431 0.10813209 0.
 0.         0.12342175 0.         0.         0.2541043  0.
 0.15421952]",1.0144671095100914,1.0918033932484468,0.13163802522734072,0.0,0.2284843108334966,0.10813209327522307,0.0,0.0,0.12342174860074213,0.0,0.0,0.2541043038200869,0.0,0.15421951824311045,0.0
67,2014-04-11,"[0.         0.13256453 0.         0.22759508 0.10804403 0.
 0.         0.12340873 0.         0.         0.25363829 0.
 0.15474935]",1.023195894781691,1.0945461230674605,0.13256452621770484,0.0,0.227595077699249,0.10804402919252855,0.0,0.0,0.1234087282565104,0.0,0.0,0.2536382862493998,0.0,0.15474935238460732,0.0
68,2014-04-14,"[0.         0.13256036 0.         0.22772991 0.10804395 0.
 0.         0.12355057 0.         0.         0.25353004 0.
 0.15458517]",1.0077957938718314,1.0825430729515506,0.1325603644766073,0.0,0.22772990764102213,0.10804394562536396,0.0,0.0,0.12355057204643616,0.0,0.0,0.2535300409256275,0.0,0.15458516928494312,0.0
69,2014-04-15,"[0.         0.13208162 0.         0.22821247 0.10810117 0.
 0.         0.12354493 0.         0.         0.25379624 0.
 0.15426357]",1.01746352110277,1.083771960186944,0.13208161585656147,0.0,0.22821247237872735,0.10810117042735051,0.0,0.0,0.12354492552024189,0.0,0.0,0.2537962432148684,0.0,0.15426357260225035,0.0
70,2014-04-16,"[0.         0.13131742 0.         0.22824175 0.10818274 0.
 0.         0.12322689 0.         0.         0.25446367 0.
 0.15456752]",1.0154944625653972,1.0802790164792593,0.13131742367161708,0.0,0.22824175183833958,0.10818274477847217,0.0,0.0,0.12322688519479255,0.0,0.0,0.25446367042731016,0.0,0.1545675240894684,0.0
71,2014-04-17,"[0.         0.13131748 0.         0.22823314 0.10814864 0.
 0.         0.12320853 0.         0.         0.25455839 0.
 0.15453383]",1.0259008460885535,1.0927173189701374,0.13131747641468544,0.0,0.22823313687564434,0.1081486376142489,0.0,0.0,0.1232085292802188,0.0,0.0,0.2545583933120558,0.0,0.15453382650314676,0.0
72,2014-04-21,"[0.         0.13181592 0.         0.22762844 0.10808529 0.
 0.         0.12312395 0.         0.         0.25438624 0.
 0.15496017]",1.0268498027153172,1.0874807643046025,0.13181591958396788,0.0,0.22762843945154046,0.10808528504049877,0.0,0.0,0.12312394717846988,0.0,0.0,0.25438623893664003,0.0,0.15496016980888308,0.0
73,2014-04-22,"[0.         0.13269201 0.         0.22692173 0.10800596 0.
 0.         0.12318583 0.         0.         0.25386057 0.
 0.15533389]",1.0331438834140674,1.0950225444460329,0.13269201328544922,0.0,0.22692173246819225,0.10800596090054063,0.0,0.0,0.12318582867165519,0.0,0.0,0.25386057131493933,0.0,0.1553338933592235,0.0
74,2014-04-23,"[0.         0.13190565 0.         0.22737692 0.10808714 0.
 0.         0.12306115 0.         0.         0.2544104  0.
 0.15515874]",1.058571824840541,1.1022397103085404,0.1319056541535772,0.0,0.2273769171177204,0.10808714142600821,0.0,0.0,0.12306114754077335,0.0,0.0,0.2544104040243116,0.0,0.15515873573760933,0.0
75,2014-04-24,"[0.         0.13197938 0.         0.22732833 0.10829156 0.
 0.         0.12325892 0.         0.         0.25392995 0.
 0.15521185]",1.149678557799704,1.133262582770667,0.13197938021978017,0.0,0.22732833001781774,0.10829156190722118,0.0,0.0,0.12325892016315375,0.0,0.0,0.25392995347735364,0.0,0.15521185421467343,0.0
76,2014-04-25,"[0.         0.13165796 0.         0.22738189 0.10838042 0.
 0.         0.12319809 0.         0.         0.25404964 0.
 0.155332  ]",1.1597711471209884,1.1333869899341258,0.13165796341164984,0.0,0.2273818898983746,0.10838042088007747,0.0,0.0,0.12319808674138487,0.0,0.0,0.2540496403383948,0.0,0.15533199873011838,0.0
77,2014-04-28,"[0.         0.1320437  0.         0.22669931 0.10831827 0.
 0.         0.12306119 0.         0.         0.25397451 0.
 0.15590301]",1.1455233366358522,1.1230471468716001,0.13204369825764142,0.0,0.22669930925185472,0.10831827474309115,0.0,0.0,0.12306119466834473,0.0,0.0,0.25397451324508136,0.0,0.15590300983398667,0.0
78,2014-04-29,"[0.         0.13215384 0.         0.22637467 0.10834202 0.
 0.         0.12307968 0.         0.         0.25385407 0.
 0.15619572]",1.1551852379954706,1.1220192858739095,0.13215383769280215,0.0,0.2263746704655973,0.10834202353792369,0.0,0.0,0.12307968063445247,0.0,0.0,0.2538540699393954,0.0,0.15619571772982904,0.0
79,2014-04-30,"[0.         0.13221996 0.         0.22644426 0.10833665 0.
 0.         0.12315079 0.         0.         0.2537591  0.
 0.15608924]",1.1383970835626191,1.1191791949152532,0.132219963359587,0.0,0.22644425541134153,0.10833664884395487,0.0,0.0,0.12315079373337097,0.0,0.0,0.25375909846496175,0.0,0.156089240186784,0.0
80,2014-05-01,"[0.         0.13234082 0.         0.22635981 0.10831484 0.
 0.         0.1230979  0.         0.         0.2537729  0.
 0.15611373]",1.1450790884550706,1.1216009986357598,0.13234082349553702,0.0,0.22635980700071087,0.10831484192068445,0.0,0.0,0.12309789911089303,0.0,0.0,0.25377289706770834,0.0,0.15611373140446633,0.0
81,2014-05-02,"[0.         0.13242042 0.         0.22648127 0.10829609 0.
 0.         0.1230737  0.         0.         0.2538055  0.
 0.15592303]",1.1752874784769096,1.1380059098307227,0.13242042112269428,0.0,0.22648126539375502,0.10829608744188465,0.0,0.0,0.12307369629640848,0.0,0.0,0.2538054970821348,0.0,0.15592303266312288,0.0
82,2014-05-05,"[0.         0.13239021 0.         0.22641199 0.10831162 0.
 0.         0.12310848 0.         0.         0.25375675 0.
 0.15602094]",1.1554983964591548,1.1246992210336708,0.1323902060052105,0.0,0.2264119902186289,0.10831162259662565,0.0,0.0,0.12310848321099863,0.0,0.0,0.25375675442403867,0.0,0.15602094354449766,0.0
83,2014-05-06,"[0.         0.13200573 0.         0.22649012 0.10838279 0.
 0.         0.12301854 0.         0.         0.25398325 0.
 0.15611957]",1.1520056844655266,1.1165426185665168,0.13200572550646075,0.0,0.22649012147296965,0.10838278987699522,0.0,0.0,0.12301854175476756,0.0,0.0,0.25398324820251394,0.0,0.15611957318629288,0.0
84,2014-05-07,"[0.         0.13214272 0.         0.22635194 0.10841183 0.
 0.         0.1230863  0.         0.         0.25378371 0.
 0.15622351]",1.1768429403869098,1.1309992775679,0.1321427163513867,0.0,0.22635193661693337,0.10841182602426314,0.0,0.0,0.12308630197033112,0.0,0.0,0.25378370879895484,0.0,0.1562235102381308,0.0
85,2014-05-08,"[0.         0.13194118 0.         0.22645446 0.10847339 0.
 0.         0.12317935 0.         0.         0.2537236  0.
 0.15622802]",1.1461126220135962,1.1154033621054331,0.13194117796735497,0.0,0.2264544610786937,0.10847339226342911,0.0,0.0,0.12317934823239578,0.0,0.0,0.2537236030485612,0.0,0.15622801740956527,0.0
86,2014-05-09,"[0.         0.1316445  0.         0.22675495 0.10848127 0.
 0.         0.12314094 0.         0.         0.25395732 0.
 0.15602102]",1.1443901199961122,1.1167192064260896,0.1316445029779349,0.0,0.22675495273212995,0.10848126742471945,0.0,0.0,0.12314093576008778,0.0,0.0,0.2539573192298194,0.0,0.1560210218753087,0.0
87,2014-05-12,"[0.         0.13114345 0.         0.22743424 0.10853515 0.
 0.         0.12321238 0.         0.         0.25417197 0.
 0.15550282]",1.1307442929914453,1.1107800058766224,0.1311434463283053,0.0,0.22743423577489244,0.10853514939362564,0.0,0.0,0.12321237709871709,0.0,0.0,0.2541719708506029,0.0,0.15550282055385656,0.0
