,Date,Weights,Profit,Base Profit,BIO,PKI,COHR,WAT,TRT,VECO,IVAC,ASYS,FLEX,IEC,CTS,SANM,cash
0,2014-01-06,"[0.06681588 0.122522   0.07509557 0.         0.17441255 0.
 0.06725221 0.1334542  0.06870636 0.10969648 0.08853841 0.
 0.09350633]",0.9999999999906681,0.9999999999917246,0.12252200079156704,0.07509556829949113,0.0,0.17441254759898672,0.0,0.06725221441137423,0.13345420268711208,0.06870635817031781,0.10969648451114776,0.08853841066284121,0.0,0.09350632825275532,0.06681588461440671
1,2014-01-07,"[0.         0.13218418 0.07818093 0.         0.19649852 0.
 0.         0.14671623 0.0723635  0.11824483 0.09431531 0.06403895
 0.09745755]",1.0028916680811837,1.00505902135293,0.1321841835515199,0.07818093380498117,0.0,0.1964985202036778,0.0,0.0,0.14671622668451734,0.07236350445517467,0.11824483203345881,0.09431530637077562,0.06403894691525945,0.0974575459806352,0.0
2,2014-01-08,"[0.         0.13084093 0.07762229 0.         0.19759009 0.
 0.         0.14681085 0.07183223 0.11761368 0.09377805 0.06699731
 0.09691458]",1.0053167127148646,1.003819905216716,0.13084092609183767,0.07762229217253554,0.0,0.19759008833046762,0.0,0.0,0.1468108501297367,0.0718322280559909,0.11761367711035763,0.09377804978405739,0.06699730649501615,0.09691458183000048,0.0
3,2014-01-09,"[0.         0.13023123 0.07720345 0.         0.1970143  0.
 0.         0.14699441 0.07256956 0.11781044 0.09419785 0.06745004
 0.09652872]",1.021474261433641,1.0167980979208482,0.1302312251612965,0.07720344638674553,0.0,0.19701430499965095,0.0,0.0,0.14699440704341404,0.0725695633813334,0.11781043778223783,0.09419785326606955,0.06745004414496084,0.09652871783429137,0.0
4,2014-01-10,"[0.         0.13008373 0.0769816  0.         0.19609141 0.
 0.         0.14706627 0.07327708 0.11807955 0.09462297 0.06798943
 0.09580796]",1.0300929189454662,1.0308895203702262,0.13008372553626865,0.07698160290651813,0.0,0.19609141442188074,0.0,0.0,0.1470662697301959,0.07327707829106406,0.11807954569935812,0.09462296745515986,0.06798943362150031,0.09580796233805405,0.0
5,2014-01-13,"[0.         0.12882432 0.07725616 0.         0.19560615 0.
 0.         0.14737095 0.07389716 0.11825074 0.09556989 0.06833461
 0.09489002]",1.0408134750754092,1.0360599890369242,0.12882432264447968,0.07725615582156897,0.0,0.19560615258376635,0.0,0.0,0.1473709489454022,0.07389716152785697,0.11825073649649323,0.09556988560565766,0.06833461178570123,0.09489002458907354,0.0
6,2014-01-14,"[0.         0.1250131  0.07854882 0.         0.19575763 0.
 0.         0.14831896 0.0744167  0.11830308 0.09755078 0.06798573
 0.09410519]",1.035580814129092,1.0312011483541554,0.12501310041512903,0.07854882202383368,0.0,0.19575763481242878,0.0,0.0,0.14831896425468785,0.07441670220122226,0.11830307537358005,0.09755078344031964,0.067985728497198,0.09410518898160072,0.0
7,2014-01-15,"[0.         0.1218583  0.07973078 0.         0.19633292 0.
 0.         0.14916501 0.07460669 0.1182752  0.0989361  0.06766208
 0.0934329 ]",1.0266575526380637,1.0205196721327654,0.12185830198026618,0.07973078355058996,0.0,0.19633291834514474,0.0,0.0,0.149165011799804,0.07460669483237636,0.1182752005911085,0.09893610171552636,0.06766208228954854,0.09343290489563534,0.0
8,2014-01-16,"[0.         0.11826154 0.08065757 0.         0.19722147 0.
 0.         0.15021356 0.07488155 0.11833774 0.10001249 0.06718691
 0.09322716]",1.0414596258303763,1.0348059022788012,0.11826154452992252,0.08065757244466729,0.0,0.1972214656816318,0.0,0.0,0.15021356231628205,0.07488155187235938,0.11833774364943508,0.1000124937822449,0.06718690511882608,0.09322716060463088,0.0
9,2014-01-17,"[0.         0.0878958  0.09047778 0.         0.20673602 0.
 0.0829388  0.14793298 0.07516107 0.12261684 0.0941525  0.
 0.09208821]",1.0517552594041404,1.0443125158288002,0.08789580255014891,0.09047777851570375,0.0,0.2067360164403321,0.0,0.08293879984087336,0.14793298287909168,0.07516107236836005,0.12261683818565555,0.0941525032407178,0.0,0.09208820597911674,0.0
10,2014-01-21,"[0.         0.13664921 0.08866099 0.1078425  0.21169412 0.09933343
 0.         0.         0.         0.14614386 0.08204122 0.
 0.12763467]",1.057122488940541,1.0444989805234446,0.1366492107746269,0.08866099026149807,0.10784249546909597,0.21169411502183436,0.09933343264661537,0.0,0.0,0.0,0.14614385883006564,0.08204122283502063,0.0,0.1276346741612431,0.0
11,2014-01-22,"[0.         0.12792456 0.09237468 0.08672789 0.20187412 0.07620032
 0.         0.08103302 0.         0.13540375 0.07591126 0.
 0.1225504 ]",1.0566561324044936,1.046525805654232,0.1279245558451064,0.09237467759091551,0.08672788724933975,0.20187412428664986,0.07620032296951125,0.0,0.08103302043178201,0.0,0.13540375071206517,0.0759112615843375,0.0,0.1225503993302925,0.0
12,2014-01-23,"[0.         0.15151781 0.10640856 0.         0.23213091 0.
 0.         0.14340641 0.         0.14424007 0.09488072 0.
 0.12741552]",1.056917164807614,1.0471806112213506,0.15151780842540077,0.10640856456514329,0.0,0.23213090747506435,0.0,0.0,0.1434064102897677,0.0,0.14424007383559406,0.09488071752370375,0.0,0.12741551788532604,0.0
13,2014-01-24,"[0.         0.156831   0.1000587  0.         0.23345553 0.
 0.         0.15764477 0.         0.13681466 0.09783263 0.
 0.11736269]",1.0483665621283875,1.0516843296791392,0.15683100285287907,0.10005870155844984,0.0,0.2334555349064828,0.0,0.0,0.15764477485867393,0.0,0.13681466478849585,0.09783263108560072,0.0,0.1173626899494177,0.0
14,2014-01-27,"[0.         0.15994884 0.09685387 0.         0.2342341  0.
 0.         0.16143325 0.         0.13450015 0.09887372 0.
 0.11415607]",1.042216338172914,1.0453510365769516,0.15994884363166237,0.09685386887531533,0.0,0.2342340996073926,0.0,0.0,0.16143324818031907,0.0,0.1345001492057973,0.09887371603335873,0.0,0.1141560744661545,0.0
15,2014-01-28,"[0.         0.16053398 0.09579011 0.         0.23466918 0.
 0.         0.16266729 0.         0.13348667 0.0994265  0.
 0.11342627]",1.0343038839445826,1.03666574025664,0.16053398030818583,0.09579011039716559,0.0,0.23466918033230505,0.0,0.0,0.16266728888363155,0.0,0.1334866694627332,0.09942650305195577,0.0,0.113426267564023,0.0
16,2014-01-29,"[0.         0.15976973 0.09546305 0.         0.23516684 0.
 0.         0.16356093 0.         0.13282464 0.10022422 0.
 0.11299059]",1.03649080637,1.0348021529247171,0.15976972519365096,0.09546305261562073,0.0,0.23516683746675232,0.0,0.0,0.1635609335699376,0.0,0.13282463569317085,0.10022422056334324,0.0,0.11299059489752443,0.0
17,2014-01-30,"[0.         0.15902058 0.09544238 0.         0.23457298 0.
 0.         0.16440308 0.         0.13257977 0.10093512 0.
 0.11304608]",1.0437752816829533,1.0301363648139912,0.15902058290106652,0.09544237846978501,0.0,0.2345729842809593,0.0,0.0,0.1644030814685404,0.0,0.1325797682795209,0.10093512041433496,0.0,0.11304608418579294,0.0
18,2014-01-31,"[0.         0.15997916 0.09488391 0.         0.23458083 0.
 0.         0.16439624 0.         0.13273025 0.10064811 0.
 0.11278149]",1.0627503572830568,1.0461754503980707,0.1599791630623321,0.09488391316978897,0.0,0.23458083104807506,0.0,0.0,0.16439624481936396,0.0,0.13273024930515942,0.10064810571288353,0.0,0.11278149288239679,0.0
19,2014-02-03,"[0.         0.15985125 0.09487264 0.         0.23499673 0.
 0.         0.16454333 0.         0.13274513 0.1009699  0.
 0.11202103]",1.0584428282012501,1.043354921426247,0.1598512491157821,0.09487263722929011,0.0,0.23499672623605883,0.0,0.0,0.16454333276107344,0.0,0.13274512728665924,0.10096989919374037,0.0,0.11202102817739572,0.0
20,2014-02-04,"[0.         0.15984196 0.0947191  0.         0.2351264  0.
 0.         0.16460961 0.         0.13267889 0.10102284 0.
 0.11200121]",1.044205950032458,1.0354686188339104,0.1598419563983196,0.09471909679612604,0.0,0.23512639941444854,0.0,0.0,0.16460961000110577,0.0,0.1326788892405679,0.10102284073640605,0.0,0.11200120741302604,0.0
21,2014-02-05,"[0.         0.15951246 0.09507587 0.         0.23553049 0.
 0.         0.16441811 0.         0.13229698 0.10086732 0.
 0.11229876]",1.0287394427035315,1.0136596106234073,0.15951246067414968,0.09507587192048077,0.0,0.23553048621919448,0.0,0.0,0.16441811143546056,0.0,0.1322969847661127,0.10086732092195033,0.0,0.11229876406265167,0.0
22,2014-02-06,"[0.         0.15880579 0.09492912 0.         0.23594352 0.
 0.         0.16469584 0.         0.13214086 0.10113669 0.
 0.11234819]",1.0330441776234882,1.0183340630943323,0.15880578994215747,0.09492912342631692,0.0,0.23594351679124814,0.0,0.0,0.1646958429574599,0.0,0.13214085562328098,0.10113668612559934,0.0,0.11234818513393734,0.0
23,2014-02-07,"[0.         0.15846143 0.09522062 0.         0.23609041 0.
 0.         0.16478416 0.         0.13213661 0.1013463  0.
 0.11196048]",1.0369327479707409,1.0242345002793918,0.15846143241355998,0.09522061540095816,0.0,0.23609041083151072,0.0,0.0,0.16478415737172766,0.0,0.13213660660829807,0.10134629993320154,0.0,0.11196047744074378,0.0
24,2014-02-10,"[0.         0.15718296 0.09549399 0.         0.23614663 0.
 0.         0.16517884 0.         0.13184315 0.10184904 0.
 0.11230541]",1.0470542497157735,1.0339739477622905,0.1571829567446903,0.09549398750850482,0.0,0.2361466259470938,0.0,0.0,0.16517883636150182,0.0,0.13184314848599524,0.10184903698823336,0.0,0.11230540796398074,0.0
25,2014-02-11,"[0.         0.15838779 0.09495231 0.         0.2353742  0.
 0.         0.16525614 0.         0.13254325 0.10177781 0.
 0.11170851]",1.0592608984813188,1.0443471407172293,0.1583877919198418,0.09495230551552382,0.0,0.23537419847093666,0.0,0.0,0.1652561394465506,0.0,0.13254325131406725,0.10177780584677999,0.0,0.11170850748629974,0.0
26,2014-02-12,"[0.         0.13996508 0.08735107 0.         0.22228138 0.
 0.06820453 0.15721039 0.         0.1231301  0.09903078 0.
 0.10282667]",1.069521194939437,1.0453712980066427,0.1399650808879816,0.08735107014752451,0.0,0.2222813808692068,0.0,0.06820452799969734,0.15721039396778502,0.0,0.12313010077585738,0.0990307774757511,0.0,0.10282666787619625,0.0
27,2014-02-13,"[0.         0.13773767 0.08621004 0.         0.22041263 0.
 0.0744248  0.15677965 0.         0.1226885  0.09918134 0.
 0.10256537]",1.0785041043047592,1.0470253725510057,0.13773767309250365,0.08621003514099462,0.0,0.22041263168811193,0.0,0.0744248002203896,0.15677964631519953,0.0,0.12268850326559726,0.09918134264604683,0.0,0.10256536763115671,0.0
28,2014-02-14,"[0.         0.13719641 0.08630558 0.         0.22052659 0.
 0.07710714 0.15624562 0.         0.12236818 0.0990218  0.
 0.10122867]",1.082727003037054,1.0468000406695979,0.13719640690365356,0.08630558069526977,0.0,0.2205265928422868,0.0,0.07710713851519987,0.15624562290396116,0.0,0.1223681847707892,0.0990218007587446,0.0,0.10122867261009506,0.0
29,2014-02-18,"[0.         0.13760979 0.08595747 0.         0.22048243 0.
 0.0769706  0.15624359 0.         0.12253009 0.09894467 0.
 0.10126135]",1.0968695570148248,1.0608238607180107,0.13760979471316376,0.08595746588861694,0.0,0.2204824251500961,0.0,0.0769706046388548,0.15624359360332085,0.0,0.12253009164348867,0.09894467398049127,0.0,0.10126135038196747,0.0
30,2014-02-19,"[0.         0.13041667 0.07694352 0.         0.19741338 0.
 0.         0.14930744 0.07002497 0.11941958 0.09553059 0.0629962
 0.09794765]",1.1037358565621675,1.0700086150554287,0.130416674094763,0.0769435225946088,0.0,0.19741337801496822,0.0,0.0,0.14930743552828943,0.07002497208441281,0.11941957954923683,0.09553059244171477,0.06299619849246833,0.09794764719953777,0.0
31,2014-02-20,"[0.         0.13168677 0.0754593  0.         0.19249418 0.
 0.         0.14761598 0.07493905 0.11900292 0.09344589 0.06705056
 0.09830534]",1.0982990677659499,1.0680371371593305,0.131686765113183,0.07545930187622382,0.0,0.19249418118975356,0.0,0.0,0.14761597668328855,0.07493905257420484,0.11900292425702104,0.09344589309900675,0.06705056128203918,0.09830534392527931,0.0
32,2014-02-21,"[0.         0.13110929 0.07576406 0.         0.19196362 0.
 0.         0.14769257 0.0752087  0.11895413 0.09363357 0.06705224
 0.09862182]",1.1064968714662182,1.0745668388327922,0.131109292098876,0.07576405766203244,0.0,0.19196361643469995,0.0,0.0,0.14769257230846813,0.0752087030117862,0.11895412526771207,0.09363356775389746,0.06705224323875299,0.09862182222377483,0.0
33,2014-02-24,"[0.         0.13098952 0.07591068 0.         0.19167508 0.
 0.         0.14777692 0.07529902 0.11898618 0.09355741 0.06690316
 0.09890203]",1.116562557111924,1.0809274754652107,0.130989518254402,0.07591068306756663,0.0,0.19167507704687697,0.0,0.0,0.14777691972392065,0.07529902229231798,0.11898617724353808,0.09355740616435254,0.06690316388443202,0.09890203232259309,0.0
34,2014-02-25,"[0.         0.13102648 0.07602634 0.         0.19145001 0.
 0.         0.14777852 0.0753923  0.1190407  0.09344198 0.0669201
 0.09892357]",1.1178011417929987,1.081548542913586,0.13102648148090415,0.07602633709056365,0.0,0.19145000726717137,0.0,0.0,0.14777852450419862,0.07539229543978669,0.11904069854904728,0.09344197952490738,0.0669201027129115,0.09892357343050935,0.0
35,2014-02-26,"[0.         0.1309808  0.07600778 0.         0.19169099 0.
 0.         0.14783662 0.07521124 0.11896968 0.09338617 0.06671052
 0.0992062 ]",1.1210198249865388,1.0859083337120712,0.13098079965785026,0.07600778452643127,0.0,0.19169098868679352,0.0,0.0,0.1478366218062539,0.07521124348600958,0.11896967550080281,0.09338616954056185,0.06671052007240573,0.09920619672289128,0.0
36,2014-02-27,"[0.         0.13115879 0.07620178 0.         0.19141367 0.
 0.         0.14776981 0.07528226 0.11900187 0.09324138 0.06682411
 0.09910635]",1.1084144519059183,1.0766882064938263,0.13115878548186613,0.07620177710678167,0.0,0.19141367111334684,0.0,0.0,0.14776980593698721,0.07528225845924816,0.11900186952449651,0.09324138212775526,0.06682410521268374,0.09910634503683452,0.0
37,2014-02-28,"[0.         0.13111934 0.0763388  0.         0.19153386 0.
 0.         0.14775321 0.07515564 0.11894859 0.09324649 0.06681231
 0.09909176]",1.1080832213689544,1.0818389854651862,0.13111933651504368,0.07633880412363199,0.0,0.19153386298705943,0.0,0.0,0.14775321324285398,0.0751556369602157,0.11894859221256236,0.09324648626321921,0.0668123107438498,0.09909175695156369,0.0
38,2014-03-03,"[0.         0.13286341 0.07614871 0.         0.19081134 0.
 0.         0.14727696 0.075332   0.1190694  0.09258809 0.06766771
 0.09824238]",1.1167148526964408,1.0891445875347123,0.1328634076004055,0.076148712568769,0.0,0.19081134043075867,0.0,0.0,0.14727696179887076,0.07533199630037245,0.11906939687726055,0.09258809201422118,0.06766770791174301,0.09824238449759891,0.0
39,2014-03-04,"[0.         0.13281243 0.07631256 0.         0.19090074 0.
 0.         0.14731284 0.07517142 0.11901128 0.09254017 0.06744485
 0.09849369]",1.0986150821284855,1.0782857331601248,0.13281243033873671,0.0763125607782879,0.0,0.19090074458094058,0.0,0.0,0.14731284189820376,0.07517142443440822,0.11901128421564687,0.0925401745342701,0.06744484736256538,0.09849369185694051,0.0
40,2014-03-05,"[0.         0.1336264  0.07628782 0.         0.19053002 0.
 0.         0.14709533 0.07525104 0.1190732  0.09218961 0.06785225
 0.09809433]",1.124836167218912,1.1020990386283036,0.1336263958329496,0.07628782453190726,0.0,0.19053002333164482,0.0,0.0,0.14709533057376925,0.07525103591046386,0.11907320462554219,0.09218960798436299,0.06785224875610991,0.09809432845325003,0.0
41,2014-03-06,"[0.         0.13431794 0.07623743 0.         0.18996865 0.
 0.         0.14691452 0.07556092 0.1192209  0.09192746 0.06830685
 0.09754533]",1.1430467683972865,1.1147339261098095,0.13431794165822453,0.07623743208624481,0.0,0.18996865104152927,0.0,0.0,0.14691451917953008,0.07556092186470269,0.11922089647497251,0.09192745985477915,0.06830685177279204,0.09754532606722499,0.0
42,2014-03-07,"[0.         0.13412733 0.07643797 0.         0.19017748 0.
 0.         0.14698404 0.07535234 0.119136   0.09202358 0.06817513
 0.09758613]",1.1437001074305906,1.1192371871430027,0.13412733496127532,0.07643796712848838,0.0,0.19017747778700456,0.0,0.0,0.146984040918669,0.07535233655646652,0.11913599917634052,0.0920235825454425,0.068175127908314,0.09758613301799918,0.0
43,2014-03-10,"[0.         0.13447949 0.07644635 0.         0.19003882 0.
 0.         0.14691475 0.07535211 0.11914985 0.0917784  0.0682442
 0.09759603]",1.150632733651761,1.1288409643949815,0.1344794898003488,0.07644635217264821,0.0,0.19003882399700042,0.0,0.0,0.146914745385896,0.07535211273080177,0.11914985276682416,0.09177839594197083,0.06824419808336944,0.09759602912114045,0.0
44,2014-03-11,"[0.         0.13392435 0.07676028 0.         0.19023681 0.
 0.         0.14706328 0.07518869 0.11906561 0.09196625 0.06794503
 0.0978497 ]",1.1404551647433077,1.116945942641988,0.13392434712262025,0.07676028404923985,0.0,0.19023680739380835,0.0,0.0,0.14706328435131027,0.07518869309869845,0.11906560548326947,0.0919662460700603,0.06794503184464362,0.09784970058634947,0.0
45,2014-03-12,"[0.         0.13250049 0.07677072 0.         0.19089042 0.
 0.         0.14747959 0.07501843 0.11894819 0.0925112  0.06713901
 0.09874194]",1.1379139805938296,1.1164415970043615,0.13250049256658988,0.07677072304116947,0.0,0.19089041510757412,0.0,0.0,0.14747959352833018,0.07501843351293686,0.1189481863440636,0.0925112038716679,0.06713901372539521,0.09874193830227279,0.0
46,2014-03-13,"[0.         0.13264518 0.07685931 0.         0.19094048 0.
 0.         0.14747268 0.07482144 0.11887257 0.09231694 0.06701563
 0.09905576]",1.136304905500294,1.1110703027707105,0.13264517869948028,0.07685931244674685,0.0,0.19094047557317254,0.0,0.0,0.14747268430530971,0.0748214414302291,0.11887257228335893,0.09231694165839428,0.06701563099716365,0.09905576260614443,0.0
47,2014-03-14,"[0.         0.13238161 0.07668877 0.         0.19132968 0.
 0.         0.14756069 0.07472172 0.11882588 0.09236948 0.06680798
 0.09931419]",1.151906462780929,1.118116609474464,0.13238161073765276,0.07668877474017097,0.0,0.19132967531227707,0.0,0.0,0.1475606894231032,0.07472172468844378,0.11882587642399062,0.09236947619293316,0.06680797831559794,0.09931419416583044,0.0
48,2014-03-17,"[0.         0.13166485 0.07688444 0.         0.19150397 0.
 0.         0.14776158 0.07467331 0.11877378 0.09264024 0.06651078
 0.09958705]",1.124156776651164,1.1008031246264307,0.13166484656082855,0.07688443689921486,0.0,0.19150397127852228,0.0,0.0,0.14776158242260676,0.07467331332659173,0.11877377781792536,0.09264023716240329,0.06651078354096877,0.0995870509909386,0.0
