,Date,Weights,Profit,Base Profit,TRC,FRPH,CIGI,CTO,DORM,MOD,STRT,SUP,AAME,FFG,CIA,GL,cash
0,2014-01-06,"[0.05833002 0.13160943 0.         0.10824129 0.09753804 0.08725774
 0.         0.         0.09482586 0.0996662  0.1483318  0.09800837
 0.07619125]",0.9999999999905833,0.9999999999917246,0.13160942911575205,0.0,0.10824129078654547,0.09753804194373093,0.0872577410289386,0.0,0.0,0.09482585909588308,0.09966619669317546,0.14833180023496212,0.09800836856491157,0.07619124868083309,0.0583300238552675
1,2014-01-07,"[0.         0.14343335 0.         0.11496695 0.10367236 0.08835018
 0.         0.         0.09908221 0.10555801 0.16412032 0.10496017
 0.07585645]",1.0036489070426229,1.0010733996314636,0.14343335420611839,0.0,0.11496694823860519,0.10367235839677934,0.08835018189719805,0.0,0.0,0.09908220818966221,0.10555800971255397,0.1641203191973944,0.10496017009428243,0.0758564500674061,0.0
2,2014-01-08,"[0.         0.14393054 0.         0.11500772 0.10359772 0.08775773
 0.         0.         0.09873859 0.10532852 0.16565609 0.10504597
 0.07493713]",0.9895229048808204,0.9918885351857,0.14393053565608346,0.0,0.11500771713998147,0.1035977221617947,0.0877577324441375,0.0,0.0,0.09873858680743237,0.10532852136764458,0.1656560864288505,0.1050459667676047,0.07493713122647086,0.0
3,2014-01-09,"[0.         0.14387357 0.         0.1150892  0.10349321 0.08776844
 0.         0.         0.09874383 0.10515072 0.16591958 0.10494353
 0.07501793]",0.9901438981798545,0.9943782713356988,0.14387357210380636,0.0,0.11508919988259345,0.10349321054120061,0.08776843930216258,0.0,0.0,0.0987438272987917,0.10515071504857532,0.1659195759023345,0.10494353207371232,0.07501792784682308,0.0
4,2014-01-10,"[0.         0.14399855 0.         0.11500767 0.10359552 0.08768684
 0.         0.         0.09852191 0.1053251  0.16596297 0.10507591
 0.07482552]",0.9903085778085996,0.9935312535201651,0.14399854944815652,0.0,0.11500767288698113,0.10359552330073157,0.08768683962038512,0.0,0.0,0.09852190774282484,0.10532510132965284,0.16596297402395802,0.10507590823253653,0.07482552341477368,0.0
5,2014-01-13,"[0.         0.14400379 0.         0.11501871 0.10351668 0.08795846
 0.         0.         0.09835091 0.10531142 0.16602446 0.10500132
 0.07481425]",0.9869939509735774,0.9892172388122282,0.14400378778409453,0.0,0.11501870815325539,0.10351668327369169,0.0879584648635478,0.0,0.0,0.09835091121819753,0.10531141804066693,0.16602446158269293,0.10500131992769986,0.07481424515615322,0.0
6,2014-01-14,"[0.         0.14370139 0.         0.11538059 0.10362671 0.08777747
 0.         0.         0.09861643 0.10508601 0.16626702 0.10527796
 0.07426643]",0.9769104947409984,0.9822289070883039,0.14370139202358975,0.0,0.1153805928408112,0.10362670863031057,0.08777746749687909,0.0,0.0,0.0986164296057933,0.10508601080374001,0.16626701643764877,0.10527795531695482,0.0742664268442724,0.0
7,2014-01-15,"[0.         0.14362346 0.         0.11562856 0.10390328 0.08699585
 0.         0.         0.09885419 0.10509521 0.16637623 0.10570084
 0.07382237]",0.9694564126274576,0.9766668090340647,0.1436234562418166,0.0,0.11562856441801592,0.10390328228302784,0.08699585325693386,0.0,0.0,0.09885419276431852,0.10509521333114712,0.1663762263902968,0.1057008375859372,0.07382237372850628,0.0
8,2014-01-16,"[0.         0.14376515 0.         0.11537833 0.1039294  0.08730381
 0.         0.         0.09849348 0.10531044 0.16639285 0.10569896
 0.07372759]",0.9725728637857136,0.9775214194109892,0.14376514772837506,0.0,0.11537832652592024,0.10392939610577773,0.08730380890442817,0.0,0.0,0.09849347942124032,0.10531044024505733,0.16639284936137405,0.10569895828914742,0.07372759341867963,0.0
9,2014-01-17,"[0.         0.14378606 0.         0.11518489 0.10351828 0.08827652
 0.         0.         0.09825495 0.10516609 0.16634367 0.1051266
 0.07434294]",0.9752331665289546,0.9810549223360497,0.14378605738800534,0.0,0.11518488842299057,0.10351828336174193,0.08827652367901619,0.0,0.0,0.09825494991120542,0.10516609109265432,0.1663436708811413,0.10512659670667134,0.0743429385565737,0.0
