,Date,Weights,Profit,Base Profit,Volume,SPAR,OSK,PCAR,F,BIO,COHR,WAT,PKI,MTH,NVR,PHM,BZH,cash
0,2014-01-06,"[0.16642118 0.12595557 0.         0.         0.10111967 0.11394114
 0.17619675 0.10503087 0.         0.21133482 0.         0.
 0.        ]",0.9958321058750152,0.9950000000000002,0.8335788249969482,0.12595556676387787,0.0,0.0,0.10111966729164124,0.11394114047288895,0.17619675397872925,0.10503087192773819,0.0,0.21133482456207275,0.0,0.0,0.0,0.16642117500305176
1,2014-01-07,"[0.16646314 0.12511785 0.         0.         0.10132554 0.11368217
 0.17596187 0.10578529 0.         0.21166414 0.         0.
 0.        ]",0.9988412014224655,0.9990308374406767,0.002610249083516578,0.12511785328388214,0.0,0.0,0.10132554173469543,0.11368217319250107,0.17596186697483063,0.10578528791666031,0.0,0.2116641402244568,0.0,0.0,0.0,0.16646313667297363
2,2014-01-08,"[0.16652828 0.12578624 0.         0.         0.1009278  0.11372118
 0.17604332 0.10521418 0.         0.21177894 0.         0.
 0.        ]",1.000106768539826,0.9965800298619523,0.007837934643508952,0.12578624486923218,0.0,0.0,0.10092779994010925,0.11372118443250656,0.1760433167219162,0.1052141785621643,0.0,0.2117789387702942,0.0,0.0,0.0,0.16652828454971313
3,2014-01-09,"[0.16705154 0.12632804 0.         0.         0.10052529 0.11328713
 0.17594872 0.10517511 0.         0.21168418 0.         0.
 0.        ]",0.9997963396634302,0.9923587408506461,0.002949703412891642,0.12632803618907928,0.0,0.0,0.10052528977394104,0.11328712850809097,0.17594872415065765,0.10517510771751404,0.0,0.2116841822862625,0.0,0.0,0.0,0.1670515388250351
4,2014-01-10,"[0.16704047 0.12620491 0.         0.         0.10054898 0.11317092
 0.17603575 0.10498026 0.         0.21201877 0.         0.
 0.        ]",1.007258324141786,1.0019725069010792,0.00952009689798869,0.12620490789413452,0.0,0.0,0.10054897516965866,0.11317092180252075,0.17603574693202972,0.10498026013374329,0.0,0.21201877295970917,0.0,0.0,0.0,0.16704046726226807
5,2014-01-13,"[0.16688538 0.12610151 0.         0.         0.10045051 0.11306476
 0.17630008 0.10477956 0.         0.2124182  0.         0.
 0.        ]",1.0083176118298225,1.00532813403068,0.00659915375676082,0.1261015087366104,0.0,0.0,0.10045050829648972,0.11306475847959518,0.1763000786304474,0.10477956384420395,0.0,0.21241819858551025,0.0,0.0,0.0,0.1668853759765625
6,2014-01-14,"[0.16716757 0.12539555 0.         0.         0.10069034 0.11241594
 0.17630671 0.1056115  0.         0.2124124  0.         0.
 0.        ]",1.0067250257497304,1.0082326827458936,0.012643824575835405,0.12539555132389069,0.0,0.0,0.1006903350353241,0.11241593956947327,0.17630670964717865,0.10561150312423706,0.0,0.21241240203380585,0.0,0.0,0.0,0.1671675741672516
7,2014-01-15,"[0.16812353 0.12551033 0.         0.         0.10028203 0.11185181
 0.17645898 0.10520075 0.         0.21257253 0.         0.
 0.        ]",0.9900489163834724,0.9907825282808723,0.01306187938227876,0.1255103349685669,0.0,0.0,0.10028202831745148,0.11185181140899658,0.17645898461341858,0.10520074516534805,0.0,0.21257252991199493,0.0,0.0,0.0,0.1681235283613205
8,2014-01-16,"[0.16849996 0.12514438 0.         0.         0.10019246 0.11167604
 0.17657389 0.10524464 0.         0.21266867 0.         0.
 0.        ]",1.002568236118202,1.0046679042610775,0.007950576813736857,0.1251443773508072,0.0,0.0,0.10019246488809586,0.11167603731155396,0.17657388746738434,0.10524463653564453,0.0,0.21266867220401764,0.0,0.0,0.0,0.16849996149539948
9,2014-01-17,"[0.16887268 0.12503316 0.         0.         0.10016181 0.11155827
 0.17657845 0.10519277 0.         0.21260291 0.         0.
 0.        ]",1.0086638024001462,1.008892761307964,0.005566304313854829,0.1250331550836563,0.0,0.0,0.10016180574893951,0.11155827343463898,0.17657844722270966,0.10519276559352875,0.0,0.2126029133796692,0.0,0.0,0.0,0.1688726842403412
10,2014-01-21,"[0.16868727 0.12521927 0.         0.         0.10020342 0.11177963
 0.17661515 0.10499568 0.         0.21249956 0.         0.
 0.        ]",1.012751580627477,1.0139436235059285,0.005272660011178889,0.12521927058696747,0.0,0.0,0.10020341724157333,0.11177963018417358,0.1766151487827301,0.10499568283557892,0.0,0.21249955892562866,0.0,0.0,0.0,0.16868726909160614
11,2014-01-22,"[0.16847806 0.1254065  0.         0.         0.10022484 0.11190848
 0.17646931 0.10514621 0.         0.21236666 0.         0.
 0.        ]",1.0162849123244426,1.018975649202956,0.005898021667954712,0.12540650367736816,0.0,0.0,0.10022483766078949,0.11190848052501678,0.17646931111812592,0.10514620691537857,0.0,0.21236665546894073,0.0,0.0,0.0,0.16847805678844452
12,2014-01-23,"[0.16908988 0.12522697 0.         0.         0.10031355 0.11155454
 0.17601094 0.10574967 0.         0.21205443 0.         0.
 0.        ]",1.0145403220706604,1.0144357982175458,0.007285086604812329,0.1252269744873047,0.0,0.0,0.10031355172395706,0.11155454069375992,0.17601093649864197,0.10574967414140701,0.0,0.21205443143844604,0.0,0.0,0.0,0.1690898835659027
13,2014-01-24,"[0.16863523 0.12456548 0.         0.         0.10063224 0.11192179
 0.17623162 0.10577656 0.         0.21223703 0.         0.
 0.        ]",1.0139776847298734,1.0132766413491505,0.009272161711782773,0.1245654821395874,0.0,0.0,0.10063223540782928,0.11192178726196289,0.17623162269592285,0.10577655583620071,0.0,0.21223703026771545,0.0,0.0,0.0,0.16863523423671722
