,Date,Weights,Profit,Base Profit,GRA,BCPC,OLN,FMC,HLX,RES,ENSV,CLB,GGG,ITT,FLS,IEX,cash
13,2014-01-24,"[0.         0.1427028  0.         0.21646436 0.         0.18316396
 0.         0.         0.         0.15209709 0.         0.16443401
 0.14113778]",0.9985054402306192,1.0312581698645564,0.14270279984532958,0.0,0.21646435798169386,0.0,0.18316396323960826,0.0,0.0,0.0,0.15209708557423246,0.0,0.1644340101027199,0.141137783256416,0.0
14,2014-01-27,"[0.         0.14284961 0.         0.21585327 0.         0.18395055
 0.         0.         0.         0.15215978 0.         0.16392693
 0.14125986]",0.9762995254436966,1.0149113156248313,0.14284960873125566,0.0,0.21585327269740767,0.0,0.18395054805418987,0.0,0.0,0.0,0.15215977697146055,0.0,0.1639269285827241,0.1412598649629621,0.0
15,2014-01-28,"[0.         0.14282455 0.         0.21614927 0.         0.18395662
 0.         0.         0.         0.15195728 0.         0.16375182
 0.14136045]",0.9441606671013614,0.9927914435941392,0.14282454719975618,0.0,0.21614927270278878,0.0,0.18395662108018604,0.0,0.0,0.0,0.15195728005826983,0.0,0.1637518244012445,0.1413604545577547,0.0
16,2014-01-29,"[0.         0.12881029 0.09985078 0.1938547  0.         0.16636548
 0.         0.         0.         0.13694621 0.         0.14698916
 0.12718338]",0.9267173464862061,0.988859974279953,0.12881028536636105,0.09985078223861682,0.19385470308174896,0.0,0.16636548178224883,0.0,0.0,0.0,0.136946207911056,0.0,0.1469891587524263,0.12718338086754216,0.0
17,2014-01-30,"[0.         0.12783278 0.11072357 0.19056787 0.         0.16390632
 0.         0.         0.         0.13524132 0.         0.14565102
 0.12607713]",0.9275007747232888,0.9884386424040912,0.12783277606452886,0.11072356675370976,0.1905678651063615,0.0,0.16390632042427583,0.0,0.0,0.0,0.13524132016416385,0.0,0.14565102305137806,0.12607712843558216,0.0
18,2014-01-31,"[0.         0.12734282 0.11205007 0.19057504 0.         0.16404538
 0.         0.         0.         0.13525872 0.         0.14481636
 0.12591161]",0.9356743508171567,0.9963691637839649,0.127342820431232,0.11205006527182697,0.19057504253129545,0.0,0.16404538077801303,0.0,0.0,0.0,0.13525872375689127,0.0,0.14481635939277782,0.12591160783796337,0.0
19,2014-02-03,"[0.         0.12736486 0.11233389 0.19055253 0.         0.16447449
 0.         0.         0.         0.13500553 0.         0.14444925
 0.12581944]",0.9237453783432766,0.9750818563010368,0.1273648563844639,0.11233389215904827,0.19055253381155304,0.0,0.16447448989908098,0.0,0.0,0.0,0.13500553176428665,0.0,0.14444925272754716,0.1258194432540201,0.0
20,2014-02-04,"[0.         0.12754835 0.11237798 0.19039504 0.         0.16453126
 0.         0.         0.         0.13467419 0.         0.14447126
 0.12600192]",0.9264772428901186,0.9748941408538289,0.12754834664096285,0.11237798449018548,0.1903950392207957,0.0,0.16453126192871265,0.0,0.0,0.0,0.13467418849506654,0.0,0.14447125898357183,0.12600192024070486,0.0
21,2014-02-05,"[0.         0.12760806 0.11260906 0.19010949 0.         0.16488463
 0.         0.         0.         0.13473592 0.         0.1441008
 0.12595203]",0.899379643551031,0.9568688618337134,0.1276080611672017,0.11260906037819514,0.19010949448592018,0.0,0.16488463075077875,0.0,0.0,0.0,0.13473592027391365,0.0,0.14410080290864724,0.12595203003534333,0.0
22,2014-02-06,"[0.         0.12770195 0.11253031 0.19010368 0.         0.16469012
 0.         0.         0.         0.13459505 0.         0.14431293
 0.12606597]",0.9006118798797308,0.9521825481400668,0.1277019454467541,0.1125303103607608,0.1901036814872795,0.0,0.16469011585534588,0.0,0.0,0.0,0.13459504650098816,0.0,0.14431292801303633,0.12606597233583525,0.0
23,2014-02-07,"[0.         0.12796693 0.11278715 0.18938872 0.         0.16497233
 0.         0.         0.         0.13464878 0.         0.144247
 0.12598908]",0.910777785537605,0.9610696975263733,0.12796693432982,0.11278714879791912,0.1893887231682989,0.0,0.16497233006551254,0.0,0.0,0.0,0.13464877506426182,0.0,0.14424700438958996,0.12598908418459784,0.0
24,2014-02-10,"[0.         0.12760455 0.11224118 0.19056616 0.         0.16414579
 0.         0.         0.         0.13468158 0.         0.14475634
 0.12600441]",0.9226119334091674,0.9722208079226238,0.12760454814031313,0.11224117664569411,0.19056616476166413,0.0,0.1641457893431401,0.0,0.0,0.0,0.13468157833288513,0.0,0.14475633708734797,0.12600440568895543,0.0
25,2014-02-11,"[0.         0.1277067  0.11234262 0.1903858  0.         0.16424304
 0.         0.         0.         0.13473472 0.         0.14472982
 0.12585729]",0.9297424247069801,0.9719793824533494,0.12770670255796385,0.11234262070677445,0.19038580249371165,0.0,0.16424304379280694,0.0,0.0,0.0,0.1347347198749257,0.0,0.14472981741612748,0.12585729315768987,0.0
26,2014-02-12,"[0.         0.1280536  0.11252982 0.18960463 0.         0.16428139
 0.         0.         0.         0.13476142 0.         0.14495583
 0.12581331]",0.9316168954270388,0.9768300117723385,0.12805360322090534,0.11252981718267166,0.18960463439715017,0.0,0.16428138718862617,0.0,0.0,0.0,0.13476142040084713,0.0,0.14495583243244914,0.1258133051773504,0.0
27,2014-02-13,"[0.         0.12836677 0.11252334 0.18907935 0.         0.16398235
 0.         0.         0.         0.13463842 0.         0.14550115
 0.12590863]",0.9483319476596286,0.9937425286969812,0.128366766151541,0.11252334023048592,0.18907934942864882,0.0,0.16398235100342679,0.0,0.0,0.0,0.13463841651862815,0.0,0.1455011478929586,0.12590862877431083,0.0
28,2014-02-14,"[0.         0.12866594 0.11296553 0.18802469 0.         0.16458048
 0.         0.         0.         0.13473824 0.         0.14517556
 0.12584955]",0.9457457442050126,0.9927948966992367,0.1286659407205149,0.1129655264396576,0.188024693875798,0.0,0.16458048218457305,0.0,0.0,0.0,0.1347382409817011,0.0,0.1451755616306352,0.1258495541671201,0.0
29,2014-02-18,"[0.         0.12859972 0.11269497 0.18837879 0.         0.16407973
 0.         0.         0.         0.13477367 0.         0.14562556
 0.12584756]",0.9574070554945779,1.005257018214778,0.12859971588448174,0.11269497379497719,0.18837879001429475,0.0,0.16407973145301244,0.0,0.0,0.0,0.13477367102807986,0.0,0.14562555759401932,0.1258475602311347,0.0
30,2014-02-19,"[0.         0.12851438 0.11259387 0.18858261 0.         0.16391726
 0.         0.         0.         0.13482402 0.         0.14571497
 0.12585289]",0.961841757913721,1.0088427378394271,0.12851438325009418,0.11259386737212575,0.18858260801581386,0.0,0.1639172647332683,0.0,0.0,0.0,0.13482401892397572,0.0,0.14571496793751995,0.12585288976720224,0.0
31,2014-02-20,"[0.         0.12834059 0.11249898 0.18875774 0.         0.16375729
 0.         0.         0.         0.13500806 0.         0.14574589
 0.12589144]",0.9623575066401812,1.0125664497228903,0.1283405888704541,0.11249898319492195,0.1887577403732019,0.0,0.16375729327102576,0.0,0.0,0.0,0.13500806217133388,0.0,0.1457458947107784,0.12589143740828404,0.0
32,2014-02-21,"[0.         0.1287793  0.11248127 0.18839024 0.         0.16349698
 0.         0.         0.         0.13471969 0.         0.14614282
 0.12598969]",0.9697009806158341,1.017763411480816,0.12877929870451552,0.11248127348164387,0.18839024480431024,0.0,0.16349698462619836,0.0,0.0,0.0,0.1347196852167426,0.0,0.14614281898271478,0.12598969418387457,0.0
33,2014-02-24,"[0.         0.12894397 0.11246283 0.18817516 0.         0.16332488
 0.         0.         0.         0.1347624  0.         0.14639244
 0.12593833]",0.9810415324081566,1.023280238936562,0.1289439657326838,0.11246283361716827,0.18817516001543272,0.0,0.16332487638705584,0.0,0.0,0.0,0.1347624025759933,0.0,0.14639243604062183,0.1259383256310443,0.0
34,2014-02-25,"[0.         0.12923964 0.11265951 0.18757652 0.         0.16354874
 0.         0.         0.         0.13461014 0.         0.1463756
 0.12598985]",0.971551625344928,1.0202831823478273,0.12923963726966642,0.11265951175932147,0.18757651857881866,0.0,0.1635487440889214,0.0,0.0,0.0,0.1346101411813119,0.0,0.14637559633744346,0.12598985078451677,0.0
35,2014-02-26,"[0.         0.12960345 0.11250522 0.18726365 0.         0.16293616
 0.         0.         0.         0.13428859 0.         0.14722942
 0.12617351]",0.9811269700079598,1.0248787634187453,0.129603451043922,0.1125052158184762,0.1872636547499073,0.0,0.16293615700113098,0.0,0.0,0.0,0.13428858926467369,0.0,0.14722942314491513,0.1261735089769748,0.0
36,2014-02-27,"[0.         0.12914818 0.11193601 0.18878626 0.         0.1622857
 0.         0.         0.         0.13417901 0.         0.14752475
 0.12614009]",0.9841720114412602,1.0191337065082018,0.12914817559787295,0.11193601112821162,0.18878625852434305,0.0,0.162285699498349,0.0,0.0,0.0,0.13417901122021922,0.0,0.14752475070184523,0.12614009332915893,0.0
37,2014-02-28,"[0.         0.12880838 0.11234797 0.18870184 0.         0.16314606
 0.         0.         0.         0.13475241 0.         0.14662176
 0.12562158]",0.9841049918078862,1.0233326047663396,0.12880838304935344,0.1123479679091535,0.18870184174118204,0.0,0.16314605626767292,0.0,0.0,0.0,0.1347524084818042,0.0,0.14662176212778383,0.12562158042305,0.0
38,2014-03-03,"[0.         0.12841724 0.11239331 0.1890933  0.         0.16350825
 0.         0.         0.         0.13510639 0.         0.14607781
 0.1254037 ]",0.9884537361733005,1.026446542050132,0.1284172409534461,0.1123933085237937,0.18909330426848525,0.0,0.16350824894082405,0.0,0.0,0.0,0.13510638827842256,0.0,0.1460778079861916,0.12540370104883664,0.0
39,2014-03-04,"[0.         0.1284717  0.11260383 0.18862262 0.         0.16378625
 0.         0.         0.         0.13536815 0.         0.14587655
 0.1252709 ]",0.9834101096838727,1.022475507309179,0.1284717041108387,0.11260382753418251,0.18862261578535536,0.0,0.16378624909545778,0.0,0.0,0.0,0.13536814929596602,0.0,0.14587655475531816,0.1252708994228815,0.0
40,2014-03-05,"[0.         0.1282388  0.11245842 0.18916369 0.         0.1637132
 0.         0.         0.         0.13546546 0.         0.14574232
 0.12521811]",0.9935391230188562,1.0271927246125059,0.12823879683809253,0.11245841850570755,0.1891636907731808,0.0,0.16371319796183734,0.0,0.0,0.0,0.1354654649334909,0.0,0.14574231614337835,0.1252181148443125,0.0
41,2014-03-06,"[0.         0.12801232 0.11248728 0.18933767 0.         0.16391732
 0.         0.         0.         0.13554049 0.         0.14545643
 0.12524849]",1.0009737903365188,1.0352528406016375,0.128012324810906,0.11248728486074665,0.18933766652485381,0.0,0.16391731511872654,0.0,0.0,0.0,0.13554049084884337,0.0,0.14545642982456908,0.1252484880113546,0.0
42,2014-03-07,"[0.         0.12792231 0.11242485 0.18954574 0.         0.16389071
 0.         0.         0.         0.13547221 0.         0.14540076
 0.12534342]",1.0007604054467432,1.0367171613570287,0.12792231447507116,0.1124248518378624,0.18954574172518612,0.0,0.16389070916724502,0.0,0.0,0.0,0.13547221010557986,0.0,0.14540075576144143,0.12534341692761378,0.0
43,2014-03-10,"[0.         0.12828891 0.11304669 0.18797688 0.         0.16468762
 0.         0.         0.         0.13573865 0.         0.14500215
 0.1252591 ]",1.0119855825641093,1.055375348031091,0.12828890740740923,0.11304669014872372,0.1879768820965359,0.0,0.16468762012283353,0.0,0.0,0.0,0.13573864899793775,0.0,0.14500215217639525,0.12525909905016452,0.0
44,2014-03-11,"[0.         0.12862133 0.11322071 0.18719399 0.         0.16483466
 0.         0.         0.         0.13567101 0.         0.14512774
 0.12533056]",1.0084748295493562,1.0605792294256196,0.12862132889447242,0.1132207110218532,0.18719398570313903,0.0,0.1648346625414334,0.0,0.0,0.0,0.13567101074948446,0.0,0.14512773724382105,0.12533056384579638,0.0
45,2014-03-12,"[0.         0.12776873 0.11284043 0.18856092 0.         0.16456662
 0.         0.         0.         0.13636356 0.         0.14492817
 0.12497158]",1.0090671270429366,1.058939811565795,0.12776872588254803,0.11284042887482837,0.18856091740682188,0.0,0.16456662206051764,0.0,0.0,0.0,0.13636356060314025,0.0,0.14492816826000904,0.12497157691213484,0.0
46,2014-03-13,"[0.         0.12759067 0.11264377 0.18919923 0.         0.16434995
 0.         0.         0.         0.13624469 0.         0.14489082
 0.12508087]",0.9924291855305547,1.0380996792572308,0.12759067142037894,0.11264377376845776,0.1891992286444773,0.0,0.16434995378041145,0.0,0.0,0.0,0.13624468587585448,0.0,0.14489081927006736,0.12508086724035267,0.0
47,2014-03-14,"[0.         0.12748656 0.11269807 0.18927224 0.         0.16452262
 0.         0.         0.         0.13628921 0.         0.14464296
 0.12508834]",0.9962202099484924,1.0504462223695918,0.12748655756294958,0.11269807086834502,0.1892722390495727,0.0,0.16452262349279356,0.0,0.0,0.0,0.13628920916044576,0.0,0.14464295973584015,0.12508834013005318,0.0
48,2014-03-17,"[0.         0.12716214 0.11246955 0.19002435 0.         0.16437242
 0.         0.         0.         0.13626993 0.         0.14452386
 0.12517775]",0.9797891751419174,1.0301212616972493,0.12716213525596354,0.11246954823175659,0.19002434912455987,0.0,0.1643724243799634,0.0,0.0,0.0,0.13626993141587407,0.0,0.144523864342586,0.12517774724929648,0.0
49,2014-03-18,"[0.         0.12737023 0.11238152 0.19003376 0.         0.16415938
 0.         0.         0.         0.13593171 0.         0.14482456
 0.12529883]",0.9895102141549302,1.0410137615147,0.12737023190539737,0.1123815201180351,0.19003376451697743,0.0,0.16415937717357829,0.0,0.0,0.0,0.1359317141857228,0.0,0.1448245645612989,0.12529882753899008,0.0
50,2014-03-19,"[0.         0.12702532 0.11158893 0.19158546 0.         0.16294104
 0.         0.         0.         0.13558154 0.         0.14566284
 0.12561486]",0.9943572929574669,1.0440607659411396,0.12702532164883604,0.1115889337650081,0.19158546391505393,0.0,0.16294103768050436,0.0,0.0,0.0,0.13558154411336992,0.0,0.14566283581933842,0.12561486305788927,0.0
51,2014-03-20,"[0.         0.12699653 0.11123604 0.19207834 0.         0.16221315
 0.         0.         0.         0.13529906 0.         0.14618137
 0.12599551]",0.9953557770579832,1.0443326115710736,0.12699652638284503,0.11123603671813344,0.1920783414597491,0.0,0.16221315328900354,0.0,0.0,0.0,0.13529905819500798,0.0,0.1461813706443759,0.12599551331088502,0.0
52,2014-03-21,"[0.         0.12722364 0.11149268 0.1914993  0.         0.16256464
 0.         0.         0.         0.13526795 0.         0.14597025
 0.12598156]",0.9842519907128073,1.0400864340409914,0.1272236350705949,0.11149267547315028,0.19149929731232113,0.0,0.16256463740709085,0.0,0.0,0.0,0.13526794635741915,0.0,0.14597024876126405,0.12598155961815963,0.0
53,2014-03-24,"[0.         0.12694087 0.11145269 0.19179105 0.         0.16261466
 0.         0.         0.         0.13552665 0.         0.14575135
 0.12592273]",0.9922524527733195,1.0508434664167265,0.12694086625076648,0.11145268559936068,0.1917910549331576,0.0,0.16261465849523343,0.0,0.0,0.0,0.1355266533573398,0.0,0.14575135467740602,0.12592272668673607,0.0
54,2014-03-25,"[0.         0.12720434 0.1115393  0.19134381 0.         0.1626438
 0.         0.         0.         0.13548141 0.         0.1459086
 0.12587873]",0.9937599316535406,1.0505365121428585,0.12720434369726463,0.1115393036284422,0.19134381305959927,0.0,0.16264380167736356,0.0,0.0,0.0,0.13548140905152456,0.0,0.14590859625498676,0.12587873263081908,0.0
55,2014-03-26,"[0.         0.12713152 0.11163696 0.19144316 0.         0.16298794
 0.         0.         0.         0.13556734 0.         0.14550278
 0.1257303 ]",0.9846843869365258,1.0496036783055491,0.12713151617948,0.11163696061676617,0.1914431605566148,0.0,0.162987940995746,0.0,0.0,0.0,0.13556733571666063,0.0,0.14550278205391345,0.12573030388081907,0.0
56,2014-03-27,"[0.         0.12734915 0.11157514 0.19127256 0.         0.16274404
 0.         0.         0.         0.13540318 0.         0.14584242
 0.12581351]",0.9857988198959713,1.0382742747337115,0.12734914787925286,0.11157514015810287,0.19127256208133003,0.0,0.16274403620783998,0.0,0.0,0.0,0.13540318150446193,0.0,0.14584241814882193,0.12581351402019028,0.0
57,2014-03-28,"[0.         0.12770449 0.11174575 0.19078534 0.         0.16290583
 0.         0.         0.         0.13518239 0.         0.14587291
 0.1258033 ]",0.9640320740368759,1.0238570661040096,0.1277044867846999,0.11174575025185443,0.1907853380961269,0.0,0.1629058293499517,0.0,0.0,0.0,0.13518238625010537,0.0,0.14587291245628745,0.12580329681097427,0.0
58,2014-03-31,"[0.         0.12683533 0.11134669 0.19170261 0.         0.16252373
 0.         0.         0.         0.13743748 0.         0.14550063
 0.12465354]",0.9619929920160155,1.0273468361431666,0.12683532516138218,0.11134668804780005,0.1917026109800549,0.0,0.16252372813348576,0.0,0.0,0.0,0.13743748261772318,0.0,0.14550062607949998,0.12465353898005394,0.0
59,2014-04-01,"[0.         0.12709331 0.11142556 0.19113243 0.         0.16239103
 0.         0.         0.         0.13768644 0.         0.14575025
 0.12452098]",0.9754982973957367,1.0363703172542509,0.12709330761126786,0.11142556393166743,0.19113242959734705,0.0,0.16239102707355038,0.0,0.0,0.0,0.13768643965006017,0.0,0.1457502543236844,0.12452097781242272,0.0
60,2014-04-02,"[0.         0.         0.         0.22786057 0.14219729 0.
 0.11060505 0.09574033 0.         0.10422235 0.10253244 0.11001784
 0.10682413]",0.9963780403225382,1.0447526796194972,0.0,0.0,0.22786057061614884,0.14219729277507206,0.0,0.11060505168894681,0.09574032793352766,0.0,0.10422234869093829,0.10253243959693631,0.11001783645742855,0.10682413224100164,0.0
61,2014-04-03,"[0.         0.         0.         0.22484297 0.15544594 0.
 0.11661785 0.09993934 0.         0.09531437 0.10754168 0.10140113
 0.09889671]",1.0041425407766864,1.0611133231981962,0.0,0.0,0.22484296762294068,0.1554459435528,0.0,0.11661785342767637,0.09993934476816649,0.0,0.09531436695488255,0.10754168496826313,0.10140112654396656,0.09889671216130425,0.0
62,2014-04-04,"[0.         0.         0.         0.22409089 0.15782123 0.
 0.1148128  0.10080095 0.         0.09494878 0.10744344 0.10150975
 0.09857216]",1.0108522609173516,1.0625291852447347,0.0,0.0,0.22409088645490086,0.1578212277245455,0.0,0.11481280265866098,0.10080094528943337,0.0,0.09494877894913155,0.10744344366520175,0.10150975141230403,0.09857216384582192,0.0
63,2014-04-07,"[0.         0.         0.         0.22365836 0.1589657  0.
 0.11096718 0.10180926 0.         0.09576414 0.10694688 0.10237148
 0.099517  ]",1.0109578986363066,1.0584122600342423,0.0,0.0,0.22365835633631692,0.1589657022057185,0.0,0.11096718367421629,0.10180926426409004,0.0,0.09576413707657384,0.10694688466848061,0.10237147627644887,0.09951699549815489,0.0
64,2014-04-08,"[0.         0.         0.         0.22187557 0.16040466 0.
 0.10478816 0.10419626 0.         0.09769484 0.10628383 0.10296039
 0.10179629]",0.9912766350189527,1.0421159210586397,0.0,0.0,0.22187557410088032,0.16040465958770983,0.0,0.10478816288833001,0.10419626147150758,0.0,0.09769483703247954,0.10628382617603947,0.1029603859420099,0.10179629280104327,0.0
65,2014-04-09,"[0.         0.         0.         0.21908906 0.16204867 0.
 0.09786531 0.10699951 0.         0.10038823 0.10509604 0.10382425
 0.10468893]",0.9811383425738636,1.0313631883104972,0.0,0.0,0.2190890618532379,0.16204866841026985,0.0,0.09786530703283895,0.10699950896070369,0.0,0.10038823007463875,0.1050960446723387,0.10382425010352829,0.10468892889244387,0.0
66,2014-04-10,"[0.         0.         0.         0.21797402 0.16161493 0.
 0.09402937 0.10822342 0.         0.10203704 0.10421885 0.10548839
 0.10641398]",0.9848179391636787,1.0360221698936942,0.0,0.0,0.21797401779244333,0.16161493363880558,0.0,0.09402936861565186,0.10822342048452507,0.0,0.10203704495155097,0.10421884744726262,0.1054883920436787,0.10641397502608194,0.0
67,2014-04-11,"[0.         0.         0.         0.2370061  0.17531816 0.
 0.         0.1205757  0.         0.11532233 0.11246426 0.11913789
 0.12017556]",0.9922933188471706,1.0428664499012137,0.0,0.0,0.23700609914991377,0.17531816199814548,0.0,0.0,0.1205756959457743,0.0,0.1153223268288039,0.11246425905125333,0.11913789283140254,0.12017556419470664,0.0
68,2014-04-14,"[0.         0.         0.         0.23530639 0.17092807 0.
 0.         0.12062059 0.         0.11805566 0.10912789 0.12304658
 0.12291482]",0.9663689721739415,1.020596749938392,0.0,0.0,0.23530638878282448,0.17092807307947525,0.0,0.0,0.12062059450421049,0.0,0.11805565654388211,0.1091278944092326,0.12304657628357976,0.12291481639679533,0.0
69,2014-04-15,"[0.         0.         0.         0.21252069 0.14613249 0.09699619
 0.         0.10785567 0.         0.10941042 0.09628908 0.11773309
 0.11306238]",0.9659416945243606,1.026258426323345,0.0,0.0,0.21252068683791725,0.14613248516541022,0.09699618882589336,0.0,0.10785566870902125,0.0,0.10941042238130236,0.09628907703520155,0.11773309339499131,0.11306237765026254,0.0
70,2014-04-16,"[0.         0.         0.         0.22218262 0.14653945 0.13355809
 0.         0.11597613 0.         0.1229214  0.         0.13489456
 0.12392776]",0.9626742098581083,1.0264330675124953,0.0,0.0,0.22218261651444926,0.14653944913826866,0.13355808880916734,0.0,0.11597612526744967,0.0,0.12292140092365421,0.0,0.13489455555618002,0.12392776379083088,0.0
71,2014-04-17,"[0.         0.09567208 0.         0.19634673 0.12508453 0.130931
 0.         0.10157762 0.         0.11319228 0.         0.12426996
 0.1129258 ]",0.9717320323683553,1.0337690185161086,0.09567208307723131,0.0,0.19634672613303514,0.12508452987573848,0.13093100095295465,0.0,0.10157761845580915,0.0,0.11319228038676475,0.0,0.12426995620421813,0.11292580491424833,0.0
72,2014-04-21,"[0.         0.         0.         0.20828241 0.12367541 0.08385253
 0.09797569 0.09778407 0.         0.09520342 0.09393422 0.1065821
 0.09271015]",0.982687602314882,1.0476977649832258,0.0,0.0,0.20828241061793748,0.12367541263874819,0.0838525299674463,0.09797569198519449,0.0977840734830247,0.0,0.09520341898198799,0.09393421561692018,0.10658210008003577,0.09271014662870489,0.0
73,2014-04-22,"[0.         0.         0.         0.19970283 0.156977   0.
 0.12968358 0.11208323 0.         0.10073534 0.11040147 0.08492448
 0.10549207]",0.9945641110788381,1.0566828989053287,0.0,0.0,0.19970283090020513,0.1569770008343686,0.0,0.12968358402093735,0.11208322724999205,0.0,0.10073533827425983,0.11040146963964259,0.08492448158065613,0.10549206749993831,0.0
74,2014-04-23,"[0.         0.         0.         0.20320418 0.15953536 0.
 0.13436634 0.10776265 0.         0.09694707 0.11108311 0.08561034
 0.10149095]",0.9942739395624974,1.0619630330684682,0.0,0.0,0.2032041779822746,0.15953535576124198,0.0,0.1343663427715145,0.10776264752186279,0.0,0.09694707175351258,0.11108311152436441,0.08561034148372844,0.10149095120150065,0.0
75,2014-04-24,"[0.         0.         0.         0.21113183 0.15865507 0.
 0.13460488 0.10321302 0.         0.09399135 0.1104893  0.09051534
 0.0973992 ]",0.998010221279556,1.0596718528639364,0.0,0.0,0.2111318299849294,0.1586550738753565,0.0,0.13460488313238225,0.10321301536985568,0.0,0.09399135334474217,0.11048930174776542,0.0905153434039073,0.09739919914106118,0.0
76,2014-04-25,"[0.         0.         0.         0.21648331 0.15745649 0.
 0.13517549 0.10029553 0.         0.09239096 0.10967479 0.09378539
 0.09473804]",1.0080159533359099,1.0605321744487186,0.0,0.0,0.21648330877584224,0.1574564943535906,0.0,0.13517549066848822,0.10029552638999341,0.0,0.09239096305346473,0.10967478758032166,0.093785385188417,0.09473804398988214,0.0
