,Date,Weights,Profit,Base Profit,Volume,MRCY,AVX,HUBB,IIN,FLS,GGG,ITT,IEX,HDSN,LAWS,KAMN,WLFC,cash
0,2014-01-06,"[0.         0.         0.12797831 0.12408076 0.15450567 0.
 0.13503517 0.         0.         0.12684777 0.17173299 0.15981933
 0.        ]",0.9950000147521495,0.9950000000000002,1.0000000149011612,0.0,0.12797830998897552,0.12408076226711273,0.1545056700706482,0.0,0.1350351721048355,0.0,0.0,0.1268477737903595,0.17173299193382263,0.1598193347454071,0.0,0.0
1,2014-01-07,"[0.         0.         0.12793128 0.12412737 0.15427913 0.
 0.13504198 0.         0.         0.1267739  0.1720114  0.15983495
 0.        ]",1.0127686679503929,1.0065858478512417,0.0006914289462235157,0.0,0.12793128192424774,0.12412737309932709,0.15427912771701813,0.0,0.1350419819355011,0.0,0.0,0.1267738938331604,0.17201140522956848,0.15983495116233826,0.0,0.0
2,2014-01-08,"[0.         0.         0.12791172 0.12412666 0.15402803 0.
 0.13509355 0.         0.         0.12674043 0.17216717 0.15993251
 0.        ]",1.0146906732279308,1.0040992158183826,0.01764118289403984,0.0,0.12791171669960022,0.12412665784358978,0.1540280282497406,0.0,0.135093554854393,0.0,0.0,0.12674042582511902,0.17216716706752777,0.15993250906467438,0.0,0.0
3,2014-01-09,"[0.         0.         0.1279303  0.12414183 0.15428063 0.
 0.13499798 0.         0.         0.12675515 0.1720376  0.15985647
 0.        ]",1.0141622682453275,1.0056816672784064,0.014908485047361175,0.0,0.12793029844760895,0.12414183467626572,0.1542806327342987,0.0,0.13499797880649567,0.0,0.0,0.12675514817237854,0.17203760147094727,0.15985646843910217,0.0,0.0
4,2014-01-10,"[0.         0.         0.1279289  0.12414635 0.15438081 0.
 0.13496195 0.         0.         0.12676474 0.17200169 0.15981562
 0.        ]",1.0172092151860326,1.009291788996322,0.006821048191837626,0.0,0.12792889773845673,0.12414634972810745,0.15438081324100494,0.0,0.13496194779872894,0.0,0.0,0.12676474452018738,0.1720016896724701,0.15981562435626984,0.0,0.0
5,2014-01-13,"[0.         0.         0.12790515 0.12416532 0.1544816  0.
 0.1349435  0.         0.         0.12679653 0.17194849 0.15975949
 0.        ]",1.030579287573514,1.0162987377251222,0.01576099388272895,0.0,0.12790514528751373,0.12416531890630722,0.15448160469532013,0.0,0.13494350016117096,0.0,0.0,0.12679652869701385,0.17194849252700806,0.1597594916820526,0.0,0.0
6,2014-01-14,"[0.         0.         0.12786676 0.12415456 0.15426299 0.
 0.13500714 0.         0.         0.1267421  0.17214449 0.15982191
 0.        ]",1.03823828085496,1.020991582801429,0.01730795110665028,0.0,0.12786675989627838,0.12415456026792526,0.1542629897594452,0.0,0.13500714302062988,0.0,0.0,0.12674209475517273,0.17214448750019073,0.15982191264629364,0.0,0.0
7,2014-01-15,"[0.         0.         0.12785192 0.12415114 0.15432282 0.
 0.13497111 0.         0.         0.12671833 0.17218648 0.15979819
 0.        ]",1.0367666209041357,1.0175349106993252,0.011728554700004994,0.0,0.1278519183397293,0.12415114045143127,0.1543228179216385,0.0,0.13497111201286316,0.0,0.0,0.12671832740306854,0.172186478972435,0.15979818999767303,0.0,0.0
8,2014-01-16,"[0.         0.         0.12787363 0.12414781 0.15443845 0.
 0.13500679 0.         0.         0.1267957  0.17205586 0.15968174
 0.        ]",1.045596501077491,1.0282783449995037,0.014794783547924335,0.0,0.12787362933158875,0.12414781004190445,0.15443845093250275,0.0,0.13500678539276123,0.0,0.0,0.126795694231987,0.17205585539340973,0.15968173742294312,0.0,0.0
9,2014-01-17,"[0.         0.         0.12786193 0.12413795 0.15441751 0.
 0.13506283 0.         0.         0.12683338 0.17207623 0.15961017
 0.        ]",1.0614022966933818,1.0403177668374295,0.021859838951174857,0.0,0.12786193192005157,0.12413794547319412,0.1544175148010254,0.0,0.1350628286600113,0.0,0.0,0.12683337926864624,0.17207622528076172,0.15961016714572906,0.0,0.0
10,2014-01-21,"[0.         0.         0.1278385  0.1241157  0.15440473 0.
 0.13512933 0.         0.         0.12683398 0.17212643 0.15955132
 0.        ]",1.0614652356423102,1.038583789765645,0.024510111715564827,0.0,0.12783850729465485,0.12411569803953171,0.15440472960472107,0.0,0.13512933254241943,0.0,0.0,0.126833975315094,0.1721264272928238,0.15955132246017456,0.0,0.0
11,2014-01-22,"[0.         0.         0.12783484 0.12411842 0.15433021 0.
 0.13515931 0.         0.         0.12681048 0.17218569 0.15956101
 0.        ]",1.075509571412871,1.0491797190362817,0.011126173652462872,0.0,0.12783484160900116,0.12411842495203018,0.15433020889759064,0.0,0.13515931367874146,0.0,0.0,0.1268104761838913,0.17218568921089172,0.15956100821495056,0.0,0.0
12,2014-01-23,"[0.         0.         0.12781993 0.12413114 0.15421875 0.
 0.13513494 0.         0.         0.12676716 0.17227331 0.15965477
 0.        ]",1.0851290258601933,1.0515463359834667,0.012563820453427176,0.0,0.12781992554664612,0.12413113564252853,0.15421874821186066,0.0,0.13513493537902832,0.0,0.0,0.12676715850830078,0.17227330803871155,0.15965476632118225,0.0,0.0
