,Date,Weights,Profit,Base Profit,MSI,VSAT,BKTI,SCON,GL,CIA,FFG,AAME,WLFC,KAMN,HDSN,LAWS,cash
0,2014-01-06,"[0.11023045 0.         0.         0.13709089 0.         0.21504655
 0.24951892 0.         0.         0.13265943 0.         0.
 0.15545376]",0.9999999999911023,0.9999999999917246,0.0,0.0,0.1370908913431662,0.0,0.21504655162650815,0.24951891750918415,0.0,0.0,0.13265943147768544,0.0,0.0,0.15545376099963074,0.11023044704382536
1,2014-01-07,"[0.         0.         0.         0.14609171 0.         0.24810275
 0.29705044 0.         0.         0.13962899 0.         0.
 0.16912611]",1.002864960049337,1.0046201680172557,0.0,0.0,0.14609170862012333,0.0,0.24810275407502969,0.29705044326506475,0.0,0.0,0.13962898678042904,0.0,0.0,0.16912610725935331,0.0
2,2014-01-08,"[0.         0.         0.         0.14328462 0.         0.25020462
 0.30296883 0.         0.         0.13625175 0.         0.
 0.16729018]",1.0000908554831809,1.0239242001691222,0.0,0.0,0.1432846231591524,0.0,0.25020461604923033,0.3029688278570972,0.0,0.0,0.13625175217722527,0.0,0.0,0.1672901807572948,0.0
3,2014-01-09,"[0.         0.         0.         0.1428356  0.         0.25012888
 0.30432075 0.         0.         0.13528213 0.         0.
 0.16743263]",0.9826248504992997,1.0145551639309567,0.0,0.0,0.1428356043819028,0.0,0.2501288825669195,0.3043207510154892,0.0,0.0,0.1352821321810193,0.0,0.0,0.16743262985466914,0.0
4,2014-01-10,"[0.         0.         0.         0.14265658 0.         0.25015003
 0.30460411 0.         0.         0.13482959 0.         0.
 0.16775969]",0.995288283588487,1.0264366265103342,0.0,0.0,0.14265657999140113,0.0,0.25015002588196494,0.304604108039143,0.0,0.0,0.13482959370635192,0.0,0.0,0.16775969238113903,0.0
5,2014-01-13,"[0.         0.         0.         0.14272044 0.         0.25006052
 0.30457831 0.         0.         0.13438538 0.         0.
 0.16825535]",0.9940277333860098,1.0194918673151685,0.0,0.0,0.14272043771156306,0.0,0.25006051945283364,0.3045783109732085,0.0,0.0,0.13438538221477425,0.0,0.0,0.16825534964762068,0.0
6,2014-01-14,"[0.         0.         0.         0.1427154  0.         0.25007817
 0.304679   0.         0.         0.13458881 0.         0.
 0.16793863]",0.9921193521411478,1.0149679309744528,0.0,0.0,0.14271539614295023,0.0,0.25007817200991067,0.3046789963784171,0.0,0.0,0.13458881043744533,0.0,0.0,0.16793862503127657,0.0
7,2014-01-15,"[0.         0.         0.         0.14260767 0.         0.25004891
 0.30484322 0.         0.         0.13469535 0.         0.
 0.16780484]",0.9997895953011845,1.0127000618030515,0.0,0.0,0.14260767365425345,0.0,0.25004890857661466,0.3048432227188658,0.0,0.0,0.13469535191368762,0.0,0.0,0.1678048431365784,0.0
8,2014-01-16,"[0.         0.         0.         0.14260921 0.         0.25006043
 0.30489632 0.         0.         0.13478794 0.         0.
 0.1676461 ]",0.9996203448681721,1.0184220228305867,0.0,0.0,0.14260920605412816,0.0,0.25006042751992086,0.3048963216364621,0.0,0.0,0.1347879441994596,0.0,0.0,0.16764610059002924,0.0
9,2014-01-17,"[0.         0.         0.         0.14255468 0.         0.25019049
 0.30483871 0.         0.         0.13455385 0.         0.
 0.16786228]",1.0139429767569645,1.0307539284770428,0.0,0.0,0.14255467933873467,0.0,0.2501904873702338,0.3048387067858959,0.0,0.0,0.1345538463283784,0.0,0.0,0.1678622801767573,0.0
10,2014-01-21,"[0.         0.         0.         0.14239271 0.         0.25013618
 0.30469068 0.         0.         0.1337257  0.         0.
 0.16905473]",1.0100640138227512,1.0274430519367248,0.0,0.0,0.1423927141605111,0.0,0.25013618010051675,0.3046906810356199,0.0,0.0,0.1337256988593877,0.0,0.0,0.16905472584396458,0.0
11,2014-01-22,"[0.         0.         0.         0.14245855 0.         0.25010801
 0.3047167  0.         0.         0.13379676 0.         0.
 0.16891997]",1.0178423075578056,1.0292786719604219,0.0,0.0,0.14245855470921365,0.0,0.2501080139546825,0.3047166957421216,0.0,0.0,0.13379676106163915,0.0,0.0,0.16891997453234317,0.0
12,2014-01-23,"[0.         0.         0.         0.14240128 0.         0.25032065
 0.30477917 0.         0.         0.13412933 0.         0.
 0.16836957]",1.0222287346036072,1.031669785013972,0.0,0.0,0.14240128386810932,0.0,0.2503206454768392,0.3047791674756845,0.0,0.0,0.13412933073553546,0.0,0.0,0.16836957244383152,0.0
13,2014-01-24,"[0.         0.         0.         0.14238913 0.         0.25028323
 0.30478171 0.         0.         0.13401069 0.         0.
 0.16853523]",1.01270788978243,1.0285349000557207,0.0,0.0,0.1423891331747767,0.0,0.25028323341142666,0.304781712291737,0.0,0.0,0.13401069206344357,0.0,0.0,0.16853522905861607,0.0
14,2014-01-27,"[0.         0.         0.         0.14237478 0.         0.25025872
 0.30468701 0.         0.         0.13346402 0.         0.
 0.16921546]",0.995451126187816,1.0186683368931118,0.0,0.0,0.14237478345397625,0.0,0.2502587216060324,0.30468701076308596,0.0,0.0,0.13346402491662462,0.0,0.0,0.16921545926028092,0.0
15,2014-01-28,"[0.         0.         0.         0.14239878 0.         0.25014323
 0.30472753 0.         0.         0.13342734 0.         0.
 0.16930312]",0.9808520455300697,1.0056286660654172,0.0,0.0,0.1423987766863268,0.0,0.2501432281998969,0.304727530226779,0.0,0.0,0.13342734338697998,0.0,0.0,0.1693031215000172,0.0
16,2014-01-29,"[0.         0.         0.         0.14239492 0.         0.24998941
 0.30481895 0.         0.         0.1336806  0.         0.
 0.16911612]",0.9730564624514216,0.9960103451016747,0.0,0.0,0.14239492317215582,0.0,0.24998940788942609,0.3048189499869209,0.0,0.0,0.13368059684998576,0.0,0.0,0.1691161221015113,0.0
