,Date,Weights,Profit,Base Profit,Volume,SCON,VSAT,MSI,BKTI,VECO,ASYS,TRT,IVAC,FRPH,CTO,CIGI,TRC,cash
0,2014-01-06,"[0.09601247 0.11387337 0.         0.         0.14082292 0.
 0.10337873 0.         0.11488872 0.12249624 0.09938711 0.10102483
 0.1081156 ]",0.9999999999909601,0.9999999999917251,0.9039875296783141,0.1138733743299113,0.0,0.0,0.14082292101662508,0.0,0.1033787306417624,0.0,0.11488872245837226,0.12249624274736046,0.09938710963195568,0.1010248301810891,0.10811559867123785,0.09601247032168587
1,2014-01-07,"[0.         0.12618131 0.         0.         0.15952868 0.
 0.11324275 0.         0.12671635 0.13628902 0.10851091 0.11050298
 0.11902799]",1.015126795592326,1.0090861608403319,0.09601247032081799,0.12618131019266135,0.0,0.0,0.1595286842095044,0.0,0.1132427516958577,0.0,0.12671634690211667,0.13628901876805025,0.10851091337666799,0.11050298250177226,0.11902799235336946,0.0
2,2014-01-08,"[0.         0.12614124 0.         0.         0.16035713 0.
 0.11355123 0.         0.12641177 0.1363427  0.10804498 0.11013121
 0.11901974]",1.04610875321588,1.0225842232466895,0.012414844625891746,0.12614123899692128,0.0,0.0,0.16035713011785002,0.0,0.11355122991027569,0.0,0.12641176767126008,0.13634270398871837,0.10804497707624883,0.11013121439245978,0.119019737846266,0.0
3,2014-01-09,"[0.         0.13049122 0.         0.         0.15987903 0.
 0.11245529 0.         0.12620943 0.13587631 0.10774011 0.10950073
 0.11784789]",1.0418241736762486,1.0270768895832465,0.06161961932736358,0.13049122236769473,0.0,0.0,0.1598790304411617,0.0,0.11245529131718442,0.0,0.12620942620303444,0.13587630598683895,0.10774010814159812,0.10950072769116129,0.11784788785132637,0.0
4,2014-01-10,"[0.         0.12540097 0.         0.         0.15922281 0.
 0.11383845 0.         0.12753568 0.13714667 0.10813426 0.11029921
 0.11842194]",1.067511574278349,1.0470647571794682,0.029004485369472362,0.12540097360361024,0.0,0.0,0.1592228094950273,0.0,0.11383845210523545,0.0,0.1275356832948923,0.13714667100776204,0.10813426489060537,0.11029920669042464,0.11842193891244283,0.0
5,2014-01-13,"[0.         0.12650417 0.         0.         0.1613539  0.
 0.11412215 0.         0.12611061 0.13640448 0.10767335 0.10954131
 0.11829002]",1.059532500552674,1.0398106438189711,0.029259990260604732,0.1265041739863459,0.0,0.0,0.16135389731977257,0.0,0.11412215199522054,0.0,0.1261106087096817,0.13640448138885977,0.10767335331304356,0.10954130972918003,0.1182900235578958,0.0
6,2014-01-14,"[0.         0.12501269 0.         0.         0.16048243 0.
 0.11434702 0.         0.12694256 0.13679852 0.10802318 0.11006179
 0.11833181]",1.0469352830900187,1.0335652760130454,0.024340022265889875,0.12501268609702917,0.0,0.0,0.16048242883211528,0.0,0.11434702229638811,0.0,0.12694256287639827,0.13679851927852185,0.1080231840173364,0.11006179034746844,0.11833180625474236,0.0
7,2014-01-15,"[0.         0.12592363 0.         0.         0.16088081 0.
 0.1134731  0.         0.12664797 0.13714693 0.10803871 0.10994572
 0.11794312]",1.041036032360356,1.0247339954231984,0.006303020290763659,0.12592362829787973,0.0,0.0,0.16088081409963526,0.0,0.11347309748140612,0.0,0.12664797305345302,0.13714693434484718,0.10803871226024032,0.10994571869464907,0.1179431217678894,0.0
8,2014-01-16,"[0.         0.12528883 0.         0.         0.16253585 0.
 0.113276   0.         0.12646087 0.1365467  0.10793083 0.10983305
 0.11812785]",1.0544814811028762,1.0372749608058685,0.021389058919246622,0.12528883453233206,0.0,0.0,0.16253585437255919,0.0,0.11327600484794706,0.0,0.12646087058533745,0.13654670354961393,0.10793083147318065,0.10983304693317172,0.11812785370585796,0.0
9,2014-01-17,"[0.         0.12614077 0.         0.         0.16121574 0.
 0.11352572 0.         0.12648513 0.13750254 0.10774992 0.10956739
 0.1178128 ]",1.0857553657407386,1.0562022138554183,0.009527619532742337,0.12614076695470378,0.0,0.0,0.16121573693864708,0.0,0.11352572482991055,0.0,0.1264851330928388,0.1375025370938287,0.10774991877033878,0.10956738700481118,0.11781279531492113,0.0
10,2014-01-21,"[0.         0.12665076 0.         0.         0.16082299 0.
 0.11398391 0.         0.1257707  0.1376886  0.10776481 0.10964518
 0.11767305]",1.0953251468666527,1.058588708357037,0.020294464955007686,0.12665076481252197,0.0,0.0,0.16082298555195212,0.0,0.1139839140326772,0.0,0.12577070297370918,0.1376885990786104,0.10776480875349155,0.10964517586379913,0.11767304893323843,0.0
11,2014-01-22,"[0.         0.12561102 0.         0.         0.16162068 0.
 0.11399232 0.         0.12637567 0.13692388 0.10777977 0.10983375
 0.11786291]",1.0903821808081762,1.0556946612079987,0.013379503568481044,0.12561102144588662,0.0,0.0,0.1616206798215156,0.0,0.1139923167452668,0.0,0.12637566628734903,0.13692387776273846,0.1077797731423304,0.10983375314282737,0.11786291165208586,0.0
12,2014-01-23,"[0.         0.12518166 0.         0.         0.16107123 0.
 0.11373132 0.         0.12705673 0.13762111 0.10771882 0.10990185
 0.11771728]",1.0953998963927316,1.053554651422156,0.01511619564307168,0.12518166289635307,0.0,0.0,0.16107123109628782,0.0,0.11373131620125991,0.0,0.12705673230727257,0.13762111246612024,0.10771881604369367,0.10990185257905723,0.11771727640995537,0.0
13,2014-01-24,"[0.         0.12671374 0.         0.         0.16100893 0.
 0.11367284 0.         0.12616343 0.13717525 0.10793754 0.10967457
 0.1176537 ]",1.0958858325781922,1.0628752720639838,0.014035528493392763,0.12671373933764232,0.0,0.0,0.16100893088978577,0.0,0.11367284482144528,0.0,0.12616342539193995,0.13717524567032377,0.10793753670036699,0.10967457223248632,0.1176537049560096,0.0
14,2014-01-27,"[0.         0.12551424 0.         0.         0.16146198 0.
 0.11388901 0.         0.12587139 0.13771449 0.10784846 0.10965819
 0.11804223]",1.0785855422344468,1.0524320568424737,0.012237880380416791,0.12551424373751577,0.0,0.0,0.16146198059505304,0.0,0.11388900786181347,0.0,0.12587138807119738,0.1377144888336328,0.10784846442578057,0.10965819364607822,0.11804223282892877,0.0
15,2014-01-28,"[0.         0.1258769  0.         0.         0.1607768  0.
 0.11396424 0.         0.12573739 0.13770044 0.10808776 0.10995503
 0.11790146]",1.0564747121829619,1.0381275070745388,0.010566606276115359,0.12587689517547615,0.0,0.0,0.16077679586610757,0.0,0.11396423668475891,0.0,0.1257373855401412,0.1377004422678231,0.10808775620648699,0.10995502523314207,0.11790146302606416,0.0
