,Date,Weights,Profit,Base Profit,Volume,BMY,ABT,PFE,JNJ,PFIN,SPXC,LECO,CVR,TRT,IVAC,ASYS,VECO,cash
0,2014-01-06,"[0.07881621 0.0790322  0.08688681 0.08189711 0.09271548 0.08882972
 0.         0.10600129 0.11902175 0.1020654  0.         0.08263175
 0.08210228]",0.9999999999907881,0.9999999999917251,0.9211837883288216,0.07903219640434853,0.08688680500207582,0.08189710865334418,0.09271547999090282,0.08882972439573444,0.0,0.10600129439427168,0.11902175408789992,0.10206540159983432,0.0,0.08263174698591459,0.08210227681449533,0.07881621167117833
1,2014-01-07,"[0.         0.07871642 0.08708476 0.0816121  0.09352591 0.08916071
 0.07054814 0.10811538 0.12292488 0.10384398 0.         0.08260744
 0.08186029]",1.012944236347198,1.0104286492582892,0.08055037060235402,0.07871641709156493,0.08708476140657287,0.08161210332012961,0.09352590666478307,0.08916070738096935,0.07054814005570187,0.10811537578186237,0.12292488429109605,0.10384397502687065,0.0,0.08260743627699625,0.081860292703453,0.0
2,2014-01-08,"[0.         0.0781803  0.08668165 0.08097369 0.0931985  0.08865404
 0.07521462 0.10768994 0.12263911 0.1029602  0.         0.08246676
 0.08134118]",1.0100771866469176,1.0082827815400919,0.015154248789548342,0.07818030199882678,0.0866816480904211,0.08097369476802793,0.09319850131148222,0.08865403997169934,0.07521462162445666,0.10768994257293153,0.12263910782566496,0.10296019528732375,0.0,0.08246676191528668,0.08134118463387921,0.0
3,2014-01-09,"[0.         0.07813716 0.08654924 0.08101954 0.09334696 0.08884549
 0.07555181 0.10745511 0.12266688 0.1029055  0.         0.08213364
 0.08138867]",1.0230987106759706,1.02190498287211,0.011967157755762955,0.0781371641450575,0.08654923904375172,0.08101953737309488,0.09334696002629436,0.08884549247597878,0.0755518110776628,0.10745510832932996,0.12266688353552045,0.10290549582521749,0.0,0.08213363942658077,0.08138866874151146,0.0
4,2014-01-10,"[0.         0.07795859 0.08633976 0.08081282 0.093125   0.0886641
 0.07554725 0.10755166 0.1228456  0.10319899 0.         0.08241426
 0.08154197]",1.0465450030460188,1.0392714770866396,0.015735661425157185,0.07795858591661861,0.08633975580494747,0.0808128239499627,0.09312500398272325,0.08866409584879786,0.07554725404851807,0.10755166226185212,0.12284560083087433,0.1031989935065788,0.0,0.08241425666343512,0.08154196718569176,0.0
5,2014-01-13,"[0.         0.07804233 0.0863494  0.08087565 0.09295123 0.08880161
 0.07549544 0.10725156 0.12227795 0.1040093  0.         0.08265417
 0.08129136]",1.0507239107884234,1.0458403013531339,0.01945493635773625,0.07804232943327122,0.08634940135224604,0.08087564842869861,0.09295123242599375,0.08880160540272479,0.07549543952983241,0.10725156446597356,0.12227794552988598,0.1040092973679107,0.0,0.08265417400128831,0.08129136206217455,0.0
6,2014-01-14,"[0.         0.07831932 0.08639331 0.08092497 0.09304922 0.08863592
 0.07557827 0.10739251 0.12283915 0.10271632 0.         0.08261832
 0.08153269]",1.0461638691662516,1.0425969401131179,0.02597254295056145,0.07831931925345992,0.08639331343082872,0.08092496680154879,0.09304922216377612,0.08863592130800375,0.07557827487483583,0.10739250551669109,0.12283915079395935,0.10271631580164461,0.0,0.08261832471802803,0.08153268533722365,0.0
7,2014-01-15,"[0.         0.07814272 0.0864585  0.08097617 0.0931433  0.08874962
 0.07571128 0.10770256 0.1219533  0.1035821  0.         0.08216459
 0.08141585]",1.027157416118258,1.0298479095281747,0.009734790645860778,0.07814272395314037,0.08645850019184277,0.08097617464512857,0.09314330277212705,0.08874962252135236,0.07571128478617392,0.10770255887993946,0.1219532951051897,0.10358209972562063,0.0,0.0821645903893425,0.08141584703014272,0.0
8,2014-01-16,"[0.         0.07816823 0.08664215 0.08102472 0.0932867  0.08896954
 0.07570688 0.10779903 0.1213021  0.10364767 0.         0.08214426
 0.08130872]",1.063677405448302,1.053185550847944,0.020450452577610523,0.07816823301215807,0.08664214836993236,0.0810247247678636,0.09328669645289972,0.08896954308449774,0.0757068824624035,0.10779902678206693,0.12130209821280584,0.10364766785953373,0.0,0.08214426197788571,0.08130871701795281,0.0
9,2014-01-17,"[0.         0.07784678 0.08616182 0.08080988 0.09270681 0.08843021
 0.07541103 0.10726606 0.12456623 0.10388584 0.         0.08191604
 0.08099932]",1.064504177168893,1.0554630592371665,0.037063887331767756,0.07784677523074275,0.08616181904981617,0.08080987599402556,0.09270680802824742,0.08843020912701555,0.07541102697137943,0.10726606012386733,0.12456623179707127,0.10388583558816793,0.0,0.08191603718536732,0.08099932090429919,0.0
10,2014-01-21,"[0.         0.07789182 0.08636254 0.08102806 0.09299178 0.08880901
 0.07562943 0.10748771 0.12234803 0.10364666 0.         0.0824242
 0.08138075]",1.0645382777758128,1.0578303507043727,0.01318324199788749,0.07789182313053745,0.08636254024255534,0.0810280603534835,0.09299178222784792,0.08880901118456341,0.0756294345016833,0.10748770964832947,0.12234803356519636,0.10364665654609803,0.0,0.08242419911639298,0.0813807494833122,0.0
11,2014-01-22,"[0.         0.07819    0.08644933 0.08102165 0.09303148 0.08879807
 0.07554492 0.10741503 0.12270653 0.10329274 0.         0.0822846
 0.08126565]",1.065018307413548,1.0617567797973833,0.01034572942445702,0.07819000222970339,0.08644932881144071,0.0810216509456806,0.09303147840805302,0.08879806535027682,0.0755449166922628,0.10741502932297833,0.1227065319142977,0.10329273769885576,0.0,0.08228460497062616,0.08126565365582462,0.0
