,Date,Weights,Profit,Base Profit,Volume,BKTI,VSAT,MSI,SCON,PHM,BZH,NVR,MTH,OLN,FMC,GRA,BCPC,cash
0,2014-01-06,"[0.09828482 0.09861568 0.         0.09195179 0.         0.10818146
 0.12000532 0.         0.10795082 0.0951233  0.09596199 0.09175347
 0.09217136]",0.9999999925404023,0.9999999999900002,0.9017151743173599,0.09861567616462708,0.0,0.09195178747177124,0.0,0.10818146169185638,0.12000531703233719,0.0,0.10795082151889801,0.0951232984662056,0.09596198797225952,0.09175346791744232,0.09217135608196259,0.09828481823205948
1,2014-01-07,"[0.09848416 0.0988345  0.         0.09202009 0.         0.10827966
 0.12017839 0.         0.1076727  0.09520037 0.09565308 0.09183684
 0.09184021]",1.0005766403619534,1.0032656305797871,0.0016370168984991215,0.09883449971675873,0.0,0.09202008694410324,0.0,0.10827966034412384,0.12017839401960373,0.0,0.10767269879579544,0.09520036727190018,0.09565307945013046,0.0918368399143219,0.09184020757675171,0.09848415851593018
2,2014-01-08,"[0.09846235 0.09893639 0.         0.09209421 0.         0.10827852
 0.12030238 0.         0.10755204 0.09520566 0.09571873 0.09164678
 0.09180295]",0.9937925620660005,1.0240670997442103,0.005086949798697965,0.09893638640642166,0.0,0.09209420531988144,0.0,0.10827852040529251,0.12030237913131714,0.0,0.10755204409360886,0.09520565718412399,0.09571872651576996,0.09164677560329437,0.09180295467376709,0.09846235066652298
3,2014-01-09,"[0.09845203 0.09893855 0.         0.09205887 0.         0.10832822
 0.12033782 0.         0.10760452 0.09518893 0.0956276  0.09166621
 0.09179725]",0.9746572029195498,1.0033494331497055,0.0041087943847957125,0.09893855452537537,0.0,0.09205887466669083,0.0,0.10832821577787399,0.1203378215432167,0.0,0.10760451853275299,0.0951889306306839,0.09562759846448898,0.09166621416807175,0.09179725497961044,0.09845203161239624
4,2014-01-10,"[0.09845152 0.09892552 0.         0.09206291 0.         0.10831028
 0.12031398 0.         0.10760812 0.09519007 0.09565651 0.09167145
 0.09180967]",0.9872802790531255,1.0203286059827343,0.015974051279277292,0.09892551600933075,0.0,0.09206291288137436,0.0,0.1083102822303772,0.12031397968530655,0.0,0.1076081171631813,0.09519007056951523,0.09565651416778564,0.09167145192623138,0.09180966764688492,0.09845152497291565
5,2014-01-13,"[0.09845112 0.09893718 0.         0.09205559 0.         0.10832404
 0.12032401 0.         0.1076084  0.0951782  0.09564193 0.0916649
 0.09181463]",0.982976545332922,1.0072254826197045,0.009369007352081819,0.09893717616796494,0.0,0.09205558896064758,0.0,0.10832403600215912,0.12032400816679001,0.0,0.10760840028524399,0.09517820179462433,0.09564192593097687,0.09166490286588669,0.09181462973356247,0.09845112264156342
6,2014-01-14,"[0.09845769 0.09895521 0.         0.09205657 0.         0.10833561
 0.12034757 0.         0.10759204 0.09517574 0.09563255 0.09164809
 0.09179894]",0.9797799777940271,1.0029651270650564,0.007391684178463702,0.09895521402359009,0.0,0.09205657243728638,0.0,0.10833560675382614,0.12034756690263748,0.0,0.10759203881025314,0.09517574310302734,0.09563255310058594,0.09164809435606003,0.09179893881082535,0.0984576940536499
7,2014-01-15,"[0.09849663 0.0989451  0.         0.09203701 0.         0.10836045
 0.12031276 0.         0.10763101 0.09517041 0.09553507 0.0917283
 0.09178327]",0.972472386897153,0.9920064054352533,0.005592171359365535,0.09894509613513947,0.0,0.09203701466321945,0.0,0.10836045444011688,0.12031275779008865,0.0,0.10763101279735565,0.09517040848731995,0.09553506970405579,0.09172829985618591,0.09178327023983002,0.09849663078784943
8,2014-01-16,"[0.09848037 0.09894605 0.         0.0920349  0.         0.10836222
 0.12033277 0.         0.10763055 0.09517159 0.09555031 0.09170508
 0.09178617]",0.9844226373105958,1.0067066019442399,0.016795186850631437,0.09894604980945587,0.0,0.09203489869832993,0.0,0.10836222022771835,0.12033277004957199,0.0,0.10763055086135864,0.09517158567905426,0.0955503061413765,0.0917050763964653,0.09178616851568222,0.09848036617040634
9,2014-01-17,"[0.09842908 0.09894598 0.         0.09203875 0.         0.10836663
 0.12038862 0.         0.10765877 0.09516596 0.09557889 0.09162796
 0.09179936]",0.9836612006869786,1.0151131106089548,0.004772015249965802,0.0989459753036499,0.0,0.09203875064849854,0.0,0.10836663097143173,0.12038861960172653,0.0,0.1076587662100792,0.09516596049070358,0.09557889401912689,0.09162796288728714,0.09179935604333878,0.09842908382415771
