,Date,Weights,Profit,Base Profit,Volume,SPAR,OSK,F,PCAR,CTS,SANM,IEC,FLEX,FLS,IEX,ITT,GGG,cash
0,2014-01-06,"[0.         0.08750314 0.08138695 0.08552631 0.07897288 0.08224338
 0.08291959 0.08701608 0.08224563 0.08258267 0.08063592 0.08337335
 0.0855941 ]",0.9998,0.9998000000000002,1.0,0.08750314265489578,0.08138695359230042,0.08552630990743637,0.07897287607192993,0.08224337548017502,0.08291959017515182,0.08701607584953308,0.08224563300609589,0.08258266746997833,0.0806359201669693,0.08337335288524628,0.08559410274028778,0.0
1,2014-01-07,"[0.07188633 0.07966652 0.0763564  0.07867471 0.07348265 0.07738176
 0.07846759 0.08079159 0.0766675  0.07654198 0.07399613 0.0764762
 0.07961065]",1.0061228144774828,1.0068206826775792,0.0718719535768032,0.07966651767492294,0.07635639607906342,0.07867471128702164,0.07348264753818512,0.07738175988197327,0.07846758514642715,0.08079158514738083,0.07666750252246857,0.07654198259115219,0.07399612665176392,0.07647620141506195,0.07961065322160721,0.0718863308429718
2,2014-01-08,"[0.07170502 0.07986341 0.07626249 0.07868836 0.07342598 0.07714334
 0.07844861 0.08088551 0.07688348 0.0765807  0.0740773  0.07645503
 0.07958075]",1.001866053160571,1.0019278835533254,0.007961201736240927,0.07986341416835785,0.07626248896121979,0.0786883607506752,0.07342597842216492,0.0771433413028717,0.07844860851764679,0.08088551461696625,0.0768834799528122,0.0765807032585144,0.0740773007273674,0.07645503431558609,0.07958074659109116,0.07170502096414566
3,2014-01-09,"[0.07189558 0.07994264 0.07640904 0.07853104 0.0735224  0.07713215
 0.07836726 0.08070358 0.07701524 0.07661467 0.07397901 0.07633577
 0.07955165]",1.0033689666310748,1.0035935567271153,0.009537424868945798,0.07994264364242554,0.07640904188156128,0.07853104174137115,0.07352239638566971,0.07713215053081512,0.07836725562810898,0.08070357888936996,0.0770152360200882,0.07661467045545578,0.07397901266813278,0.07633577287197113,0.07955165207386017,0.07189557701349258
4,2014-01-10,"[0.07193894 0.0799587  0.07658784 0.07838499 0.07360221 0.0771342
 0.0783885  0.08063178 0.07716418 0.07664238 0.07380445 0.07619015
 0.07957173]",1.0065010777606027,1.0070564696457673,0.005058476188730731,0.07995869964361191,0.07658784091472626,0.07838498800992966,0.07360220700502396,0.07713419944047928,0.07838849723339081,0.08063177764415741,0.0771641805768013,0.07664237916469574,0.07380445301532745,0.07619015127420425,0.07957173138856888,0.07193893939256668
5,2014-01-13,"[0.0719325  0.08002281 0.07673959 0.07817398 0.07381763 0.07703269
 0.07834184 0.08053751 0.07732978 0.07673854 0.07361736 0.07613467
 0.07958109]",1.0082029826564767,1.0090340272978087,0.008633791103872348,0.08002281188964844,0.0767395868897438,0.07817398011684418,0.07381762564182281,0.07703268527984619,0.07834184169769287,0.08053751289844513,0.07732978463172913,0.07673853635787964,0.0736173614859581,0.07613467425107956,0.07958108931779861,0.07193250209093094
6,2014-01-14,"[0.07212632 0.08009177 0.07696164 0.07787833 0.07415235 0.0770159
 0.07818435 0.08020832 0.07751565 0.07682791 0.0733754  0.07610703
 0.07955503]",1.0057683471870182,1.0066610931631508,0.007179753274816016,0.08009176701307297,0.07696164399385452,0.07787832617759705,0.07415235042572021,0.07701589912176132,0.0781843513250351,0.08020831644535065,0.07751565426588058,0.07682791352272034,0.073375403881073,0.07610703259706497,0.07955502718687057,0.07212632149457932
7,2014-01-15,"[0.07188608 0.08016092 0.07697181 0.07773327 0.07433887 0.07664057
 0.07817506 0.08015471 0.07803773 0.07693301 0.0732881  0.07603899
 0.07964087]",0.9967804879054393,0.9970586727706297,0.014135440532791468,0.08016092330217361,0.07697181403636932,0.07773327082395554,0.0743388682603836,0.07664056867361069,0.07817506045103073,0.08015470951795578,0.07803773134946823,0.07693301141262054,0.07328809797763824,0.07603899389505386,0.07964086532592773,0.0718860775232315
8,2014-01-16,"[0.         0.08525667 0.08286557 0.08403619 0.07949962 0.0814005
 0.08422114 0.08722465 0.08546275 0.0826851  0.07958033 0.08147384
 0.08629368]",1.008693160260104,1.0089783878197294,0.07230057528099049,0.0852566733956337,0.08286557346582413,0.08403618633747101,0.07949961721897125,0.08140049874782562,0.08422113955020905,0.08722465485334396,0.08546274900436401,0.08268509805202484,0.07958032935857773,0.08147384226322174,0.08629367500543594,0.0
9,2014-01-17,"[0.         0.08060604 0.08501023 0.08303929 0.07658619 0.0797056
 0.08132259 0.09000878 0.08632229 0.08116452 0.08260988 0.0841028
 0.08952175]",1.0159147383443596,1.015908219569792,0.028373088075494893,0.08060603588819504,0.08501023054122925,0.083039291203022,0.07658619433641434,0.0797056034207344,0.08132258802652359,0.09000878036022186,0.08632229268550873,0.08116451650857925,0.0826098844408989,0.0841028019785881,0.08952175080776215,0.0
