,Date,Weights,Profit,Base Profit,Volume,CTS,SANM,IEC,FLEX,GGG,ITT,FLS,IEX,JPM,UMBF,C,TCF,cash
0,2014-01-06,"[0.12859665 0.         0.         0.09190118 0.09636855 0.
 0.         0.08908757 0.09578177 0.1347815  0.09851737 0.11182415
 0.15314128]",0.9956429832428694,0.9950000000000002,0.8714033514261246,0.0,0.0,0.09190117567777634,0.09636855125427246,0.0,0.0,0.08908756822347641,0.09578176587820053,0.13478149473667145,0.09851737320423126,0.1118241474032402,0.15314127504825592,0.12859664857387543
1,2014-01-07,"[0.12896632 0.         0.         0.09119623 0.09480245 0.
 0.         0.09016751 0.0960975  0.13550645 0.09887173 0.1111389
 0.1532529 ]",1.001540436404649,1.0024465852058146,0.005518753612350167,0.0,0.0,0.09119623154401779,0.09480244666337967,0.0,0.0,0.09016750752925873,0.09609749913215637,0.13550645112991333,0.09887173026800156,0.11113890260457993,0.15325289964675903,0.1289663165807724
2,2014-01-08,"[0.12903568 0.         0.         0.09106408 0.09479457 0.
 0.         0.08975593 0.09635191 0.13573165 0.09880418 0.11102813
 0.15343383]",1.002226836941382,0.9998527994361802,0.0076271502972925466,0.0,0.0,0.09106408059597015,0.09479457139968872,0.0,0.0,0.08975593000650406,0.09635190665721893,0.13573165237903595,0.09880418330430984,0.11102813482284546,0.15343382954597473,0.12903568148612976
3,2014-01-09,"[0.12902781 0.         0.         0.09097629 0.0948909  0.
 0.         0.08936338 0.09664642 0.13575499 0.09873511 0.11108892
 0.15351614]",1.0025070195382082,1.0008908713039477,0.01034241544013549,0.0,0.0,0.0909762904047966,0.09489089995622635,0.0,0.0,0.08936338126659393,0.09664642065763474,0.13575498759746552,0.09873510897159576,0.11108892410993576,0.15351614356040955,0.1290278136730194
4,2014-01-10,"[0.12913406 0.         0.         0.09081118 0.09482763 0.
 0.         0.08911291 0.09694405 0.13581303 0.09859993 0.11113305
 0.15362412]",1.0012090479943394,1.002786752924647,0.00689171528463893,0.0,0.0,0.09081117808818817,0.09482762962579727,0.0,0.0,0.08911290764808655,0.09694404900074005,0.13581302762031555,0.09859993308782578,0.11113305389881134,0.15362411737442017,0.12913405895233154
5,2014-01-13,"[0.12940149 0.         0.         0.09042919 0.09452581 0.
 0.         0.08894943 0.097392   0.13586771 0.09849629 0.11118238
 0.15375565]",1.0006309822196082,1.0034460257632427,0.008471051140421924,0.0,0.0,0.09042918682098389,0.09452581405639648,0.0,0.0,0.08894943445920944,0.0973920002579689,0.13586771488189697,0.09849628806114197,0.11118238419294357,0.15375564992427826,0.12940149009227753
6,2014-01-14,"[0.12993911 0.         0.         0.08972409 0.09364334 0.
 0.         0.08937165 0.09789688 0.13599479 0.09834871 0.11115275
 0.15392865]",0.9937967898685415,0.9954062071868652,0.0062283413303892785,0.0,0.0,0.0897240862250328,0.09364333748817444,0.0,0.0,0.08937165141105652,0.09789688140153885,0.1359947919845581,0.0983487069606781,0.1111527532339096,0.15392865240573883,0.12993910908699036
7,2014-01-15,"[0.13127674 0.         0.         0.08772742 0.09084728 0.
 0.         0.09126407 0.09885963 0.13693061 0.09822855 0.11034098
 0.15452474]",0.9932891688855667,0.9905895794163061,0.008403305630136373,0.0,0.0,0.08772742003202438,0.09084727615118027,0.0,0.0,0.09126406908035278,0.09885963052511215,0.13693061470985413,0.09822855144739151,0.11034098267555237,0.15452474355697632,0.13127674162387848
8,2014-01-16,"[0.13353622 0.         0.         0.08217653 0.08299808 0.
 0.         0.09669539 0.10215319 0.14126785 0.09805427 0.10598654
 0.1571319 ]",0.9972163926663314,0.9976722543471183,0.033966730693209476,0.0,0.0,0.08217652887105942,0.08299808204174042,0.0,0.0,0.09669539332389832,0.10215318948030472,0.14126785099506378,0.09805427491664886,0.10598654299974442,0.15713189542293549,0.1335362195968628
9,2014-01-17,"[0.15931228 0.         0.         0.         0.         0.
 0.         0.11711045 0.12630701 0.171777   0.11569748 0.12050018
 0.18929565]",0.9975219870290088,1.0018284796624168,0.3039115992917862,0.0,0.0,0.0,0.0,0.0,0.0,0.11711044609546661,0.12630701065063477,0.17177699506282806,0.115697480738163,0.12050017714500427,0.18929564952850342,0.15931227803230286
