,Date,Weights,Profit,Base Profit,Volume,ABT,PFE,BMY,JNJ,MMM,TFX,ATRI,CRY,IEX,ITT,FLS,GGG,cash
0,2014-01-06,"[0.         0.1362064  0.0809697  0.         0.13014953 0.
 0.133612   0.11680154 0.09726509 0.09488503 0.12841314 0.
 0.08169757]",0.99999999999,0.9999999999900002,1.0,0.13620640337467194,0.08096969872713089,0.0,0.13014952838420868,0.0,0.1336120069026947,0.11680153757333755,0.0972650870680809,0.09488502889871597,0.1284131407737732,0.0,0.08169756829738617,0.0
1,2014-01-07,"[0.         0.13636532 0.08082863 0.         0.12996319 0.
 0.1333869  0.11675476 0.09746835 0.0951375  0.12839448 0.
 0.08170086]",1.0070939290479755,1.0074049080504377,0.0012359097599859625,0.13636532425880432,0.08082862943410873,0.0,0.12996318936347961,0.0,0.13338689506053925,0.11675475537776947,0.09746835380792618,0.09513749927282333,0.1283944845199585,0.0,0.08170086145401001,0.0
2,2014-01-08,"[0.         0.13607115 0.08104228 0.         0.13039917 0.
 0.13356017 0.11650011 0.09747504 0.09496794 0.12817556 0.
 0.08180858]",1.0055724429191801,1.0031121017333193,0.00722573049780029,0.13607114553451538,0.08104228228330612,0.0,0.1303991675376892,0.0,0.1335601657629013,0.11650010943412781,0.09747503697872162,0.09496793895959854,0.1281755566596985,0.0,0.08180858194828033,0.0
3,2014-01-09,"[0.         0.13624519 0.08097704 0.         0.13016425 0.
 0.13351601 0.11653101 0.09739666 0.0952007  0.1281931  0.
 0.08177605]",1.0065532627498932,1.0045149776745426,0.0093045463814141,0.13624519109725952,0.08097704499959946,0.0,0.1301642507314682,0.0,0.13351601362228394,0.11653101444244385,0.09739665687084198,0.09520069509744644,0.12819309532642365,0.0,0.08177604526281357,0.0
4,2014-01-10,"[0.         0.13613462 0.08111846 0.         0.13019839 0.
 0.13362889 0.11643581 0.09728243 0.09524994 0.12813307 0.
 0.08181837]",1.0111608488785113,1.0084070760931982,0.0063690734858904315,0.13613462448120117,0.08111846446990967,0.0,0.1301983892917633,0.0,0.13362888991832733,0.11643581092357635,0.09728243201971054,0.09524993598461151,0.12813307344913483,0.0,0.08181837201118469,0.0
5,2014-01-13,"[0.         0.13585302 0.0811813  0.         0.13006163 0.
 0.1336944  0.11654444 0.09711768 0.09534091 0.12831408 0.
 0.08189251]",1.0172081382857772,1.0160688772300301,0.0048501254243068295,0.13585302233695984,0.08118129521608353,0.0,0.13006162643432617,0.0,0.13369439542293549,0.1165444403886795,0.09711768478155136,0.09534090757369995,0.1283140778541565,0.0,0.08189250528812408,0.0
6,2014-01-14,"[0.         0.1359359  0.08114481 0.         0.1297841  0.
 0.13362607 0.11673501 0.09703489 0.09543684 0.12847175 0.
 0.08183058]",1.0187234037726787,1.0163166285708416,0.009128217396338487,0.13593590259552002,0.08114480972290039,0.0,0.12978410720825195,0.0,0.1336260735988617,0.11673501133918762,0.09703488647937775,0.09543684124946594,0.1284717470407486,0.0,0.08183057606220245,0.0
7,2014-01-15,"[0.         0.1356116  0.08126365 0.         0.12992828 0.
 0.13376608 0.11672737 0.09694828 0.095424   0.12846988 0.
 0.08186088]",1.0119697360587778,1.009248345814601,0.004006671764119078,0.13561159372329712,0.08126364648342133,0.0,0.12992827594280243,0.0,0.1337660849094391,0.11672737449407578,0.0969482809305191,0.09542399644851685,0.12846988439559937,0.0,0.08186087757349014,0.0
8,2014-01-16,"[0.         0.13556619 0.08118854 0.         0.12994008 0.
 0.13366097 0.11674513 0.09708897 0.09527966 0.1285725  0.
 0.08195797]",1.0185279183050797,1.017626987918485,0.007155847670662058,0.13556618988513947,0.08118854463100433,0.0,0.12994007766246796,0.0,0.13366097211837769,0.11674512922763824,0.09708897024393082,0.09527965635061264,0.1285724937915802,0.0,0.08195796608924866,0.0
9,2014-01-17,"[0.         0.13541831 0.0811129  0.         0.1299967  0.
 0.13359737 0.11683196 0.09718477 0.09515728 0.12869066 0.
 0.08201008]",1.0190394416122857,1.0160171007098429,0.008470783712008474,0.13541831076145172,0.08111289888620377,0.0,0.12999670207500458,0.0,0.13359737396240234,0.1168319582939148,0.09718476980924606,0.09515728056430817,0.1286906599998474,0.0,0.08201007544994354,0.0
10,2014-01-21,"[0.         0.13558802 0.08101586 0.         0.12963177 0.
 0.13343035 0.11713178 0.09718536 0.0951602  0.12894666 0.
 0.08190995]",1.0206876177507247,1.01858575036211,0.0033092866910761952,0.13558802008628845,0.08101586252450943,0.0,0.12963177263736725,0.0,0.1334303468465805,0.1171317771077156,0.09718535840511322,0.09516020119190216,0.12894666194915771,0.0,0.08190995454788208,0.0
11,2014-01-22,"[0.         0.13559891 0.08082727 0.         0.12957148 0.
 0.13317114 0.11746737 0.09740774 0.09484711 0.12925622 0.
 0.08185273]",1.0234391324653447,1.0214723564444215,0.007558343442325816,0.13559891283512115,0.0808272734284401,0.0,0.12957148253917694,0.0,0.13317114114761353,0.11746737360954285,0.0974077358841896,0.09484711289405823,0.1292562186717987,0.0,0.08185272663831711,0.0
12,2014-01-23,"[0.         0.13524726 0.08085606 0.         0.12978314 0.
 0.13319167 0.11751199 0.09746569 0.09471578 0.1293216  0.
 0.08190679]",1.0120714646343627,1.0133433531215508,0.011980988058708841,0.13524726033210754,0.08085605502128601,0.0,0.12978313863277435,0.0,0.13319167494773865,0.11751198768615723,0.09746568650007248,0.09471578150987625,0.1293216049671173,0.0,0.08190678805112839,0.0
