,Date,Weights,Profit,Base Profit,MMM,ATRI,CRY,TFX,PMD,LH,DGX,AMS,TCF,C,UMBF,JPM,cash
0,2014-01-06,"[0.0705599  0.         0.16966127 0.         0.         0.10944383
 0.12160972 0.12775514 0.         0.10867783 0.09410036 0.10412852
 0.09406344]",0.9999999999907055,0.9999999999917246,0.0,0.16966127202174067,0.0,0.0,0.10944383239398837,0.12160971528101024,0.12775513784052697,0.0,0.10867782585572547,0.09410035580545234,0.10412852121145108,0.0940634430009157,0.07055989658918924
1,2014-01-07,"[0.         0.         0.19140663 0.         0.         0.11669531
 0.13134373 0.13827269 0.         0.11541053 0.09843175 0.10992561
 0.09851375]",1.0091744599760692,1.0089368405394568,0.0,0.19140662671648317,0.0,0.0,0.11669531159687335,0.13134372680403056,0.1382726941434677,0.0,0.11541053119524255,0.09843175187097006,0.10992561155073086,0.09851374612220169,0.0
2,2014-01-08,"[0.         0.         0.19368606 0.         0.         0.11660766
 0.13126273 0.13826726 0.         0.11496288 0.09776843 0.10950375
 0.09794123]",1.0092937904941668,1.0093857582549433,0.0,0.19368605834046052,0.0,0.0,0.11660766280140354,0.13126272502691266,0.13826726075419135,0.0,0.11496287661227207,0.09776843209185455,0.10950375485743388,0.09794122951547127,0.0
3,2014-01-09,"[0.         0.         0.19410064 0.         0.         0.11681147
 0.13118364 0.13813034 0.         0.11466394 0.09755902 0.10962177
 0.09792919]",1.0146091096471834,1.0116488636555203,0.0,0.19410063737987163,0.0,0.0,0.11681146684366031,0.13118363574189096,0.1381303410298423,0.0,0.11466393819526115,0.09755902024779387,0.10962177076456762,0.09792918979711221,0.0
4,2014-01-10,"[0.         0.         0.19418505 0.         0.         0.11713374
 0.13111974 0.13798112 0.         0.11449571 0.09738655 0.10975055
 0.09794753]",1.0153461123054996,1.0094199155784989,0.0,0.19418504586693566,0.0,0.0,0.11713374268513362,0.13111974486674455,0.1379811182186666,0.0,0.11449571409917977,0.09738654958382673,0.10975055120562376,0.09794753347388924,0.0
5,2014-01-13,"[0.         0.         0.19430747 0.         0.         0.11728214
 0.13115955 0.13774403 0.         0.11431162 0.09723073 0.11000809
 0.09795639]",1.0180216911983806,1.0130356094759712,0.0,0.19430747012180585,0.0,0.0,0.11728213619404632,0.1311595453799184,0.13774402766090768,0.0,0.11431161789307995,0.09723072655320132,0.11000808877446915,0.0979563874225713,0.0
6,2014-01-14,"[0.         0.         0.19434445 0.         0.         0.11731539
 0.13117027 0.13769654 0.         0.11434247 0.09719361 0.11000473
 0.09793254]",1.0150972456115028,1.012539469964366,0.0,0.1943444513437576,0.0,0.0,0.1173153878820219,0.13117026854931704,0.13769654101974543,0.0,0.11434246835113751,0.09719360872353268,0.1100047323998059,0.09793254173068182,0.0
7,2014-01-15,"[0.         0.         0.1944513  0.         0.         0.11753421
 0.13109523 0.13753729 0.         0.11425096 0.09705488 0.11016754
 0.09790861]",1.0106859744529073,1.0140930867361968,0.0,0.1944513005681797,0.0,0.0,0.11753420576723493,0.13109522538664373,0.13753729009027796,0.0,0.1142509586170379,0.09705487567612474,0.11016753799669267,0.09790860589780837,0.0
8,2014-01-16,"[0.         0.         0.19456161 0.         0.         0.11724706
 0.13109037 0.13764145 0.         0.11444935 0.09717164 0.11007046
 0.09776806]",1.0124585263444474,1.0211137935161734,0.0,0.1945616087971815,0.0,0.0,0.11724706327073477,0.1310903654258658,0.13764145261451619,0.0,0.11444934784088462,0.09717163630709298,0.11007046206343873,0.0977680636802854,0.0
9,2014-01-17,"[0.         0.         0.19468926 0.         0.         0.11706107
 0.13113992 0.13756883 0.         0.11447047 0.09719111 0.11018625
 0.0976931 ]",1.0126412089725587,1.0176214064891604,0.0,0.19468925532660428,0.0,0.0,0.11706106848883331,0.13113991500980882,0.13756882764491743,0.0,0.11447047128263964,0.09719110601398105,0.11018625473615613,0.09769310149705923,0.0
10,2014-01-21,"[0.         0.         0.194725   0.         0.         0.11683757
 0.13117678 0.1376116  0.         0.11458434 0.09727067 0.11015568
 0.09763836]",1.0110244403418625,1.0189790849051674,0.0,0.194724998830649,0.0,0.0,0.11683757228198047,0.13117678022066456,0.13761159505211895,0.0,0.11458434343775668,0.09727066533743577,0.11015568027360743,0.09763836456578726,0.0
11,2014-01-22,"[0.         0.         0.19477558 0.         0.         0.11621726
 0.13140508 0.13772823 0.         0.11485539 0.09747761 0.11006186
 0.09747898]",1.007202471997957,1.020371479657632,0.0,0.19477558077464222,0.0,0.0,0.11621725525528023,0.1314050773991089,0.13772823460321024,0.0,0.11485539024576498,0.09747761445732075,0.11006186469274776,0.09747898257192511,0.0
12,2014-01-23,"[0.         0.         0.19486541 0.         0.         0.11582793
 0.13139148 0.13790069 0.         0.11509104 0.09762178 0.11001059
 0.09729107]",1.0048395365857143,1.0221535103091888,0.0,0.1948654100099826,0.0,0.0,0.11582793413419142,0.13139148369435502,0.13790068749959114,0.0,0.11509104244929608,0.0976217779983938,0.11001059013188934,0.09729107408230046,0.0
13,2014-01-24,"[0.         0.         0.19495086 0.         0.         0.11596913
 0.13132245 0.13786344 0.         0.11507972 0.09753566 0.11004594
 0.09723279]",1.0050425476928901,1.0189205203334855,0.0,0.19495085788035738,0.0,0.0,0.11596912744402892,0.1313224510845223,0.1378634444451016,0.0,0.11507972165268958,0.09753566254732456,0.11004594087330978,0.09723279407266573,0.0
