,Date,Weights,Profit,Base Profit,IVAC,TRT,ASYS,VECO,TFX,ATRI,MMM,CRY,KOPN,XLNX,INTC,MXIM,cash
0,2014-01-06,"[0.06920568 0.14494535 0.08240337 0.         0.         0.15483688
 0.07565721 0.         0.         0.11920048 0.12015587 0.11103155
 0.12256362]",0.9999999999906921,0.9999999999917246,0.14494535087115812,0.08240337091373413,0.0,0.0,0.15483687502988439,0.07565720584398242,0.0,0.0,0.11920048410790866,0.12015586623056217,0.11103154786664142,0.12256361539134542,0.06920568374478323
1,2014-01-07,"[0.         0.15478008 0.0845355  0.         0.         0.1722126
 0.07935085 0.         0.         0.13075296 0.13143996 0.11361082
 0.13331723]",1.0041576026203063,1.0059311817599401,0.15478008080802164,0.08453550133104275,0.0,0.0,0.17221259501913405,0.07935084883824707,0.0,0.0,0.13075296180701482,0.13143996070514588,0.11361081695055941,0.13331723454083433,0.0
2,2014-01-08,"[0.         0.15389152 0.0846643  0.         0.         0.17276146
 0.07941938 0.         0.         0.13024129 0.13222082 0.11343817
 0.13336306]",0.996645090975308,0.9987383118423792,0.15389151994940997,0.08466429918583654,0.0,0.0,0.17276146494524047,0.07941937982712878,0.0,0.0,0.13024129405100004,0.13222081932267327,0.11343816730531242,0.13336305541339846,0.0
3,2014-01-09,"[0.         0.15288671 0.08516084 0.         0.         0.17325357
 0.07909188 0.         0.         0.13140877 0.1327965  0.1128441
 0.13255763]",1.0038933511260615,1.007910467092033,0.15288670702875704,0.08516083552111813,0.0,0.0,0.17325357051664533,0.07909188487880993,0.0,0.0,0.13140876645398294,0.13279650185551664,0.1128441017081921,0.13255763203697798,0.0
4,2014-01-10,"[0.         0.15353822 0.08499082 0.         0.         0.17175922
 0.07933585 0.         0.         0.13005174 0.13232787 0.11386572
 0.13413058]",1.0102003618525666,1.0196764300802827,0.15353821855494953,0.08499081922288815,0.0,0.0,0.17175921544252065,0.07933585028859952,0.0,0.0,0.13005173583560176,0.1323278658754671,0.1138657165609551,0.13413057821901825,0.0
5,2014-01-13,"[0.         0.15051205 0.08825323 0.         0.         0.1705003
 0.07812961 0.         0.         0.13208027 0.13508106 0.11467824
 0.13076524]",1.0045862462979784,1.0238746596705612,0.1505120484359442,0.08825322795904493,0.0,0.0,0.17050029780441445,0.07812961486493623,0.0,0.0,0.1320802714434104,0.1350810585093889,0.11467824251680425,0.1307652384660566,0.0
6,2014-01-14,"[0.         0.14877966 0.09014234 0.         0.         0.1701438
 0.07768238 0.         0.         0.13295274 0.13649857 0.11534741
 0.12845311]",1.0055775429821494,1.0233150127745332,0.14877965736269583,0.09014234128768676,0.0,0.0,0.17014380273356883,0.0776823777198811,0.0,0.0,0.1329527357174602,0.1364985706580406,0.11534740513598596,0.12845310938468063,0.0
7,2014-01-15,"[0.         0.14764081 0.0916205  0.         0.         0.16888035
 0.07813932 0.         0.         0.13200457 0.13722687 0.11656868
 0.1279189 ]",1.0044579318517872,1.016422698182187,0.14764081146451122,0.09162050182537686,0.0,0.0,0.16888035129173964,0.07813931759128065,0.0,0.0,0.13200456769491759,0.13722686811071863,0.11656867886554353,0.12791890315591187,0.0
8,2014-01-16,"[0.         0.14426308 0.09462277 0.         0.         0.16833441
 0.07820204 0.         0.         0.13327534 0.13936713 0.116773
 0.12516223]",1.0269621252539411,1.0328137623278075,0.14426308230663198,0.09462277148703445,0.0,0.0,0.16833440986302867,0.07820203923842695,0.0,0.0,0.13327533645784587,0.1393671266734356,0.11677300154907937,0.1251622324245172,0.0
9,2014-01-17,"[0.         0.14090692 0.0978549  0.         0.         0.1678395
 0.0774248  0.         0.         0.13535632 0.1418944  0.11701799
 0.12170517]",1.0311633723895144,1.040651601014214,0.14090692233987,0.09785489936841552,0.0,0.0,0.16783950189639368,0.07742480459041728,0.0,0.0,0.1353563203030173,0.1418943966326298,0.11701798761285671,0.12170516725639974,0.0
10,2014-01-21,"[0.         0.13735795 0.10089599 0.         0.         0.16784745
 0.0768974  0.         0.         0.13772765 0.14432193 0.11685045
 0.11810119]",1.0229551313775018,1.0385077926892006,0.13735794563195045,0.10089598593937735,0.0,0.0,0.16784744556016382,0.07689740426081786,0.0,0.0,0.13772764563884046,0.14432193207691116,0.11685045325307834,0.11810118763886056,0.0
11,2014-01-22,"[0.         0.12873378 0.1077209  0.         0.         0.16915349
 0.07539817 0.         0.         0.14444771 0.14996682 0.1154958
 0.10908332]",1.0270427753166713,1.043883082564182,0.12873377810280903,0.10772089740695895,0.0,0.0,0.1691534947489528,0.0753981701956315,0.0,0.0,0.14444771144450758,0.14996682108849763,0.11549580241881527,0.10908332459382729,0.0
12,2014-01-23,"[0.         0.12352924 0.11192712 0.         0.         0.16966864
 0.07430347 0.         0.         0.14838447 0.15350783 0.1150096
 0.10366963]",1.0193459495709598,1.0383048321259392,0.12352924372175135,0.11192712161044083,0.0,0.0,0.16966863680735741,0.0743034695015792,0.0,0.0,0.14838446919964773,0.15350783263029927,0.11500959888080065,0.10366962764812361,0.0
13,2014-01-24,"[0.         0.12349439 0.11234682 0.         0.         0.16969852
 0.07366629 0.         0.         0.14887349 0.15383388 0.11520182
 0.10288479]",1.028405152621982,1.0455496368060881,0.1234943880309146,0.11234682032999939,0.0,0.0,0.16969851970150743,0.07366628956064124,0.0,0.0,0.14887349152436855,0.1538338766403642,0.11520182458878045,0.10288478962342427,0.0
