,Date,Weights,Profit,Base Profit,Volume,AVX,HUBB,IIN,MRCY,WAT,BIO,COHR,PKI,ASYS,IVAC,TRT,VECO,cash
0,2014-01-06,"[0.07099888 0.1075572  0.09122451 0.08554428 0.         0.07785252
 0.07980581 0.07522862 0.08091804 0.07656571 0.07967735 0.09232918
 0.08229792]",0.9999999999907098,0.9999999999917251,0.9290011198522949,0.10755719654472502,0.0912245089936144,0.08554428490863215,0.0,0.07785251768272794,0.07980580535351339,0.07522861659625389,0.08091803588427945,0.07656571285231278,0.07967734512560701,0.09232917604385361,0.08229791986677532,0.07099888014770493
1,2014-01-07,"[0.         0.11796147 0.09849091 0.09301249 0.         0.08282704
 0.08564118 0.07956165 0.08658927 0.08177899 0.08574567 0.10011066
 0.08828067]",1.0112858929965611,1.0089587232941122,0.07099888014704538,0.11796147477477656,0.09849091097490408,0.09301249471907005,0.0,0.08282704305982576,0.08564118200764834,0.07956164708622813,0.08658926631862737,0.0817789864283096,0.08574566523071049,0.10011066233195162,0.08828066706794811,0.0
2,2014-01-08,"[0.         0.11810007 0.09850384 0.09358821 0.         0.08259536
 0.08551539 0.07939984 0.08636965 0.08188506 0.08571841 0.10007188
 0.0882523 ]",1.0083290133389184,1.0068242589933876,0.0164634314478577,0.11810006613755925,0.098503843837461,0.09358820826090561,0.0,0.08259535937433193,0.085515389414647,0.07939984404331507,0.08636964502495209,0.08188506196115643,0.08571840669015804,0.10007187712838977,0.08825229812712362,0.0
3,2014-01-09,"[0.         0.11838231 0.0985007  0.09337338 0.         0.08273842
 0.08562161 0.07941247 0.08650307 0.08158815 0.08575968 0.09994101
 0.08817919]",1.0240971540638273,1.0197912239987403,0.008729947161552235,0.11838231338056227,0.09850069864115055,0.09337338258064737,0.0,0.08273842288071666,0.08562160655603748,0.07941247290400187,0.0865030729200281,0.08158815064313954,0.08575968409045906,0.0999410076971163,0.08817918770614074,0.0
4,2014-01-10,"[0.         0.11815897 0.09841592 0.09315106 0.         0.08263028
 0.08557482 0.07929585 0.08648383 0.08185336 0.08606909 0.10001076
 0.08835606]",1.0419289042564057,1.033206686219632,0.01624860928761674,0.11815897269687879,0.0984159220574339,0.09315105535413959,0.0,0.08263027683970758,0.0855748241829025,0.07929584555458595,0.08648382870783458,0.08185336157956631,0.0860690912088048,0.10001076045175365,0.08835606136639237,0.0
5,2014-01-13,"[0.         0.11828002 0.09852347 0.09287933 0.         0.08246489
 0.08552916 0.07915729 0.08657655 0.08217899 0.08560668 0.1006625
 0.08814112]",1.050478626225819,1.0416833486194141,0.025648388600119802,0.11828001916624388,0.09852347099742233,0.09287933006677561,0.0,0.08246489132720874,0.08552916061372043,0.07915728805732762,0.08657655289377597,0.08217898569605837,0.08560668315611075,0.10066249841585607,0.08814111960950029,0.0
6,2014-01-14,"[0.         0.1181623  0.09867578 0.09326936 0.         0.08246813
 0.0858195  0.07904698 0.08650306 0.08214144 0.08596398 0.09943787
 0.08851161]",1.0559168142335074,1.044867055907835,0.023649076277636277,0.11816230052674652,0.09867577619612412,0.09326936162459096,0.0,0.08246812762690918,0.08581949668308306,0.07904698413986963,0.08650306092414752,0.08214143903534744,0.08596397819942361,0.09943786675339038,0.08851160829036767,0.0
7,2014-01-15,"[0.         0.11809217 0.09850818 0.09378466 0.         0.08251328
 0.08574373 0.07900368 0.0863932  0.08160787 0.08587608 0.10021155
 0.08826561]",1.0433392505279462,1.0349958136615935,0.009612873597494163,0.118092172623926,0.09850818341139586,0.09378465540043238,0.0,0.08251327916831702,0.0857437280086595,0.0790036797900771,0.08639319615766296,0.08160786585689912,0.08587607693361819,0.10021154864998918,0.08826561399902265,0.0
8,2014-01-16,"[0.         0.11832735 0.09856768 0.09349883 0.         0.08254694
 0.08559711 0.07908888 0.08640788 0.08160662 0.08603141 0.10020514
 0.08812217]",1.064455714346084,1.0525367153182315,0.007016914782538914,0.11832734704403947,0.0985676758142806,0.09349883355401145,0.0,0.08254694175441162,0.0855971051679957,0.07908888174187109,0.08640788155107439,0.08160661833216014,0.08603140703771955,0.10020514101412024,0.08812216698831571,0.0
9,2014-01-17,"[0.         0.11795907 0.09837402 0.09369796 0.         0.08261405
 0.08561017 0.07915884 0.08627697 0.08160679 0.08592176 0.10070791
 0.08807245]",1.0748336839065862,1.0633816978551398,0.013913562384540881,0.11795907327204368,0.09837402482043849,0.09369796083907725,0.0,0.08261404711161688,0.08561016896998942,0.07915884069425537,0.08627697494779488,0.08160679448315043,0.08592175733626203,0.10070790549898828,0.08807245202638328,0.0
10,2014-01-21,"[0.         0.11802933 0.09859789 0.09346962 0.         0.08261421
 0.08563572 0.07917914 0.08618813 0.08191293 0.08583085 0.10021914
 0.08832305]",1.0743988453632418,1.0649270744686663,0.009279435413980497,0.1180293293280781,0.09859788599351622,0.09346961846303772,0.0,0.08261420945041974,0.08563572094933856,0.0791791350851741,0.08618813246611666,0.08191293085398554,0.08583084788747238,0.10021914182843611,0.0883230476944249,0.0
