,Date,Weights,Profit,Base Profit,BKTI,VSAT,MSI,SCON,PHM,BZH,NVR,MTH,OLN,FMC,GRA,BCPC,cash
0,2014-01-06,"[0.08982425 0.09167708 0.         0.22196296 0.13604969 0.
 0.         0.12034664 0.10775025 0.11865602 0.1137331  0.
 0.        ]",0.9999999999908983,0.9999999999917246,0.09167707997606536,0.0,0.22196296071284252,0.13604969101283726,0.0,0.0,0.12034664014771164,0.10775025360678527,0.11865602087482646,0.11373310144373741,0.0,0.0,0.08982425222519413
1,2014-01-07,"[0.         0.09622197 0.         0.2639445  0.14803704 0.
 0.         0.12910873 0.11357812 0.1274935  0.12161615 0.
 0.        ]",1.0025464842673344,1.0027024156310276,0.09622196589604567,0.0,0.263944500374384,0.14803704107888818,0.0,0.0,0.12910872784866523,0.11357811918091848,0.12749349755323558,0.12161614806786265,0.0,0.0,0.0
2,2014-01-08,"[0.         0.09507935 0.         0.27102651 0.14730448 0.
 0.         0.12805477 0.11185997 0.12602427 0.12065066 0.
 0.        ]",1.0450183171159941,1.0199163086433651,0.0950793542605922,0.0,0.27102650503637377,0.1473044827993163,0.0,0.0,0.12805476533706542,0.11185996630196093,0.1260242653867803,0.1206506608779111,0.0,0.0,0.0
3,2014-01-09,"[0.         0.09477074 0.         0.27235734 0.14694628 0.
 0.         0.12781364 0.11184993 0.12593957 0.12032249 0.
 0.        ]",1.0219579814159667,1.0027717649861778,0.09477074465959864,0.0,0.2723573424872138,0.1469462849460843,0.0,0.0,0.12781364164939477,0.11184993340267699,0.12593956719238283,0.12032248566264872,0.0,0.0,0.0
4,2014-01-10,"[0.         0.0946604  0.         0.27254279 0.1467569  0.
 0.         0.12780555 0.11190903 0.12602392 0.12030141 0.
 0.        ]",1.0420912234857955,1.0168225833334528,0.09466039927876024,0.0,0.2725427920656175,0.14675689987816296,0.0,0.0,0.1278055488284066,0.11190903155893396,0.12602391733993543,0.12030141105018331,0.0,0.0,0.0
5,2014-01-13,"[0.         0.09446994 0.         0.27225586 0.14660002 0.
 0.         0.12786628 0.11229723 0.12624559 0.12026508 0.
 0.        ]",1.0291265962045661,1.0059793221235942,0.09446994258801072,0.0,0.2722558559361531,0.14660002293915148,0.0,0.0,0.12786627601152487,0.11229723013989733,0.12624559030776725,0.12026508207749524,0.0,0.0,0.0
6,2014-01-14,"[0.         0.09452832 0.         0.27231484 0.14662181 0.
 0.         0.12784985 0.11223342 0.12618017 0.1202716  0.
 0.        ]",1.0209792004138964,1.00245373918844,0.09452831981628136,0.0,0.2723148369933267,0.14662181047002454,0.0,0.0,0.1278498454075806,0.11223342184300446,0.12618016943684016,0.12027159603294223,0.0,0.0,0.0
7,2014-01-15,"[0.         0.0948238  0.         0.27272238 0.14685507 0.
 0.         0.12770953 0.11172507 0.12593765 0.1202265  0.
 0.        ]",1.0119028986240564,0.9933850402327883,0.09482380080439871,0.0,0.2727223794686833,0.1468550720079612,0.0,0.0,0.12770952775981428,0.11172507376014276,0.12593764732209428,0.12022649887690558,0.0,0.0,0.0
8,2014-01-16,"[0.         0.09482457 0.         0.2727765  0.14686127 0.
 0.         0.12768052 0.11170011 0.12592097 0.12023606 0.
 0.        ]",1.0276570409964088,1.0055499314703182,0.09482456975720324,0.0,0.272776499553185,0.14686126992985823,0.0,0.0,0.12768051713465634,0.11170010512706101,0.12592097454205559,0.12023606395598056,0.0,0.0,0.0
9,2014-01-17,"[0.         0.09438901 0.         0.27231142 0.14664924 0.
 0.         0.12789373 0.11232845 0.12619419 0.12023396 0.
 0.        ]",1.0399863600391468,1.0125065910993982,0.09438901426463757,0.0,0.2723114218215875,0.14664923829286142,0.0,0.0,0.12789372859188503,0.11232844510818375,0.12619418915796818,0.12023396276287641,0.0,0.0,0.0
10,2014-01-21,"[0.         0.09445783 0.         0.27227814 0.14665273 0.
 0.         0.12788361 0.11223611 0.1262371  0.12025448 0.
 0.        ]",1.0462351530673206,1.0162458028656876,0.09445783359048353,0.0,0.272278136560162,0.14665273092529774,0.0,0.0,0.1278836090792008,0.11223611249231967,0.12623709791052248,0.1202544794420137,0.0,0.0,0.0
11,2014-01-22,"[0.         0.0943357  0.         0.27204572 0.14656738 0.
 0.         0.12793325 0.11250057 0.12638214 0.12023524 0.
 0.        ]",1.0456683008985148,1.0150308551936402,0.09433570275887411,0.0,0.27204572013583667,0.14656737534522896,0.0,0.0,0.12793325250478643,0.11250057318437068,0.12638213855861538,0.12023523751228785,0.0,0.0,0.0
12,2014-01-23,"[0.         0.09459538 0.         0.27250158 0.14676959 0.
 0.         0.12783369 0.1119563  0.12606219 0.12028128 0.
 0.        ]",1.0363758554071232,1.0128122916835005,0.0945953771650606,0.0,0.2725015783632558,0.14676958745534308,0.0,0.0,0.1278336857233963,0.11195630294096004,0.12606218761004237,0.1202812807419418,0.0,0.0,0.0
13,2014-01-24,"[0.         0.09451272 0.         0.27248113 0.14675447 0.
 0.         0.12784871 0.11210737 0.12605149 0.12024411 0.
 0.        ]",1.036171626114975,1.012694506963678,0.0945127229587182,0.0,0.2724811263852841,0.14675446969810851,0.0,0.0,0.1278487068295355,0.11210737337985054,0.12605149098185703,0.1202441097666463,0.0,0.0,0.0
14,2014-01-27,"[0.         0.09475493 0.         0.27279936 0.14687052 0.
 0.         0.12774409 0.11170473 0.12586628 0.1202601  0.
 0.        ]",1.0303479349862474,1.0044010639457293,0.09475492516584258,0.0,0.2727993563885464,0.14687052268025064,0.0,0.0,0.1277440858710248,0.11170472901169835,0.12586627746959442,0.12026010341304286,0.0,0.0,0.0
15,2014-01-28,"[0.         0.0948798  0.         0.2730809  0.14702457 0.
 0.         0.12767761 0.11149382 0.12566131 0.12018199 0.
 0.        ]",1.0079433749636895,0.9834919786878883,0.09487979673593692,0.0,0.2730809040072404,0.1470245746457853,0.0,0.0,0.12767760922349083,0.11149382293945796,0.12566130718276175,0.12018198526532692,0.0,0.0,0.0
16,2014-01-29,"[0.         0.09446878 0.         0.2727366  0.14707204 0.
 0.         0.1277673  0.11218423 0.12572199 0.12004906 0.
 0.        ]",0.9959340673951257,0.9779809277355086,0.09446878259155841,0.0,0.27273659903333636,0.14707203703200664,0.0,0.0,0.1277672983605789,0.11218422572723291,0.12572199263230674,0.12004906462297994,0.0,0.0,0.0
17,2014-01-30,"[0.         0.09444392 0.         0.27294096 0.14730205 0.
 0.         0.12774028 0.11216558 0.12539674 0.12001048 0.
 0.        ]",1.004032574673449,0.9819533801578972,0.09444391674736972,0.0,0.27294096260768863,0.14730204701912017,0.0,0.0,0.12774027599856805,0.11216557874738851,0.12539673559078213,0.12001048328908265,0.0,0.0,0.0
