,Date,Weights,Profit,Base Profit,SCON,MSI,BKTI,VSAT,LECO,CVR,SPXC,PFIN,STRM,EBIX,UIS,JKHY,cash
0,2014-02-25,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",0.99999999999,0.99999999999,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
1,2014-02-26,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.011966557379914,1.0027904482071937,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
2,2014-02-27,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0177054673313577,1.0088895403901361,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
3,2014-02-28,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0120873597344089,1.00670630605734,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
4,2014-03-03,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.033596696595957,1.0210262702727937,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
5,2014-03-04,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0124427696389489,1.0041947402650684,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
6,2014-03-05,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0238230502527557,1.015759056215435,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
7,2014-03-06,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0286976724370807,1.0173987925109607,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
8,2014-03-07,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0562244354292327,1.0324246478446366,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
9,2014-03-10,"[0.         0.1419377  0.         0.1419377  0.         0.07361925
 0.         0.1419377  0.10571981 0.         0.1419377  0.11097243
 0.1419377 ]",1.0383254373930109,1.0220839437421272,0.14193770289421082,0.0,0.14193770289421082,0.0,0.07361925393342972,0.0,0.14193770289421082,0.10571981221437454,0.0,0.14193770289421082,0.11097242683172226,0.14193770289421082,0.0
