,Date,Weights,Profit,Base Profit,ASYS,VECO,TRT,IVAC,CTS,SANM,FLEX,IEC,EAT,MCD,JACK,PZZA,cash
0,2014-01-06,"[0.07528815 0.13600738 0.         0.         0.07874243 0.08981346
 0.11799486 0.         0.13581416 0.15546963 0.         0.11261402
 0.09825592]",0.9999999999907528,0.9999999999917246,0.13600738312724428,0.0,0.0,0.0787424283583369,0.08981345619077397,0.11799485529302653,0.0,0.1358141601765817,0.15546963380267667,0.0,0.11261401853636303,0.09825591582178096,0.07528814869321582
1,2014-01-07,"[0.         0.14923302 0.         0.         0.08235904 0.094211
 0.12659415 0.         0.14969397 0.17360289 0.         0.1203385
 0.10396744]",1.0075133577285016,1.00428441722515,0.14923302238505604,0.0,0.0,0.08235903613318302,0.09421099785880335,0.12659414761767396,0.0,0.14969397031709128,0.17360289262132522,0.0,0.1203384954130118,0.1039674376538553,0.0
2,2014-01-08,"[0.         0.14957866 0.         0.         0.08295111 0.09340901
 0.12556794 0.         0.15117728 0.17395508 0.         0.1195543
 0.10380662]",1.0040045597227276,0.9993102708156005,0.14957866300271186,0.0,0.0,0.08295110609502786,0.09340900580415099,0.125567938681156,0.0,0.15117727886691093,0.1739550781051839,0.0,0.11955430476295366,0.10380662468190484,0.0
3,2014-01-09,"[0.         0.15036423 0.         0.         0.08388073 0.09350316
 0.12366026 0.         0.15264656 0.17376932 0.         0.11832002
 0.10385572]",1.0165442917854126,1.0090767031889671,0.1503642268161431,0.0,0.0,0.08388072812163938,0.09350316352209648,0.12366026120193319,0.0,0.15264656334572319,0.17376931688996403,0.0,0.11832002338350456,0.10385571671899624,0.0
4,2014-01-10,"[0.         0.15244872 0.         0.         0.08402146 0.09405764
 0.12075662 0.         0.15439882 0.17428704 0.         0.11639702
 0.10363267]",1.0303402294095678,1.0227352914637213,0.152448721362617,0.0,0.0,0.08402146218370964,0.09405763833837037,0.12075662098861412,0.0,0.1543988194815524,0.17428704285183672,0.0,0.11639702062822307,0.10363267416507671,0.0
5,2014-01-13,"[0.         0.15515536 0.         0.         0.08564222 0.09355969
 0.11685521 0.         0.15810891 0.17333659 0.         0.11289003
 0.10445198]",1.037075077632047,1.024450216414638,0.1551553576368583,0.0,0.0,0.08564222329658225,0.09355968975982464,0.1168552144915224,0.0,0.15810891267893099,0.17333658960009776,0.0,0.11289003100654285,0.10445198152964079,0.0
6,2014-01-14,"[0.         0.15827732 0.         0.         0.0880083  0.09197756
 0.11285366 0.         0.16437976 0.16954461 0.         0.10749875
 0.10746003]",1.0253012374016706,1.0184467862115991,0.15827732264675523,0.0,0.0,0.08800830012842066,0.09197755588899861,0.11285366034104465,0.0,0.1643797627747088,0.16954461322201358,0.0,0.10749875218156357,0.1074600328164949,0.0
7,2014-01-15,"[0.         0.15709993 0.         0.         0.09001774 0.08902584
 0.11429118 0.         0.17292626 0.15792662 0.         0.1050467
 0.11366574]",1.0190204970984702,1.0121154162277501,0.15709993150675103,0.0,0.0,0.09001773687267269,0.08902583822170708,0.11429118371105122,0.0,0.17292625886356683,0.1579266150176699,0.0,0.10504669769154922,0.1136657381150321,0.0
8,2014-01-16,"[0.         0.15056781 0.         0.         0.08865553 0.08723943
 0.12130566 0.         0.18332009 0.1391067  0.         0.1105866
 0.11921818]",1.0379143861224365,1.0272078125649517,0.1505678119589494,0.0,0.0,0.08865553071010208,0.08723942932745343,0.12130565773283741,0.0,0.18332008858482804,0.1391067013121719,0.0,0.11058660041622508,0.11921817995743281,0.0
9,2014-01-17,"[0.         0.1521693  0.         0.         0.07644336 0.09106699
 0.1146965  0.         0.19236959 0.1380454  0.         0.11976055
 0.1154483 ]",1.0538824161796636,1.036783597816745,0.15216929910280763,0.0,0.0,0.07644336200299538,0.0910669917769376,0.11469650323128285,0.0,0.1923695923734798,0.1380454036346,0.0,0.1197605527083263,0.11544829516957052,0.0
10,2014-01-21,"[0.         0.16266209 0.         0.         0.         0.14260859
 0.11288134 0.         0.19468205 0.1961093  0.         0.09739341
 0.09366322]",1.0595385055214455,1.0369515147383435,0.16266208879061853,0.0,0.0,0.0,0.14260859279506188,0.11288134282340444,0.0,0.1946820508786401,0.19610930267135965,0.0,0.09739340629471338,0.09366321574620201,0.0
11,2014-01-22,"[0.         0.1648747  0.         0.         0.         0.1093643
 0.13370059 0.         0.15992626 0.20648843 0.         0.12037669
 0.10526903]",1.0548680962679824,1.0381691432314448,0.16487470173294486,0.0,0.0,0.0,0.10936429829146767,0.1337005887229614,0.0,0.15992626368289006,0.2064884266288555,0.0,0.12037668983675856,0.10526903110412192,0.0
12,2014-01-23,"[0.         0.1636736  0.         0.         0.         0.10296673
 0.13800369 0.         0.15534628 0.20336243 0.         0.12713568
 0.10951158]",1.0801047009896199,1.0446723754983094,0.16367360157197258,0.0,0.0,0.0,0.10296673448830189,0.13800368979926333,0.0,0.15534627639189735,0.20336243041848134,0.0,0.12713568458702199,0.10951158274306141,0.0
13,2014-01-24,"[0.         0.14104907 0.         0.06684738 0.06599382 0.087788
 0.12092011 0.         0.13492317 0.17327759 0.         0.11253117
 0.09666968]",1.076254519427052,1.051437158314065,0.14104907070715825,0.0,0.06684737786524574,0.06599382496939774,0.08778800224754246,0.1209201110264362,0.0,0.1349231730406924,0.17327758658337755,0.0,0.11253117499150897,0.09666967856864074,0.0
14,2014-01-27,"[0.         0.13874694 0.         0.07218923 0.07143835 0.08692276
 0.12020789 0.         0.13345193 0.16851828 0.         0.11224093
 0.0962837 ]",1.0681931829406632,1.044711965178381,0.13874693519803,0.0,0.07218923375661085,0.0714383485793248,0.08692276010637681,0.1202078897312722,0.0,0.13345193341522418,0.16851827688244006,0.0,0.11224092688182241,0.09628369544889849,0.0
15,2014-01-28,"[0.         0.1380004  0.         0.0729336  0.07281864 0.08641632
 0.12040858 0.         0.13372488 0.1663251  0.         0.11275074
 0.09662173]",1.0608037810994342,1.036459625863849,0.13800039845066225,0.0,0.07293359903617523,0.07281864016500987,0.08641632420046078,0.12040858409451825,0.0,0.1337248835520579,0.166325097875925,0.0,0.11275073979574488,0.09662173282944583,0.0
16,2014-01-29,"[0.         0.13767413 0.         0.07313367 0.0733709  0.08618651
 0.12057816 0.         0.13400998 0.16522518 0.         0.11303293
 0.09678855]",1.051882381001482,1.028329099478743,0.1376741310495048,0.0,0.07313366738508538,0.07337089967504774,0.08618650987806703,0.1205781567802541,0.0,0.13400998269715317,0.16522518096495353,0.0,0.11303292561424803,0.0967885459556862,0.0
17,2014-01-30,"[0.         0.13735983 0.         0.07332719 0.0738436  0.0859208
 0.12075141 0.         0.13423077 0.16417013 0.         0.11341618
 0.0969801 ]",1.0424420328864556,1.0229108322890965,0.1373598265675066,0.0,0.07332719084337869,0.07384359677071807,0.0859207969918095,0.12075140793221345,0.0,0.13423077066540337,0.16417012812706874,0.0,0.11341617875627479,0.09698010334562675,0.0
