,Date,Weights,Profit,Base Profit,Volume,CVR,PFIN,LECO,SPXC,HLX,ENSV,CLB,RES,FRPH,CTO,TRC,CIGI,cash
0,2014-01-06,"[0.2090452  0.         0.         0.17957385 0.         0.
 0.         0.17894277 0.25324973 0.17918848 0.         0.
 0.        ]",0.9998418388319554,0.9998000000000002,0.7909548282623291,0.0,0.0,0.17957384884357452,0.0,0.0,0.0,0.17894276976585388,0.25324973464012146,0.17918847501277924,0.0,0.0,0.0,0.2090452015399933
1,2014-01-07,"[0.20891365 0.         0.         0.17946403 0.         0.
 0.         0.17917062 0.25334185 0.17910984 0.         0.
 0.        ]",1.0063664718947156,1.0106324105020081,0.0005083493944715871,0.0,0.0,0.17946402728557587,0.0,0.0,0.0,0.179170623421669,0.2533418536186218,0.1791098415851593,0.0,0.0,0.0,0.208913654088974
2,2014-01-08,"[0.20901953 0.         0.         0.17934714 0.         0.
 0.         0.17910267 0.25342336 0.17910731 0.         0.
 0.        ]",0.9954541674998527,1.0063386865760202,0.011472685122078788,0.0,0.0,0.17934714257717133,0.0,0.0,0.0,0.17910267412662506,0.2534233629703522,0.17910730838775635,0.0,0.0,0.0,0.2090195268392563
3,2014-01-09,"[0.20911427 0.         0.         0.17922106 0.         0.
 0.         0.1790712  0.25348943 0.17910406 0.         0.
 0.        ]",0.9989676975171654,1.0132408834573614,0.0032587194573477822,0.0,0.0,0.17922106385231018,0.0,0.0,0.0,0.17907120287418365,0.2534894347190857,0.1791040599346161,0.0,0.0,0.0,0.20911426842212677
4,2014-01-10,"[0.20915987 0.         0.         0.17926751 0.         0.
 0.         0.17896885 0.25347933 0.17912447 0.         0.
 0.        ]",0.9933151471860885,1.0195828306064183,0.0023780164376348027,0.0,0.0,0.1792675107717514,0.0,0.0,0.0,0.17896884679794312,0.25347933173179626,0.17912447452545166,0.0,0.0,0.0,0.20915986597537994
5,2014-01-13,"[0.20916264 0.         0.         0.17924719 0.         0.
 0.         0.17897257 0.2535016  0.17911601 0.         0.
 0.        ]",0.9906301913453187,1.0148539042424252,0.00617396755948102,0.0,0.0,0.179247185587883,0.0,0.0,0.0,0.17897257208824158,0.2535015940666199,0.17911601066589355,0.0,0.0,0.0,0.209162637591362
6,2014-01-14,"[0.20920302 0.         0.         0.17918637 0.         0.
 0.         0.17895485 0.25354034 0.17911544 0.         0.
 0.        ]",0.9956548860442116,1.0112440786336554,0.005029099524969004,0.0,0.0,0.1791863739490509,0.0,0.0,0.0,0.1789548546075821,0.2535403370857239,0.1791154444217682,0.0,0.0,0.0,0.20920301973819733
7,2014-01-15,"[0.20939362 0.         0.         0.17910296 0.         0.
 0.         0.17874612 0.2536178  0.17913952 0.         0.
 0.        ]",0.986726154704976,1.001075765641728,0.006487078532728642,0.0,0.0,0.17910295724868774,0.0,0.0,0.0,0.17874611914157867,0.2536177933216095,0.17913952469825745,0.0,0.0,0.0,0.20939362049102783
8,2014-01-16,"[0.2092125  0.         0.         0.17924288 0.         0.
 0.         0.17888694 0.25352612 0.17913157 0.         0.
 0.        ]",1.0040499297446435,1.0189128052096819,0.009438557879887026,0.0,0.0,0.17924287915229797,0.0,0.0,0.0,0.17888693511486053,0.25352612137794495,0.17913156747817993,0.0,0.0,0.0,0.2092124968767166
9,2014-01-17,"[0.20920105 0.         0.         0.1792116  0.         0.
 0.         0.17894351 0.25351992 0.17912391 0.         0.
 0.        ]",1.011118447396611,1.0264808453799328,0.00601495473060011,0.0,0.0,0.1792116016149521,0.0,0.0,0.0,0.17894351482391357,0.2535199224948883,0.1791239082813263,0.0,0.0,0.0,0.20920105278491974
10,2014-01-21,"[0.20930912 0.         0.         0.17924061 0.         0.
 0.         0.17878309 0.2535163  0.17915083 0.         0.
 0.        ]",1.0069121837068244,1.0351166532621552,0.010149207252671292,0.0,0.0,0.1792406141757965,0.0,0.0,0.0,0.1787830889225006,0.253516286611557,0.17915083467960358,0.0,0.0,0.0,0.20930911600589752
