,Date,Weights,Profit,Base Profit,Volume,SPAR,OSK,PCAR,F,BIO,COHR,WAT,PKI,MTH,NVR,PHM,BZH,cash
0,2014-01-06,"[0.13119613 0.14881462 0.22776677 0.         0.         0.17758931
 0.         0.         0.         0.         0.13018364 0.
 0.18444953]",0.999999999991312,0.9999999999917251,0.8688038671997109,0.14881461843059707,0.22776677048124752,0.0,0.0,0.1775893054066177,0.0,0.0,0.0,0.0,0.1301836426408074,0.0,0.1844495302404413,0.13119613280028913
1,2014-01-07,"[0.         0.16612562 0.27542508 0.         0.         0.20425096
 0.         0.         0.         0.         0.14067971 0.
 0.21351864]",0.9989631147679086,1.003352411271009,0.13119613279914918,0.16612561765965708,0.2754250797068543,0.0,0.0,0.20425095503309268,0.0,0.0,0.0,0.0,0.1406797125782406,0.0,0.21351863502215532,0.0
2,2014-01-08,"[0.         0.16416666 0.28139211 0.         0.         0.20363205
 0.         0.         0.         0.         0.13795483 0.
 0.21285436]",0.9920175968929701,1.0013140966301457,0.010158195381155973,0.16416665775142125,0.28139210528722747,0.0,0.0,0.20363205350800856,0.0,0.0,0.0,0.0,0.1379548276341594,0.0,0.21285435581918333,0.0
3,2014-01-09,"[0.         0.16394785 0.28080983 0.         0.         0.20424582
 0.         0.         0.         0.         0.13799318 0.
 0.21300333]",0.9870216907834466,0.9978032884909203,0.01046657552269425,0.16394784725656972,0.2808098286579414,0.0,0.0,0.20424582129605362,0.0,0.0,0.0,0.0,0.13799317530954758,0.0,0.21300332747988762,0.0
4,2014-01-10,"[0.         0.16371229 0.2831466  0.         0.         0.20450728
 0.         0.         0.         0.         0.13730303 0.
 0.21133081]",0.996836243856117,1.0057989713280986,0.014995450347557752,0.1637122886643001,0.28314659600929293,0.0,0.0,0.20450727603219848,0.0,0.0,0.0,0.0,0.13730302969354227,0.0,0.21133080960066625,0.0
5,2014-01-13,"[0.         0.16355136 0.28239721 0.         0.         0.20377348
 0.         0.         0.         0.         0.13733014 0.
 0.21294782]",1.0074132343953557,1.0085898162589373,0.003875301921729453,0.16355135968496987,0.28239720506228805,0.0,0.0,0.2037734802263644,0.0,0.0,0.0,0.0,0.13733013922479265,0.0,0.2129478158015851,0.0
6,2014-01-14,"[0.         0.16349062 0.28224602 0.         0.         0.20483723
 0.         0.         0.         0.         0.13708093 0.
 0.2123452 ]",1.0158710278125354,1.0110055033258114,0.008939524821044004,0.16349062308603043,0.282246016279892,0.0,0.0,0.20483723201180953,0.0,0.0,0.0,0.0,0.13708092751126613,0.0,0.21234520111100186,0.0
7,2014-01-15,"[0.         0.16275909 0.28404652 0.         0.         0.20408092
 0.         0.         0.         0.         0.13690853 0.
 0.21220495]",0.9934972430274582,0.9964923666601027,0.0164807045482181,0.162759089370955,0.28404652131341995,0.0,0.0,0.20408091842130752,0.0,0.0,0.0,0.0,0.13690852556586938,0.0,0.21220494532844825,0.0
8,2014-01-16,"[0.         0.16310838 0.28354835 0.         0.         0.20349343
 0.         0.         0.         0.         0.13787119 0.
 0.21197865]",1.0134563265616723,1.0080407090922232,0.009900921088907753,0.1631083847026086,0.28354835402218354,0.0,0.0,0.20349342823240418,0.0,0.0,0.0,0.0,0.137871185887218,0.0,0.21197864715558568,0.0
9,2014-01-17,"[0.         0.16368034 0.28381018 0.         0.         0.20280927
 0.         0.         0.         0.         0.13774299 0.
 0.21195722]",1.015587692279753,1.0115544847345794,0.007291356806110908,0.16368034150433497,0.2838101764185802,0.0,0.0,0.20280926731323592,0.0,0.0,0.0,0.0,0.13774299315666358,0.0,0.2119572216071854,0.0
10,2014-01-21,"[0.         0.16388057 0.28301261 0.         0.         0.20296092
 0.         0.         0.         0.         0.13792386 0.
 0.21222204]",1.0173655270478785,1.0157552414388058,0.003888537589332666,0.16388057377520604,0.28301260961428437,0.0,0.0,0.202960919132203,0.0,0.0,0.0,0.0,0.13792385636183135,0.0,0.21222204111647516,0.0
11,2014-01-22,"[0.         0.16419766 0.28255265 0.         0.         0.20267926
 0.         0.         0.         0.         0.13799254 0.
 0.21257788]",1.0281440745508832,1.0199403319944627,0.007945940575978996,0.1641976607446838,0.28255265397791285,0.0,0.0,0.2026792647618577,0.0,0.0,0.0,0.0,0.137992541927484,0.0,0.2125778785880616,0.0
12,2014-01-23,"[0.         0.16379913 0.28193577 0.         0.         0.20343166
 0.         0.         0.         0.         0.13822223 0.
 0.21261121]",1.0233031520517568,1.0161645787238955,0.004223625546753844,0.16379912737779437,0.28193577271666126,0.0,0.0,0.20343166433412369,0.0,0.0,0.0,0.0,0.138222225457908,0.0,0.2126112101135127,0.0
13,2014-01-24,"[0.         0.1637405  0.28236475 0.         0.         0.20286615
 0.         0.         0.         0.         0.13767328 0.
 0.21335533]",1.0245121667776935,1.0152005183723534,0.0072912490597527415,0.1637405024097512,0.28236474659080757,0.0,0.0,0.2028661481698014,0.0,0.0,0.0,0.0,0.13767327611758357,0.0,0.21335532671205645,0.0
14,2014-01-27,"[0.         0.16349    0.28230685 0.         0.         0.20278045
 0.         0.         0.         0.         0.13786967 0.
 0.21355302]",1.0148866531442384,1.009367611342188,0.010280147330654344,0.16349000124629307,0.2823068471471061,0.0,0.0,0.20278045344734455,0.0,0.0,0.0,0.0,0.13786967408656708,0.0,0.21355302407268925,0.0
