,Date,Weights,Profit,Base Profit,Volume,JACK,EAT,MCD,PZZA,HUBB,MRCY,IIN,AVX,PMD,AMS,LH,DGX,cash
0,2014-01-06,"[0.11849877 0.10930326 0.14046133 0.09724106 0.12147192 0.10386386
 0.         0.         0.         0.1005579  0.         0.1020387
 0.1065632 ]",0.9955924791009352,0.9950000000000002,0.8815012127161026,0.10930325835943222,0.14046132564544678,0.09724105894565582,0.12147191911935806,0.10386385768651962,0.0,0.0,0.0,0.10055790096521378,0.0,0.10203869640827179,0.10656319558620453,0.1184987723827362
1,2014-01-07,"[0.11858017 0.10906092 0.14043298 0.09735367 0.12141089 0.1040949
 0.         0.         0.         0.10035355 0.         0.10208675
 0.10662613]",1.0008865032287222,1.007715266558074,0.000986345493543272,0.10906092077493668,0.14043298363685608,0.09735367447137833,0.12141089141368866,0.10409490019083023,0.0,0.0,0.0,0.10035354644060135,0.0,0.10208675265312195,0.10662613064050674,0.1185801699757576
2,2014-01-08,"[0.11865779 0.10897729 0.14050785 0.09734904 0.12140629 0.10422746
 0.         0.         0.         0.10026793 0.         0.10202157
 0.10658474]",0.9930348351314214,1.005484536078941,0.010566860567891703,0.1089772880077362,0.14050784707069397,0.09734904021024704,0.12140629440546036,0.1042274609208107,0.0,0.0,0.0,0.1002679318189621,0.0,0.10202157497406006,0.10658474266529083,0.11865779012441635
3,2014-01-09,"[0.11856585 0.10910401 0.14038257 0.09731686 0.1214575  0.10407388
 0.         0.         0.         0.10038293 0.         0.10203721
 0.10667915]",1.0002392688485966,1.0075819038147393,0.005539356269512374,0.10910401493310928,0.1403825730085373,0.09731686115264893,0.12145750224590302,0.10407388210296631,0.0,0.0,0.0,0.10038293153047562,0.0,0.102037213742733,0.10667914897203445,0.11856584995985031
4,2014-01-10,"[0.11851959 0.10912176 0.14035302 0.09731813 0.12146614 0.10399427
 0.         0.         0.         0.10044727 0.         0.10209265
 0.10668712]",1.0062917374054634,1.005848637535157,0.007477432731428012,0.10912176221609116,0.1403530240058899,0.0973181277513504,0.12146613746881485,0.10399427264928818,0.0,0.0,0.0,0.10044726729393005,0.0,0.10209264606237411,0.10668712109327316,0.11851958930492401
5,2014-01-13,"[0.11850662 0.10911975 0.14026655 0.09725677 0.12152859 0.10401444
 0.         0.         0.         0.10047492 0.         0.10205065
 0.10678167]",1.0082819744014926,1.0065057852165449,0.00846424478788734,0.10911975055932999,0.140266552567482,0.09725677222013474,0.12152858823537827,0.10401444137096405,0.0,0.0,0.0,0.10047492384910583,0.0,0.10205065459012985,0.10678166896104813,0.11850661784410477
6,2014-01-14,"[0.11858758 0.10898572 0.14029248 0.09721348 0.12157477 0.10418946
 0.         0.         0.         0.1003914  0.         0.10196919
 0.10679589]",1.0075722480169045,1.0119537420256473,0.007682016379715204,0.10898572206497192,0.1402924805879593,0.09721347689628601,0.1215747743844986,0.10418945550918579,0.0,0.0,0.0,0.10039139539003372,0.0,0.10196918994188309,0.10679589211940765,0.11858758330345154
7,2014-01-15,"[0.11855777 0.10902351 0.14028308 0.09723079 0.12156246 0.10411754
 0.         0.         0.         0.10043187 0.         0.10200711
 0.10678586]",1.0081477676579231,1.017036861118614,0.005877609197545366,0.10902351140975952,0.14028307795524597,0.09723079204559326,0.12156245857477188,0.10411753505468369,0.0,0.0,0.0,0.10043186694383621,0.0,0.10200710594654083,0.1067858636379242,0.11855777353048325
8,2014-01-16,"[0.11850704 0.10903774 0.14027418 0.09723333 0.12158556 0.10402469
 0.         0.         0.         0.10049262 0.         0.1020733
 0.10677154]",1.0206424663514342,1.035518273205016,0.004335655187949728,0.10903774201869965,0.14027418196201324,0.09723333269357681,0.12158556282520294,0.10402469336986542,0.0,0.0,0.0,0.10049261897802353,0.0,0.1020733043551445,0.10677153617143631,0.1185070350766182
9,2014-01-17,"[0.11853558 0.10899445 0.14025298 0.09717369 0.1216464  0.10409681
 0.         0.         0.         0.1004828  0.         0.10200503
 0.10681225]",1.024799935906927,1.0382121121684782,0.008069225760446785,0.10899445414543152,0.1402529776096344,0.09717369079589844,0.12164640426635742,0.10409681499004364,0.0,0.0,0.0,0.10048279911279678,0.0,0.10200503468513489,0.1068122461438179,0.11853557825088501
10,2014-01-21,"[0.11856601 0.10898016 0.14024793 0.09712011 0.12170243 0.1041595
 0.         0.         0.         0.10046943 0.         0.10190891
 0.10684551]",1.0264064654953062,1.0402944452223586,0.006426666955326111,0.10898016393184662,0.14024792611598969,0.09712010622024536,0.12170243263244629,0.10415950417518616,0.0,0.0,0.0,0.1004694253206253,0.0,0.10190891474485397,0.10684551298618317,0.11856600642204285
11,2014-01-22,"[0.11862057 0.10895973 0.14025022 0.09710574 0.12170173 0.10426949
 0.         0.         0.         0.10039686 0.         0.10181987
 0.10687576]",1.0289578206437255,1.0449605913271245,0.004444232281828911,0.10895973443984985,0.14025022089481354,0.09710574150085449,0.12170173227787018,0.10426948964595795,0.0,0.0,0.0,0.10039686411619186,0.0,0.10181987285614014,0.10687576234340668,0.11862057447433472
12,2014-01-23,"[0.11859863 0.1088974  0.14028296 0.09713471 0.12168854 0.10424487
 0.         0.         0.         0.10040578 0.         0.10191732
 0.10682981]",1.0419314135277424,1.0571456969514617,0.004962600466320017,0.10889740288257599,0.14028295874595642,0.09713470935821533,0.12168853729963303,0.10424487292766571,0.0,0.0,0.0,0.10040577501058578,0.0,0.1019173189997673,0.10682981461286545,0.11859862506389618
