,Date,Weights,Profit,Base Profit,CTO,TRC,CIGI,FRPH,FFG,CIA,GL,AAME,PFE,BMY,JNJ,ABT,cash
10,2014-01-21,"[0.         0.11350837 0.11422278 0.09532365 0.14225804 0.1146648
 0.         0.08869186 0.         0.13401141 0.         0.09436865
 0.10295044]",0.99901125481894,0.996417259747473,0.11350837467527944,0.11422277760344972,0.09532364696921396,0.1422580424816467,0.11466479531676871,0.0,0.08869185908279102,0.0,0.13401141095834837,0.0,0.0943686504322208,0.1029504424802812,0.0
11,2014-01-22,"[0.         0.11350308 0.11424809 0.09532323 0.14226549 0.11465762
 0.         0.08870024 0.         0.13401089 0.         0.09435302
 0.10293834]",0.9991745134488754,0.9963136989733198,0.11350308034379453,0.11424809348641529,0.09532322983230748,0.14226548803188582,0.11465761523921694,0.0,0.0887002382476225,0.0,0.13401088832158273,0.0,0.09435302298645447,0.10293834351072018,0.0
12,2014-01-23,"[0.         0.11354572 0.11429366 0.09526714 0.14229651 0.11471669
 0.         0.08875381 0.         0.13398197 0.         0.0942495
 0.102895  ]",0.9902625017200041,0.9912525485631436,0.1135457230913238,0.11429365969554203,0.09526713544409025,0.1422965118180721,0.114716689780829,0.0,0.0887538078322894,0.0,0.13398197222829242,0.0,0.09424949980262409,0.10289500030693681,0.0
13,2014-01-24,"[0.         0.11348364 0.11424309 0.0953668  0.14226573 0.11468894
 0.         0.08874924 0.         0.13399164 0.         0.0942886
 0.10292232]",0.9898898688191073,0.9881406293058074,0.11348363945548601,0.1142430935074051,0.09536679962864543,0.14226572500797383,0.11468893814904951,0.0,0.08874923991021236,0.0,0.13399163652505836,0.0,0.09428860390079005,0.10292232391537949,0.0
14,2014-01-27,"[0.         0.11346443 0.1142638  0.095363   0.14227636 0.11469649
 0.         0.08875166 0.         0.13400154 0.         0.09427547
 0.10290726]",0.9786142397165758,0.9789186405144185,0.11346442627536006,0.11426379975194471,0.09536299972336887,0.1422763580251274,0.11469649089330847,0.0,0.0887516562023807,0.0,0.13400153657280225,0.0,0.09427546919019598,0.10290726336551155,0.0
15,2014-01-28,"[0.         0.11350426 0.11435676 0.09525838 0.14233272 0.11475736
 0.         0.08878999 0.         0.13398994 0.         0.09417028
 0.10284031]",0.9652869301270276,0.9655990491122282,0.11350426484144235,0.11435675774939175,0.09525837615104969,0.1423327198123268,0.11475735605203591,0.0,0.08878999064675501,0.0,0.13398994428852132,0.0,0.09417028405355335,0.10284030640492375,0.0
16,2014-01-29,"[0.         0.11354513 0.1144246  0.09518435 0.14237383 0.11480581
 0.         0.08883074 0.         0.13396831 0.         0.094077
 0.10279023]",0.9569387048510868,0.9585277072214223,0.11354512551567585,0.11442460090238472,0.0951843540103101,0.14237383175449173,0.11480580664597993,0.0,0.08883073663943912,0.0,0.1339683125489977,0.0,0.09407699749479329,0.1027902344879277,0.0
17,2014-01-30,"[0.         0.11352194 0.11433317 0.09524648 0.14234269 0.11480788
 0.         0.08881676 0.         0.13397519 0.         0.09412804
 0.10282787]",0.9453358012942146,0.9527920081765061,0.11352194274348179,0.11433316713925312,0.095246477298642,0.1423426861223133,0.11480788038793305,0.0,0.0888167585178914,0.0,0.13397518599582062,0.0,0.0941280352097208,0.1028278665849438,0.0
18,2014-01-31,"[0.         0.11346088 0.1143832  0.09526505 0.14235119 0.11475895
 0.         0.08878457 0.         0.1340092  0.         0.09416661
 0.10282035]",0.9526007557889641,0.9557324756454806,0.1134608832717447,0.11438319613411163,0.09526504982928424,0.14235119273438043,0.11475894519161842,0.0,0.08878457153458127,0.0,0.1340092043837534,0.0,0.09416661036372333,0.10282034655680249,0.0
19,2014-02-03,"[0.         0.11346137 0.11432939 0.09526791 0.14233824 0.11476123
 0.         0.08876182 0.         0.13401849 0.         0.09421514
 0.1028464 ]",0.9426761679621245,0.9497211357922661,0.11346136505268732,0.11432939269198719,0.09526791166555677,0.14233824014259822,0.11476123086510236,0.0,0.08876182367443242,0.0,0.1340184893105484,0.0,0.09421514429422627,0.10284640230286086,0.0
20,2014-02-04,"[0.         0.11346076 0.11439718 0.09522004 0.14236304 0.1147431
 0.         0.08874465 0.         0.134032   0.         0.09421485
 0.10282438]",0.9488634945369282,0.9523068133074313,0.11346075539506352,0.11439717744877247,0.09522003642980433,0.1423630449975826,0.11474309944717849,0.0,0.08874465131947527,0.0,0.134032002253038,0.0,0.09421485105993198,0.10282438164915329,0.0
21,2014-02-05,"[0.         0.11348539 0.11451473 0.09512923 0.14242273 0.11480865
 0.         0.08880012 0.         0.13401562 0.         0.09407746
 0.10274608]",0.9354762926428087,0.939676930689249,0.11348538517876898,0.11451472935725092,0.09512922730709057,0.14242273132271213,0.11480864881886746,0.0,0.08880012043860261,0.0,0.1340156179573933,0.0,0.0940774614204109,0.10274607819890316,0.0
22,2014-02-06,"[0.         0.11343854 0.11443737 0.09517129 0.14239325 0.11478102
 0.         0.08873263 0.         0.1340535  0.         0.09419647
 0.10279595]",0.9358883564169186,0.9372393110270608,0.11343854063371595,0.11443736836468851,0.09517128508685066,0.14239324691792205,0.11478102151106627,0.0,0.08873262940686699,0.0,0.13405349548933915,0.0,0.09419646667628784,0.10279594591326263,0.0
23,2014-02-07,"[0.         0.11338673 0.11446414 0.09521509 0.14237804 0.11470226
 0.         0.08868406 0.         0.13408586 0.         0.09426931
 0.10281452]",0.9336418449088751,0.935693931883769,0.11338673268908321,0.11446413730478461,0.09521509112251135,0.1423780365112196,0.1147022615160624,0.0,0.08868405840220049,0.0,0.1340858590509246,0.0,0.09426930713228548,0.10281451627092808,0.0
24,2014-02-10,"[0.         0.11334966 0.11441836 0.09528698 0.14234343 0.11464926
 0.         0.08865623 0.         0.13409983 0.         0.09434151
 0.10285473]",0.9419840874395348,0.9411511595174797,0.11334965986870471,0.11441836304210165,0.0952869828201389,0.1423434301967017,0.11464926103911227,0.0,0.08865622915217002,0.0,0.1340998284703159,0.0,0.09434151160371301,0.10285473380704174,0.0
25,2014-02-11,"[0.         0.11330712 0.11439022 0.09535416 0.14231501 0.11458039
 0.         0.08862436 0.         0.13411622 0.         0.0944214
 0.10289113]",0.9475374290981937,0.9482275293253534,0.11330711909789322,0.11439021919716406,0.095354156363983,0.1423150115040629,0.11458038859048111,0.0,0.08862435754766083,0.0,0.13411621570812474,0.0,0.09442140375394031,0.10289112823668974,0.0
26,2014-02-12,"[0.         0.11328647 0.11435732 0.09543108 0.14228442 0.11455056
 0.         0.08863397 0.         0.1341104  0.         0.09443293
 0.10291284]",0.9499629828269764,0.9507927619596372,0.11328646963476506,0.1143573208960618,0.09543108375439636,0.14228441890400234,0.1145505605277761,0.0,0.08863396909518623,0.0,0.13411040290672155,0.0,0.09443293061881726,0.10291284366227345,0.0
27,2014-02-13,"[0.         0.11328504 0.1143353  0.09545927 0.14226287 0.11451501
 0.         0.08861751 0.         0.13411089 0.         0.0944755
 0.10293861]",0.9606457462721179,0.9607265667208076,0.11328504117548174,0.11433530284462239,0.09545926562142386,0.14226287191225664,0.1145150102804104,0.0,0.08861751353909186,0.0,0.1341108894634863,0.0,0.09447549994069346,0.10293860522253336,0.0
28,2014-02-14,"[0.         0.11327067 0.11425852 0.0954962  0.1422239  0.11447251
 0.         0.08855584 0.         0.13413523 0.         0.09459152
 0.10299562]",0.9574902360113826,0.95742901127361,0.11327066508764311,0.11425851683359423,0.09549619871755546,0.142223899161328,0.11447250704586337,0.0,0.08855583812033319,0.0,0.13413523174458555,0.0,0.09459152252308504,0.10299562076601212,0.0
29,2014-02-18,"[0.         0.11327218 0.11422419 0.09550717 0.14220575 0.11444764
 0.         0.08852698 0.         0.13414533 0.         0.09464798
 0.10302277]",0.9716449693179025,0.9684839538714918,0.11327218249845557,0.11422418553878827,0.09550717399423692,0.14220575136961192,0.11444763859290434,0.0,0.0885269832409308,0.0,0.13414533261682146,0.0,0.09464797797227727,0.10302277417597348,0.0
30,2014-02-19,"[0.         0.11329448 0.11427614 0.09548444 0.14221902 0.11445957
 0.         0.0885626  0.         0.13412362 0.         0.09458288
 0.10299724]",0.9714582238370243,0.9699148695540165,0.11329448379996787,0.11427614375114903,0.09548443584876691,0.14221901615855467,0.11445957111576223,0.0,0.08856260231587706,0.0,0.13412362465265287,0.0,0.09458287830653422,0.10299724405073524,0.0
31,2014-02-20,"[0.         0.11332912 0.11425339 0.09546106 0.14222061 0.11448915
 0.         0.08857663 0.         0.13410729 0.         0.09456466
 0.10299809]",0.9767792946002942,0.9744776390372142,0.11332911722680848,0.11425339235615084,0.09546106032984808,0.14222060813587645,0.11448914935343772,0.0,0.08857662821716172,0.0,0.13410729354614168,0.0,0.09456465694390535,0.10299809389066975,0.0
32,2014-02-21,"[0.         0.11338166 0.11432234 0.09537985 0.14225936 0.11453438
 0.         0.08861727 0.         0.1340827  0.         0.09447202
 0.10295041]",0.9759906152146488,0.9735760131853072,0.11338166270975913,0.11432233926880019,0.09537984729345662,0.1422593633034657,0.11453437607903996,0.0,0.08861727198002639,0.0,0.13408270385359805,0.0,0.09447202437854377,0.10295041113331034,0.0
33,2014-02-24,"[0.         0.11339198 0.11430336 0.09539167 0.14225045 0.1145313
 0.         0.08861948 0.         0.13407393 0.         0.09447753
 0.10296031]",0.9815066943636827,0.9782540689102059,0.11339198034115631,0.11430335536836887,0.09539167184177057,0.14225044570796283,0.11453129624586354,0.0,0.08861948497954059,0.0,0.13407392521284614,0.0,0.09447752717442863,0.10296031312806245,0.0
34,2014-02-25,"[0.         0.11337611 0.11431367 0.09540731 0.14224923 0.11451025
 0.         0.08861303 0.         0.13408027 0.         0.09448975
 0.10296038]",0.9772013612883159,0.9758062822585973,0.11337611013908214,0.11431367495008941,0.09540730760953492,0.14224923327703912,0.11451024799215018,0.0,0.08861302645513762,0.0,0.1340802732335885,0.0,0.0944897503492093,0.10296037599416874,0.0
35,2014-02-26,"[0.         0.11343129 0.11432916 0.09535018 0.14226523 0.11456851
 0.         0.08865575 0.         0.13404873 0.         0.0944117
 0.10293945]",0.9842516180880626,0.9822143463966087,0.11343129202622143,0.11432916427599152,0.09535018356504074,0.14226522636978087,0.11456851279499548,0.0,0.08865574968092613,0.0,0.13404872529975292,0.0,0.09441170055877562,0.10293944542851537,0.0
36,2014-02-27,"[0.         0.11343288 0.11436336 0.09531948 0.14228093 0.11455853
 0.         0.0886421  0.         0.13405676 0.         0.09441834
 0.10292763]",0.9767022423736847,0.9770759929535942,0.11343287883294535,0.11436335979895834,0.09531947739639368,0.14228092919400867,0.11455853236955346,0.0,0.08864210232677715,0.0,0.1340567563139974,0.0,0.09441833654084197,0.10292762722652407,0.0
37,2014-02-28,"[0.         0.11343919 0.11435143 0.09531153 0.14227881 0.11455617
 0.         0.08863039 0.         0.13406031 0.         0.09443722
 0.10293494]",0.9813781540245747,0.9794600799643618,0.11343919455621021,0.11435143262268363,0.09531152541634734,0.14227880841764595,0.11455617345512278,0.0,0.08863039495949766,0.0,0.13406031379185251,0.0,0.09443722133580541,0.10293493544483437,0.0
38,2014-03-03,"[0.         0.11345636 0.11435847 0.09529076 0.1422857  0.11456225
 0.         0.08863542 0.         0.13405417 0.         0.09442693
 0.10292993]",0.9901512967976589,0.9866379894704829,0.11345636145055986,0.11435846791284436,0.09529075991031723,0.14228570477273333,0.11456224506691302,0.0,0.08863542086503301,0.0,0.13405417273703304,0.0,0.09442693282920052,0.10292993445536557,0.0
39,2014-03-04,"[0.         0.11343949 0.11435369 0.09531858 0.1422758  0.11453676
 0.         0.08862666 0.         0.13405803 0.         0.09444967
 0.10294133]",0.9833422089130044,0.9826292821128424,0.11343948551764886,0.11435369201832526,0.09531858296633969,0.14227579940613796,0.11453675841567809,0.0,0.08862665727233454,0.0,0.13405802620815624,0.0,0.09444966782091864,0.10294133037446065,0.0
40,2014-03-05,"[0.         0.11343168 0.11434242 0.0953306  0.14227444 0.11454309
 0.         0.08863278 0.         0.13405869 0.         0.0944453
 0.102941  ]",0.9969391254935766,0.9919517977840392,0.11343168091087309,0.1143424168278245,0.09533059777161272,0.1422744395029734,0.11454308870704186,0.0,0.0886327815283636,0.0,0.13405869320667907,0.0,0.09444529934062951,0.10294100220400218,0.0
41,2014-03-06,"[0.         0.11347877 0.11440185 0.09531646 0.14229312 0.11457191
 0.         0.08871634 0.         0.13400271 0.         0.09431557
 0.10290327]",1.0111273200020332,1.005030464796297,0.1134787713930341,0.11440185377148268,0.09531646180909566,0.14229311535017503,0.11457191145574008,0.0,0.08871634105279536,0.0,0.13400270849080387,0.0,0.09431556893883744,0.10290326773803579,0.0
42,2014-03-07,"[0.         0.11342466 0.11437576 0.09537436 0.1422703  0.11452139
 0.         0.08867147 0.         0.13403111 0.         0.09439811
 0.10293284]",1.0152910844967238,1.0060116050834564,0.11342466087387039,0.1143757560250679,0.09537436300226557,0.14227030179898292,0.11452138899755314,0.0,0.08867146731949896,0.0,0.13403110859621672,0.0,0.09439811160509841,0.10293284178144589,0.0
43,2014-03-10,"[0.         0.11337271 0.11431322 0.09543383 0.14223599 0.11446545
 0.         0.08860959 0.         0.13406713 0.         0.09451833
 0.10298375]",1.0166242703945434,1.0056962810570662,0.11337270616854508,0.11431321619914782,0.09543382900911848,0.14223599115698446,0.11446545366343486,0.0,0.08860959131982729,0.0,0.13406713252025268,0.0,0.09451832520248105,0.10298375476020838,0.0
44,2014-03-11,"[0.         0.11337953 0.114362   0.09542573 0.14224825 0.11446525
 0.         0.08863817 0.         0.13405495 0.         0.09446614
 0.10295998]",1.0158452953619717,1.0074703558982434,0.11337953303295399,0.11436199929534646,0.09542573380892,0.14224824861814486,0.11446525201649622,0.0,0.08863816657556173,0.0,0.13405495287450625,0.0,0.09446613877530163,0.10295997500276882,0.0
45,2014-03-12,"[0.         0.11338095 0.11440147 0.09541323 0.14225948 0.11445019
 0.         0.08864186 0.         0.13405208 0.         0.09445325
 0.1029475 ]",1.0149016004721698,1.0064376708097873,0.11338095162315807,0.11440146564442383,0.09541322747373185,0.1422594750001657,0.11445018512259154,0.0,0.08864185985586175,0.0,0.13405208468182303,0.0,0.0944532516385688,0.10294749895967541,0.0
46,2014-03-13,"[0.         0.1133268  0.11434981 0.09547653 0.14222719 0.11439462
 0.         0.08858325 0.         0.13408763 0.         0.0945627
 0.10299147]",1.0026822564021431,0.9939087382649118,0.11332679687271377,0.11434980761155432,0.09547653461243195,0.14222718720290975,0.11439462248955322,0.0,0.08858325313913018,0.0,0.13408763166727442,0.0,0.09456270125811694,0.10299146514631534,0.0
47,2014-03-14,"[0.         0.11342029 0.11443399 0.09537404 0.14227544 0.1144777
 0.         0.08867423 0.         0.13403169 0.         0.09438955
 0.10292308]",1.0118853850470129,1.0049400365997865,0.11342028607508703,0.11443399359866277,0.09537404422577417,0.14227543657725672,0.11447769848761777,0.0,0.08867422891465951,0.0,0.13403168677408422,0.0,0.0943895485882481,0.10292307675860964,0.0
48,2014-03-17,"[0.         0.11333041 0.11437788 0.09546281 0.14223791 0.11438218
 0.         0.08858484 0.         0.13408463 0.         0.09455646
 0.10298289]",0.9980119464189834,0.989022871310247,0.11333041009095537,0.11437787985733715,0.0954628055484318,0.1422379053358811,0.11438217661293124,0.0,0.08858484396979648,0.0,0.1340846286921832,0.0,0.09455646182627543,0.10298288806620817,0.0
49,2014-03-18,"[0.         0.11330048 0.11435456 0.09549126 0.14223125 0.11437307
 0.         0.08857911 0.         0.1340962  0.         0.09458036
 0.1029937 ]",1.0029788471477101,0.990985580086001,0.1133004760142538,0.1143545595101434,0.09549126173235847,0.14223125218493665,0.11437307062408684,0.0,0.08857911406557757,0.0,0.13409620264966862,0.0,0.09458036285605352,0.1029937003629212,0.0
50,2014-03-19,"[0.         0.11330291 0.11435786 0.09550308 0.14222345 0.1143545
 0.         0.08857812 0.         0.13409207 0.         0.09458686
 0.10300116]",1.0043543924732299,0.9916525075352306,0.11330290839745112,0.11435785946305993,0.09550308162555939,0.14222345098094658,0.1143544961311757,0.0,0.08857812019022883,0.0,0.13409206698830942,0.0,0.09458685812899653,0.10300115809427247,0.0
51,2014-03-20,"[0.         0.11329331 0.11429668 0.09552387 0.14220275 0.11435063
 0.         0.08855104 0.         0.13410362 0.         0.0946451
 0.10303298]",1.013658129291559,0.9990425904356256,0.11329331128894064,0.1142966822683094,0.09552387464681432,0.14220275262822282,0.11435063435750113,0.0,0.08855103501545189,0.0,0.13410362196988082,0.0,0.09464510354042437,0.10303298428445457,0.0
52,2014-03-21,"[0.         0.11321545 0.11427254 0.09559415 0.14218065 0.11428175
 0.         0.08849822 0.         0.13414325 0.         0.09474774
 0.10306625]",1.007546502993155,0.9914070558114692,0.11321544783163244,0.11427254183391532,0.09559414675777667,0.14218064702237174,0.1142817520423254,0.0,0.0884982219667865,0.0,0.13414324913477998,0.0,0.09474774294606493,0.10306625046434706,0.0
53,2014-03-24,"[0.         0.11320787 0.11427933 0.09560709 0.14217728 0.11428938
 0.         0.08851226 0.         0.13414101 0.         0.09472485
 0.10306092]",1.0202656926035032,1.0016070361154883,0.11320786548166752,0.1142793339264126,0.09560709400750342,0.1421772810046695,0.11428938159478134,0.0,0.0885122589281021,0.0,0.134141014487037,0.0,0.0947248535665503,0.10306091700327631,0.0
54,2014-03-25,"[0.         0.11330252 0.11434922 0.09552613 0.14221908 0.11440325
 0.         0.08863316 0.         0.13407049 0.         0.09450947
 0.10298668]",1.0218297348732268,1.004357302428783,0.11330252308402793,0.11434922097128546,0.09552612755053848,0.14221907856842717,0.11440325240719008,0.0,0.08863315959442583,0.0,0.1340704930213984,0.0,0.09450946902473722,0.10298667577796936,0.0
55,2014-03-26,"[0.         0.11330927 0.11435451 0.09550523 0.14222419 0.11439715
 0.         0.08861356 0.         0.13407593 0.         0.09453195
 0.10298821]",1.0192032170959018,1.0019483693721831,0.11330927100681965,0.11435451409642232,0.09550523462749581,0.14222418872715312,0.11439714625367102,0.0,0.08861356044601322,0.0,0.13407593052620168,0.0,0.09453194689206795,0.1029882074241554,0.0
56,2014-03-27,"[0.         0.11332888 0.11439155 0.0955126  0.14222797 0.11441343
 0.         0.08866425 0.         0.13404493 0.         0.09445
 0.10296639]",1.026957327463799,1.00685446955294,0.11332888244949504,0.11439155258797493,0.09551259848359075,0.1422279700721769,0.11441343278983195,0.0,0.0886642456911016,0.0,0.13404493126244565,0.0,0.09444999946490748,0.10296638719847552,0.0
57,2014-03-28,"[0.         0.11327346 0.11438267 0.09557316 0.1422058  0.1143474
 0.         0.08861879 0.         0.13407384 0.         0.09453124
 0.10299364]",1.0138005454467045,0.9980708052307944,0.11327345726371636,0.11438267024177563,0.0955731590506473,0.14220580123499255,0.11434740130761625,0.0,0.08861879445567418,0.0,0.13407384301500988,0.0,0.09453123781340382,0.10299363561716414,0.0
58,2014-03-31,"[0.         0.11327406 0.1144055  0.0955698  0.1422109  0.11434402
 0.         0.0886274  0.         0.13407249 0.         0.09451297
 0.10298286]",1.0100618020349321,0.9935802955548341,0.11327406223795222,0.11440550487644166,0.09556980108702623,0.142210895927006,0.11434401848399338,0.0,0.08862739643806143,0.0,0.1340724928151735,0.0,0.09451296795016037,0.10298286018418513,0.0
59,2014-04-01,"[0.         0.11322551 0.11437409 0.0956199  0.1421916  0.11430005
 0.         0.08858947 0.         0.13409801 0.         0.09458965
 0.10301172]",1.0093209694427068,0.9915684067453622,0.11322550931849522,0.11437409123824491,0.09561989964647576,0.14219159663449765,0.11430005237720803,0.0,0.08858947212387516,0.0,0.13409801080052453,0.0,0.09458964602744435,0.10301172183323438,0.0
60,2014-04-02,"[0.         0.11335508 0.11548065 0.09522479 0.14270451 0.11480224
 0.         0.08946513 0.         0.13381362 0.         0.09294965
 0.10220432]",1.017531088958324,0.9975115586192911,0.11335507975068987,0.11548065251130205,0.09522478870539436,0.1427045106935672,0.11480224237440384,0.0,0.08946513242814237,0.0,0.13381362179036477,0.0,0.0929496507427759,0.1022043210033597,0.0
61,2014-04-03,"[0.         0.11333439 0.11557106 0.09521949 0.14275418 0.11482759
 0.         0.08951039 0.         0.13378791 0.         0.09285199
 0.10214299]",1.027945973423074,1.0026703694022916,0.11333438674286936,0.11557105871101955,0.09521949239338161,0.14275418477398666,0.11482759449133945,0.0,0.089510390958446,0.0,0.13378791348093722,0.0,0.09285198846655485,0.1021429899814653,0.0
62,2014-04-04,"[0.         0.11332297 0.11558022 0.09522984 0.14275561 0.11482327
 0.         0.0895068  0.         0.13378843 0.         0.09285177
 0.1021411 ]",1.0316864297825799,1.0057621145988558,0.11332296728927957,0.11558022360011493,0.09522984099042266,0.14275560595723494,0.11482326879095808,0.0,0.08950679744776815,0.0,0.13378842637334298,0.0,0.09285177196154214,0.1021410975893366,0.0
63,2014-04-07,"[0.         0.11331368 0.11560678 0.09523184 0.1427588  0.11480894
 0.         0.08950383 0.         0.13379301 0.         0.09284729
 0.10213582]",1.0347429723207193,1.0077295156513912,0.11331367553968727,0.11560678191762526,0.09523184484703469,0.14275880321671178,0.11480894063420774,0.0,0.0895038305213838,0.0,0.13379300784744913,0.0,0.09284729211260963,0.10213582336329069,0.0
64,2014-04-08,"[0.         0.11327311 0.11566187 0.0952659  0.14274619 0.1147407
 0.         0.08946156 0.         0.13382215 0.         0.09288483
 0.10214371]",1.016287780867711,0.9905941132966682,0.11327310849498755,0.11566186920638025,0.09526589759261073,0.1427461856581924,0.11474069762300171,0.0,0.08946155751156312,0.0,0.13382214513037236,0.0,0.09288482552853214,0.1021437132543598,0.0
65,2014-04-09,"[0.         0.11328685 0.11566927 0.09525899 0.14274344 0.11473344
 0.         0.08946005 0.         0.13381945 0.         0.09288469
 0.10214381]",1.0082936873610273,0.9866638693273828,0.11328685141857439,0.1156692749280374,0.0952589932922395,0.1427434400128767,0.11473344197328648,0.0,0.08946004853169186,0.0,0.13381944774126955,0.0,0.09288469232360339,0.10214380977842058,0.0
66,2014-04-10,"[0.         0.11324585 0.11562916 0.09531671 0.14271925 0.11469641
 0.         0.08943419 0.         0.13383715 0.         0.09294703
 0.10217425]",1.0139622080537158,0.9873189888433112,0.11324585265119508,0.11562915886427567,0.09531670673321249,0.1427192495556166,0.1146964090993702,0.0,0.08943419255411485,0.0,0.13383715115398465,0.0,0.09294702847361909,0.10217425091461123,0.0
67,2014-04-11,"[0.         0.11322481 0.11561627 0.09534225 0.14271178 0.11468634
 0.         0.08942961 0.         0.13384393 0.         0.09296203
 0.10218299]",1.0161502151764985,0.9900283466639704,0.1132248138845341,0.11561626565851657,0.0953422460464795,0.14271178375951357,0.11468633524940561,0.0,0.0894296090759904,0.0,0.13384392570588496,0.0,0.09296203369464492,0.10218298692503035,0.0
68,2014-04-14,"[0.         0.11324014 0.1157233  0.09529644 0.14272758 0.11467434
 0.         0.08941404 0.         0.13385693 0.         0.09291738
 0.10214985]",0.9914304294354256,0.9692418022009821,0.11324013849744315,0.11572329690040617,0.09529644079143677,0.1427275834001036,0.11467434273403196,0.0,0.08941403714202817,0.0,0.13385693176314906,0.0,0.09291737759841082,0.10214985117299025,0.0
69,2014-04-15,"[0.         0.11323455 0.11571666 0.09531097 0.14271798 0.11463899
 0.         0.08939669 0.         0.13386281 0.         0.09295655
 0.1021648 ]",0.9941264754186054,0.9722365964638858,0.11323454970890295,0.11571666188928384,0.09531097234624426,0.142717978521003,0.11463898777552393,0.0,0.08939668524597057,0.0,0.1338628125824508,0.0,0.0929565494791131,0.10216480245150757,0.0
70,2014-04-16,"[0.         0.11324595 0.11574307 0.09530061 0.14271406 0.11460749
 0.         0.08937673 0.         0.13386699 0.         0.09297561
 0.1021695 ]",0.9951929875814612,0.9708809659362042,0.11324595126635817,0.11574306520195987,0.0953006080919407,0.14271405555829195,0.11460748721931864,0.0,0.08937672896981473,0.0,0.1338669906629365,0.0,0.09297561355805395,0.10216949947132561,0.0
